NAV,Date (DD/MM/YYYY)
10.2484,18/04/2017
10.25,19/04/2017
10.2516,20/04/2017
10.2532,21/04/2017
10.2531,22/04/2017
10.2531,23/04/2017
10.2579,24/04/2017
10.2594,25/04/2017
10.2610,26/04/2017
10.2624,27/04/2017
10.2641,28/04/2017
10.2641,29/04/2017
10.2641,30/04/2017
10.2641,01/05/2017
10.2710,02/05/2017
10.2727,03/05/2017
10.2744,04/05/2017
10.2760,05/05/2017
10.2760,06/05/2017
10.2760,07/05/2017
10.2812,08/05/2017
10.2829,09/05/2017
10.2829,10/05/2017
10.2863,11/05/2017
10.2880,12/05/2017
10.2880,13/05/2017
10.2880,14/05/2017
10.2930,15/05/2017
10.2948,16/05/2017
10.2966,17/05/2017
10.2984,18/05/2017
10.3002,19/05/2017
10.3002,20/05/2017
10.3002,21/05/2017
10.3053,22/05/2017
10.3071,23/05/2017
10.3089,24/05/2017
10.3106,25/05/2017
10.3123,26/05/2017
10.3123,27/05/2017
10.3123,28/05/2017
10.3174,29/05/2017
10.3192,30/05/2017
10.3210,31/05/2017
10.3228,01/06/2017
10.3245,02/06/2017
10.3245,03/06/2017
10.3245,04/06/2017
10.3298,05/06/2017
10.3315,06/06/2017
10.3337,07/06/2017
10.3361,08/06/2017
10.3378,09/06/2017
10.3378,10/06/2017
10.3378,11/06/2017
10.3429,12/06/2017
10.9756,13/06/2017
10.9756,14/06/2017
