NAV,Date (DD/MM/YYYY)
10.2257,27/09/2009
10.2285,28/09/2009
10.2759,29/09/2009
10.2784,30/09/2009
10.2547,01/10/2009
10.2574,02/10/2009
10.2597,03/10/2009
10.2625,04/10/2009
10.2649,05/10/2009
10.2808,06/10/2009
10.2834,07/10/2009
10.2913,08/10/2009
10.2887,09/10/2009
10.2915,10/10/2009
10.2943,11/10/2009
10.2915,12/10/2009
10.2942,13/10/2009
10.3010,14/10/2009
10.3035,15/10/2009
10.3108,16/10/2009
10.3134,17/10/2009
10.3161,18/10/2009
10.3188,19/10/2009
10.3395,20/10/2009
10.3646,21/10/2009
10.3792,22/10/2009
10.3845,23/10/2009
10.3870,24/10/2009
10.3896,25/10/2009
10.3988,26/10/2009
10.4011,27/10/2009
10.4129,28/10/2009
10.4415,29/10/2009
10.4471,30/10/2009
10.45,31/10/2009
10.4530,01/11/2009
10.4559,02/11/2009
10.4605,03/11/2009
10.4771,04/11/2009
10.4852,05/11/2009
10.5018,06/11/2009
10.5047,07/11/2009
10.5075,08/11/2009
10.5515,09/11/2009
10.5960,10/11/2009
10.6125,11/11/2009
10.5876,12/11/2009
10.5982,13/11/2009
10.6010,14/11/2009
10.6038,15/11/2009
10.6345,16/11/2009
10.6357,17/11/2009
10.6368,18/11/2009
10.6380,19/11/2009
10.7360,20/11/2009
10.7390,21/11/2009
10.7420,22/11/2009
10.7438,23/11/2009
10.7178,24/11/2009
10.7204,25/11/2009
10.7514,26/11/2009
10.7398,27/11/2009
10.7427,28/11/2009
10.7456,29/11/2009
10.7475,30/11/2009
10.7417,01/12/2009
10.7303,02/12/2009
10.7444,03/12/2009
10.7471,04/12/2009
10.7501,05/12/2009
10.7531,06/12/2009
10.7349,07/12/2009
10.7376,08/12/2009
10.7518,09/12/2009
10.7544,10/12/2009
10.7571,11/12/2009
10.7601,12/12/2009
10.7631,13/12/2009
10.7736,14/12/2009
10.7818,15/12/2009
10.7788,16/12/2009
10.7814,17/12/2009
10.7840,18/12/2009
10.7869,19/12/2009
10.7899,20/12/2009
10.7751,21/12/2009
10.7776,22/12/2009
10.7979,23/12/2009
10.8206,24/12/2009
10.8236,25/12/2009
10.8266,26/12/2009
10.8295,27/12/2009
10.8325,28/12/2009
10.8310,29/12/2009
10.8364,30/12/2009
10.8390,31/12/2009
10.8418,01/01/2010
10.8447,02/01/2010
10.8476,03/01/2010
10.8519,04/01/2010
10.8704,05/01/2010
10.8729,06/01/2010
10.8891,07/01/2010
10.8834,08/01/2010
10.8863,09/01/2010
10.8892,10/01/2010
10.8966,11/01/2010
10.8992,12/01/2010
10.9070,13/01/2010
10.9042,14/01/2010
10.9067,15/01/2010
10.9095,16/01/2010
10.9122,17/01/2010
10.9141,18/01/2010
10.9218,19/01/2010
10.9242,20/01/2010
10.9368,21/01/2010
10.9441,22/01/2010
10.9467,23/01/2010
10.9493,24/01/2010
10.9194,25/01/2010
10.9220,26/01/2010
10.9324,27/01/2010
10.9350,28/01/2010
10.9311,29/01/2010
10.9340,30/01/2010
10.9369,31/01/2010
10.9396,01/02/2010
10.9375,02/02/2010
10.9393,03/02/2010
10.9419,04/02/2010
10.9293,05/02/2010
10.9322,06/02/2010
10.9351,07/02/2010
10.9492,08/02/2010
10.9542,09/02/2010
10.9481,10/02/2010
10.9436,11/02/2010
10.9465,12/02/2010
10.9494,13/02/2010
10.9523,14/02/2010
10.9375,15/02/2010
10.9407,16/02/2010
10.9055,17/02/2010
10.9005,18/02/2010
10.9011,19/02/2010
10.9040,20/02/2010
10.9070,21/02/2010
10.9105,22/02/2010
10.9132,23/02/2010
10.9192,24/02/2010
10.9219,25/02/2010
10.9163,26/02/2010
10.9192,27/02/2010
10.9221,28/02/2010
10.9250,01/03/2010
10.9249,02/03/2010
10.9377,03/03/2010
10.9254,04/03/2010
10.9343,05/03/2010
10.9372,06/03/2010
10.9401,07/03/2010
10.9423,08/03/2010
10.9339,09/03/2010
10.9367,10/03/2010
10.9394,11/03/2010
10.9421,12/03/2010
10.9449,13/03/2010
10.9478,14/03/2010
10.95,15/03/2010
10.9529,16/03/2010
10.9473,17/03/2010
10.9724,18/03/2010
10.9880,19/03/2010
10.9908,20/03/2010
10.9935,21/03/2010
10.9488,22/03/2010
10.9618,23/03/2010
10.9644,24/03/2010
10.9575,25/03/2010
10.9598,26/03/2010
10.9624,27/03/2010
10.9649,28/03/2010
10.9708,29/03/2010
10.9885,30/03/2010
11.0013,31/03/2010
11.0041,01/04/2010
11.0070,02/04/2010
11.0099,03/04/2010
11.0128,04/04/2010
10.9991,05/04/2010
11.0069,06/04/2010
11.0401,07/04/2010
11.0410,08/04/2010
11.0418,09/04/2010
11.0448,10/04/2010
11.0477,11/04/2010
11.0444,12/04/2010
11.0359,13/04/2010
11.0389,14/04/2010
11.0389,15/04/2010
11.0316,16/04/2010
11.0346,17/04/2010
11.0376,18/04/2010
11.0357,19/04/2010
11.0468,20/04/2010
11.0554,21/04/2010
11.0872,22/04/2010
11.0942,23/04/2010
11.0972,24/04/2010
11.1002,25/04/2010
11.1001,26/04/2010
11.1010,27/04/2010
11.1306,28/04/2010
11.1288,29/04/2010
11.1324,30/04/2010
11.1353,01/05/2010
11.1382,02/05/2010
11.1297,03/05/2010
11.1295,04/05/2010
11.1276,05/05/2010
11.1360,06/05/2010
11.1370,07/05/2010
11.14,08/05/2010
11.1430,09/05/2010
11.1356,10/05/2010
11.2557,11/05/2010
11.3251,12/05/2010
11.3234,13/05/2010
11.3315,14/05/2010
11.3343,15/05/2010
11.3371,16/05/2010
11.3593,17/05/2010
11.3534,18/05/2010
11.3758,19/05/2010
11.3351,20/05/2010
11.3361,21/05/2010
11.3389,22/05/2010
11.3418,23/05/2010
11.3392,24/05/2010
11.3445,25/05/2010
11.3307,26/05/2010
11.3336,27/05/2010
11.3320,28/05/2010
11.3349,29/05/2010
11.3378,30/05/2010
11.3459,31/05/2010
11.3493,01/06/2010
11.3561,02/06/2010
11.3713,03/06/2010
11.3745,04/06/2010
11.3774,05/06/2010
11.3804,06/06/2010
11.3897,07/06/2010
11.3982,08/06/2010
11.4029,09/06/2010
11.3975,10/06/2010
11.3999,11/06/2010
11.4028,12/06/2010
11.4057,13/06/2010
11.3947,14/06/2010
11.3988,15/06/2010
11.4013,16/06/2010
11.4143,17/06/2010
11.4177,18/06/2010
11.4206,19/06/2010
11.4235,20/06/2010
11.4330,21/06/2010
11.4423,22/06/2010
11.4458,23/06/2010
11.4492,24/06/2010
11.4520,25/06/2010
11.4549,26/06/2010
11.4578,27/06/2010
11.4623,28/06/2010
11.4694,29/06/2010
11.4721,30/06/2010
11.4751,01/07/2010
11.4840,02/07/2010
11.4870,03/07/2010
11.49,04/07/2010
11.4876,05/07/2010
11.5019,06/07/2010
11.4934,07/07/2010
11.5159,08/07/2010
11.5140,09/07/2010
11.5169,10/07/2010
11.5199,11/07/2010
11.5290,12/07/2010
11.5291,13/07/2010
11.5216,14/07/2010
11.5241,15/07/2010
11.5243,16/07/2010
11.5272,17/07/2010
11.5302,18/07/2010
11.5323,19/07/2010
11.5296,20/07/2010
11.5579,21/07/2010
11.5728,22/07/2010
11.5751,23/07/2010
11.5781,24/07/2010
11.5810,25/07/2010
11.5834,26/07/2010
11.5792,27/07/2010
11.5722,28/07/2010
11.5625,29/07/2010
11.5480,30/07/2010
11.5509,31/07/2010
11.5537,01/08/2010
11.5354,02/08/2010
11.5415,03/08/2010
11.5510,04/08/2010
11.5427,05/08/2010
11.5461,06/08/2010
11.5491,07/08/2010
11.5520,08/08/2010
11.5572,09/08/2010
11.56,10/08/2010
11.5661,11/08/2010
11.5721,12/08/2010
11.5723,13/08/2010
11.5752,14/08/2010
11.5782,15/08/2010
11.5820,16/08/2010
11.5997,17/08/2010
11.5915,18/08/2010
11.5944,19/08/2010
11.5940,20/08/2010
11.5969,21/08/2010
11.5999,22/08/2010
11.5919,23/08/2010
11.6098,24/08/2010
11.6167,25/08/2010
11.6195,26/08/2010
11.6226,27/08/2010
11.6255,28/08/2010
11.6284,29/08/2010
11.6350,30/08/2010
11.6438,31/08/2010
11.6508,01/09/2010
11.6518,02/09/2010
11.6546,03/09/2010
11.6576,04/09/2010
11.6606,05/09/2010
11.6670,06/09/2010
11.6708,07/09/2010
11.6836,08/09/2010
11.6893,09/09/2010
11.6923,10/09/2010
11.6952,11/09/2010
11.6982,12/09/2010
11.6994,13/09/2010
11.7014,14/09/2010
11.7050,15/09/2010
11.7074,16/09/2010
11.7103,17/09/2010
11.7133,18/09/2010
11.7163,19/09/2010
11.7247,20/09/2010
11.7227,21/09/2010
11.7276,22/09/2010
11.7324,23/09/2010
11.7385,24/09/2010
11.7413,25/09/2010
11.7441,26/09/2010
11.7469,27/09/2010
11.7519,28/09/2010
11.7629,29/09/2010
11.7657,30/09/2010
11.7703,01/10/2010
11.7732,02/10/2010
11.7762,03/10/2010
11.7792,04/10/2010
11.7843,05/10/2010
11.7884,06/10/2010
11.7901,07/10/2010
11.7885,08/10/2010
11.7915,09/10/2010
11.7945,10/10/2010
11.7970,11/10/2010
11.7940,12/10/2010
11.8023,13/10/2010
11.8010,14/10/2010
11.7928,15/10/2010
11.7958,16/10/2010
11.7987,17/10/2010
11.7971,18/10/2010
11.7846,19/10/2010
11.7842,20/10/2010
11.7904,21/10/2010
11.7943,22/10/2010
11.7973,23/10/2010
11.8003,24/10/2010
11.8029,25/10/2010
11.7985,26/10/2010
11.7994,27/10/2010
11.8057,28/10/2010
11.8086,29/10/2010
11.8117,30/10/2010
11.8147,31/10/2010
11.8191,01/11/2010
11.8304,02/11/2010
11.8441,03/11/2010
11.8470,04/11/2010
11.85,05/11/2010
11.8530,06/11/2010
11.8560,07/11/2010
11.8574,08/11/2010
11.8403,09/11/2010
11.8323,10/11/2010
11.8343,11/11/2010
11.8390,12/11/2010
11.8420,13/11/2010
11.8450,14/11/2010
11.8537,15/11/2010
11.8521,16/11/2010
11.8552,17/11/2010
11.8442,18/11/2010
11.8490,19/11/2010
11.8521,20/11/2010
11.8553,21/11/2010
11.8561,22/11/2010
11.8514,23/11/2010
11.8526,24/11/2010
11.8558,25/11/2010
11.8541,26/11/2010
11.8572,27/11/2010
11.8603,28/11/2010
11.8546,29/11/2010
11.8522,30/11/2010
11.8486,01/12/2010
11.8408,02/12/2010
11.8361,03/12/2010
11.8392,04/12/2010
11.8422,05/12/2010
11.8284,06/12/2010
11.8239,07/12/2010
11.8086,08/12/2010
11.8025,09/12/2010
11.8029,10/12/2010
11.8059,11/12/2010
11.8090,12/12/2010
11.8120,13/12/2010
11.8180,14/12/2010
11.8204,15/12/2010
11.8306,16/12/2010
11.8335,17/12/2010
11.8365,18/12/2010
11.8395,19/12/2010
11.8380,20/12/2010
11.8369,21/12/2010
11.8374,22/12/2010
11.8387,23/12/2010
11.8417,24/12/2010
11.8446,25/12/2010
11.8474,26/12/2010
11.8504,27/12/2010
11.8549,28/12/2010
11.8571,29/12/2010
11.8552,30/12/2010
11.8584,31/12/2010
11.8615,01/01/2011
11.8646,02/01/2011
11.8665,03/01/2011
11.8696,04/01/2011
11.8728,05/01/2011
11.8750,06/01/2011
11.8781,07/01/2011
11.8812,08/01/2011
11.8843,09/01/2011
11.8851,10/01/2011
11.8867,11/01/2011
11.8911,12/01/2011
11.8831,13/01/2011
11.8769,14/01/2011
11.88,15/01/2011
11.8830,16/01/2011
11.8786,17/01/2011
11.8806,18/01/2011
11.8677,19/01/2011
11.8626,20/01/2011
11.8642,21/01/2011
11.8673,22/01/2011
11.8704,23/01/2011
11.8577,24/01/2011
11.8403,25/01/2011
11.8434,26/01/2011
11.8472,27/01/2011
11.8474,28/01/2011
11.8504,29/01/2011
11.8534,30/01/2011
11.8524,31/01/2011
11.8479,01/02/2011
11.8537,02/02/2011
11.8594,03/02/2011
11.9279,04/02/2011
11.9309,05/02/2011
11.9339,06/02/2011
11.9335,07/02/2011
11.9357,08/02/2011
11.94,09/02/2011
11.9416,10/02/2011
11.9446,11/02/2011
11.9466,12/02/2011
11.9487,13/02/2011
11.9535,14/02/2011
11.9566,15/02/2011
11.9586,16/02/2011
11.9626,17/02/2011
11.9669,18/02/2011
11.9690,19/02/2011
11.9710,20/02/2011
11.9746,21/02/2011
11.9789,22/02/2011
11.9819,23/02/2011
11.9836,24/02/2011
11.9858,25/02/2011
11.9878,26/02/2011
11.9897,27/02/2011
11.9949,28/02/2011
12.0623,01/03/2011
12.0642,02/03/2011
12.0676,03/03/2011
12.0707,04/03/2011
12.0734,05/03/2011
12.0762,06/03/2011
12.0806,07/03/2011
12.0837,08/03/2011
12.0895,09/03/2011
12.0926,10/03/2011
12.0957,11/03/2011
12.0984,12/03/2011
12.1011,13/03/2011
12.1049,14/03/2011
12.1080,15/03/2011
12.1110,16/03/2011
12.1141,17/03/2011
12.1172,18/03/2011
12.12,19/03/2011
12.1227,20/03/2011
12.1265,21/03/2011
12.1272,22/03/2011
12.1315,23/03/2011
12.1347,24/03/2011
12.1378,25/03/2011
12.1404,26/03/2011
12.1431,27/03/2011
12.1471,28/03/2011
12.1877,29/03/2011
12.1944,30/03/2011
12.1963,31/03/2011
12.1994,01/04/2011
12.2025,02/04/2011
12.2056,03/04/2011
12.2086,04/04/2011
12.2165,05/04/2011
12.2207,06/04/2011
12.2266,07/04/2011
12.2296,08/04/2011
12.2326,09/04/2011
12.2356,10/04/2011
12.2378,11/04/2011
12.2408,12/04/2011
12.2429,13/04/2011
12.2459,14/04/2011
12.2481,15/04/2011
12.2511,16/04/2011
12.2540,17/04/2011
12.2513,18/04/2011
12.2544,19/04/2011
12.2546,20/04/2011
12.2463,21/04/2011
12.2495,22/04/2011
12.2527,23/04/2011
12.2560,24/04/2011
12.2561,25/04/2011
12.2543,26/04/2011
12.2561,27/04/2011
12.2591,28/04/2011
12.2601,29/04/2011
12.2632,30/04/2011
12.2664,01/05/2011
12.2690,02/05/2011
12.2227,03/05/2011
12.2246,04/05/2011
12.2053,05/05/2011
12.2094,06/05/2011
12.2126,07/05/2011
12.2158,08/05/2011
12.2166,09/05/2011
12.2301,10/05/2011
12.2209,11/05/2011
12.2234,12/05/2011
12.2210,13/05/2011
12.2243,14/05/2011
12.2275,15/05/2011
12.2253,16/05/2011
12.2285,17/05/2011
12.2257,18/05/2011
12.2262,19/05/2011
12.2183,20/05/2011
12.2215,21/05/2011
12.2247,22/05/2011
12.2234,23/05/2011
12.2203,24/05/2011
12.2125,25/05/2011
12.2131,26/05/2011
12.1830,27/05/2011
12.1862,28/05/2011
12.1895,29/05/2011
12.1804,30/05/2011
12.1656,31/05/2011
12.1664,01/06/2011
12.1789,02/06/2011
12.1821,03/06/2011
12.1853,04/06/2011
12.1884,05/06/2011
12.1917,06/06/2011
12.1997,07/06/2011
12.2033,08/06/2011
12.2156,09/06/2011
12.2268,10/06/2011
12.23,11/06/2011
12.2332,12/06/2011
12.2425,13/06/2011
12.2393,14/06/2011
12.2403,15/06/2011
12.2592,16/06/2011
12.2775,17/06/2011
12.2807,18/06/2011
12.2838,19/06/2011
12.2944,20/06/2011
12.2999,21/06/2011
12.2965,22/06/2011
12.2969,23/06/2011
12.3021,24/06/2011
12.3052,25/06/2011
12.3083,26/06/2011
12.3161,27/06/2011
12.3211,28/06/2011
12.3182,29/06/2011
12.3214,30/06/2011
12.3276,02/07/2011
12.3307,03/07/2011
12.3352,04/07/2011
12.3578,05/07/2011
12.3605,06/07/2011
12.3715,07/07/2011
12.3724,08/07/2011
12.3755,09/07/2011
12.3786,10/07/2011
12.39,11/07/2011
12.4085,12/07/2011
12.4090,13/07/2011
12.4278,14/07/2011
12.4465,15/07/2011
12.4496,16/07/2011
12.4526,17/07/2011
12.4515,18/07/2011
12.4617,19/07/2011
12.4709,20/07/2011
12.4722,21/07/2011
12.4858,22/07/2011
12.4891,23/07/2011
12.4924,24/07/2011
12.5044,25/07/2011
12.4610,26/07/2011
12.4535,27/07/2011
12.4738,28/07/2011
12.4719,29/07/2011
12.4752,30/07/2011
12.4785,31/07/2011
12.4817,01/08/2011
12.4808,02/08/2011
12.4852,03/08/2011
12.4837,04/08/2011
12.5114,05/08/2011
12.5147,06/08/2011
12.5179,07/08/2011
12.5429,08/08/2011
12.5460,09/08/2011
12.5592,10/08/2011
12.5625,11/08/2011
12.5572,12/08/2011
12.5605,13/08/2011
12.5637,14/08/2011
12.5669,15/08/2011
12.5595,16/08/2011
12.5516,17/08/2011
12.5550,18/08/2011
12.5582,19/08/2011
12.5614,20/08/2011
12.5645,21/08/2011
12.5798,22/08/2011
12.5844,23/08/2011
12.5841,24/08/2011
12.5920,25/08/2011
12.5924,26/08/2011
12.5955,27/08/2011
12.5987,28/08/2011
12.6012,29/08/2011
12.6015,30/08/2011
12.6046,31/08/2011
12.6077,01/09/2011
12.6082,02/09/2011
12.6113,03/09/2011
12.6145,04/09/2011
12.6207,05/09/2011
12.6232,06/09/2011
12.6227,07/09/2011
12.6248,08/09/2011
12.6302,09/09/2011
12.6335,10/09/2011
12.6367,11/09/2011
12.6392,12/09/2011
12.6392,13/09/2011
12.6338,14/09/2011
12.6299,15/09/2011
12.6320,16/09/2011
12.6352,17/09/2011
12.6384,18/09/2011
12.6429,19/09/2011
12.6461,20/09/2011
12.6466,21/09/2011
12.6465,22/09/2011
12.6517,23/09/2011
12.6549,24/09/2011
12.6581,25/09/2011
12.6586,26/09/2011
12.68,27/09/2011
12.6817,28/09/2011
12.6670,29/09/2011
12.6703,30/09/2011
12.6736,01/10/2011
12.6769,02/10/2011
12.6808,03/10/2011
12.6608,04/10/2011
12.6611,05/10/2011
12.6644,06/10/2011
12.6485,07/10/2011
12.6518,08/10/2011
12.6551,09/10/2011
12.6249,10/10/2011
12.6315,11/10/2011
12.6422,12/10/2011
12.6436,13/10/2011
12.6410,14/10/2011
12.6443,15/10/2011
12.6475,16/10/2011
12.6431,17/10/2011
12.6520,18/10/2011
12.6592,19/10/2011
12.6644,20/10/2011
12.6644,21/10/2011
12.6676,22/10/2011
12.6708,23/10/2011
12.6730,24/10/2011
12.7192,25/10/2011
12.7224,26/10/2011
12.7256,27/10/2011
12.7064,28/10/2011
12.7097,29/10/2011
12.7130,30/10/2011
12.7135,31/10/2011
12.7088,01/11/2011
12.7152,02/11/2011
12.7282,03/11/2011
12.7314,04/11/2011
12.7346,05/11/2011
12.7379,06/11/2011
12.7411,07/11/2011
12.7439,08/11/2011
12.7269,09/11/2011
12.7302,10/11/2011
12.7335,11/11/2011
12.7367,12/11/2011
12.7399,13/11/2011
12.7394,14/11/2011
12.7478,15/11/2011
12.7518,16/11/2011
12.8244,17/11/2011
12.8268,18/11/2011
12.8291,19/11/2011
12.8315,20/11/2011
12.8395,21/11/2011
12.8423,22/11/2011
12.8459,23/11/2011
12.8562,24/11/2011
12.8615,25/11/2011
12.8638,26/11/2011
12.8661,27/11/2011
12.8927,28/11/2011
12.8965,29/11/2011
12.9095,30/11/2011
12.9153,01/12/2011
12.9279,02/12/2011
12.9310,03/12/2011
12.9340,04/12/2011
12.9567,05/12/2011
12.9598,06/12/2011
12.9768,07/12/2011
12.9803,08/12/2011
13.0157,09/12/2011
13.0190,10/12/2011
13.0223,11/12/2011
13.0299,12/12/2011
13.0421,13/12/2011
13.0403,14/12/2011
13.0282,15/12/2011
13.0631,16/12/2011
13.0663,17/12/2011
13.0696,18/12/2011
13.0927,19/12/2011
13.0839,20/12/2011
13.0772,21/12/2011
13.0628,22/12/2011
13.0639,23/12/2011
13.0671,24/12/2011
13.0703,25/12/2011
13.1138,26/12/2011
13.0996,27/12/2011
13.1105,28/12/2011
13.0959,29/12/2011
13.0993,30/12/2011
13.1026,31/12/2011
13.1058,01/01/2012
13.1522,02/01/2012
13.1611,03/01/2012
13.1591,04/01/2012
13.1695,05/01/2012
13.1909,06/01/2012
13.1942,07/01/2012
13.1974,08/01/2012
13.2260,09/01/2012
13.2177,10/01/2012
13.2003,11/01/2012
13.1975,12/01/2012
13.2017,13/01/2012
13.2049,14/01/2012
13.2081,15/01/2012
13.2176,16/01/2012
13.2212,17/01/2012
13.2357,18/01/2012
13.2477,19/01/2012
13.2617,20/01/2012
13.2648,21/01/2012
13.2679,22/01/2012
13.2664,23/01/2012
13.2344,24/01/2012
13.2490,25/01/2012
13.2521,26/01/2012
13.2535,27/01/2012
13.2566,28/01/2012
13.2597,29/01/2012
13.2631,30/01/2012
13.2462,31/01/2012
13.2784,01/02/2012
13.3031,02/02/2012
13.3061,03/02/2012
13.3091,04/02/2012
13.3122,05/02/2012
13.3196,06/02/2012
13.3197,07/02/2012
13.3193,08/02/2012
13.3322,09/02/2012
13.3351,10/02/2012
13.3384,11/02/2012
13.3417,12/02/2012
13.3399,13/02/2012
13.3463,14/02/2012
13.3490,15/02/2012
13.3522,16/02/2012
13.3518,17/02/2012
13.3551,18/02/2012
13.3583,19/02/2012
13.3615,20/02/2012
13.3624,21/02/2012
13.3691,22/02/2012
13.3715,23/02/2012
13.3738,24/02/2012
13.3770,25/02/2012
13.3802,26/02/2012
13.3822,27/02/2012
13.3840,28/02/2012
13.3915,29/02/2012
13.3696,01/03/2012
13.3687,02/03/2012
13.3720,03/03/2012
13.3753,04/03/2012
13.4024,05/03/2012
13.4345,06/03/2012
13.4207,07/03/2012
13.4240,08/03/2012
13.4041,09/03/2012
13.4073,10/03/2012
13.4106,11/03/2012
13.3994,12/03/2012
13.4097,13/03/2012
13.4063,14/03/2012
13.4029,15/03/2012
13.3940,16/03/2012
13.3972,17/03/2012
13.4005,18/03/2012
13.4030,19/03/2012
13.4024,20/03/2012
13.4170,21/03/2012
13.4251,22/03/2012
13.4284,23/03/2012
13.4316,24/03/2012
13.4349,25/03/2012
13.4583,26/03/2012
13.4880,27/03/2012
13.4318,28/03/2012
13.4354,29/03/2012
13.4385,30/03/2012
13.4417,31/03/2012
13.4448,01/04/2012
13.4479,02/04/2012
13.4359,03/04/2012
13.4381,04/04/2012
13.4412,05/04/2012
13.4443,06/04/2012
13.4474,07/04/2012
13.4505,08/04/2012
13.4776,09/04/2012
13.4802,10/04/2012
13.4876,11/04/2012
13.4599,12/04/2012
13.5087,13/04/2012
13.5122,14/04/2012
13.5156,15/04/2012
13.5254,16/04/2012
13.5978,17/04/2012
13.6179,18/04/2012
13.6089,19/04/2012
13.6086,20/04/2012
13.6120,21/04/2012
13.6154,22/04/2012
13.6131,23/04/2012
13.5922,24/04/2012
13.5877,25/04/2012
13.5879,26/04/2012
13.6172,27/04/2012
13.6205,28/04/2012
13.6239,29/04/2012
13.5888,30/04/2012
13.5921,01/05/2012
13.5986,02/05/2012
13.6286,03/05/2012
13.6320,04/05/2012
13.6353,05/05/2012
13.6387,06/05/2012
13.6428,07/05/2012
13.6545,08/05/2012
13.6597,09/05/2012
13.6569,10/05/2012
13.6544,11/05/2012
13.6577,12/05/2012
13.6610,13/05/2012
13.6603,14/05/2012
13.6922,15/05/2012
13.6953,16/05/2012
13.7009,17/05/2012
13.7010,18/05/2012
13.7045,19/05/2012
13.7079,20/05/2012
13.7092,21/05/2012
13.6773,22/05/2012
13.7053,23/05/2012
13.7003,24/05/2012
13.6326,25/05/2012
13.6360,26/05/2012
13.6395,27/05/2012
13.7076,28/05/2012
13.7120,29/05/2012
13.7181,30/05/2012
13.7306,31/05/2012
13.7418,01/06/2012
13.7453,02/06/2012
13.7487,03/06/2012
13.7038,04/06/2012
13.7549,05/06/2012
13.7735,06/06/2012
13.7692,07/06/2012
13.7601,08/06/2012
13.7635,09/06/2012
13.7670,10/06/2012
13.9566,11/06/2012
14.0022,12/06/2012
14.0199,13/06/2012
13.7944,14/06/2012
13.9823,15/06/2012
13.9857,16/06/2012
13.9891,17/06/2012
13.9580,18/06/2012
13.9526,19/06/2012
13.9431,20/06/2012
13.9776,21/06/2012
13.7780,22/06/2012
13.7813,23/06/2012
13.7847,24/06/2012
14.0001,25/06/2012
13.9863,26/06/2012
13.9707,27/06/2012
13.9928,28/06/2012
13.9744,29/06/2012
13.9777,30/06/2012
13.9811,01/07/2012
13.9965,02/07/2012
14.0023,03/07/2012
14.0068,04/07/2012
14.0092,05/07/2012
14.0038,06/07/2012
14.0071,07/07/2012
14.0104,08/07/2012
14.0155,09/07/2012
14.0184,10/07/2012
14.0230,11/07/2012
14.0428,12/07/2012
14.0473,13/07/2012
14.0507,14/07/2012
14.0542,15/07/2012
14.09,16/07/2012
14.09,17/07/2012
14.1394,18/07/2012
14.1162,19/07/2012
14.1330,20/07/2012
14.1364,21/07/2012
14.1398,22/07/2012
14.1205,23/07/2012
14.1677,24/07/2012
14.1716,25/07/2012
14.1386,26/07/2012
14.1776,27/07/2012
