NAV,Date (DD/MM/YYYY)
11.4762,07/01/2011
11.4762,08/01/2011
11.4762,09/01/2011
11.2846,10/01/2011
11.0983,11/01/2011
11.2793,12/01/2011
11.3748,13/01/2011
11.0967,14/01/2011
11.0967,15/01/2011
11.0967,16/01/2011
11.0089,17/01/2011
11.0101,18/01/2011
11.0081,19/01/2011
11.0644,20/01/2011
11.0644,21/01/2011
11.0644,22/01/2011
11.0644,23/01/2011
11.1476,24/01/2011
11.0691,25/01/2011
11.0691,26/01/2011
11.1196,27/01/2011
10.8736,28/01/2011
10.8736,29/01/2011
10.8736,30/01/2011
10.6728,31/01/2011
10.5621,01/02/2011
10.6979,02/02/2011
10.6748,03/02/2011
10.5972,04/02/2011
10.5972,05/02/2011
10.5972,06/02/2011
10.5623,07/02/2011
10.6738,08/02/2011
10.3685,09/02/2011
10.4548,10/02/2011
10.3425,11/02/2011
10.3425,12/02/2011
10.3425,13/02/2011
10.5660,14/02/2011
10.7328,15/02/2011
10.7328,16/02/2011
10.8031,17/02/2011
10.6546,18/02/2011
10.6546,19/02/2011
10.6546,20/02/2011
10.6189,21/02/2011
10.8448,22/02/2011
10.8751,23/02/2011
10.5026,24/02/2011
10.3517,25/02/2011
10.3517,26/02/2011
10.3517,27/02/2011
10.6178,28/02/2011
10.6891,01/03/2011
10.6891,02/03/2011
10.7273,03/03/2011
10.7392,04/03/2011
10.7392,05/03/2011
10.7392,06/03/2011
10.5568,07/03/2011
10.7031,08/03/2011
10.7273,09/03/2011
10.6704,10/03/2011
10.6422,11/03/2011
10.6422,12/03/2011
10.6422,13/03/2011
10.7518,14/03/2011
10.6147,15/03/2011
10.6983,16/03/2011
10.6703,17/03/2011
10.5783,18/03/2011
10.5783,19/03/2011
10.5783,20/03/2011
10.5007,21/03/2011
10.4209,22/03/2011
10.6125,23/03/2011
10.7245,24/03/2011
10.8923,25/03/2011
10.8923,26/03/2011
10.8923,27/03/2011
11.0608,28/03/2011
11.1741,29/03/2011
11.3325,30/03/2011
11.3065,31/03/2011
11.3065,01/04/2011
11.3065,02/04/2011
11.3065,03/04/2011
11.3065,04/04/2011
11.5134,05/04/2011
11.4011,06/04/2011
11.4039,07/04/2011
11.3448,08/04/2011
11.3448,09/04/2011
11.3448,10/04/2011
11.2883,11/04/2011
11.2883,12/04/2011
11.4554,13/04/2011
11.4554,14/04/2011
11.2912,15/04/2011
11.2912,16/04/2011
11.2912,17/04/2011
11.3835,18/04/2011
11.1191,19/04/2011
11.3446,20/04/2011
11.4008,21/04/2011
11.4008,22/04/2011
11.4008,23/04/2011
11.4008,24/04/2011
11.4008,25/04/2011
11.1592,26/04/2011
11.1750,27/04/2011
11.2370,28/04/2011
11.2032,29/04/2011
11.2032,30/04/2011
11.2032,01/05/2011
11.0607,02/05/2011
10.8271,03/05/2011
10.7194,04/05/2011
10.6855,05/05/2011
11.0008,06/05/2011
11.0008,07/05/2011
11.0008,08/05/2011
10.9361,09/05/2011
10.8899,10/05/2011
10.8340,11/05/2011
10.7207,12/05/2011
10.8089,13/05/2011
10.8089,14/05/2011
10.8089,15/05/2011
10.8872,16/05/2011
10.8872,17/05/2011
10.5502,18/05/2011
10.5797,19/05/2011
10.7649,20/05/2011
10.7649,21/05/2011
10.7649,22/05/2011
10.7209,23/05/2011
10.7209,24/05/2011
10.6080,25/05/2011
10.5796,26/05/2011
10.8581,27/05/2011
10.8581,28/05/2011
10.8581,29/05/2011
10.8581,30/05/2011
10.7928,31/05/2011
10.8919,01/06/2011
10.8927,02/06/2011
10.8654,03/06/2011
10.8654,04/06/2011
10.8654,05/06/2011
10.9494,06/06/2011
10.7784,07/06/2011
10.7790,08/06/2011
10.8358,09/06/2011
10.8352,10/06/2011
10.8352,11/06/2011
10.8352,12/06/2011
10.7247,13/06/2011
10.7246,14/06/2011
10.7246,15/06/2011
10.7218,16/06/2011
10.6456,17/06/2011
10.6456,18/06/2011
10.6456,19/06/2011
10.3293,20/06/2011
10.3292,21/06/2011
10.3634,22/06/2011
10.5567,23/06/2011
10.7228,24/06/2011
10.7228,25/06/2011
10.7228,26/06/2011
10.7819,27/06/2011
10.8191,28/06/2011
10.8703,29/06/2011
10.9507,30/06/2011
10.9507,02/07/2011
10.9507,03/07/2011
11.0073,04/07/2011
11.0073,05/07/2011
11.0073,06/07/2011
11.1697,07/07/2011
11.0673,08/07/2011
11.0673,09/07/2011
11.0673,10/07/2011
11.0075,11/07/2011
10.8940,12/07/2011
10.8374,13/07/2011
10.8374,14/07/2011
10.8374,15/07/2011
10.8374,16/07/2011
10.8374,17/07/2011
10.7806,18/07/2011
10.7806,19/07/2011
10.7394,20/07/2011
10.8426,21/07/2011
11.0354,22/07/2011
11.0354,23/07/2011
11.0354,24/07/2011
10.9504,25/07/2011
10.8956,26/07/2011
10.9523,27/07/2011
10.8956,28/07/2011
10.8956,29/07/2011
10.8956,30/07/2011
10.8956,31/07/2011
10.8956,01/08/2011
10.6699,02/08/2011
10.9520,03/08/2011
10.5040,04/08/2011
10.5803,05/08/2011
10.5803,06/08/2011
10.5803,07/08/2011
10.0240,08/08/2011
10.0503,09/08/2011
10.2781,10/08/2011
10.1203,11/08/2011
10.0512,12/08/2011
10.0512,13/08/2011
10.0512,14/08/2011
10.0512,15/08/2011
10.1333,16/08/2011
9.9671,17/08/2011
9.7717,18/08/2011
9.7717,19/08/2011
9.7717,20/08/2011
9.7717,21/08/2011
9.9409,22/08/2011
9.9226,23/08/2011
9.7301,24/08/2011
9.8351,25/08/2011
9.4681,26/08/2011
9.4681,27/08/2011
9.4681,28/08/2011
9.6758,29/08/2011
9.7802,30/08/2011
9.7802,31/08/2011
9.7802,01/09/2011
10.1226,02/09/2011
10.1226,03/09/2011
10.1226,04/09/2011
9.8943,05/09/2011
10.0605,06/09/2011
10.0660,07/09/2011
10.1158,08/09/2011
10.0054,09/09/2011
10.0054,10/09/2011
10.0054,11/09/2011
9.8347,12/09/2011
9.8347,13/09/2011
10.0039,14/09/2011
10.0603,15/09/2011
10.0884,16/09/2011
10.0884,17/09/2011
10.0884,18/09/2011
9.9481,19/09/2011
9.8373,20/09/2011
10.1343,21/09/2011
9.9803,22/09/2011
9.6272,23/09/2011
9.6272,24/09/2011
9.6272,25/09/2011
9.4293,26/09/2011
9.7825,27/09/2011
9.7824,28/09/2011
9.7263,29/09/2011
9.6842,30/09/2011
9.6842,01/10/2011
9.6842,02/10/2011
9.6699,03/10/2011
9.5559,04/10/2011
9.5559,05/10/2011
9.5559,06/10/2011
9.7835,07/10/2011
9.7835,08/10/2011
9.7835,09/10/2011
9.6982,10/10/2011
9.8403,11/10/2011
10.1073,12/10/2011
9.9808,13/10/2011
10.0739,14/10/2011
10.0739,15/10/2011
10.0739,16/10/2011
10.1226,17/10/2011
10.0373,18/10/2011
10.1153,19/10/2011
9.9004,20/10/2011
10.1274,21/10/2011
10.1274,22/10/2011
10.1274,23/10/2011
10.2369,24/10/2011
10.0708,25/10/2011
10.0708,26/10/2011
10.0708,27/10/2011
10.6313,28/10/2011
10.6313,29/10/2011
10.6313,30/10/2011
10.3566,31/10/2011
10.3052,01/11/2011
10.3006,02/11/2011
10.2441,03/11/2011
10.4654,04/11/2011
10.4654,05/11/2011
10.4654,06/11/2011
10.4653,07/11/2011
10.5737,08/11/2011
10.5793,09/11/2011
10.5793,10/11/2011
10.3012,11/11/2011
10.3012,12/11/2011
10.3012,13/11/2011
10.1907,14/11/2011
10.1346,15/11/2011
9.9673,16/11/2011
9.9673,17/11/2011
9.9871,18/11/2011
9.9871,19/11/2011
9.9871,20/11/2011
9.5343,21/11/2011
9.6463,22/11/2011
9.8567,23/11/2011
9.7621,24/11/2011
9.7925,25/11/2011
9.7925,26/11/2011
9.7925,27/11/2011
9.7456,28/11/2011
9.7851,29/11/2011
9.5346,30/11/2011
9.9564,01/12/2011
9.9288,02/12/2011
9.9288,03/12/2011
9.9288,04/12/2011
10.0279,05/12/2011
10.0279,06/12/2011
10.0335,07/12/2011
9.8037,08/12/2011
9.6910,09/12/2011
9.6910,10/12/2011
9.6910,11/12/2011
9.5934,12/12/2011
9.5111,13/12/2011
9.4887,14/12/2011
9.5189,15/12/2011
9.4246,16/12/2011
9.4246,17/12/2011
9.4246,18/12/2011
9.2733,19/12/2011
9.1886,20/12/2011
9.1058,21/12/2011
9.2866,22/12/2011
9.3411,23/12/2011
9.3411,24/12/2011
9.3411,25/12/2011
9.2876,26/12/2011
9.3647,27/12/2011
9.33,28/12/2011
9.2664,29/12/2011
9.1560,30/12/2011
9.1560,31/12/2011
9.1560,01/01/2012
9.1129,02/01/2012
9.1369,03/01/2012
9.3806,04/01/2012
9.3496,05/01/2012
9.3499,06/01/2012
9.3499,07/01/2012
9.3499,08/01/2012
9.3636,09/01/2012
9.3416,10/01/2012
9.5461,11/01/2012
9.5670,12/01/2012
9.5102,13/01/2012
9.5102,14/01/2012
9.5102,15/01/2012
9.5772,16/01/2012
9.5936,17/01/2012
9.7744,18/01/2012
9.7509,19/01/2012
9.8727,20/01/2012
9.8727,21/01/2012
9.8727,22/01/2012
9.9313,23/01/2012
9.9270,24/01/2012
10.0851,25/01/2012
10.0851,26/01/2012
10.1361,27/01/2012
10.1361,28/01/2012
10.1361,29/01/2012
10.2254,30/01/2012
9.9991,31/01/2012
10.2097,01/02/2012
10.2815,02/02/2012
10.3549,03/02/2012
10.3549,04/02/2012
10.3549,05/02/2012
10.4650,06/02/2012
10.5346,07/02/2012
10.4855,08/02/2012
10.5507,09/02/2012
10.6375,10/02/2012
10.6375,11/02/2012
10.6375,12/02/2012
10.5773,13/02/2012
10.5962,14/02/2012
10.6495,15/02/2012
10.6495,16/02/2012
10.8597,17/02/2012
10.8597,18/02/2012
10.8597,19/02/2012
10.8597,20/02/2012
10.9433,21/02/2012
11.0252,22/02/2012
10.8294,23/02/2012
10.7862,24/02/2012
10.7862,25/02/2012
10.7862,26/02/2012
10.6812,27/02/2012
10.3924,28/02/2012
10.5736,29/02/2012
10.5914,01/03/2012
10.5044,02/03/2012
10.5044,03/03/2012
10.5044,04/03/2012
10.5415,05/03/2012
10.3886,06/03/2012
10.2775,07/03/2012
10.2775,08/03/2012
10.2747,09/03/2012
10.2747,10/03/2012
10.2747,11/03/2012
10.4922,12/03/2012
10.5452,13/03/2012
10.6816,14/03/2012
10.7489,15/03/2012
10.5888,16/03/2012
10.5888,17/03/2012
10.5888,18/03/2012
10.4660,19/03/2012
10.3490,20/03/2012
10.3838,21/03/2012
10.5588,22/03/2012
10.5588,23/03/2012
10.5588,24/03/2012
10.5588,25/03/2012
10.3886,26/03/2012
10.2058,27/03/2012
10.3236,28/03/2012
10.2302,29/03/2012
10.1987,30/03/2012
10.1981,31/03/2012
10.1981,01/04/2012
10.1981,02/04/2012
10.4657,03/04/2012
10.5441,04/04/2012
10.5441,05/04/2012
10.5441,06/04/2012
10.5441,07/04/2012
10.5441,08/04/2012
10.4728,09/04/2012
10.3006,10/04/2012
10.3185,11/04/2012
10.2873,12/04/2012
10.3827,13/04/2012
10.3827,14/04/2012
10.3827,15/04/2012
10.2489,16/04/2012
10.2864,17/04/2012
10.41,18/04/2012
10.4291,19/04/2012
10.4922,20/04/2012
10.4922,21/04/2012
10.4922,22/04/2012
10.4106,23/04/2012
10.2331,24/04/2012
10.2762,25/04/2012
10.2357,26/04/2012
10.2114,27/04/2012
10.2114,28/04/2012
10.2114,29/04/2012
10.2153,30/04/2012
10.2153,01/05/2012
10.3273,02/05/2012
10.3087,03/05/2012
10.2099,04/05/2012
10.2099,05/05/2012
10.2099,06/05/2012
10.0107,07/05/2012
10.0640,08/05/2012
9.8473,09/05/2012
9.7989,10/05/2012
9.7803,11/05/2012
9.7803,12/05/2012
9.7803,13/05/2012
9.7120,14/05/2012
9.6677,15/05/2012
9.7371,16/05/2012
9.5740,17/05/2012
9.5955,18/05/2012
9.5955,19/05/2012
9.5955,20/05/2012
9.6395,21/05/2012
9.6670,22/05/2012
9.5792,23/05/2012
9.5308,24/05/2012
9.7135,25/05/2012
9.7135,26/05/2012
9.7135,27/05/2012
9.7122,28/05/2012
9.8382,29/05/2012
9.8469,30/05/2012
9.7686,31/05/2012
9.7383,01/06/2012
9.7383,02/06/2012
9.7383,03/06/2012
9.6154,04/06/2012
9.6513,05/06/2012
9.6802,06/06/2012
9.9432,07/06/2012
10.0523,08/06/2012
10.0523,09/06/2012
10.0523,10/06/2012
10.0907,11/06/2012
10.0783,12/06/2012
10.2007,13/06/2012
10.2104,14/06/2012
10.0868,15/06/2012
10.0868,16/06/2012
10.0868,17/06/2012
10.2523,18/06/2012
10.1052,19/06/2012
10.1844,20/06/2012
10.2167,21/06/2012
10.3048,22/06/2012
10.3048,23/06/2012
10.3048,24/06/2012
10.2771,25/06/2012
10.2146,26/06/2012
10.2278,27/06/2012
10.2688,28/06/2012
10.2906,29/06/2012
10.2906,30/06/2012
10.2906,01/07/2012
10.5469,02/07/2012
10.5460,03/07/2012
10.5650,04/07/2012
10.5894,05/07/2012
10.6397,06/07/2012
10.6397,07/07/2012
10.6397,08/07/2012
10.6188,09/07/2012
10.5379,10/07/2012
10.6749,11/07/2012
10.5982,12/07/2012
10.4555,13/07/2012
10.4555,14/07/2012
10.4555,15/07/2012
10.4416,16/07/2012
10.3876,17/07/2012
10.3789,18/07/2012
10.4297,19/07/2012
10.4820,20/07/2012
10.4820,21/07/2012
10.4820,22/07/2012
10.4075,23/07/2012
10.2360,24/07/2012
10.2575,25/07/2012
10.2205,26/07/2012
10.0883,27/07/2012
10.0883,28/07/2012
10.0883,29/07/2012
10.1999,30/07/2012
10.3962,31/07/2012
10.4537,01/08/2012
10.4778,02/08/2012
10.4527,03/08/2012
10.4527,04/08/2012
10.4527,05/08/2012
10.4292,06/08/2012
10.5610,07/08/2012
10.6705,08/08/2012
10.6733,09/08/2012
10.6318,10/08/2012
10.6318,11/08/2012
10.6318,12/08/2012
10.6262,13/08/2012
10.6799,14/08/2012
10.6799,15/08/2012
10.7511,16/08/2012
10.7188,17/08/2012
10.7188,18/08/2012
10.7188,19/08/2012
10.7188,20/08/2012
10.7246,21/08/2012
10.8330,22/08/2012
10.8166,23/08/2012
10.8219,24/08/2012
10.8219,25/08/2012
10.8219,26/08/2012
10.7654,27/08/2012
10.6937,28/08/2012
10.6629,29/08/2012
10.5702,30/08/2012
10.6230,31/08/2012
10.6230,01/09/2012
10.6230,02/09/2012
10.5131,03/09/2012
10.5032,04/09/2012
10.5426,05/09/2012
10.4486,06/09/2012
10.4755,07/09/2012
10.4755,08/09/2012
10.4755,09/09/2012
10.6781,10/09/2012
10.7192,11/09/2012
10.7720,12/09/2012
10.8530,13/09/2012
10.8617,14/09/2012
10.8617,15/09/2012
10.8617,16/09/2012
11.1447,17/09/2012
11.2086,18/09/2012
11.2086,19/09/2012
11.1898,20/09/2012
11.0989,21/09/2012
11.0989,22/09/2012
11.0989,23/09/2012
11.3710,24/09/2012
11.3283,25/09/2012
11.3364,26/09/2012
11.3162,27/09/2012
11.2890,28/09/2012
11.2888,29/09/2012
11.2911,30/09/2012
11.3979,01/10/2012
11.3979,02/10/2012
11.4294,03/10/2012
11.4543,04/10/2012
11.5668,05/10/2012
11.5668,06/10/2012
11.5668,07/10/2012
11.4854,08/10/2012
11.3444,09/10/2012
11.4009,10/10/2012
11.2969,11/10/2012
11.4081,12/10/2012
11.4081,13/10/2012
11.4081,14/10/2012
11.3437,15/10/2012
11.3659,16/10/2012
11.2874,17/10/2012
11.3121,18/10/2012
11.4326,19/10/2012
11.4326,20/10/2012
11.4326,21/10/2012
11.3649,22/10/2012
11.43,23/10/2012
11.43,24/10/2012
11.3793,25/10/2012
11.3793,26/10/2012
11.3793,27/10/2012
11.3793,28/10/2012
11.3251,29/10/2012
11.3279,30/10/2012
11.1934,31/10/2012
11.2373,01/11/2012
11.2957,02/11/2012
11.2957,03/11/2012
11.2957,04/11/2012
11.4006,05/11/2012
11.4145,06/11/2012
11.4547,07/11/2012
11.5266,08/11/2012
11.4824,09/11/2012
11.4824,10/11/2012
11.4824,11/11/2012
11.3779,12/11/2012
11.3779,13/11/2012
11.3779,14/11/2012
11.3724,15/11/2012
11.2664,16/11/2012
11.2664,17/11/2012
11.2664,18/11/2012
11.1536,19/11/2012
11.1481,20/11/2012
11.1484,21/11/2012
11.2347,22/11/2012
11.2605,23/11/2012
11.2605,24/11/2012
11.2605,25/11/2012
11.2580,26/11/2012
11.2762,27/11/2012
11.2762,28/11/2012
11.4587,29/11/2012
11.6532,30/11/2012
11.6532,01/12/2012
11.6532,02/12/2012
11.7609,03/12/2012
11.7434,04/12/2012
11.7797,05/12/2012
11.8020,06/12/2012
11.8619,07/12/2012
11.8619,08/12/2012
11.8619,09/12/2012
11.8151,10/12/2012
11.8177,11/12/2012
11.7976,12/12/2012
11.7762,13/12/2012
11.7035,14/12/2012
11.7035,15/12/2012
11.7035,16/12/2012
11.7596,17/12/2012
11.7159,18/12/2012
11.7933,19/12/2012
11.8585,20/12/2012
11.8320,21/12/2012
11.8320,22/12/2012
11.8320,23/12/2012
11.6954,24/12/2012
11.6954,25/12/2012
11.7164,26/12/2012
11.8153,27/12/2012
11.7449,28/12/2012
11.7449,29/12/2012
11.7449,30/12/2012
11.8174,31/12/2012
11.8107,01/01/2013
11.9015,02/01/2013
11.9855,03/01/2013
12.0174,04/01/2013
12.0174,05/01/2013
12.0174,06/01/2013
12.0306,07/01/2013
11.9748,08/01/2013
12.0009,09/01/2013
11.9404,10/01/2013
11.9348,11/01/2013
11.9348,12/01/2013
11.9348,13/01/2013
11.9002,14/01/2013
12.0437,15/01/2013
12.1077,16/01/2013
11.9974,17/01/2013
12.0715,18/01/2013
12.0715,19/01/2013
12.0715,20/01/2013
12.1218,21/01/2013
12.1574,22/01/2013
12.0890,23/01/2013
12.1021,24/01/2013
12.1021,25/01/2013
12.1021,26/01/2013
12.1021,27/01/2013
12.1426,28/01/2013
12.1422,29/01/2013
12.0924,30/01/2013
12.1039,31/01/2013
12.0620,01/02/2013
12.0620,02/02/2013
12.0620,03/02/2013
11.9913,04/02/2013
11.9668,05/02/2013
11.9082,06/02/2013
11.9126,07/02/2013
11.8724,08/02/2013
11.8724,09/02/2013
11.8724,10/02/2013
11.8023,11/02/2013
11.7905,12/02/2013
11.8390,13/02/2013
11.8617,14/02/2013
11.8142,15/02/2013
11.8142,16/02/2013
11.8142,17/02/2013
