NAV,Date (DD/MM/YYYY)
10.4443,09/01/2011
10.4259,10/01/2011
10.4304,11/01/2011
10.4309,12/01/2011
10.46,13/01/2011
10.4578,14/01/2011
10.4598,15/01/2011
10.4618,16/01/2011
10.4216,17/01/2011
10.4151,18/01/2011
10.4214,19/01/2011
10.4250,20/01/2011
10.4271,21/01/2011
10.4291,22/01/2011
10.4311,23/01/2011
10.4098,24/01/2011
10.4333,25/01/2011
10.4356,26/01/2011
10.4573,27/01/2011
10.4518,28/01/2011
10.4540,29/01/2011
10.4540,30/01/2011
10.4479,31/01/2011
10.4358,01/02/2011
10.4501,02/02/2011
10.4529,03/02/2011
10.4387,04/02/2011
10.4409,05/02/2011
10.4431,06/02/2011
10.4384,07/02/2011
10.4532,08/02/2011
10.45,09/02/2011
10.4697,10/02/2011
10.4582,11/02/2011
10.4602,12/02/2011
10.4621,13/02/2011
10.4661,14/02/2011
10.4825,15/02/2011
10.4848,16/02/2011
10.4981,17/02/2011
10.4921,18/02/2011
10.4944,19/02/2011
10.4966,20/02/2011
10.5089,21/02/2011
10.5324,22/02/2011
10.5320,23/02/2011
10.5120,24/02/2011
10.5150,25/02/2011
10.5172,26/02/2011
10.5193,27/02/2011
10.5522,28/02/2011
10.5618,01/03/2011
10.5640,02/03/2011
10.5939,03/03/2011
10.5995,04/03/2011
10.6017,05/03/2011
10.6038,06/03/2011
10.6029,07/03/2011
10.6159,08/03/2011
10.6544,09/03/2011
10.6578,10/03/2011
10.6611,11/03/2011
10.6632,12/03/2011
10.6653,13/03/2011
10.6688,14/03/2011
10.6756,15/03/2011
10.6740,16/03/2011
10.6763,17/03/2011
10.6645,18/03/2011
10.6666,19/03/2011
10.6687,20/03/2011
10.6672,21/03/2011
10.6681,22/03/2011
10.6817,23/03/2011
10.6950,24/03/2011
10.7106,25/03/2011
10.7126,26/03/2011
10.7147,27/03/2011
10.7241,28/03/2011
10.7333,29/03/2011
10.7266,30/03/2011
10.7135,31/03/2011
10.7157,01/04/2011
10.7180,02/04/2011
10.7202,03/04/2011
10.7224,04/04/2011
10.7355,05/04/2011
10.7315,06/04/2011
10.7358,07/04/2011
10.7007,08/04/2011
10.7029,09/04/2011
10.7051,10/04/2011
10.6801,11/04/2011
10.6823,12/04/2011
10.6693,13/04/2011
10.6715,14/04/2011
10.6464,15/04/2011
10.6486,16/04/2011
10.6508,17/04/2011
10.6529,18/04/2011
10.6583,19/04/2011
10.6498,20/04/2011
10.6566,21/04/2011
10.6587,22/04/2011
10.6609,23/04/2011
10.6630,24/04/2011
10.6465,25/04/2011
10.6554,26/04/2011
10.6590,27/04/2011
10.6495,28/04/2011
10.6444,29/04/2011
10.6465,30/04/2011
10.6485,01/05/2011
10.6492,02/05/2011
10.6085,03/05/2011
10.5796,04/05/2011
10.5782,05/05/2011
10.6018,06/05/2011
10.6039,07/05/2011
10.6060,08/05/2011
10.5819,09/05/2011
10.5791,10/05/2011
10.5727,11/05/2011
10.6013,12/05/2011
10.5834,13/05/2011
10.5854,14/05/2011
10.5874,15/05/2011
10.5895,16/05/2011
10.5915,17/05/2011
10.5851,18/05/2011
10.5828,19/05/2011
10.5764,20/05/2011
10.5786,21/05/2011
10.5808,22/05/2011
10.5976,23/05/2011
10.5911,24/05/2011
10.5918,25/05/2011
10.5823,26/05/2011
10.5659,27/05/2011
10.5681,28/05/2011
10.5703,29/05/2011
10.5735,30/05/2011
10.5943,31/05/2011
10.6260,01/06/2011
10.6506,02/06/2011
10.6711,03/06/2011
10.6734,04/06/2011
10.6757,05/06/2011
10.6915,06/06/2011
10.6797,07/06/2011
10.6986,08/06/2011
10.6895,09/06/2011
10.6997,10/06/2011
10.7020,11/06/2011
10.7043,12/06/2011
10.7046,13/06/2011
10.6630,14/06/2011
10.6355,15/06/2011
10.6899,16/06/2011
10.7112,17/06/2011
10.7134,18/06/2011
10.7157,19/06/2011
10.7635,20/06/2011
10.7547,21/06/2011
10.7436,22/06/2011
10.7378,23/06/2011
10.7428,24/06/2011
10.7450,25/06/2011
10.7472,26/06/2011
10.7413,27/06/2011
10.7272,28/06/2011
10.7168,29/06/2011
10.7095,30/06/2011
10.7139,02/07/2011
10.7160,03/07/2011
10.6948,04/07/2011
10.7060,05/07/2011
10.7107,06/07/2011
10.7004,07/07/2011
10.7108,08/07/2011
10.7130,09/07/2011
10.7152,10/07/2011
10.7362,11/07/2011
10.7655,12/07/2011
10.7574,13/07/2011
10.7913,14/07/2011
10.7866,15/07/2011
10.7888,16/07/2011
10.7910,17/07/2011
10.8020,18/07/2011
10.8034,19/07/2011
10.7952,20/07/2011
10.8016,21/07/2011
10.7741,22/07/2011
10.7763,23/07/2011
10.7785,24/07/2011
10.7859,25/07/2011
10.7146,26/07/2011
10.7088,27/07/2011
10.7097,28/07/2011
10.7159,29/07/2011
10.7159,30/07/2011
10.7180,31/07/2011
10.7173,01/08/2011
10.7269,02/08/2011
10.7369,03/08/2011
10.7466,04/08/2011
10.7968,05/08/2011
10.7990,06/08/2011
10.8012,07/08/2011
10.8387,08/08/2011
10.8649,09/08/2011
10.8796,10/08/2011
10.8784,11/08/2011
10.8526,12/08/2011
10.8547,13/08/2011
10.8568,14/08/2011
10.8589,15/08/2011
10.8634,16/08/2011
10.8534,17/08/2011
10.8796,18/08/2011
10.8819,19/08/2011
10.8842,20/08/2011
10.8864,21/08/2011
10.8797,22/08/2011
10.8879,23/08/2011
10.9116,24/08/2011
10.8991,25/08/2011
10.8792,26/08/2011
10.8815,27/08/2011
10.8837,28/08/2011
10.8723,29/08/2011
10.8680,30/08/2011
10.8703,31/08/2011
10.8725,01/09/2011
10.8572,02/09/2011
10.8595,03/09/2011
10.8618,04/09/2011
10.8946,05/09/2011
10.8847,06/09/2011
10.8884,07/09/2011
10.8979,08/09/2011
10.8946,09/09/2011
10.8968,10/09/2011
10.8990,11/09/2011
10.9099,12/09/2011
10.8981,13/09/2011
10.8896,14/09/2011
10.8953,15/09/2011
10.8922,16/09/2011
10.8944,17/09/2011
10.8965,18/09/2011
10.9093,19/09/2011
10.9089,20/09/2011
10.9168,21/09/2011
10.9333,22/09/2011
10.9369,23/09/2011
10.9391,24/09/2011
10.9412,25/09/2011
10.9465,26/09/2011
10.9451,27/09/2011
10.9389,28/09/2011
10.8728,29/09/2011
10.8753,30/09/2011
10.8771,01/10/2011
10.8792,02/10/2011
10.8408,03/10/2011
10.8309,04/10/2011
10.8173,05/10/2011
10.8195,06/10/2011
10.7517,07/10/2011
10.7538,08/10/2011
10.7559,09/10/2011
10.7140,10/10/2011
10.7417,11/10/2011
10.7292,12/10/2011
10.7340,13/10/2011
10.7137,14/10/2011
10.7160,15/10/2011
10.7183,16/10/2011
10.7226,17/10/2011
10.7344,18/10/2011
10.7309,19/10/2011
10.7288,20/10/2011
10.7186,21/10/2011
10.7209,22/10/2011
10.7231,23/10/2011
10.7209,24/10/2011
10.7716,25/10/2011
10.7739,26/10/2011
10.7761,27/10/2011
10.7141,28/10/2011
10.7163,29/10/2011
10.7163,30/10/2011
10.7036,31/10/2011
10.6874,01/11/2011
10.7112,02/11/2011
10.7084,03/11/2011
10.6809,04/11/2011
10.6833,05/11/2011
10.6857,06/11/2011
10.6881,07/11/2011
10.6407,08/11/2011
10.6092,09/11/2011
10.6117,10/11/2011
10.5990,11/11/2011
10.6014,12/11/2011
10.6038,13/11/2011
10.6061,14/11/2011
10.6423,15/11/2011
10.6466,16/11/2011
10.7107,17/11/2011
10.7004,18/11/2011
10.7028,19/11/2011
10.7052,20/11/2011
10.7219,21/11/2011
10.7188,22/11/2011
10.7265,23/11/2011
10.7389,24/11/2011
10.7086,25/11/2011
10.7110,26/11/2011
10.7134,27/11/2011
10.7242,28/11/2011
10.7273,29/11/2011
10.7958,30/11/2011
10.8344,01/12/2011
10.8717,02/12/2011
10.8741,03/12/2011
10.8764,04/12/2011
10.9246,05/12/2011
10.9268,06/12/2011
10.9526,07/12/2011
10.9874,08/12/2011
10.9980,09/12/2011
11.0002,10/12/2011
11.0024,11/12/2011
11.0364,12/12/2011
11.0688,13/12/2011
11.0285,14/12/2011
11.0260,15/12/2011
11.0974,16/12/2011
11.0998,17/12/2011
11.1022,18/12/2011
11.1444,19/12/2011
11.1913,20/12/2011
11.1779,21/12/2011
11.1781,22/12/2011
11.1441,23/12/2011
11.1465,24/12/2011
11.1488,25/12/2011
11.1179,26/12/2011
11.0791,27/12/2011
11.0961,28/12/2011
11.0590,29/12/2011
11.0218,30/12/2011
11.0241,31/12/2011
11.0264,01/01/2012
11.1234,02/01/2012
11.1724,03/01/2012
11.18,04/01/2012
11.2052,05/01/2012
11.2561,06/01/2012
11.2585,07/01/2012
11.2608,08/01/2012
11.2869,09/01/2012
11.2712,10/01/2012
11.2608,11/01/2012
11.2573,12/01/2012
11.2917,13/01/2012
11.2940,14/01/2012
11.2963,15/01/2012
11.2954,16/01/2012
11.29,17/01/2012
11.3097,18/01/2012
11.3165,19/01/2012
11.3226,20/01/2012
11.3250,21/01/2012
11.3274,22/01/2012
11.3304,23/01/2012
11.2577,24/01/2012
11.2660,25/01/2012
11.2683,26/01/2012
11.2472,27/01/2012
11.2495,28/01/2012
11.2519,29/01/2012
11.2718,30/01/2012
11.2850,31/01/2012
11.3495,01/02/2012
11.3643,02/02/2012
11.3589,03/02/2012
11.3612,04/02/2012
11.3636,05/02/2012
11.3543,06/02/2012
11.3550,07/02/2012
11.3375,08/02/2012
11.3202,09/02/2012
11.3485,10/02/2012
11.3510,11/02/2012
11.3534,12/02/2012
11.3541,13/02/2012
11.3673,14/02/2012
11.3754,15/02/2012
11.3778,16/02/2012
11.3783,17/02/2012
11.3806,18/02/2012
11.3830,19/02/2012
11.3854,20/02/2012
11.3846,21/02/2012
11.3692,22/02/2012
11.3813,23/02/2012
11.3704,24/02/2012
11.3728,25/02/2012
11.3752,26/02/2012
11.3785,27/02/2012
11.3932,28/02/2012
11.3986,29/02/2012
11.3845,01/03/2012
11.3964,02/03/2012
11.3987,03/03/2012
11.4010,04/03/2012
11.3992,05/03/2012
11.4038,06/03/2012
11.4062,07/03/2012
11.4085,08/03/2012
11.3942,09/03/2012
11.3965,10/03/2012
11.3987,11/03/2012
11.3999,12/03/2012
11.3864,13/03/2012
11.3997,14/03/2012
11.3724,15/03/2012
11.3420,16/03/2012
11.3442,17/03/2012
11.3465,18/03/2012
11.3503,19/03/2012
11.3707,20/03/2012
11.3778,21/03/2012
11.3848,22/03/2012
11.3869,23/03/2012
11.3891,24/03/2012
11.3913,25/03/2012
11.3683,26/03/2012
11.3341,27/03/2012
11.2853,28/03/2012
11.2751,29/03/2012
11.2888,30/03/2012
11.2913,31/03/2012
11.2937,01/04/2012
11.2962,02/04/2012
11.1891,03/04/2012
11.1925,04/04/2012
11.1950,05/04/2012
11.1974,06/04/2012
11.1999,07/04/2012
11.2023,08/04/2012
11.2737,09/04/2012
11.3004,10/04/2012
11.3227,11/04/2012
11.3832,12/04/2012
11.3705,13/04/2012
11.3729,14/04/2012
11.3752,15/04/2012
11.3853,16/04/2012
11.4463,17/04/2012
11.4447,18/04/2012
11.4259,19/04/2012
11.3693,20/04/2012
11.3716,21/04/2012
11.3739,22/04/2012
11.3612,23/04/2012
11.3694,24/04/2012
11.3339,25/04/2012
11.3218,26/04/2012
11.3214,27/04/2012
11.3240,28/04/2012
11.3265,29/04/2012
11.3239,30/04/2012
11.3264,01/05/2012
11.3304,02/05/2012
11.3442,03/05/2012
11.3271,04/05/2012
11.3298,05/05/2012
11.3324,06/05/2012
11.3295,07/05/2012
11.3953,08/05/2012
11.3839,09/05/2012
11.3636,10/05/2012
11.3533,11/05/2012
11.3559,12/05/2012
11.3584,13/05/2012
11.3791,14/05/2012
11.4007,15/05/2012
11.4089,16/05/2012
11.4208,17/05/2012
11.4186,18/05/2012
11.4211,19/05/2012
11.4236,20/05/2012
11.4209,21/05/2012
11.4394,22/05/2012
11.4498,23/05/2012
11.4534,24/05/2012
11.4480,25/05/2012
11.4506,26/05/2012
11.4531,27/05/2012
11.4646,28/05/2012
11.4683,29/05/2012
11.4906,30/05/2012
11.5857,31/05/2012
11.5921,01/06/2012
11.5946,02/06/2012
11.5971,03/06/2012
11.6333,04/06/2012
11.6656,05/06/2012
11.6626,06/06/2012
11.6805,07/06/2012
11.6698,08/06/2012
11.6723,09/06/2012
11.6747,10/06/2012
11.6777,11/06/2012
11.7295,12/06/2012
11.7468,13/06/2012
11.7211,14/06/2012
11.7064,15/06/2012
11.7089,16/06/2012
11.7115,17/06/2012
11.6264,18/06/2012
11.6428,19/06/2012
11.6522,20/06/2012
11.7009,21/06/2012
11.7106,22/06/2012
11.7131,23/06/2012
11.7156,24/06/2012
11.7213,25/06/2012
11.7180,26/06/2012
11.7085,27/06/2012
11.7101,28/06/2012
11.7067,29/06/2012
11.7093,30/06/2012
11.7119,01/07/2012
11.7055,02/07/2012
11.7307,03/07/2012
11.7541,04/07/2012
11.7449,05/07/2012
11.7662,06/07/2012
11.7688,07/07/2012
11.7713,08/07/2012
11.7892,09/07/2012
11.7815,10/07/2012
11.7973,11/07/2012
11.8109,12/07/2012
11.8171,13/07/2012
11.8196,14/07/2012
11.8221,15/07/2012
11.8508,16/07/2012
11.8514,17/07/2012
11.8704,18/07/2012
11.8667,19/07/2012
11.8767,20/07/2012
11.8792,21/07/2012
11.8817,22/07/2012
11.9023,23/07/2012
11.8947,24/07/2012
11.8794,25/07/2012
11.8812,26/07/2012
11.8838,27/07/2012
11.8863,28/07/2012
11.8888,29/07/2012
11.8733,30/07/2012
11.7973,31/07/2012
11.8048,01/08/2012
11.8116,02/08/2012
11.8003,03/08/2012
11.8029,04/08/2012
11.8055,05/08/2012
11.8173,06/08/2012
11.8560,07/08/2012
11.8672,08/08/2012
11.8630,09/08/2012
11.8581,10/08/2012
11.8607,11/08/2012
11.8633,12/08/2012
11.8512,13/08/2012
11.8526,14/08/2012
11.8551,15/08/2012
11.8364,16/08/2012
11.8452,17/08/2012
11.8478,18/08/2012
11.8503,19/08/2012
11.8528,20/08/2012
11.8480,21/08/2012
11.8629,22/08/2012
11.8606,23/08/2012
11.8753,24/08/2012
11.8778,25/08/2012
11.8803,26/08/2012
11.8876,27/08/2012
11.8937,28/08/2012
11.8957,29/08/2012
11.8935,30/08/2012
11.8747,31/08/2012
11.8772,01/09/2012
11.8797,02/09/2012
11.8948,03/09/2012
11.8999,04/09/2012
11.9164,05/09/2012
11.9242,06/09/2012
11.9021,07/09/2012
11.9047,08/09/2012
11.9072,09/09/2012
11.9264,10/09/2012
11.9313,11/09/2012
11.9196,12/09/2012
11.9380,13/09/2012
11.9371,14/09/2012
11.9396,15/09/2012
11.9421,16/09/2012
11.9460,17/09/2012
11.9579,18/09/2012
11.9604,19/09/2012
11.9703,20/09/2012
11.9714,21/09/2012
11.9740,22/09/2012
11.9765,23/09/2012
11.9859,24/09/2012
11.9761,25/09/2012
11.9729,26/09/2012
11.9871,27/09/2012
12.0370,28/09/2012
12.0395,29/09/2012
12.0419,30/09/2012
12.0522,01/10/2012
12.0546,02/10/2012
12.0682,03/10/2012
12.0784,04/10/2012
12.0684,05/10/2012
12.0710,06/10/2012
12.0737,07/10/2012
12.0883,08/10/2012
12.0962,09/10/2012
12.0923,10/10/2012
12.0896,11/10/2012
12.0992,12/10/2012
12.1018,13/10/2012
12.1044,14/10/2012
12.1090,15/10/2012
12.1312,16/10/2012
12.1443,17/10/2012
12.1625,18/10/2012
12.1692,19/10/2012
12.1717,20/10/2012
12.1743,21/10/2012
12.1717,22/10/2012
12.1672,23/10/2012
12.1697,24/10/2012
12.1806,25/10/2012
12.1832,26/10/2012
12.1857,27/10/2012
12.1882,28/10/2012
12.1850,29/10/2012
12.1540,30/10/2012
12.1283,31/10/2012
12.1470,01/11/2012
12.1459,02/11/2012
12.1484,03/11/2012
12.1509,04/11/2012
12.1565,05/11/2012
12.1724,06/11/2012
12.1740,07/11/2012
12.1795,08/11/2012
12.1743,09/11/2012
12.1767,10/11/2012
12.1791,11/11/2012
12.1833,12/11/2012
12.1857,13/11/2012
12.1881,14/11/2012
12.1973,15/11/2012
12.2018,16/11/2012
12.2044,17/11/2012
12.2070,18/11/2012
12.2104,19/11/2012
12.2082,20/11/2012
12.2053,21/11/2012
12.1904,22/11/2012
12.1830,23/11/2012
12.1856,24/11/2012
12.1882,25/11/2012
12.1996,26/11/2012
12.2102,27/11/2012
12.2128,28/11/2012
12.2072,29/11/2012
12.2418,30/11/2012
12.2444,01/12/2012
12.2470,02/12/2012
12.2484,03/12/2012
12.2598,04/12/2012
12.2684,05/12/2012
12.2755,06/12/2012
12.2875,07/12/2012
12.29,08/12/2012
12.2926,09/12/2012
12.2929,10/12/2012
12.2918,11/12/2012
12.2902,12/12/2012
12.3036,13/12/2012
12.3162,14/12/2012
12.3188,15/12/2012
12.3214,16/12/2012
12.3243,17/12/2012
12.3212,18/12/2012
12.3198,19/12/2012
12.3234,20/12/2012
12.3299,21/12/2012
12.3327,22/12/2012
12.3354,23/12/2012
12.3461,24/12/2012
12.3488,25/12/2012
12.3643,26/12/2012
12.3777,27/12/2012
12.3959,28/12/2012
12.3985,29/12/2012
12.3985,30/12/2012
12.4307,31/12/2012
12.5050,01/01/2013
12.5120,02/01/2013
12.5443,03/01/2013
12.5653,04/01/2013
12.5680,05/01/2013
12.5706,06/01/2013
12.6062,07/01/2013
12.6089,08/01/2013
12.6208,09/01/2013
12.6440,10/01/2013
12.6590,11/01/2013
12.6616,12/01/2013
12.6642,13/01/2013
12.7323,14/01/2013
12.7143,15/01/2013
12.6680,16/01/2013
12.6857,17/01/2013
12.6802,18/01/2013
12.6827,19/01/2013
12.6852,20/01/2013
12.6780,21/01/2013
12.6794,22/01/2013
12.6640,23/01/2013
12.6564,24/01/2013
12.6590,25/01/2013
12.6617,26/01/2013
12.6644,27/01/2013
12.6780,28/01/2013
12.6855,29/01/2013
12.6649,30/01/2013
12.6549,31/01/2013
12.6595,01/02/2013
12.6621,02/02/2013
12.6648,03/02/2013
12.6485,04/02/2013
12.6565,05/02/2013
12.6693,06/02/2013
12.7033,07/02/2013
12.7243,08/02/2013
12.7269,09/02/2013
12.7295,10/02/2013
12.7239,11/02/2013
12.7138,12/02/2013
12.7368,13/02/2013
12.7539,14/02/2013
12.7542,15/02/2013
12.7569,16/02/2013
12.7595,17/02/2013
12.7611,18/02/2013
