Date (DD/MM/YYYY),NAV
21/11/2016,10.0000
22/11/2016,10.0030
23/11/2016,10.0050
24/11/2016,10.0072
25/11/2016,10.0096
28/11/2016,10.0146
29/11/2016,10.0161
30/11/2016,10.0179
01/12/2016,10.0197
02/12/2016,10.0215
05/12/2016,10.0265
06/12/2016,10.0283
07/12/2016,10.0301
08/12/2016,10.0307
09/12/2016,10.0325
13/12/2016,10.0397
14/12/2016,10.0416
15/12/2016,10.0434
16/12/2016,10.0453
19/12/2016,10.0504
20/12/2016,10.0522
21/12/2016,10.0539
22/12/2016,10.0557
23/12/2016,10.0574
26/12/2016,10.0629
27/12/2016,10.0646
28/12/2016,10.0664
29/12/2016,10.0682
30/12/2016,10.0700
02/01/2017,10.0758
03/01/2017,10.0776
04/01/2017,10.0795
05/01/2017,10.0813
06/01/2017,10.0830
09/01/2017,10.0886
10/01/2017,10.0903
11/01/2017,10.0920
12/01/2017,10.0938
13/01/2017,10.0956
16/01/2017,10.1009
17/01/2017,10.1027
18/01/2017,10.1045
19/01/2017,10.1063
20/01/2017,10.1081
23/01/2017,10.1137
24/01/2017,10.1155
25/01/2017,10.1172
27/01/2017,10.1208
30/01/2017,10.1263
31/01/2017,10.1282
01/02/2017,10.1300
02/02/2017,10.1319
03/02/2017,10.1337
06/02/2017,10.1391
07/02/2017,10.1409
08/02/2017,10.1428
09/02/2017,10.1445
10/02/2017,10.1462
13/02/2017,10.1516
14/02/2017,10.1535
15/02/2017,10.1553
16/02/2017,10.1571
17/02/2017,10.1589
20/02/2017,10.1644
22/02/2017,10.1683
23/02/2017,10.1701
27/02/2017,10.1772
28/02/2017,10.1791
01/03/2017,10.1809
02/03/2017,10.1828
03/03/2017,10.1846
06/03/2017,10.1901
07/03/2017,10.1918
08/03/2017,10.1936
09/03/2017,10.1954
10/03/2017,10.1971
14/03/2017,10.2044
15/03/2017,10.2062
16/03/2017,10.2080
17/03/2017,10.2099
20/03/2017,10.2153
21/03/2017,10.2171
22/03/2017,10.2190
23/03/2017,10.2209
24/03/2017,10.2227
27/03/2017,10.2282
29/03/2017,10.2319
30/03/2017,10.2336
31/03/2017,10.2355
03/04/2017,10.2420
05/04/2017,10.2456
06/04/2017,10.2474
07/04/2017,10.2492
10/04/2017,10.2545
11/04/2017,10.2564
12/04/2017,10.2583
13/04/2017,10.2602
17/04/2017,10.2674
18/04/2017,10.2692
19/04/2017,10.2710
20/04/2017,10.2728
21/04/2017,10.2746
24/04/2017,10.2800
25/04/2017,10.2818
26/04/2017,10.2836
27/04/2017,10.2854
28/04/2017,10.2872
02/05/2017,10.2946
03/05/2017,10.2964
04/05/2017,10.2982
05/05/2017,10.3001
