Date (MM/DD/YYYY),E1,C1,G1,A1,E2,C2,G2,A2,Tax Saver Scheme
12/10/2018,11.2025,11.2183,10.9787,11.1339,11.1428,10.9289,10.599,10,
12/07/2018,11.3999,11.2428,11.0185,11.1273,11.346,10.9568,10.6333,10,
12/06/2018,11.3028,11.2347,11.0488,11.1249,11.2501,10.953,10.6597,10,
12/05/2018,11.5154,11.2282,11.0134,11.1224,11.463,10.9443,10.6282,10,
12/04/2018,11.6458,11.2087,10.9347,11.1201,11.5924,10.9229,10.5492,10,
12/03/2018,11.6933,11.1988,10.9128,11.1177,11.6401,10.9149,10.5295,10,
11/30/2018,11.6842,11.1857,10.9082,11.111,11.6342,10.9056,10.5241,10,
11/29/2018,11.6335,11.1752,10.9012,11.1087,11.5844,10.8911,10.5124,10,
11/28/2018,11.4997,11.1444,10.8567,11.1064,11.4506,10.8641,10.4715,10,
11/27/2018,11.4949,11.1443,10.8033,11.1041,11.4452,10.8591,10.4185,10,
11/26/2018,11.4513,11.1346,10.8058,11.1016,11.4034,10.856,10.4205,10,
11/22/2018,11.3412,11.1261,10.7978,11.0926,11.2912,10.8471,10.4096,10,
11/20/2018,11.4555,11.1084,10.7639,11.088,11.4073,10.8333,10.3743,10,
11/19/2018,11.5664,11.1162,10.7558,11.0857,11.5168,10.8322,10.3663,10,
11/16/2018,11.4822,11.0914,10.7439,11.0789,11.434,10.815,10.3544,10,
11/15/2018,11.4155,11.0934,10.7657,11.0764,11.3644,10.8157,10.3738,10,
11/14/2018,11.3565,11.0818,10.7691,11.0739,11.31,10.8071,10.3795,10,
11/13/2018,11.3533,11.0794,10.7313,11.0715,11.3109,10.8015,10.3405,10,
11/12/2018,11.2435,11.0651,10.7093,11.0691,11.2028,10.791,10.3207,10,
11/09/2018,11.3679,11.0595,10.7176,11.0624,11.3244,10.7865,10.3323,10,
11/06/2018,11.2847,11.042,10.6911,11.0557,11.2399,10.7724,10.3081,10,
11/05/2018,11.2968,11.0407,10.6803,11.0533,11.251,10.7665,10.2974,10,
11/02/2018,11.3337,11.0446,10.6847,11.0466,11.2889,10.768,10.2996,10,
11/01/2018,11.1308,11.0284,10.6314,11.0443,11.0942,10.7627,10.2474,10,
10/31/2018,11.152,11.0086,10.608,11.042,11.1154,10.7484,10.228,10,
10/30/2018,10.9136,11.0214,10.6067,11.0398,10.8765,10.739,10.2227,10,
10/29/2018,10.9554,11.0217,10.6055,11.0376,10.9169,10.7391,10.2239,10,
10/26/2018,10.763,11.0013,10.5576,11.0308,10.7275,10.7336,10.1766,10,
10/25/2018,10.8457,11.0043,10.5591,11.0285,10.8096,10.7284,10.1774,10,
10/24/2018,10.9693,11.0038,10.5572,11.0262,10.9347,10.7276,10.1759,10,
10/23/2018,10.8822,10.9959,10.5362,11.024,10.8467,10.7172,10.1548,10,
10/22/2018,11.0157,10.999,10.5247,11.0217,10.9804,10.7193,10.1426,10,
10/19/2018,11.0827,10.9876,10.5123,11.015,11.0475,10.7111,10.1308,10,
10/17/2018,11.2506,10.9771,10.5039,11.0104,11.2156,10.6939,10.123,10,
10/16/2018,11.38,10.9808,10.5113,11.0082,11.3452,10.706,10.13,10,
10/15/2018,11.2953,10.9636,10.4832,11.006,11.2594,10.687,10.1065,10,
10/12/2018,11.2992,10.9462,10.4595,10.9994,11.2632,10.6669,10.0849,10,
10/11/2018,10.9736,10.9437,10.4495,10.9972,10.9403,10.666,10.073,10,
10/10/2018,11.1655,10.9403,10.4326,10.995,11.133,10.6598,10.0596,10,
10/09/2018,10.9736,10.9235,10.4018,10.9927,10.9407,10.65,10.0319,10,
10/08/2018,11.0629,10.9274,10.4561,10.9905,11.0284,10.6548,10.083,10,
10/05/2018,11.0157,10.918,10.4242,10.9829,10.9856,10.6449,10.0547,10,
10/04/2018,11.293,10.8726,10.3602,10.9807,11.2608,10.603,9.9942,10,
10/03/2018,11.5405,10.9135,10.393,10.9785,11.5112,10.6433,10.0259,10,
10/01/2018,11.7162,10.9316,10.4412,10.9739,11.6824,10.6597,10.0721,10,
09/28/2018,11.6591,10.8964,10.4086,10.9658,11.6259,10.6488,10.0436,10,
09/27/2018,11.7711,10.8853,10.4057,10.9629,11.7395,10.6333,10.0423,10,
09/25/2018,11.8955,10.8595,10.3607,10.9601,11.8607,10.601,9.9971,10,
09/24/2018,11.7604,10.8684,10.3646,10.9579,11.7261,10.5941,10.0047,10,
09/21/2018,12.0288,10.9105,10.36,10.9515,11.9997,10.6238,9.9998,10,
09/19/2018,12.1464,10.9083,10.3522,10.9471,12.1198,10.6313,9.9886,10,
09/18/2018,12.1936,10.9047,10.3293,10.9449,12.1659,10.625,9.9703,10,
09/17/2018,12.2905,10.8784,10.3286,10.9428,12.2627,10.618,9.9666,10,
09/14/2018,12.4231,10.8736,10.3131,10.9366,12.3968,10.6154,9.953,10,
09/12/2018,12.2828,10.8945,10.2918,10.9326,12.2563,10.6066,9.9299,10,
09/11/2018,12.1834,10.8907,10.2775,10.9307,12.1575,10.6114,9.9145,10,
09/10/2018,12.3285,10.892,10.2815,10.9286,12.3034,10.6054,9.9171,10,
09/07/2018,12.4912,10.9292,10.3261,10.9223,12.4658,10.6374,9.9585,10,
09/06/2018,12.4071,10.9163,10.3059,10.9202,12.3815,10.6245,9.9393,10,
09/05/2018,12.3576,10.9206,10.3122,10.918,12.3337,10.6358,9.9455,10,
09/04/2018,12.3963,10.9467,10.3229,10.9159,12.3724,10.6591,9.9548,10,
09/03/2018,12.523,10.9745,10.3598,10.9137,12.5011,10.6819,9.9866,10,
08/31/2018,12.6328,10.9809,10.3728,10.9074,12.6118,10.6892,9.9993,10,
08/29/2018,12.6005,10.9965,10.3955,10.903,12.5774,10.7035,10.027,10,
08/28/2018,12.6673,10.9811,10.3957,10.9009,12.6429,10.6883,10.0263,10,
08/27/2018,12.6556,10.9916,10.3999,10.8988,12.6336,10.6871,10.0292,10,
08/24/2018,12.5105,10.9861,10.3982,10.8926,12.488,10.6879,10.0262,10,
08/23/2018,12.555,10.9718,10.4094,10.8905,12.5324,10.6895,10.0374,10,
08/21/2018,12.5215,10.9733,10.4287,10.8864,12.4983,10.6881,10.0564,10,
08/20/2018,12.4899,10.9749,10.423,10.8843,12.4649,10.6817,10.0504,10,
08/16/2018,12.3154,10.9578,10.4009,10.876,12.2874,10.6669,10.0279,10,
08/14/2018,12.3514,10.9539,10.4301,10.8719,12.3212,10.6579,10.0574,10,
08/13/2018,12.2424,10.9666,10.4212,10.8697,12.2103,10.6631,10.0488,10,
08/10/2018,12.3015,10.9802,10.4407,10.8635,12.2711,10.6881,10.0689,10,
08/09/2018,12.3488,10.9707,10.4415,10.8614,12.3207,10.6797,10.0685,10,
08/08/2018,12.3664,10.9563,10.4263,10.8593,12.337,10.6738,10.0555,10,
08/07/2018,12.3172,10.9598,10.4175,10.8571,12.2874,10.6679,10.0482,10,
08/06/2018,12.2725,10.9608,10.421,10.855,12.2444,10.6692,10.0525,10,
08/03/2018,12.2534,10.9401,10.412,10.8486,12.2253,10.653,10.0439,10,
08/02/2018,12.1618,10.9578,10.4248,10.8463,12.1323,10.6583,10.0562,10,
08/01/2018,12.2883,10.9539,10.4222,10.8441,12.2565,10.6634,10.0556,10,
07/31/2018,12.3294,10.9365,10.3925,10.8417,12.2977,10.6456,10.0245,10,
07/30/2018,12.2319,10.923,10.3854,10.8395,12.2006,10.6259,10.0181,10,
07/27/2018,12.1837,10.922,10.3785,10.8331,12.1488,10.6354,10.0097,10,
07/26/2018,12.0647,10.904,10.3814,10.831,12.0309,10.602,10.0125,10,
07/25/2018,12.0119,10.9054,10.3724,10.8289,11.9761,10.6178,10.0043,10,
07/24/2018,12.0408,10.9005,10.3701,10.8269,12.0038,10.6146,10.0035,10,
07/23/2018,11.9258,10.896,10.3668,10.8248,11.8905,10.6246,10,10,
07/20/2018,11.8412,10.8778,10.3781,10.8185,11.8022,10.6096,10.0117,10,
07/19/2018,11.7935,10.8899,10.3831,10.8164,11.7534,10.6031,10.0216,10,
07/18/2018,11.83,10.8859,10.3884,10.8142,11.7895,10.6134,10.0278,10,
07/17/2018,11.8786,10.8758,10.3816,10.8121,11.8403,10.6024,10.0207,10,
07/16/2018,11.8135,10.8622,10.3397,10.8099,11.7743,10.5727,9.9817,10,
07/13/2018,11.921,10.8644,10.3368,10.8036,11.8855,10.5702,9.977,10,
07/12/2018,11.9502,10.8663,10.3388,10.8015,11.9171,10.6021,9.9782,10,
07/11/2018,11.8898,10.8484,10.3,10.7994,11.8576,10.5568,9.9422,10,
07/10/2018,11.9277,10.8419,10.2909,10.7973,11.8962,10.5574,9.932,10,
07/09/2018,11.8009,10.8371,10.2905,10.7952,11.7689,10.5511,9.9342,10,
07/06/2018,11.6963,10.8345,10.2902,10.7886,11.6639,10.5448,9.9332,10,
07/05/2018,11.6895,10.8326,10.2866,10.7862,11.6578,10.5462,9.9297,10,
07/04/2018,11.6076,10.8213,10.2878,10.7814,11.5735,10.5306,9.9319,10,
07/04/2018,11.6891,10.8217,10.3006,10.7837,11.6541,10.5435,9.9436,10,
07/02/2018,11.5436,10.8056,10.2891,10.779,11.5105,10.5263,9.9342,10,
06/29/2018,11.6329,10.8008,10.2808,10.772,11.6,10.4933,9.9265,10,
06/28/2018,11.4455,10.8065,10.2749,10.7696,11.4089,10.4929,9.9204,10,
06/27/2018,11.5125,10.8179,10.2961,10.7675,11.474,10.5274,9.9396,10,
06/26/2018,11.6333,10.8159,10.3082,10.7652,11.5977,10.5297,9.9498,10,
06/25/2018,11.5984,10.8121,10.3155,10.763,11.5984,10.5316,9.9574,10,
06/22/2018,11.6598,10.8147,10.3237,10.7566,11.6598,10.5241,9.9623,10,
06/21/2018,11.5602,10.795,10.3337,10.7544,11.5272,10.5116,9.9729,10,
06/20/2018,11.6255,10.7733,10.3056,10.7521,11.5903,10.4844,9.9471,10,
06/19/2018,11.5644,10.7536,10.2871,10.7497,11.5309,10.4762,9.9299,10,
06/18/2018,11.6588,10.7443,10.2748,10.7473,11.624,10.4596,9.9161,10,
06/15/2018,11.6898,10.7322,10.2563,10.7409,11.6522,10.4482,9.8965,10,
06/14/2018,11.7109,10.7141,10.2364,10.7387,11.6751,10.4306,9.8769,10,
06/13/2018,11.7279,10.7017,10.2395,10.7365,11.6951,10.4096,9.8781,10,
06/12/2018,11.7395,10.7094,10.2139,10.7342,11.708,10.3991,9.8558,10,
06/11/2018,11.6985,10.6884,10.2203,10.732,11.6669,10.3993,9.8611,10,
06/08/2018,11.6778,10.6925,10.2289,10.7254,11.6484,10.4079,9.8738,10,
06/07/2018,11.6567,10.6852,10.1897,10.7232,11.625,10.391,9.8329,10,
06/06/2018,11.562,10.7331,10.2259,10.7206,11.5272,10.4456,9.8719,10,
06/05/2018,11.4546,10.7585,10.2749,10.7185,11.4187,10.4718,9.9197,10,
06/04/2018,11.4921,10.7544,10.2573,10.7164,11.4547,10.464,9.9097,10,
06/01/2018,11.5537,10.7685,10.2622,10.7104,11.5142,10.4661,9.9168,10,
05/31/2018,11.5859,10.773,10.2686,10.7081,11.5467,10.477,9.9152,10,
05/30/2018,11.4787,10.8027,10.3039,10.7057,11.4479,10.4927,9.9483,10,
05/29/2018,11.4861,10.7825,10.2978,10.7032,11.4562,10.5027,9.9413,10,
05/28/2018,11.5274,10.775,10.3133,10.7011,11.5012,10.4813,9.9561,10,
05/25/2018,11.4147,10.7599,10.2726,10.695,11.3829,10.4563,9.9185,10,
05/24/2018,11.2897,10.7294,10.2309,10.6929,11.2583,10.4401,9.8786,10,
05/23/2018,11.2027,10.7464,10.2363,10.691,11.1722,10.4618,9.8841,10,
05/22/2018,11.3015,10.7631,10.2497,10.6889,11.2758,10.4815,9.8983,10,
05/21/2018,11.2545,10.7439,10.241,10.6869,11.2283,10.4572,9.8882,10,
05/18/2018,11.3806,10.7451,10.2439,10.6813,11.3541,10.4355,9.8856,10,
05/17/2018,11.481,10.723,10.219,10.6793,11.4569,10.4195,9.8667,10,
05/16/2018,11.5308,10.7576,10.2244,10.6774,11.5012,10.4619,9.8709,10,
05/15/2018,11.5897,10.747,10.2295,10.6754,11.5571,10.4619,9.8758,10,
05/14/2018,11.6039,10.8048,10.2623,10.6735,11.5712,10.5093,9.9074,10,
05/11/2018,11.609,10.8069,10.3107,10.6678,11.5787,10.5126,9.9667,10,
05/10/2018,11.5125,10.8258,10.3153,10.6659,11.478,10.5491,9.9682,10,
05/09/2018,11.5489,10.8195,10.3186,10.6641,11.5189,10.5347,9.9708,10,
05/08/2018,11.5443,10.8856,10.3831,10.6621,11.5168,10.5606,10.0257,10,
05/07/2018,11.5769,10.8518,10.3504,10.6603,11.549,10.5567,9.9926,10,
05/04/2018,11.4268,10.8481,10.2984,10.6547,11.3982,10.5218,9.9416,10,
05/03/2018,11.4816,10.8108,10.2994,10.6528,11.4512,10.5261,9.9433,10,
05/02/2018,11.5624,10.8025,10.295,10.6508,11.5271,10.5195,9.9364,10,
04/27/2018,11.5585,10.8257,10.2792,10.641,11.5219,10.4949,9.9191,10,
04/26/2018,11.4994,10.7887,10.2687,10.639,11.4594,10.5057,9.9132,10,
04/25/2018,11.4767,10.8119,10.2802,10.6371,11.4377,10.5138,9.9233,10,
04/24/2018,11.5486,10.8055,10.3095,10.6352,11.5132,10.5214,9.9509,10,
04/23/2018,11.5478,10.7955,10.281,10.6332,11.5077,10.5149,9.9171,10,
04/20/2018,11.5275,10.7998,10.2996,10.6276,11.4907,10.5213,9.9308,10,
04/19/2018,11.5523,10.8438,10.3393,10.6256,11.5254,10.5612,9.9718,10,
04/18/2018,11.4485,10.9035,10.42,10.6237,11.4306,10.6216,10.0575,10,
04/17/2018,11.4596,10.9062,10.436,10.6216,11.4353,10.6257,10.0751,10,
04/16/2018,11.416,10.9024,10.4414,10.6197,11.394,10.6301,10.0816,10,
04/13/2018,11.3419,10.8941,10.4496,10.6135,11.3195,10.6161,10.0996,10,
04/12/2018,11.3043,10.9352,10.4112,10.6097,11.29,10.6239,10.0577,10,
04/12/2018,11.3184,10.9486,10.4264,10.6116,11.2999,10.6366,10.0753,10,
04/10/2018,11.2476,10.9461,10.4863,10.6077,11.2372,10.68,10.1339,10,
04/09/2018,11.2214,10.9951,10.5581,10.6057,11.2099,10.7308,10.2071,10,
04/06/2018,11.1711,10.9959,10.5804,10.5996,11.1594,10.7357,10.2303,10,
04/05/2018,11.1583,10.9856,10.605,10.5976,11.1462,10.7133,10.2589,10,
04/04/2018,10.944,10.9616,10.4991,10.5955,10.9222,10.6908,10.1446,10,
04/03/2018,11.0563,10.9485,10.4705,10.5933,11.0326,10.68,10.1209,10,
03/31/2018,10.9217,10.9175,10.4232,10.5862,10.9015,10.6474,10.071,10,
03/28/2018,10.9212,10.9483,10.4184,10.5717,10.9015,10.6212,10.0665,10,
03/27/2018,10.9798,10.8898,10.4334,10.5694,10.9529,10.5961,10.0819,10,
03/26/2018,10.9145,10.8428,10.2743,10.5676,10.881,10.4944,9.8997,10,
03/23/2018,10.7732,10.7898,10.2898,10.5623,10.7332,10.4994,9.9201,10,
03/22/2018,10.8776,10.7567,10.28,10.5602,10.8489,10.4665,9.9056,10,
03/21/2018,10.9222,10.7681,10.2648,10.5581,10.8972,10.4604,9.8953,10,
03/20/2018,10.9224,10.7622,10.2563,10.556,10.9005,10.487,9.8852,10,
03/19/2018,10.8585,10.7541,10.2519,10.5539,10.8404,10.4769,9.8814,10,
03/16/2018,10.9514,10.743,10.2602,10.5463,10.9305,10.4648,9.8919,10,
03/15/2018,11.116,10.7157,10.2241,10.5436,11.0977,10.4143,9.8455,10,
03/14/2018,11.1813,10.7233,10.1976,10.5415,11.1654,10.4428,9.8257,10,
03/13/2018,11.1953,10.7228,10.1937,10.5394,11.18,10.441,9.8207,10,
03/12/2018,11.1699,10.708,10.2024,10.5372,11.1538,10.4148,9.8286,10,
03/09/2018,10.9688,10.6932,10.1901,10.5314,10.9525,10.4104,9.8182,10,
03/08/2018,11.0041,10.7111,10.1935,10.5294,10.9871,10.4226,9.8224,10,
03/07/2018,10.9199,10.6935,10.1809,10.5273,10.9027,10.3972,9.8081,10,
03/06/2018,10.9934,10.6703,10.1412,10.5253,10.9764,10.3776,9.766,10,
03/05/2018,11.1057,10.7073,10.1371,10.5233,11.0864,10.4271,9.7596,10,
03/01/2018,11.2596,10.6968,10.1418,10.5156,11.2421,10.4074,9.7652,10,
02/28/2018,11.3051,10.6858,10.1473,10.5137,11.2883,10.3933,9.7719,10,
02/27/2018,11.3716,10.7145,10.1578,10.5118,11.3553,10.4394,9.7827,10,
02/26/2018,11.4173,10.7018,10.1411,10.5099,11.402,10.4154,9.7673,10,
02/23/2018,11.2822,10.721,10.1395,10.5043,11.2676,10.4231,9.7651,10,
02/22/2018,11.18,10.6951,10.1181,10.5024,11.165,10.4178,9.7455,10,
02/21/2018,11.2268,10.7554,10.1412,10.5005,11.2117,10.4564,9.776,10,
02/20/2018,11.2152,10.7426,10.1503,10.4987,11.1963,10.46,9.7897,10,
02/16/2018,11.3446,10.7732,10.1823,10.4912,11.3269,10.4784,9.821,10,
02/15/2018,11.4581,10.7728,10.1827,10.4893,11.4402,10.4787,9.8192,10,
02/14/2018,11.4229,10.7976,10.2253,10.4873,11.4078,10.504,9.8685,10,
02/12/2018,11.451,10.7914,10.2221,10.4836,11.4302,10.5339,9.8606,10,
02/09/2018,11.3309,10.7604,10.2143,10.4779,11.315,10.4823,9.8512,10,
02/08/2018,11.4188,10.7458,10.2324,10.4761,11.4025,10.4779,9.8624,10,
02/07/2018,11.2974,10.7402,10.1926,10.4741,11.275,10.4661,9.8267,10,
02/06/2018,11.3043,10.7344,10.1612,10.4722,11.2798,10.4786,9.7978,10,
02/05/2018,11.4665,10.735,10.1331,10.4704,11.4423,10.4725,9.7647,10,
02/02/2018,11.5695,10.7134,10.1437,10.4649,11.5399,10.4343,9.7891,10,
02/01/2018,11.8885,10.7423,10.1343,10.463,11.8571,10.4803,9.7727,10,
01/31/2018,11.8223,10.7616,10.2324,10.4611,11.7996,10.506,9.8702,10,
01/30/2018,11.8988,10.7551,10.2302,10.4593,11.8719,10.4787,9.8737,10,
01/25/2018,11.8423,10.7761,10.2873,10.45,11.8142,10.4966,9.941,10,
01/24/2018,11.8546,10.8,10.2969,10.4482,11.8287,10.5496,9.9504,10,
01/23/2018,11.8705,10.779,10.3111,10.4463,11.844,10.5017,9.9674,10,
01/22/2018,11.7407,10.7919,10.2795,10.4444,11.7175,10.5343,9.9299,10,
01/19/2018,11.7161,10.722,10.2675,10.4389,11.689,10.4392,9.9147,10,
01/18/2018,11.6551,10.7709,10.2611,10.437,11.6326,10.4929,9.9106,10,
01/17/2018,11.6435,10.7926,10.2938,10.4352,11.6201,10.5407,9.944,10,
01/16/2018,11.6034,10.7359,10.2184,10.4333,11.5834,10.4627,9.8648,10,
01/15/2018,11.7245,10.8088,10.2832,10.4315,11.7057,10.5425,9.9335,10,
01/12/2018,11.6524,10.7757,10.2851,10.426,11.6349,10.5279,9.9395,10,
01/11/2018,11.596,10.7797,10.278,10.4242,11.5826,10.5324,9.9328,10,
01/10/2018,11.5927,10.7648,10.2821,10.4224,11.5766,10.4822,9.9436,10,
01/09/2018,11.6376,10.7835,10.3266,10.4206,11.621,10.5025,9.9891,10,
01/09/2018,11.6376,10.7835,10.3266,10.4206,11.621,10.5025,9.9891,10,
01/09/2018,11.9632,10.8172,10.2317,10.4575,11.9361,10.5251,9.8781,10,
01/08/2018,11.6471,10.7999,10.3387,10.4187,11.6322,10.5526,10.0151,10,
01/05/2018,11.586,10.7855,10.3576,10.4132,11.5705,10.534,10.0338,10,
01/04/2018,11.5472,10.7689,10.2996,10.4114,11.5318,10.5137,9.964,10,
01/03/2018,11.4648,10.7387,10.3063,10.4096,11.4511,10.4549,9.9699,10,
01/02/2018,11.4227,10.7252,10.2845,10.4078,11.4131,10.4335,9.9569,10,
01/01/2018,11.4435,10.7247,10.3051,10.4059,11.4323,10.4323,9.9726,10,
12/30/2017,11.108,10.7086,10.3959,10.3483,11.0978,10.4238,10.0624,10,
12/29/2017,11.5509,10.7115,10.2954,10.3998,11.5385,10.423,9.9679,10,
12/28/2017,11.5086,10.7209,10.2512,10.3979,11.4969,10.4474,9.9198,10,
12/27/2017,11.5114,10.7382,10.3565,10.396,11.4976,10.4584,10.0163,10,
12/26/2017,11.5592,10.7412,10.3346,10.3942,11.543,10.4595,9.9948,10,
12/22/2017,11.5152,10.743,10.3318,10.387,11.4973,10.4812,9.9902,10,
12/21/2017,11.4661,10.7175,10.361,10.3852,11.4517,10.4276,10.0202,10,
12/20/2017,11.4528,10.7832,10.3627,10.3836,11.4413,10.5247,10.0234,10,
12/19/2017,11.4792,10.7814,10.3776,10.3818,11.4656,10.5182,10.0382,10,
12/18/2017,11.3397,10.7683,10.3731,10.38,11.3296,10.512,10.0357,10,
12/15/2017,11.2261,10.7555,10.386,10.3746,11.2148,10.4812,10.0507,10,
12/14/2017,11.157,10.7514,10.383,10.3729,11.1428,10.4737,10.046,10,
12/14/2017,11.157,10.7514,10.383,10.3729,11.1428,10.4737,10.046,10,
12/13/2017,11.0971,10.7434,10.3543,10.3711,11.0839,10.456,10.0125,10,
12/12/2017,11.1671,10.7859,10.3481,10.3695,11.1532,10.5191,10.0087,10,
12/11/2017,11.2346,10.785,10.3539,10.3677,11.221,10.5257,10.0133,10,
12/08/2017,11.1909,10.791,10.3962,10.3623,11.177,10.5347,10.0593,10,
12/07/2017,11.1204,10.7353,10.429,10.3606,11.1042,10.4521,10.0992,10,
12/06/2017,10.9174,10.7903,10.4335,10.3589,10.9039,10.5308,10.1013,10,
12/05/2017,10.9828,10.7533,10.4123,10.3571,10.9722,10.4782,10.08,10,
12/04/2017,10.9966,10.712,10.3948,10.3553,10.9852,10.4233,10.0623,10,
11/29/2017,11.2491,10.7551,10.4144,10.3465,11.242,10.4799,10.0803,10,
11/28/2017,11.2721,10.7269,10.4097,10.3448,11.2626,10.48,10.0758,10,
11/27/2017,11.2569,10.7859,10.3992,10.343,11.2537,10.5146,10.0681,10,
11/24/2017,11.2571,10.7391,10.4147,10.3377,11.2537,10.4504,10.0788,10,
11/23/2017,11.2399,10.7381,10.4167,10.336,11.2363,10.4534,10.0799,10,
11/22/2017,11.2452,10.7125,10.4262,10.3343,11.2392,10.4153,10.0876,10,
11/21/2017,11.1915,10.7054,10.4719,10.3325,11.1854,10.4233,10.134,10,
11/20/2017,11.1833,10.7593,10.4803,10.3307,11.1739,10.4852,10.1436,10,
11/17/2017,11.1733,10.6941,10.3697,10.3255,11.1694,10.4166,10.0392,10,
11/16/2017,11.0805,10.6848,10.3875,10.3238,11.0733,10.3889,10.0477,10,
11/15/2017,11.0002,10.7355,10.4065,10.322,10.992,10.4498,10.0708,10,
11/14/2017,11.0551,10.729,10.3986,10.3201,11.0509,10.4412,10.0643,10,
11/13/2017,11.09,10.7548,10.4341,10.3184,11.0821,10.4827,10.1043,10,
11/10/2017,11.1677,10.748,10.434,10.313,11.1582,10.4822,10.1044,10,
11/09/2017,11.1035,10.6833,10.4655,10.3113,11.0888,10.404,10.1402,10,
11/08/2017,11.0654,10.7929,10.4594,10.3095,11.0538,10.5261,10.1346,10,
11/07/2017,11.1132,10.6869,10.4673,10.3076,11.1041,10.4023,10.1435,10,
11/06/2017,11.235,10.7553,10.4773,10.3059,11.2267,10.4999,10.1548,10,
11/03/2017,11.2381,10.801,10.4914,10.3007,11.2269,10.55,10.1711,10,
11/02/2017,11.2216,10.7987,10.476,10.2988,11.2118,10.5479,10.154,10,
11/01/2017,11.2732,10.7091,10.4566,10.2972,11.2619,10.4475,10.1348,10,
10/31/2017,11.1693,10.6678,10.4604,10.2956,11.1565,10.3949,10.1374,10,
10/30/2017,11.2407,10.7376,10.4371,10.2938,11.2296,10.4777,10.1144,10,
10/27/2017,11.1965,10.7414,10.475,10.2885,11.1835,10.4881,10.1524,10,
10/26/2017,11.2042,10.6675,10.469,10.2869,11.1851,10.3927,10.1462,10,
10/25/2017,11.1678,10.7178,10.4513,10.2851,11.1492,10.4557,10.1278,10,
10/24/2017,11.0199,10.7386,10.4683,10.2834,10.9904,10.467,10.1447,10,
10/23/2017,10.9464,10.8023,10.4489,10.2816,10.9185,10.5514,10.1255,10,
10/18/2017,10.9454,10.7348,10.4773,10.2729,10.9164,10.5,10.1543,10,
10/17/2017,10.9377,10.6494,10.464,10.2711,10.9107,10.3995,10.1407,10,
10/16/2017,10.9251,10.7247,10.4877,10.2693,10.8968,10.4639,10.1648,10,
10/13/2017,10.8564,10.7276,10.4656,10.264,10.8252,10.4772,10.1429,10,
10/12/2017,10.8171,10.7103,10.4448,10.2622,10.7914,10.4293,10.1238,10,
10/11/2017,10.6833,10.638,10.4434,10.2605,10.6622,10.373,10.4434,10,
10/10/2017,10.7149,10.7173,10.4135,10.2589,10.6907,10.4765,10.0916,10,
10/09/2017,10.7066,10.7937,10.3896,10.2571,10.6845,10.5468,10.0693,10,
10/06/2017,10.7031,10.7926,10.4076,10.2519,10.683,10.5487,10.088,10,
10/05/2017,10.5686,10.7887,10.4304,10.2502,10.5504,10.5456,10.1106,10,
10/04/2017,10.596,10.6951,10.4765,10.2483,10.5791,10.4348,10.1587,10,
09/29/2017,10.4498,10.6007,10.4779,10.2392,10.4336,10.3682,10.1598,10,
09/28/2017,10.4018,10.793,10.4802,10.2375,10.3798,10.5362,10.1621,10,
09/27/2017,10.3748,10.6972,10.4721,10.2356,10.3558,10.429,10.1557,10,
09/26/2017,10.53,10.6949,10.4793,10.2339,10.5147,10.427,10.1633,10,
09/25/2017,10.54,10.6158,10.5235,10.232,10.5243,10.3595,10.205,10,
09/22/2017,10.6334,10.7592,10.4836,10.2268,10.6166,10.5096,10.1656,10,
09/21/2017,10.861,10.6058,10.4709,10.2251,10.8427,10.3528,10.1556,10,
09/20/2017,10.9132,10.6016,10.5372,10.2233,10.8933,10.3715,10.2282,10,
09/19/2017,10.9331,10.685,10.5247,10.2216,10.9119,10.4414,10.2159,10,
09/18/2017,10.928,10.6864,10.5189,10.2196,10.9096,10.4428,10.2105,10,
09/15/2017,10.8549,10.6002,10.5302,10.2143,10.8417,10.3698,10.2223,10,
09/14/2017,10.8756,10.5894,10.5511,10.2125,10.8641,10.3625,10.2453,10,
09/13/2017,10.9136,10.6848,10.556,10.2108,10.8992,10.443,10.2519,10,
09/12/2017,10.9349,10.5933,10.5795,10.209,10.9192,10.3688,10.2779,10,
09/11/2017,10.81,10.8134,10.5821,10.2072,10.7952,10.5761,10.2826,10,
09/08/2017,10.7095,10.6875,10.5832,10.2021,10.6948,10.4509,10.2831,10,
09/07/2017,10.7145,10.573,10.5924,10.2002,10.7024,10.3606,10.2926,10,
09/06/2017,10.693,10.7972,10.5998,10.1985,10.679,10.5768,10.3003,10,
09/05/2017,10.7213,10.5185,10.5939,10.1967,10.7064,10.317,10.2944,10,
09/04/2017,10.6865,10.5186,10.5926,10.195,10.673,10.3418,10.2928,10,
09/01/2017,10.7506,10.5177,10.5975,10.1898,10.7325,10.3382,10.2982,10,
08/31/2017,10.6788,10.5077,10.5564,10.1881,10.665,10.3156,10.2551,10,
08/30/2017,10.626,10.5032,10.5574,10.1862,10.6168,10.3139,10.257,10,
08/29/2017,10.5373,10.4966,10.5649,10.1845,10.5261,10.3096,10.2648,10,
08/28/2017,10.6483,10.6384,10.5315,10.1828,10.6355,10.4036,10.2333,10,
08/24/2017,10.5969,10.6303,10.5399,10.1759,10.585,10.401,10.2414,10,
08/23/2017,10.6059,10.4841,10.5392,10.1742,10.5917,10.2915,10.2401,10,
08/22/2017,10.5293,10.6334,10.529,10.1722,10.5144,10.4178,10.2277,10,
08/21/2017,10.5246,10.4809,10.5331,10.1705,10.5119,10.3038,10.2304,10,
