Date (MM/DD/YYYY),Pension Fund Manager Id,Pension Fund Manager,Pension Scheme Id,Pension Scheme,Net Asset Value (INR)
01/06/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.4847
01/13/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.4455
02/26/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.2554
03/08/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.458
03/31/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),12.8478
05/15/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),12.7227
05/29/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0000
06/01/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0000
06/02/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0000
06/03/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0000
06/04/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0000
06/05/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0025
06/08/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0091
06/09/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0112
06/10/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0129
06/11/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0151
06/12/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST A/C-LIC PENSION FUND SCHEME - ATAL PENSION YOJNA (APY),10.0047
06/15/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0153
06/16/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0156
06/17/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0215
06/18/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0316
06/19/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0388
06/22/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0420
06/23/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0373
06/24/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0307
06/25/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0259
06/26/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0254
06/29/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0245
06/30/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0419
07/01/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0567
07/02/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0637
07/03/2015,PFM003,LIC PENSION FUND LIMITED,SM003011,NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY),10.0715
