Date (MM/DD/YYYY),Pension Fund Manager Id,Pension Fund Manager,Pension Scheme Id,Pension Scheme,Net Asset Value (INR)
10/01/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0000
10/06/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0003
10/07/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0020
10/08/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0022
10/09/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0028
10/10/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0035
10/13/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0077
10/14/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0090
10/15/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0103
10/16/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0116
10/17/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0129
10/20/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0167
10/23/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0208
10/24/2025,PFM007,ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED,SM007011,NPS TRUST A/C - ICICI NPS MY FAMILY MY FUTURE (INMFMF) - TIER I,10.0222
