Date,NAV
10-Aug-2021,21.7004
09-Aug-2021,21.6829
06-Aug-2021,21.6828
05-Aug-2021,21.7431
04-Aug-2021,21.7317
03-Aug-2021,21.7131
02-Aug-2021,21.7075
30-Jul-2021,21.6903
29-Jul-2021,21.6937
28-Jul-2021,21.72
27-Jul-2021,21.7173
26-Jul-2021,21.7029
23-Jul-2021,21.6964
22-Jul-2021,21.6883
20-Jul-2021,21.6835
19-Jul-2021,21.6771
16-Jul-2021,21.6562
15-Jul-2021,21.6135
14-Jul-2021,21.6097
13-Jul-2021,21.5982
12-Jul-2021,21.5801
09-Jul-2021,21.6255
08-Jul-2021,21.6135
07-Jul-2021,21.5917
06-Jul-2021,21.5908
05-Jul-2021,21.6111
02-Jul-2021,21.6029
01-Jul-2021,21.588
30-Jun-2021,21.5814
29-Jun-2021,21.5871
29-Jun-2021,21.5871
28-Jun-2021,21.6067
25-Jun-2021,21.6451
24-Jun-2021,21.6442
23-Jun-2021,21.6479
22-Jun-2021,21.6379
21-Jun-2021,21.6385
18-Jun-2021,21.613
17-Jun-2021,21.6128
16-Jun-2021,21.6315
15-Jun-2021,21.7036
14-Jun-2021,21.7323
11-Jun-2021,21.7171
10-Jun-2021,21.6992
09-Jun-2021,21.6909
08-Jun-2021,21.6558
07-Jun-2021,21.6451
04-Jun-2021,21.6214
03-Jun-2021,21.6178
02-Jun-2021,21.6077
01-Jun-2021,21.6088
31-May-2021,21.6056
28-May-2021,21.5949
27-May-2021,21.6086
25-May-2021,21.5958
24-May-2021,21.5876
21-May-2021,21.5848
20-May-2021,21.5793
19-May-2021,21.5733
18-May-2021,21.5445
17-May-2021,21.5319
12-May-2021,21.5118
11-May-2021,21.5133
10-May-2021,21.4878
07-May-2021,21.4914
06-May-2021,21.4861
05-May-2021,21.467
04-May-2021,21.4505
03-May-2021,21.4468
30-Apr-2021,21.4189
29-Apr-2021,21.4035
28-Apr-2021,21.3926
27-Apr-2021,21.3882
26-Apr-2021,21.3603
23-Apr-2021,21.3351
22-Apr-2021,21.3345
20-Apr-2021,21.3408
19-Apr-2021,21.3376
19-Apr-2021,21.3376
19-Apr-2021,21.3376
16-Apr-2021,21.307
15-Apr-2021,21.3351
09-Apr-2021,21.3291
08-Apr-2021,21.3058
07-Apr-2021,21.2789
06-Apr-2021,21.2593
05-Apr-2021,21.2267
31-Mar-2021,21.1942
30-Mar-2021,21.1785
26-Mar-2021,21.1605
25-Mar-2021,21.1343
24-Mar-2021,21.1191
23-Mar-2021,21.0416
22-Mar-2021,20.9544
19-Mar-2021,20.9084
18-Mar-2021,20.8691
17-Mar-2021,20.857
16-Mar-2021,20.8576
15-Mar-2021,20.8504
12-Mar-2021,20.9041
10-Mar-2021,20.9099
09-Mar-2021,20.9122
08-Mar-2021,20.9215
05-Mar-2021,20.9235
04-Mar-2021,20.9184
03-Mar-2021,20.9271
02-Mar-2021,20.9202
01-Mar-2021,20.8818
26-Feb-2021,20.8843
25-Feb-2021,20.8837
24-Feb-2021,20.8833
23-Feb-2021,20.891
22-Feb-2021,20.8794
18-Feb-2021,20.997
17-Feb-2021,20.9912
16-Feb-2021,21.0048
15-Feb-2021,20.9954
12-Feb-2021,20.9962
11-Feb-2021,20.9946
10-Feb-2021,20.9648
09-Feb-2021,20.9676
08-Feb-2021,20.9975
05-Feb-2021,20.986
04-Feb-2021,21.0199
03-Feb-2021,20.9967
02-Feb-2021,20.9906
01-Feb-2021,21.0732
29-Jan-2021,21.2178
28-Jan-2021,21.2165
27-Jan-2021,21.205
25-Jan-2021,21.1854
22-Jan-2021,21.1685
21-Jan-2021,21.1785
20-Jan-2021,21.1561
19-Jan-2021,21.1527
18-Jan-2021,21.1677
15-Jan-2021,21.1762
14-Jan-2021,21.1999
13-Jan-2021,21.2248
12-Jan-2021,21.2232
11-Jan-2021,21.2538
08-Jan-2021,21.2968
07-Jan-2021,21.2779
06-Jan-2021,21.265
05-Jan-2021,21.2435
04-Jan-2021,21.2145
01-Jan-2021,21.1992
31-Dec-2020,21.1905
30-Dec-2020,21.1867
29-Dec-2020,21.1853
28-Dec-2020,21.1887
24-Dec-2020,21.1622
23-Dec-2020,21.1409
22-Dec-2020,21.1239
21-Dec-2020,21.1041
18-Dec-2020,21.1379
17-Dec-2020,21.1396
16-Dec-2020,21.132
15-Dec-2020,21.1262
14-Dec-2020,21.1084
11-Dec-2020,21.1025
10-Dec-2020,21.1236
09-Dec-2020,21.1159
08-Dec-2020,21.1281
07-Dec-2020,21.127
04-Dec-2020,21.1199
03-Dec-2020,21.0974
02-Dec-2020,21.0962
01-Dec-2020,21.0996
27-Nov-2020,21.1234
26-Nov-2020,21.1126
25-Nov-2020,21.0744
25-Nov-2020,21.0744
24-Nov-2020,21.0676
24-Nov-2020,21.0676
23-Nov-2020,21.0485
20-Nov-2020,21.0394
19-Nov-2020,21.0337
18-Nov-2020,21.0137
17-Nov-2020,21.0238
13-Nov-2020,20.9895
12-Nov-2020,20.9852
11-Nov-2020,20.9928
10-Nov-2020,20.9887
09-Nov-2020,20.9439
06-Nov-2020,20.9516
05-Nov-2020,20.9473
03-Nov-2020,20.9076
02-Nov-2020,20.9182
29-Oct-2020,20.9028
28-Oct-2020,20.9149
27-Oct-2020,20.9062
26-Oct-2020,20.9371
23-Oct-2020,20.8674
22-Oct-2020,20.8538
21-Oct-2020,20.8458
20-Oct-2020,20.8147
19-Oct-2020,20.8093
16-Oct-2020,20.7845
15-Oct-2020,20.77
14-Oct-2020,20.7494
13-Oct-2020,20.7258
12-Oct-2020,20.7128
09-Oct-2020,20.6996
08-Oct-2020,20.5369
07-Oct-2020,20.5224
06-Oct-2020,20.5181
05-Oct-2020,20.517
01-Oct-2020,20.5029
30-Sep-2020,20.4653
29-Sep-2020,20.4605
28-Sep-2020,20.4582
25-Sep-2020,20.4746
24-Sep-2020,20.4949
23-Sep-2020,20.5188
22-Sep-2020,20.526
21-Sep-2020,20.5203
18-Sep-2020,20.5256
17-Sep-2020,20.5214
16-Sep-2020,20.5154
15-Sep-2020,20.5103
15-Sep-2020,20.5103
14-Sep-2020,20.5105
11-Sep-2020,20.5151
10-Sep-2020,20.5206
09-Sep-2020,20.5127
08-Sep-2020,20.5152
07-Sep-2020,20.5751
04-Sep-2020,20.6194
03-Sep-2020,20.6135
02-Sep-2020,20.4209
01-Sep-2020,20.4001
31-Aug-2020,20.2665
28-Aug-2020,20.1475
27-Aug-2020,20.1697
26-Aug-2020,20.1711
25-Aug-2020,20.1691
24-Aug-2020,20.1761
21-Aug-2020,20.2254
20-Aug-2020,20.3157
19-Aug-2020,20.2889
18-Aug-2020,20.3198
17-Aug-2020,20.3872
14-Aug-2020,20.3685
12-Aug-2020,20.3621
11-Aug-2020,20.3835
10-Aug-2020,20.3955
07-Aug-2020,20.4171
06-Aug-2020,20.4329
05-Aug-2020,20.4626
04-Aug-2020,20.4583
03-Aug-2020,20.4531
31-Jul-2020,20.4384
30-Jul-2020,20.4214
29-Jul-2020,20.4121
28-Jul-2020,20.3957
27-Jul-2020,20.4094
24-Jul-2020,20.4214
21-Jul-2020,20.4205
20-Jul-2020,20.4449
17-Jul-2020,20.422
16-Jul-2020,20.4294
15-Jul-2020,20.4012
14-Jul-2020,20.3837
13-Jul-2020,20.399
10-Jul-2020,20.365
09-Jul-2020,20.3059
08-Jul-2020,20.2782
07-Jul-2020,20.2075
06-Jul-2020,20.163
03-Jul-2020,20.1453
02-Jul-2020,20.1244
01-Jul-2020,20.0784
30-Jun-2020,20.0757
29-Jun-2020,20.056
26-Jun-2020,20.0499
25-Jun-2020,19.9921
24-Jun-2020,19.9605
23-Jun-2020,19.9583
22-Jun-2020,19.9345
18-Jun-2020,19.8351
17-Jun-2020,19.7957
15-Jun-2020,19.7582
12-Jun-2020,19.7442
11-Jun-2020,19.7401
10-Jun-2020,19.7254
09-Jun-2020,19.7063
08-Jun-2020,19.7008
05-Jun-2020,19.7034
04-Jun-2020,19.6659
03-Jun-2020,19.6749
02-Jun-2020,19.6599
01-Jun-2020,19.7014
29-May-2020,19.6936
28-May-2020,19.694
27-May-2020,19.702
26-May-2020,19.7234
22-May-2020,19.6742
21-May-2020,19.5848
20-May-2020,19.5823
19-May-2020,19.5504
18-May-2020,19.538
16-May-2020,20.4294
15-May-2020,19.4762
14-May-2020,19.4652
13-May-2020,19.3652
12-May-2020,19.3665
11-May-2020,19.3031
08-May-2020,19.3973
06-May-2020,19.3378
05-May-2020,19.2755
04-May-2020,19.2143
30-Apr-2020,19.121
29-Apr-2020,19.0615
28-Apr-2020,19.0576
27-Apr-2020,19.0925
24-Apr-2020,19.1383
23-Apr-2020,19.2785
22-Apr-2020,19.2185
21-Apr-2020,19.2134
20-Apr-2020,19.142
17-Apr-2020,19.0377
16-Apr-2020,18.8517
15-Apr-2020,18.7523
13-Apr-2020,18.6907
09-Apr-2020,18.668
08-Apr-2020,18.6765
07-Apr-2020,18.9407
03-Apr-2020,19.0295
31-Mar-2020,19.0823
30-Mar-2020,19.0362
27-Mar-2020,19.078
26-Mar-2020,18.4033
24-Mar-2020,18.343
23-Mar-2020,18.3569
20-Mar-2020,18.3415
19-Mar-2020,18.3342
18-Mar-2020,18.4976
17-Mar-2020,18.6496
16-Mar-2020,18.7328
13-Mar-2020,18.7198
12-Mar-2020,18.8739
11-Mar-2020,19.008
09-Mar-2020,19.0754
06-Mar-2020,19.035
05-Mar-2020,19.0678
04-Mar-2020,19.102
03-Mar-2020,19.0139
02-Mar-2020,19.0455
28-Feb-2020,19.0216
27-Feb-2020,19.0489
26-Feb-2020,19.0458
25-Feb-2020,19.0098
24-Feb-2020,19.0124
20-Feb-2020,18.97
18-Feb-2020,18.9937
