Date (MM/DD/YYYY),NAV
08/12/2021,12.7334
08/11/2021,12.7119
08/10/2021,12.7169
08/09/2021,12.7311
08/06/2021,12.7477
08/05/2021,12.7281
08/04/2021,12.7373
08/03/2021,12.7651
08/02/2021,12.7588
07/30/2021,12.7461
07/29/2021,12.7407
07/28/2021,12.7298
07/27/2021,12.7261
07/26/2021,12.722
07/23/2021,12.717
07/22/2021,12.7104
07/20/2021,12.7162
07/19/2021,12.7088
07/16/2021,12.7025
07/15/2021,12.6932
07/14/2021,12.6911
07/13/2021,12.6955
07/12/2021,12.688
07/09/2021,12.6779
07/08/2021,12.6754
07/07/2021,12.6751
07/06/2021,12.6702
07/05/2021,12.6737
07/02/2021,12.6587
07/01/2021,12.6651
06/30/2021,12.6599
06/29/2021,12.6631
06/28/2021,12.6561
06/25/2021,12.6517
06/24/2021,12.6498
06/23/2021,12.6464
06/22/2021,12.6434
06/21/2021,12.6384
06/18/2021,12.6298
06/17/2021,12.642
06/16/2021,12.6308
06/15/2021,12.6564
06/14/2021,12.6571
06/11/2021,12.6586
06/10/2021,12.6606
06/09/2021,12.6485
06/08/2021,12.6355
06/07/2021,12.6268
06/04/2021,12.6147
06/03/2021,12.6095
06/02/2021,12.61
06/01/2021,12.5994
05/31/2021,12.5878
05/28/2021,12.5974
05/27/2021,12.5928
05/25/2021,12.5843
05/24/2021,12.5785
05/21/2021,12.5823
05/20/2021,12.5865
05/19/2021,12.576
05/18/2021,12.5672
05/17/2021,12.5598
05/14/2021,12.5477
05/12/2021,12.542
05/11/2021,12.5439
05/10/2021,12.5326
05/07/2021,12.5262
05/06/2021,12.5245
05/05/2021,12.5266
05/04/2021,12.5292
05/03/2021,12.5286
04/30/2021,12.5199
04/29/2021,12.5155
04/28/2021,12.52
04/27/2021,12.5134
04/26/2021,12.511
04/23/2021,12.505
04/22/2021,12.505
04/20/2021,12.4987
04/19/2021,12.4882
04/16/2021,12.4866
04/15/2021,12.482
04/12/2021,12.4831
04/09/2021,12.4764
04/08/2021,12.4802
04/06/2021,12.4701
04/05/2021,12.4692
03/31/2021,12.4649
03/30/2021,12.4542
03/26/2021,12.4506
03/25/2021,12.4498
03/24/2021,12.4503
03/23/2021,12.4445
03/22/2021,12.4386
03/19/2021,12.4351
03/18/2021,12.4324
03/17/2021,12.4378
03/16/2021,12.4328
03/15/2021,12.4452
03/12/2021,12.4721
03/10/2021,12.4771
03/09/2021,12.4774
03/08/2021,12.4765
03/05/2021,12.47
03/04/2021,12.4707
03/03/2021,12.469
03/02/2021,12.4687
03/01/2021,12.4676
02/26/2021,12.4643
02/25/2021,12.4629
02/24/2021,12.464
02/23/2021,12.4588
02/22/2021,12.4577
02/18/2021,12.4544
02/17/2021,12.4539
02/16/2021,12.453
02/15/2021,12.4507
02/12/2021,12.4489
02/11/2021,12.447
02/10/2021,12.4413
02/09/2021,12.44
02/08/2021,12.4386
02/05/2021,12.4328
02/04/2021,12.4325
02/03/2021,12.4363
02/02/2021,12.4362
02/01/2021,12.438
01/29/2021,12.4415
01/28/2021,12.4388
01/27/2021,12.4391
01/25/2021,12.4367
01/22/2021,12.4342
01/21/2021,12.4313
01/20/2021,12.429
01/19/2021,12.426
01/18/2021,12.4269
01/15/2021,12.4295
01/14/2021,12.4295
01/13/2021,12.4328
01/12/2021,12.4283
01/11/2021,12.4283
01/07/2021,12.4276
01/06/2021,12.4267
01/05/2021,12.4253
01/04/2021,12.4175
01/01/2021,12.4137
12/31/2020,12.4122
12/30/2020,12.4087
12/29/2020,12.4053
12/28/2020,12.403
12/24/2020,12.3972
12/23/2020,12.3958
12/22/2020,12.3937
12/21/2020,12.3925
12/18/2020,12.3854
12/17/2020,12.3842
12/16/2020,12.3824
12/15/2020,12.3812
12/14/2020,12.3742
12/11/2020,12.3689
12/10/2020,12.3691
12/09/2020,12.3718
12/08/2020,12.3738
12/07/2020,12.3724
12/04/2020,12.3685
12/03/2020,12.3641
12/02/2020,12.3554
12/01/2020,12.3548
11/27/2020,12.35
11/26/2020,12.3462
11/25/2020,12.3473
11/24/2020,12.3403
11/23/2020,12.3407
11/20/2020,12.319
11/19/2020,12.3151
11/18/2020,12.3118
11/17/2020,12.3115
11/13/2020,12.3064
11/12/2020,12.3046
11/11/2020,12.3008
11/10/2020,12.2996
11/09/2020,12.2964
11/06/2020,12.3072
11/05/2020,12.3041
11/04/2020,12.2984
11/02/2020,12.2965
10/29/2020,12.2888
10/28/2020,12.2874
10/27/2020,12.2863
10/26/2020,12.2793
10/23/2020,12.2742
10/22/2020,12.2728
10/21/2020,12.2741
10/20/2020,12.2708
10/19/2020,12.279
10/16/2020,12.2716
10/15/2020,12.2701
10/14/2020,12.2686
10/13/2020,12.2632
10/12/2020,12.2649
10/09/2020,12.2608
10/08/2020,12.2483
10/07/2020,12.2464
10/05/2020,12.2411
09/30/2020,12.2299
09/29/2020,12.2252
09/28/2020,12.2262
09/25/2020,12.2229
09/24/2020,12.2213
09/23/2020,12.2201
09/22/2020,12.228
09/21/2020,12.226
09/18/2020,12.2242
09/17/2020,12.223
09/16/2020,12.2218
09/15/2020,12.2209
09/14/2020,12.2197
09/11/2020,12.2171
09/10/2020,12.216
09/09/2020,12.2153
09/08/2020,12.2147
09/07/2020,12.2137
09/04/2020,12.2106
09/03/2020,12.2096
09/02/2020,12.2085
09/01/2020,12.2072
08/31/2020,12.206
08/28/2020,12.203
08/26/2020,12.2006
08/24/2020,12.1995
08/21/2020,12.1965
08/20/2020,12.195
08/19/2020,12.1935
08/18/2020,12.1923
08/17/2020,12.1909
08/14/2020,12.1874
08/13/2020,12.1861
08/12/2020,12.1849
08/11/2020,12.1836
08/10/2020,12.1825
08/07/2020,
08/06/2020,
08/05/2020,
08/04/2020,12.1759
08/03/2020,12.1747
07/31/2020,12.1714
07/30/2020,12.1702
07/29/2020,12.1693
07/28/2020,12.1686
07/27/2020,12.1677
07/24/2020,12.1644
07/23/2020,12.1634
07/22/2020,12.162
07/21/2020,12.161
07/20/2020,12.1602
07/17/2020,12.1569
07/16/2020,12.1562
07/15/2020,12.1548
07/14/2020,12.1537
07/10/2020,12.1495
07/09/2020,12.1469
07/09/2020,12.1481
07/06/2020,12.1455
07/03/2020,12.1424
07/02/2020,12.1414
07/01/2020,12.1405
06/30/2020,12.1395
06/30/2020,12.1527
06/29/2020,12.1386
06/26/2020,12.1357
06/25/2020,12.135
06/24/2020,12.1333
06/24/2020,12.1342
06/22/2020,12.1323
06/19/2020,12.1293
06/18/2020,12.1284
06/17/2020,12.1274
06/16/2020,12.1265
06/15/2020,12.1255
06/12/2020,12.1226
06/11/2020,12.1216
06/10/2020,12.2425
06/09/2020,12.1196
06/08/2020,12.1186
06/07/2020,12.1465
06/05/2020,12.1155
06/04/2020,12.1145
06/03/2020,12.1135
06/02/2020,12.1124
06/01/2020,12.1114
05/29/2020,12.1083
05/28/2020,12.1073
05/27/2020,12.1063
05/26/2020,12.1054
05/22/2020,12.1021
05/21/2020,12.1012
05/20/2020,12.1001
05/18/2020,12.098
05/18/2020,12.0991
05/15/2020,12.095
05/14/2020,12.0942
05/13/2020,12.0926
05/13/2020,12.0935
05/11/2020,12.0915
05/08/2020,12.0882
05/06/2020,12.086
05/05/2020,12.0849
05/04/2020,12.0838
04/30/2020,12.0791
04/29/2020,12.078
04/28/2020,12.077
04/27/2020,12.0763
04/24/2020,12.0732
04/23/2020,12.8104
04/22/2020,12.0711
04/21/2020,12.0699
04/20/2020,12.0689
04/17/2020,12.5027
04/16/2020,12.0647
04/15/2020,12.0634
04/13/2020,12.0611
04/09/2020,12.0568
04/08/2020,12.0562
04/07/2020,12.0552
04/03/2020,12.0521
03/31/2020,12.0513
03/30/2020,12.051
03/27/2020,12.0499
03/26/2020,12.0495
03/24/2020,12.0484
03/23/2020,12.0573
03/20/2020,12.053
03/19/2020,12.0609
03/18/2020,12.062
03/17/2020,12.061
03/16/2020,12.0593
03/13/2020,12.0554
03/12/2020,12.0551
03/11/2020,12.0484
03/11/2020,12.0529
03/06/2020,12.0421
03/05/2020,12.0396
03/04/2020,12.0364
03/03/2020,12.0345
03/02/2020,12.0329
02/28/2020,12.0277
02/27/2020,12.0267
02/26/2020,12.0252
02/25/2020,12.0235
02/24/2020,12.0218
02/20/2020,12.0153
02/18/2020,12.0119
02/17/2020,12.0102
02/14/2020,12.0052
02/13/2020,12.0034
02/12/2020,12.0015
02/11/2020,11.9996
02/10/2020,11.9979
02/07/2020,11.9928
02/06/2020,11.991
02/05/2020,11.9893
02/04/2020,11.9876
02/03/2020,11.9859
01/31/2020,11.981
01/30/2020,11.9792
01/29/2020,11.9775
01/28/2020,11.9758
01/27/2020,11.9742
01/24/2020,11.9691
01/23/2020,11.9675
01/22/2020,11.9659
01/21/2020,11.9642
01/20/2020,11.9625
01/17/2020,11.9575
01/16/2020,11.9558
01/15/2020,11.9541
01/14/2020,11.9527
01/13/2020,11.9517
01/10/2020,12.2355
01/08/2020,11.944
01/07/2020,11.9423
01/06/2020,11.941
01/03/2020,11.9362
01/02/2020,11.9336
01/01/2020,11.9316
12/31/2019,11.93
12/30/2019,11.9284
12/27/2019,11.9232
12/26/2019,11.9215
12/24/2019,11.9182
12/23/2019,11.9165
12/20/2019,11.9117
12/19/2019,11.9099
12/18/2019,11.9082
12/17/2019,11.9064
12/16/2019,11.9048
12/13/2019,11.8982
12/13/2019,11.8999
12/11/2019,11.8964
12/10/2019,11.8926
12/10/2019,11.8946
12/06/2019,11.8874
12/05/2019,11.8872
12/04/2019,11.8853
12/03/2019,11.8821
12/03/2019,11.8837
11/29/2019,11.8766
11/28/2019,11.8746
11/27/2019,11.8726
11/26/2019,11.8709
11/25/2019,11.8691
11/21/2019,11.8624
11/21/2019,11.864
11/20/2019,11.8604
11/19/2019,11.8586
11/18/2019,11.857
11/15/2019,11.852
11/14/2019,11.8502
11/13/2019,11.8482
11/11/2019,11.8447
11/08/2019,11.8398
11/07/2019,11.8381
11/06/2019,11.8371
11/05/2019,11.8357
11/04/2019,11.8342
11/01/2019,11.8291
10/31/2019,11.827
10/30/2019,11.8249
10/29/2019,11.8232
10/25/2019,11.8163
10/24/2019,11.8128
10/24/2019,11.8144
10/22/2019,11.8115
10/18/2019,11.8047
10/17/2019,11.803
10/16/2019,11.8012
10/15/2019,11.7992
10/14/2019,11.797
10/11/2019,11.7914
10/10/2019,11.7895
10/09/2019,11.7877
10/07/2019,11.7775
10/07/2019,11.7837
10/03/2019,11.7755
10/01/2019,11.7711
09/30/2019,11.7682
09/27/2019,11.7624
09/26/2019,11.7603
09/25/2019,11.7586
09/24/2019,11.7573
09/23/2019,11.7567
09/20/2019,11.7526
09/19/2019,11.7508
09/18/2019,11.749
09/17/2019,11.7475
09/16/2019,11.7457
09/13/2019,11.7403
09/12/2019,11.7383
09/11/2019,11.7364
09/09/2019,11.7327
09/06/2019,11.7272
09/05/2019,11.7252
09/04/2019,11.7233
09/03/2019,11.7215
08/30/2019,11.7143
08/29/2019,11.7125
08/28/2019,11.7106
08/27/2019,11.7087
08/26/2019,11.7069
08/23/2019,11.7015
08/22/2019,11.6997
08/21/2019,11.6975
08/20/2019,11.6954
08/19/2019,11.6934
08/16/2019,11.6879
08/14/2019,11.6847
08/13/2019,11.6832
08/12/2019,11.6755
08/08/2019,11.673
08/07/2019,11.67
08/06/2019,11.6678
08/05/2019,11.666
08/02/2019,11.6599
08/01/2019,11.6578
07/31/2019,11.6554
07/30/2019,11.6533
07/29/2019,11.6448
07/29/2019,11.6507
07/26/2019,11.6428
07/24/2019,11.6408
07/23/2019,11.639
07/22/2019,11.6371
07/19/2019,11.6314
07/17/2019,11.6272
07/16/2019,11.6243
07/15/2019,11.6221
07/12/2019,11.616
07/11/2019,11.6138
07/10/2019,11.6115
07/09/2019,11.6091
07/08/2019,11.6069
07/05/2019,11.6005
07/04/2019,11.598
07/02/2019,11.5933
07/01/2019,11.5911
06/28/2019,11.5844
06/27/2019,11.5823
06/26/2019,11.5803
06/25/2019,11.5783
06/24/2019,11.5761
06/21/2019,11.5702
06/20/2019,11.5676
06/19/2019,11.5655
06/18/2019,11.5635
06/17/2019,11.5614
06/14/2019,11.5551
06/13/2019,11.553
06/12/2019,11.5509
06/11/2019,11.5487
06/10/2019,11.5466
06/07/2019,11.5401
06/06/2019,11.5377
06/04/2019,11.5334
06/03/2019,11.5311
05/31/2019,11.5242
05/30/2019,11.5219
05/29/2019,11.5197
05/28/2019,11.5171
05/27/2019,11.5149
05/24/2019,11.5083
05/23/2019,11.5053
05/22/2019,11.5028
05/21/2019,11.5002
05/20/2019,11.4979
05/17/2019,11.4911
05/16/2019,11.4886
05/15/2019,11.4862
05/14/2019,11.4839
05/13/2019,11.4815
05/10/2019,11.4749
05/09/2019,11.4727
05/08/2019,11.4702
05/07/2019,11.4679
05/06/2019,11.4593
05/06/2019,11.4658
05/02/2019,11.4572
04/30/2019,11.453
04/26/2019,11.4446
04/25/2019,11.4426
04/24/2019,11.4404
04/23/2019,11.4384
04/22/2019,11.4361
04/18/2019,11.4275
04/16/2019,11.423
04/15/2019,11.4145
04/12/2019,11.4145
04/11/2019,11.4123
04/10/2019,11.4102
04/09/2019,11.4079
04/08/2019,11.4059
04/05/2019,11.3993
04/04/2019,11.397
04/03/2019,11.3948
04/02/2019,11.3904
03/31/2019,11.3883
03/30/2019,11.3838
03/29/2019,11.3745
03/28/2019,11.3718
03/27/2019,11.3696
03/26/2019,11.3673
03/25/2019,11.3651
03/22/2019,11.3585
03/20/2019,11.3541
03/19/2019,11.3519
03/18/2019,11.3497
03/15/2019,11.3431
03/14/2019,11.3405
03/13/2019,11.3382
03/12/2019,11.336
03/11/2019,11.3338
03/08/2019,11.3274
03/07/2019,11.3253
03/06/2019,11.3231
03/05/2019,11.3209
03/01/2019,11.3123
02/28/2019,11.3101
02/27/2019,11.308
02/26/2019,11.3058
02/25/2019,11.3037
02/22/2019,10.7715
02/21/2019,11.295
02/20/2019,11.2928
02/18/2019,11.2886
02/15/2019,11.2822
02/14/2019,11.28
02/13/2019,11.2778
02/12/2019,11.2756
02/11/2019,11.2735
02/08/2019,11.267
02/07/2019,11.2646
02/06/2019,11.2625
02/05/2019,11.2603
02/04/2019,11.2582
02/01/2019,11.2517
01/31/2019,11.2495
01/30/2019,11.2473
01/29/2019,11.245
01/28/2019,11.2429
01/25/2019,11.2364
01/24/2019,11.2342
01/23/2019,11.232
01/22/2019,11.2298
01/21/2019,11.2276
01/18/2019,11.2209
01/17/2019,11.2187
01/16/2019,11.2164
01/15/2019,11.2142
01/14/2019,11.2055
01/14/2019,11.212
01/10/2019,11.2033
01/09/2019,11.201
01/08/2019,11.1988
01/07/2019,11.1966
01/04/2019,11.1883
01/04/2019,11.1902
01/02/2019,11.1858
01/01/2019,11.1834
12/31/2018,11.1806
12/28/2018,11.174
12/27/2018,11.1717
12/26/2018,11.1695
12/24/2018,11.1651
12/21/2018,11.1588
12/20/2018,11.1567
12/19/2018,11.1545
12/18/2018,11.1522
12/17/2018,11.1499
12/14/2018,11.1431
12/13/2018,11.1407
12/12/2018,11.1383
12/11/2018,11.1361
12/10/2018,11.1339
12/07/2018,11.1273
12/06/2018,11.1249
12/05/2018,11.1224
12/04/2018,11.1201
12/03/2018,11.1177
11/30/2018,11.111
11/29/2018,11.1087
11/28/2018,11.1064
11/27/2018,11.1041
11/26/2018,11.1016
11/22/2018,11.0926
11/20/2018,11.088
11/19/2018,11.0857
11/16/2018,11.0789
11/15/2018,11.0764
11/14/2018,11.0739
11/13/2018,11.0715
11/12/2018,11.0691
11/09/2018,11.0624
11/06/2018,11.0557
11/05/2018,11.0533
11/02/2018,11.0466
11/01/2018,11.0443
10/31/2018,11.042
10/30/2018,11.0398
10/29/2018,11.0376
10/26/2018,11.0308
10/25/2018,11.0285
10/24/2018,11.0262
10/23/2018,11.024
10/22/2018,11.0217
10/19/2018,11.015
10/17/2018,11.0104
10/16/2018,11.0082
10/15/2018,11.006
10/12/2018,10.9994
10/11/2018,10.9972
10/10/2018,10.995
10/09/2018,10.9927
10/08/2018,10.9905
10/05/2018,10.9829
10/04/2018,10.9807
10/03/2018,10.9785
10/01/2018,10.9739
09/28/2018,10.9658
09/27/2018,10.9629
09/25/2018,10.9601
09/24/2018,10.9579
09/21/2018,10.9515
09/19/2018,10.9471
09/18/2018,10.9449
09/17/2018,10.9428
09/14/2018,10.9366
09/12/2018,10.9326
09/11/2018,10.9307
09/10/2018,10.9286
09/07/2018,10.9223
09/06/2018,10.9202
09/05/2018,10.918
09/04/2018,10.9159
09/03/2018,10.9137
08/31/2018,10.9074
08/29/2018,10.903
08/28/2018,10.9009
08/27/2018,10.8988
08/24/2018,10.8926
08/23/2018,10.8905
08/21/2018,10.8864
08/20/2018,10.8843
08/16/2018,10.876
08/14/2018,10.8719
08/13/2018,10.8697
08/10/2018,10.8635
08/09/2018,10.8614
08/08/2018,10.8593
08/07/2018,10.8571
08/06/2018,10.855
08/03/2018,10.8486
08/02/2018,10.8463
08/01/2018,10.8441
07/31/2018,10.8417
07/30/2018,10.8395
07/27/2018,10.8331
07/26/2018,10.831
