"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001001,SBIPENSIONFUNDSCHEME-CENTRALGOVT,21.0740"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001002,SBIPENSIONFUNDSCHEME-STATEGOVT,18.0977"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001003,SBIPENSIONFUNDSCHEMEE-TIERI,16.0179"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001004,SBIPENSIONFUNDSCHEMEC-TIERI,20.3565"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001006,SBIPENSIONFUNDSCHEMEE-TIERII,14.7704"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001009,NPSTRUSTA/C-SBIPENSIONFUNDSPRIVATELIMITED-NPSLITESCHEME-GOVT.PATTERN,17.0159"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001010,SBIPENSIONFUNDSPVT.LTD.SCHEME-CORPORATE-CG,13.3908"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001005,SBIPENSIONFUNDSCHEMEG-TIERI,18.4551"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001007,SBIPENSIONFUNDSCHEMEC-TIERII,18.6725"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001008,SBIPENSIONFUNDSCHEMEG-TIERII,17.6586"
"02/08/2016,PFM001,SBIPENSIONFUNDSPRIVATELIMITED,SM001011,NPSTRUST-A/CSBIPENSIONFUNDSCHEME-ATALPENSIONYOJANA(APY),10.1003"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002005,UTIRETIREMENTSOLUTIONSPENSIONFUNDSCHEMEG-TIERI,16.9763"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002007,UTIRETIREMENTSOLUTIONSSCHEMEC-TIERII,17.7080"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002008,UTIRETIREMENTSOLUTIONSSCHEMEG-TIERII,17.3161"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002011,NPSTRUST-A/CUTIRETIREMENTSOLUTIONSLTD.SCHEME-ATALPENSIONYOJANA(APY),10.3629"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002001,UTIRETIREMENTSOLUTIONSPENSIONFUNDSCHEME-CENTRALGOVT,20.3494"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002002,UTIRETIREMENTSOLUTIONSPENSIONFUNDSCHEME-STATEGOVT,18.1604"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002003,UTIRETIREMENTSOLUTIONSPENSIONFUNDSCHEMEE-TIERI,18.5191"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002004,UTIRETIREMENTSOLUTIONSPENSIONFUNDSCHEMEC-TIERI,18.4776"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002006,UTIRETIREMENTSOLUTIONSSCHEMEE-TIERII,15.1256"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002009,NPSTRUSTA/C-UTIRETIREMENTSOLUTIONSLIMITED-NPSLITESCHEME-GOVT.PATTERN,16.8568"
"02/08/2016,PFM002,UTIRETIREMENTSOLUTIONSLIMITED,SM002010,UTIRETIREMENTSOLUTIONSPENSIONFUNDSCHEME-CORPORATE-CG,10.0000"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003001,LICPENSIONFUNDSCHEME-CENTRALGOVT,20.5366"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003002,LICPENSIONFUNDSCHEME-STATEGOVT,18.3503"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003003,NPSTRUSTA/C-LICPENSIONFUNDLIMITED-NPSLITESCHEME-GOVT.PATTERN,16.8408"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003004,LICPENSIONFUNDLIMITEDSCHEME-CORPORATE-CG,13.4553"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003006,LICPENSIONFUNDSCHEMEC-TIERI,13.2957"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003009,LICPENSIONFUNDSCHEMEC-TIERII,12.4060"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003010,LICPENSIONFUNDSCHEMEG-TIERII,13.2485"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003005,LICPENSIONFUNDSCHEMEE-TIERI,12.6232"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003007,LICPENSIONFUNDSCHEMEG-TIERI,13.1503"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003008,LICPENSIONFUNDSCHEMEE-TIERII,10.6020"
"02/08/2016,PFM003,LICPENSIONFUNDLIMITED,SM003011,NPSTRUST-A/CLICPENSIONFUNDSCHEME-ATALPENSIONYOJANA(APY),10.3882"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005004,KOTAKPENSIONFUNDSCHEMEE-TIERII,15.5299"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005006,KOTAKPENSIONFUNDSCHEMEG-TIERII,16.0652"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005002,KOTAKPENSIONFUNDSCHEMEC-TIERI,20.1403"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005001,KOTAKPENSIONFUNDSCHEMEE-TIERI,17.4900"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005003,KOTAKPENSIONFUNDSCHEMEG-TIERI,16.9637"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005005,KOTAKPENSIONFUNDSCHEMEC-TIERII,17.3769"
"02/08/2016,PFM005,KOTAKMAHINDRAPENSIONFUNDLIMITED,SM005007,NPSTRUSTA/C-KOTAKMAHINDRAPENSIONFUNDLIMITED-NPSLITESCHEME-GOVT.PATTERN,14.9465"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006001,RELIANCEPENSIONFUNDSCHEMEE-TIERI,17.9033"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006002,RELIANCEPENSIONFUNDSCHEMEC-TIERI,18.2769"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006003,RELIANCEPENSIONFUNDSCHEMEG-TIERI,16.6090"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006004,RELIANCEPENSIONFUNDSCHEMEE-TIERII,15.2521"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006006,RELIANCEPENSIONFUNDSCHEMEG-TIERII,16.1587"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006005,RELIANCEPENSIONFUNDSCHEMEC-TIERII,17.0396"
"02/08/2016,PFM006,RELIANCECAPITALPENSIONFUNDLIMITED,SM006007,NPSTRUSTA/C-RELIANCECAPITALPENSIONFUNDLIMITED-NPSLITESCHEME-GOVT.PATTERN,10.0000"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007001,ICICIPRUDENTIALPENSIONFUNDSCHEMEE-TIERI,18.8419"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007002,ICICIPRUDENTIALPENSIONFUNDSCHEMEC-TIERI,20.2431"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007003,ICICIPRUDENTIALPENSIONFUNDSCHEMEG-TIERI,17.1869"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007004,ICICIPRUDENTIALPENSIONFUNDSCHEMEE-TIERII,14.8498"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007006,ICICIPRUDENTIALPENSIONFUNDSCHEMEG-TIERII,16.4844"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007005,ICICIPRUDENTIALPENSIONFUNDSCHEMEC-TIERII,18.8799"
"02/08/2016,PFM007,ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED,SM007007,NPSTRUSTA/C-ICICIPRUDENTIALPENSIONFUNDSMANAGEMENTCOMPANYLIMITED-NPSLITESCHEME-GOVT.PATTERN,10.0000"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008005,HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEMEC-TIERII,12.3948"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008007,NPSTRUSTA/C-HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEME-NPSLITESCHEME-GOVT.PATTERN,10.0000"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008001,HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEMEE-TIERI,13.5174"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008002,HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEMEC-TIERI,13.1768"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008003,HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEMEG-TIERI,12.7670"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008004,HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEMEE-TIERII,11.6471"
"02/08/2016,PFM008,HDFCPENSIONMANAGEMENTCOMPANYLIMITED,SM008006,HDFCPENSIONMANAGEMENTCOMPANYLIMITEDSCHEMEG-TIERII,13.0507"
