Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
07/09/2020,13.4412,13.4369
06/30/2020,13.3307,13.4955
06/24/2020,13.2660,13.2677
06/10/2020,13.1271,13.5312
05/18/2020,12.9953,13.0088
05/13/2020,12.9018,12.9035
03/11/2020,12.7229,12.7708
01/10/2020,12.3098,13.5244
12/13/2019,12.3053,12.2982
12/10/2019,12.3350,12.3341
12/03/2019,12.4046,12.4074
11/21/2019,12.3436,12.3433
10/24/2019,12.2097,12.1858
10/07/2019,12.1235,12.1389
07/29/2019,12.0270,11.9585
07/26/2019,11.9585,11.9692
05/06/2019,11.4092,11.4009
04/15/2019,11.3917,11.3896
02/22/2019,11.1661,11.2971
01/14/2019,11.1599,11.1174
01/04/2019,11.0671,11.0689
07/04/2018,10.5435,10.5306
04/12/2018,10.6366,10.6239
01/09/2018,10.5025,10.5251
07/19/2017,10.2135,10.2085
07/10/2017,10.1762,10.1704
