Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
08/04/2020,13.3948,13.9367
07/09/2020,13.2852,13.276
06/30/2020,13.1788,13.3479
06/24/2020,13.1211,13.1245
06/10/2020,13.0948,13.2576
05/18/2020,12.9253,12.9455
05/13/2020,12.8777,12.853
03/11/2020,12.7251,12.7684
01/10/2020,12.1564,13.2652
12/13/2019,11.9383,11.9543
12/10/2019,11.9858,12.005
12/03/2019,12.0830,12.0711
11/21/2019,12.0311,12.0431
10/24/2019,11.9867,11.99
10/07/2019,11.9679,11.9694
07/29/2019,11.9560,11.9238
07/26/2019,11.9238,11.9321
05/06/2019,11.0202,11.0055
04/15/2019,10.9459,10.9414
02/22/2019,10.7715,11.1661
02/05/2019,10.7203,11.1058
01/14/2019,10.7892,10.7567
01/04/2019,10.7187,10.7325
07/04/2018,9.9436,9.9319
04/12/2018,10.0753,10.0577
01/09/2018,9.9891,9.8781
10/11/2017,10.1216,10.4434
07/19/2017,10.2474,10.233
