09/22/2012,13.2165
09/23/2012,13.2194
09/24/2012,13.23
09/25/2012,13.2182
09/26/2012,13.2133
09/27/2012,13.2242
09/28/2012,13.2974
09/29/2012,13.3004
09/30/2012,13.3035
10/01/2012,13.321
10/02/2012,13.324
10/03/2012,13.3464
10/04/2012,13.3639
10/05/2012,13.354
10/06/2012,13.3571
10/07/2012,13.3601
10/08/2012,13.3733
10/09/2012,13.3808
10/10/2012,13.3767
10/11/2012,13.3746
10/12/2012,13.3842
10/13/2012,13.3872
10/14/2012,13.3902
10/15/2012,13.3984
10/16/2012,13.4214
10/17/2012,13.443
10/18/2012,13.4681
10/19/2012,13.4798
10/20/2012,13.4828
10/21/2012,13.4858
10/22/2012,13.48
10/23/2012,13.4767
10/24/2012,13.4797
10/25/2012,13.49
10/26/2012,13.493
10/27/2012,13.4961
10/28/2012,13.4991
10/29/2012,13.4922
10/30/2012,13.4617
10/31/2012,13.4311
11/01/2012,13.4404
11/02/2012,13.4395
11/03/2012,13.4426
11/04/2012,13.4456
11/05/2012,13.4516
11/06/2012,13.4711
11/07/2012,13.4733
11/08/2012,13.4805
11/09/2012,13.4694
11/10/2012,13.4724
11/11/2012,13.4754
11/12/2012,13.4803
11/13/2012,13.4834
11/14/2012,13.4864
11/15/2012,13.4948
11/16/2012,13.4995
11/17/2012,13.5026
11/18/2012,13.5056
11/19/2012,13.5179
11/20/2012,13.5168
11/21/2012,13.5136
11/22/2012,13.4986
11/23/2012,13.4747
11/24/2012,13.4778
11/25/2012,13.4808
11/26/2012,13.4817
11/27/2012,13.4944
11/28/2012,13.4975
11/29/2012,13.4962
11/30/2012,13.5312
12/01/2012,13.5343
12/02/2012,13.5373
12/03/2012,13.5432
12/04/2012,13.5525
12/05/2012,13.5689
12/06/2012,13.5763
12/07/2012,13.5961
12/08/2012,13.5991
12/09/2012,13.6021
12/10/2012,13.605
12/11/2012,13.6048
12/12/2012,13.6057
12/13/2012,13.6233
12/14/2012,13.6381
12/15/2012,13.6412
12/16/2012,13.6442
12/17/2012,13.6475
12/18/2012,13.6432
12/19/2012,13.643
12/20/2012,13.6457
12/21/2012,13.6531
12/22/2012,13.6561
12/23/2012,13.6591
12/24/2012,13.6665
12/25/2012,13.6695
12/26/2012,13.6858
12/27/2012,13.7029
12/28/2012,13.7252
12/29/2012,13.7282
12/30/2012,13.7282
12/31/2012,13.7693
01/01/2013,13.8583
01/02/2013,13.8719
01/03/2013,13.9142
01/04/2013,13.941
01/05/2013,13.9441
01/06/2013,13.9473
01/07/2013,13.9955
01/08/2013,14.001
01/09/2013,14.0136
01/10/2013,14.0497
01/11/2013,14.0805
01/12/2013,14.0836
01/13/2013,14.0867
01/14/2013,14.1678
01/15/2013,14.1586
