Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
09/07/2020,18.3612,16.3612
08/27/2020,18.7651,18.7561
01/09/2019,18.2916,20.0178
05/23/2018,17.7912,19.2668
01/03/2018,18.3336,18.0522
01/04/2017,14.4961,18.4537
05/15/2015,14.0060,18.419
03/31/2015,14.3782,17.5057
02/26/2015,14.7023,12.0193
01/13/2015,14.0556,12.9034
01/06/2015,13.8258,13.2604
