Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
01/09/2019,23.9720,26.5853
05/23/2018,22.3854,24.9346
01/03/2018,22.5607,23.8862
01/04/2017,21.3422,22.5877
05/15/2015,17.7608,22.4713
03/31/2015,17.8583,22.6816
02/26/2015,17.8156,18.1214
01/13/2015,17.4287,18.4402
01/06/2015,17.2594,18.4885
