Date (DD-MM-YYYY),NAV
12-08-2021,20.6611
11-08-2021,20.6492
10-08-2021,20.6472
09-08-2021,20.6277
06-08-2021,20.6233
05-08-2021,20.6714
04-08-2021,20.6578
03-08-2021,20.6425
02-08-2021,20.6466
30-07-2021,20.6318
29-07-2021,20.6312
28-07-2021,20.6378
27-07-2021,20.6413
26-07-2021,20.6339
23-07-2021,20.6204
22-07-2021,20.6204
20-07-2021,20.6147
19-07-2021,20.6088
16-07-2021,20.5924
15-07-2021,20.5541
14-07-2021,20.5456
13-07-2021,20.5321
12-07-2021,20.5199
09-07-2021,20.5417
08-07-2021,20.5356
07-07-2021,20.5168
06-07-2021,20.5129
05-07-2021,20.5227
02-07-2021,20.5155
01-07-2021,20.5090
30-06-2021,20.5047
29-06-2021,20.5209
28-06-2021,20.5257
25-06-2021,20.5576
24-06-2021,20.5551
23-06-2021,20.5527
22-06-2021,20.5498
21-06-2021,20.5521
18-06-2021,20.5411
17-06-2021,20.5430
16-06-2021,20.5522
15-06-2021,20.6037
14-06-2021,20.6203
11-06-2021,20.6065
10-06-2021,20.5963
09-06-2021,20.5845
08-06-2021,20.5546
07-06-2021,20.5554
04-06-2021,20.5322
03-06-2021,20.5300
02-06-2021,20.5282
01-06-2021,20.5267
31-05-2021,20.5263
28-05-2021,20.5217
27-05-2021,20.5258
25-05-2021,20.5284
24-05-2021,20.5016
21-05-2021,20.4924
20-05-2021,20.4868
19-05-2021,20.4717
18-05-2021,20.4509
17-05-2021,20.4432
14-05-2021,20.4303
12-05-2021,20.4240
11-05-2021,20.4230
10-05-2021,20.4006
07-05-2021,20.3997
06-05-2021,20.3918
05-05-2021,20.3753
04-05-2021,20.3564
03-05-2021,20.3503
30-04-2021,20.3285
29-04-2021,20.3186
28-04-2021,20.3153
27-04-2021,20.3063
26-04-2021,20.2940
23-04-2021,20.2667
22-04-2021,20.2607
20-04-2021,20.2652
19-04-2021,20.2586
16-04-2021,20.2308
15-04-2021,20.2392
12-04-2021,20.2608
09-04-2021,20.2398
08-04-2021,20.2208
07-04-2021,20.2108
06-04-2021,20.2017
05-04-2021,20.1810
31-03-2021,20.1462
30-03-2021,20.1341
26-03-2021,20.1093
25-03-2021,20.0866
24-03-2021,20.0714
23-03-2021,19.9982
22-03-2021,19.9167
19-03-2021,19.8800
18-03-2021,19.8353
17-03-2021,19.8359
16-03-2021,19.8406
15-03-2021,19.8363
12-03-2021,19.8588
10-03-2021,19.8724
09-03-2021,19.8637
08-03-2021,19.8683
05-03-2021,19.8618
04-03-2021,19.8600
03-03-2021,19.8534
02-03-2021,19.8447
01-03-2021,19.8242
26-02-2021,19.8272
25-02-2021,19.8291
24-02-2021,19.8365
23-02-2021,19.8374
22-02-2021,19.8280
18-02-2021,19.9224
17-02-2021,19.9194
16-02-2021,19.9338
15-02-2021,19.9324
12-02-2021,19.9243
11-02-2021,19.9190
10-02-2021,19.8891
09-02-2021,19.8831
08-02-2021,19.9164
05-02-2021,19.9071
04-02-2021,19.9423
03-02-2021,19.9192
02-02-2021,19.9199
01-02-2021,19.9857
29-01-2021,20.1094
28-01-2021,20.0974
27-01-2021,20.0842
25-01-2021,20.0789
22-01-2021,20.0655
21-01-2021,20.0709
20-01-2021,20.0499
19-01-2021,20.0446
18-01-2021,20.0528
15-01-2021,20.0847
14-01-2021,20.0847
13-01-2021,20.1033
12-01-2021,20.0995
11-01-2021,20.1153
08-01-2021,20.1535
07-01-2021,20.1430
06-01-2021,20.1371
05-01-2021,20.1246
04-01-2021,20.0862
01-01-2021,20.0773
31-12-2020,20.0759
30-12-2020,20.0763
29-12-2020,20.0762
28-12-2020,20.0743
24-12-2020,20.0466
23-12-2020,20.0256
22-12-2020,20.0103
21-12-2020,19.9970
18-12-2020,20.0237
17-12-2020,20.0248
16-12-2020,20.0229
15-12-2020,20.0148
14-12-2020,19.9990
11-12-2020,19.9959
10-12-2020,20.0034
09-12-2020,20.0026
08-12-2020,20.0007
07-12-2020,19.9991
04-12-2020,19.9900
03-12-2020,19.9753
02-12-2020,19.9764
01-12-2020,19.9764
27-11-2020,19.9836
26-11-2020,19.9754
25-11-2020,19.9508
24-11-2020,19.9428
23-11-2020,19.9310
