Date (DD-MM-YYYY),NAV
12-08-2021,21.4136
11-08-2021,21.3891
10-08-2021,21.3958
09-08-2021,21.4068
06-08-2021,21.3808
05-08-2021,21.4545
04-08-2021,21.4462
03-08-2021,21.4379
02-08-2021,21.4281
30-07-2021,21.3964
29-07-2021,21.4004
28-07-2021,21.4150
27-07-2021,21.4208
26-07-2021,21.4251
23-07-2021,21.3957
22-07-2021,21.3987
20-07-2021,21.4220
19-07-2021,21.3775
16-07-2021,21.3429
15-07-2021,21.3690
14-07-2021,21.3471
13-07-2021,21.3452
12-07-2021,21.3263
09-07-2021,21.3482
08-07-2021,21.3666
07-07-2021,21.2973
06-07-2021,21.2839
05-07-2021,21.3770
02-07-2021,21.3668
01-07-2021,21.3871
30-06-2021,21.3812
29-06-2021,21.3755
28-06-2021,21.3558
25-06-2021,21.4049
24-06-2021,21.4452
23-06-2021,21.4412
22-06-2021,21.4439
21-06-2021,21.4599
18-06-2021,21.4503
17-06-2021,21.4469
16-06-2021,21.4528
15-06-2021,21.4910
14-06-2021,21.5508
11-06-2021,21.5513
10-06-2021,21.5315
09-06-2021,21.5118
08-06-2021,21.5014
07-06-2021,21.4619
04-06-2021,21.4275
03-06-2021,21.4383
02-06-2021,21.4334
01-06-2021,21.4208
31-05-2021,21.4323
28-05-2021,21.4835
27-05-2021,21.5103
25-05-2021,21.5230
24-05-2021,21.5134
21-05-2021,21.5076
20-05-2021,21.4812
19-05-2021,21.4631
18-05-2021,21.4599
17-05-2021,21.4663
14-05-2021,21.4434
12-05-2021,21.4602
11-05-2021,21.4538
10-05-2021,21.4481
07-05-2021,21.4416
06-05-2021,21.4484
05-05-2021,21.4175
04-05-2021,21.3925
03-05-2021,21.3923
30-04-2021,21.3839
29-04-2021,21.3791
28-04-2021,21.3653
27-04-2021,21.3721
26-04-2021,21.3593
23-04-2021,21.3135
22-04-2021,21.3131
20-04-2021,21.2573
19-04-2021,21.2656
16-04-2021,21.2579
15-04-2021,21.2685
12-04-2021,21.3360
09-04-2021,21.3539
08-04-2021,21.3747
07-04-2021,21.3320
06-04-2021,21.2655
05-04-2021,21.2262
31-03-2021,21.1792
30-03-2021,21.1794
26-03-2021,21.1682
25-03-2021,21.1456
24-03-2021,21.1649
23-03-2021,21.1238
22-03-2021,21.0388
19-03-2021,20.9526
18-03-2021,20.8467
17-03-2021,20.8472
16-03-2021,20.8549
15-03-2021,20.8220
12-03-2021,20.8159
10-03-2021,20.8428
09-03-2021,20.8412
08-03-2021,20.8709
05-03-2021,20.8754
04-03-2021,20.9047
03-03-2021,20.9017
02-03-2021,20.9029
01-03-2021,20.8689
26-02-2021,20.8168
25-02-2021,20.9095
24-02-2021,20.9362
23-02-2021,20.9043
22-02-2021,20.9079
18-02-2021,20.9939
17-02-2021,21.0437
16-02-2021,21.0784
15-02-2021,21.0857
12-02-2021,21.1255
11-02-2021,21.1349
10-02-2021,21.0820
09-02-2021,21.0429
08-02-2021,21.1056
05-02-2021,21.0721
04-02-2021,21.1734
03-02-2021,21.1322
02-02-2021,21.0779
01-02-2021,21.1931
29-01-2021,21.4553
28-01-2021,21.4612
27-01-2021,21.4450
25-01-2021,21.4433
22-01-2021,21.4423
21-01-2021,21.4245
20-01-2021,21.4288
19-01-2021,21.4246
18-01-2021,21.3998
15-01-2021,21.3870
14-01-2021,21.4476
13-01-2021,21.4367
12-01-2021,21.4502
11-01-2021,21.4717
08-01-2021,21.5071
07-01-2021,21.4979
06-01-2021,21.5170
05-01-2021,21.5426
04-01-2021,21.5223
01-01-2021,21.4609
31-12-2020,21.4617
30-12-2020,21.4399
29-12-2020,21.4197
28-12-2020,21.4153
24-12-2020,21.3707
23-12-2020,21.3647
22-12-2020,21.3591
21-12-2020,21.3554
18-12-2020,21.3522
17-12-2020,21.3762
16-12-2020,21.3771
15-12-2020,21.3791
14-12-2020,21.3689
11-12-2020,21.3476
10-12-2020,21.3725
09-12-2020,21.3718
08-12-2020,21.3423
07-12-2020,21.3642
04-12-2020,21.3698
03-12-2020,21.3207
02-12-2020,21.3137
01-12-2020,21.3083
27-11-2020,21.3044
26-11-2020,21.3300
25-11-2020,21.3022
24-11-2020,21.2528
23-11-2020,21.2421
20-11-2020,21.2405
19-11-2020,21.2568
18-11-2020,21.2369
17-11-2020,21.2190
13-11-2020,21.1971
12-11-2020,21.1813
11-11-2020,21.1764
10-11-2020,21.1628
09-11-2020,21.1944
06-11-2020,21.1940
05-11-2020,21.1780
04-11-2020,21.1399
03-11-2020,21.1204
02-11-2020,21.1455
29-10-2020,21.1490
28-10-2020,21.1788
27-10-2020,21.1870
26-10-2020,21.1894
23-10-2020,21.0941
22-10-2020,21.0450
21-10-2020,21.0315
20-10-2020,21.0138
19-10-2020,21.0040
16-10-2020,20.9973
15-10-2020,21.0256
14-10-2020,21.0071
13-10-2020,21.0126
12-10-2020,21.0128
09-10-2020,20.9421
08-10-2020,20.7757
07-10-2020,20.7607
06-10-2020,20.7494
05-10-2020,20.7744
01-10-2020,20.7488
30-09-2020,20.7277
29-09-2020,20.6855
28-09-2020,20.6916
25-09-2020,20.7120
