Date (DD-MM-YYYY),NAV
12-08-2021,14.8347
11-08-2021,14.8065
10-08-2021,14.8015
09-08-2021,14.8088
06-08-2021,14.8262
05-08-2021,14.8139
04-08-2021,14.8108
03-08-2021,14.8085
02-08-2021,14.7997
30-07-2021,14.7734
29-07-2021,14.7556
28-07-2021,14.7263
27-07-2021,14.7204
26-07-2021,14.7208
23-07-2021,14.7185
22-07-2021,14.7089
20-07-2021,14.7355
19-07-2021,14.7199
16-07-2021,14.7044
15-07-2021,14.6822
14-07-2021,14.6801
13-07-2021,14.6878
12-07-2021,14.6738
09-07-2021,14.6505
08-07-2021,14.6461
07-07-2021,14.6510
06-07-2021,14.6353
05-07-2021,14.6444
02-07-2021,14.6037
01-07-2021,14.6203
30-06-2021,14.6115
29-06-2021,14.6312
28-06-2021,14.6167
25-06-2021,14.6144
24-06-2021,14.6044
23-06-2021,14.5966
22-06-2021,14.5916
21-06-2021,14.5798
18-06-2021,14.5604
17-06-2021,14.5992
16-06-2021,14.5699
15-06-2021,14.6485
14-06-2021,14.6498
11-06-2021,14.6659
10-06-2021,14.6708
09-06-2021,14.6298
08-06-2021,14.5857
07-06-2021,14.5594
04-06-2021,14.5245
03-06-2021,14.5166
02-06-2021,14.5224
01-06-2021,14.5059
31-05-2021,14.4735
28-05-2021,14.5108
27-05-2021,14.5063
25-05-2021,14.4920
24-05-2021,14.4709
21-05-2021,14.4877
20-05-2021,14.5063
19-05-2021,14.4826
18-05-2021,14.4751
17-05-2021,14.4453
14-05-2021,14.4201
12-05-2021,14.4224
11-05-2021,14.4118
10-05-2021,14.3888
07-05-2021,14.3662
06-05-2021,14.3649
05-05-2021,14.3677
04-05-2021,14.3814
03-05-2021,14.3889
30-04-2021,14.3669
29-04-2021,14.3555
28-04-2021,14.3686
27-04-2021,14.3663
26-04-2021,14.3590
23-04-2021,14.3510
22-04-2021,14.3528
20-04-2021,14.3406
19-04-2021,14.3148
16-04-2021,14.3066
15-04-2021,14.3117
12-04-2021,14.3014
09-04-2021,14.2877
08-04-2021,14.2932
07-04-2021,14.2760
06-04-2021,14.2635
05-04-2021,14.2634
31-03-2021,14.2632
30-03-2021,14.2400
26-03-2021,14.2344
25-03-2021,14.2321
24-03-2021,14.2366
23-03-2021,14.2236
22-03-2021,14.2076
19-03-2021,14.2133
18-03-2021,14.2056
17-03-2021,14.2162
16-03-2021,14.2113
15-03-2021,14.2429
12-03-2021,14.3210
10-03-2021,14.3392
09-03-2021,14.3412
08-03-2021,14.3399
05-03-2021,14.3273
04-03-2021,14.3370
03-03-2021,14.3335
02-03-2021,14.3335
01-03-2021,14.3315
26-02-2021,14.3265
25-02-2021,14.3236
24-02-2021,14.3275
23-02-2021,14.3191
22-02-2021,14.3022
18-02-2021,14.2794
17-02-2021,14.2804
16-02-2021,14.2799
15-02-2021,14.2748
12-02-2021,14.2737
11-02-2021,14.2692
10-02-2021,14.2570
09-02-2021,14.2549
08-02-2021,14.2539
05-02-2021,14.2437
04-02-2021,14.2469
03-02-2021,14.2568
02-02-2021,14.2578
01-02-2021,14.2642
29-01-2021,14.2817
28-01-2021,14.2759
27-01-2021,14.2506
25-01-2021,14.2464
22-01-2021,14.2434
21-01-2021,14.2388
20-01-2021,14.2334
19-01-2021,14.2265
18-01-2021,14.2295
15-01-2021,14.2402
14-01-2021,14.2411
13-01-2021,14.2534
12-01-2021,14.2493
11-01-2021,14.2486
08-01-2021,14.2603
07-01-2021,14.2535
06-01-2021,14.2517
05-01-2021,14.2303
04-01-2021,14.1859
01-01-2021,14.1793
31-12-2020,14.1758
30-12-2020,14.1693
29-12-2020,14.1621
28-12-2020,14.1573
24-12-2020,14.1464
23-12-2020,14.1441
22-12-2020,14.1395
21-12-2020,14.1375
18-12-2020,14.1238
17-12-2020,14.1212
16-12-2020,14.1176
15-12-2020,14.1081
14-12-2020,14.0894
11-12-2020,14.0789
10-12-2020,14.0814
09-12-2020,14.0889
08-12-2020,14.0944
07-12-2020,14.0928
04-12-2020,14.0859
03-12-2020,14.0737
02-12-2020,14.0519
01-12-2020,14.0509
27-11-2020,14.0439
26-11-2020,14.0355
25-11-2020,14.0384
24-11-2020,14.0206
23-11-2020,14.0213
20-11-2020,13.9650
19-11-2020,13.9570
18-11-2020,13.9477
17-11-2020,13.9484
13-11-2020,13.9385
12-11-2020,13.9346
11-11-2020,13.9245
10-11-2020,13.9199
09-11-2020,13.9120
06-11-2020,13.9463
05-11-2020,13.9386
04-11-2020,13.9234
03-11-2020,13.9209
02-11-2020,13.9215
29-10-2020,13.9052
28-10-2020,13.9025
27-10-2020,13.8997
26-10-2020,13.8816
23-10-2020,13.8711
22-10-2020,13.8684
21-10-2020,13.8733
20-10-2020,13.8618
19-10-2020,13.8867
16-10-2020,13.8694
15-10-2020,13.8679
14-10-2020,13.8641
13-10-2020,13.8505
12-10-2020,13.8559
09-10-2020,13.8485
08-10-2020,13.8109
07-10-2020,13.8077
06-10-2020,13.7693
05-10-2020,13.7653
01-10-2020,13.7552
30-09-2020,13.7419
29-09-2020,13.7302
28-09-2020,13.7452
25-09-2020,13.7422
24-09-2020,13.7419
23-09-2020,13.7225
22-09-2020,13.7603
21-09-2020,13.7543
18-09-2020,13.7480
17-09-2020,13.7448
16-09-2020,13.7358
15-09-2020,13.7248
14-09-2020,13.7500
11-09-2020,13.7423
10-09-2020,13.7476
09-09-2020,13.7431
08-09-2020,13.7392
07-09-2020,13.7601
04-09-2020,13.7684
03-09-2020,13.7188
02-09-2020,13.7162
01-09-2020,13.7106
31-08-2020,13.6666
28-08-2020,13.6253
27-08-2020,13.6375
26-08-2020,13.6520
25-08-2020,13.6561
24-08-2020,13.6292
21-08-2020,13.6409
20-08-2020,13.6580
19-08-2020,13.6537
18-08-2020,13.6612
17-08-2020,13.6582
14-08-2020,13.6409
13-08-2020,13.6332
12-08-2020,13.6364
11-08-2020,13.6368
10-08-2020,13.6341
07-08-2020,13.6346
06-08-2020,13.5992
05-08-2020,13.6089
04-08-2020,13.6248
03-08-2020,13.5936
31-07-2020,13.5881
30-07-2020,13.5234
29-07-2020,13.5188
28-07-2020,13.5005
27-07-2020,13.4819
24-07-2020,13.4930
23-07-2020,13.4867
22-07-2020,13.4757
21-07-2020,13.4976
20-07-2020,13.4690
17-07-2020,13.4798
16-07-2020,13.4688
15-07-2020,13.4580
14-07-2020,13.4286
13-07-2020,13.3819
10-07-2020,13.3856
09-07-2020,13.3707
08-07-2020,13.3505
07-07-2020,13.3425
06-07-2020,13.3172
03-07-2020,13.2807
02-07-2020,13.2455
01-07-2020,13.2458
30-06-2020,13.2142
29-06-2020,13.2101
26-06-2020,13.2055
25-06-2020,13.1896
24-06-2020,13.1731
23-06-2020,13.1999
22-06-2020,13.1986
19-06-2020,13.1860
18-06-2020,13.1738
17-06-2020,13.1555
16-06-2020,13.1317
15-06-2020,13.1205
12-06-2020,13.0971
11-06-2020,13.0934
10-06-2020,13.0809
09-06-2020,13.0722
08-06-2020,13.0695
05-06-2020,13.0110
04-06-2020,13.0072
03-06-2020,13.0239
02-06-2020,13.0158
01-06-2020,13.0310
29-05-2020,13.0451
28-05-2020,13.0431
27-05-2020,13.0437
26-05-2020,13.0418
