"Month (MM)","Day (DD)","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,18.830318,-23.421717,30.796804,8.627561,33.51199,-2.3196077,5.3254185,27.861412,2.1059546,11.166133,15.48883,25.885805,4.9263825,26.92065,17.243269,8.791178,13.233774
01,02,0,18.830318,-23.218767,31.379847,6.5043354,37.03015,-3.6163921,5.4557123,27.81491,0.9281389,13.384316,14.450937,25.885805,5.5186234,25.723259,19.73251,6.940385,13.296506
01,03,0,19.279627,-21.38777,28.182613,6.236646,37.004448,-3.6163921,5.6256847,27.590214,-0.155197,14.03646,15.048281,27.780336,4.185417,25.059034,19.434137,7.537722,13.240079
01,04,0,18.367308,-21.50379,28.746788,6.120703,37.004448,-5.6842527,7.9915624,28.392317,-0.35199645,13.49523,16.112242,27.788332,2.1421316,27.554857,18.337803,7.537722,13.253213
01,05,0,16.069836,-20.650005,28.737684,6.120703,36.72568,-5.4995236,9.175148,27.948732,-1.0826494,13.49523,16.80303,27.899189,1.3085835,27.732962,18.337803,7.537722,13.166257
01,06,0,15.397816,-20.12658,28.545713,5.8399606,32.9721,-3.1184943,9.342485,28.470665,-1.0826494,11.228332,18.809937,27.25547,1.4382654,28.618153,16.051125,9.656653,13.081184
01,07,0,13.075231,-18.205242,27.948372,5.903081,33.09782,-5.183539,12.072635,28.470665,-0.6862879,11.321731,18.414768,27.614101,1.0009017,28.618153,16.405159,9.323144,13.074419
01,08,0,13.457628,-18.205242,28.233368,5.761976,35.154774,-6.136484,11.388102,29.140556,-0.91945666,10.753367,20.499805,25.690756,1.0009017,27.789011,16.539528,9.905605,13.128387
01,09,0,13.457628,-18.39794,27.887005,6.210319,36.08915,-6.7032495,11.301426,29.424046,-0.59809846,12.032918,18.570616,25.690756,2.3115487,26.431679,15.203152,10.934579,13.115346
01,10,0,10.748085,-14.556005,25.067713,6.463616,35.827362,-6.7032495,11.961452,28.540155,-0.75402886,12.721665,18.142323,26.984652,0.3203989,27.813072,13.6852865,12.252282,13.032174
01,11,0,10.471288,-14.220333,24.411232,6.773157,35.827362,-7.2305183,13.892351,27.316404,-1.1972344,13.016274,19.094732,26.205584,-0.011018898,28.187433,13.515926,12.252282,13.019058
01,12,0,13.346514,-16.30453,25.1698,6.773157,36.458405,-8.460093,15.225526,27.26267,-1.4447141,13.016274,19.647387,26.732536,-0.9785041,28.306276,13.515926,12.252282,13.1574335
01,13,0,10.728996,-14.088105,24.281408,8.446847,33.971695,-7.609645,14.378166,27.386332,-1.4447141,13.736985,18.784773,27.139748,-0.69916606,27.6477,11.013309,14.78283,13.028571
01,14,0,8.339521,-12.619813,25.800081,7.1376643,33.61786,-7.85295,14.983858,27.386332,-1.9329082,14.62662,18.728619,26.795769,-0.66376954,27.6477,12.0757885,13.694687,12.985316
01,15,0,8.49719,-12.619813,26.478773,7.360513,36.095802,-11.580513,16.775295,27.787672,-0.9994957,13.09424,17.50198,28.227081,-0.66376954,29.88785,10.292993,13.539903,13.104732
01,16,0,8.49719,-12.475136,25.134094,8.170384,36.618183,-11.784699,16.930462,26.966341,-0.42908376,13.147823,17.372955,28.227081,-1.0048716,29.984476,11.421362,12.693501,13.091879
01,17,0,8.504552,-10.819593,23.57082,6.5496993,37.834183,-11.784699,16.736248,28.214712,-1.1237963,13.070337,17.321863,28.640553,-0.7174321,27.066862,12.644702,13.333534,13.065159
01,18,0,9.375302,-12.089988,24.365284,6.1093073,37.834183,-12.953768,18.520678,28.221369,-1.4785682,13.264224,15.913272,28.625072,1.0295994,26.025114,12.981773,13.333534,13.067274
01,19,0,9.730662,-10.470152,22.823824,6.1093073,38.429703,-12.215192,17.320517,28.72382,-2.1162462,13.264224,17.900932,25.369974,1.6827148,27.60118,11.830515,13.333534,13.082457
01,20,0,10.213636,-10.25792,22.092707,6.8583274,39.789078,-15.077193,17.923082,30.175797,-2.1162462,12.078194,20.108942,23.369211,2.1069677,28.09929,12.4334135,12.725808,13.157694
01,21,0,12.58254,-10.018252,22.455181,6.641819,40.20321,-15.777357,18.441242,30.175797,-1.720761,11.140091,20.12825,22.622524,3.1623693,28.09929,10.671595,14.520329,13.332992
01,22,0,13.848201,-10.018252,21.773466,7.7406263,40.07553,-14.387309,16.081203,30.95965,-2.54223,10.918517,18.92829,24.404186,3.1623693,28.09929,10.644456,14.548419,13.389775
01,23,0,13.848201,-10.062392,21.965477,7.728825,41.124043,-15.106228,16.744873,31.65944,-4.3628035,12.629405,18.042027,24.404186,3.5928938,25.229206,13.4103365,13.840964,13.418028
01,24,0,14.77993,-9.356687,19.344303,7.048448,42.84122,-15.106228,17.87511,30.197107,-4.055502,13.1157,17.338003,21.028912,6.321964,26.832874,11.23951,14.767455,13.388258
01,25,0,14.280084,-7.8903556,18.602545,7.048448,42.84122,-15.023235,19.277122,28.277306,-4.5434012,13.927644,16.347887,23.010756,3.9522383,28.358494,11.553109,14.767455,13.424208
01,26,0,14.280084,-7.8903556,18.602545,7.048448,42.84122,-15.023235,19.277122,28.277306,-4.5434012,13.927644,16.347887,23.010756,3.9522383,28.358494,11.553109,14.767455,13.424208
01,27,0,16.148603,-5.7036796,17.547785,4.852154,47.083374,-15.68456,19.852942,27.568764,-4.5434012,12.799987,15.350779,24.063065,3.2957785,30.477161,10.009979,16.37732,13.718503
01,28,0,13.911365,-4.128529,18.626587,3.503048,47.708538,-15.93527,20.159084,27.568764,-5.608783,13.517579,14.911047,25.200838,3.251623,30.477161,10.318977,16.051352,13.720836
01,29,0,13.581328,-4.128529,18.138788,4.0402937,48.18425,-14.839887,18.107872,27.93979,-5.9743648,14.405558,12.42537,27.099756,3.251623,32.708214,9.761176,14.680182,13.711338
01,30,0,13.581328,-6.282081,20.969807,3.18481,46.879128,-13.4541445,18.57882,26.765766,-5.320687,13.0776825,13.553645,27.099756,3.3344269,31.587841,10.953638,14.321911,13.676979
