"Month (MM)","Day (DD)","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,-2.0988264,4.51724,28.798773,0.46537197,-1.0639344,0.0,0.0,0.0,0.0,0.0,0.0,2.7835112
01,02,0,-3.390975,4.583732,28.644865,-0.71119255,0.16449362,0.0,0.0,0.0,0.0,0.0,0.0,2.662811
01,03,0,-3.390975,4.8720336,28.432878,-1.8924893,1.2587416,0.0,0.0,0.0,0.0,0.0,0.0,2.6618354
01,04,0,-5.3742776,6.9990206,29.566505,-2.110157,0.6627982,0.0,0.0,0.0,0.0,0.0,0.0,2.70399
01,05,0,-5.2227125,8.219078,28.830647,-2.6201472,0.6627982,0.0,0.0,0.0,0.0,0.0,0.0,2.7154238
01,06,0,-2.3121452,7.8980865,29.213911,-2.6201472,0.6627982,0.0,0.0,0.0,0.0,0.0,0.0,2.985682
01,07,0,-4.6115584,10.840293,29.213911,-2.316456,0.34984466,0.0,0.0,0.0,0.0,0.0,0.0,3.043276
01,08,0,-5.7281156,10.36628,29.900368,-2.4813771,-0.0116389785,0.0,0.0,0.0,0.0,0.0,0.0,2.9132288
01,09,0,-6.2885876,10.249588,30.038841,-2.0997803,-0.40213007,0.0,0.0,0.0,0.0,0.0,0.0,2.8634481
01,10,0,-6.2885876,10.871538,28.988752,-1.9915351,-0.26483998,0.0,0.0,0.0,0.0,0.0,0.0,2.8468478
01,11,0,-6.7803874,12.722193,27.85449,-2.461732,-0.03026903,0.0,0.0,0.0,0.0,0.0,0.0,2.845845
01,12,0,-7.8324265,13.870054,27.661179,-2.6401105,-0.03026903,0.0,0.0,0.0,0.0,0.0,0.0,2.8207662
01,13,0,-7.023739,13.097634,27.770885,-2.6401105,-0.03026903,0.0,0.0,0.0,0.0,0.0,0.0,2.8340364
01,14,0,-7.0581074,13.438927,27.770885,-3.0523574,0.39482868,0.0,0.0,0.0,0.0,0.0,0.0,2.8631067
01,15,0,-10.559297,14.906496,28.28603,-2.296822,-0.78155065,0.0,0.0,0.0,0.0,0.0,0.0,2.686805
01,16,0,-10.764743,15.055724,27.293207,-1.5954477,-0.84915113,0.0,0.0,0.0,0.0,0.0,0.0,2.6490536
01,17,0,-10.764743,14.890964,28.959578,-2.6494517,-0.9288493,0.0,0.0,0.0,0.0,0.0,0.0,2.6825
01,18,0,-11.765723,16.577555,28.121784,-2.5107684,-0.7501959,0.0,0.0,0.0,0.0,0.0,0.0,2.6975138
01,19,0,-11.247713,15.566794,28.814669,-3.1730936,-0.7501959,0.0,0.0,0.0,0.0,0.0,0.0,2.6554964
01,20,0,-14.074753,16.026455,30.344387,-3.1730936,-0.7501959,0.0,0.0,0.0,0.0,0.0,0.0,2.5793455
01,21,0,-14.767916,16.521519,30.344387,-2.8813357,-1.0483559,0.0,0.0,0.0,0.0,0.0,0.0,2.5607545
01,22,0,-13.4035225,14.261271,31.218266,-3.9650617,-0.59814376,0.0,0.0,0.0,0.0,0.0,0.0,2.5011644
01,23,0,-14.1217,14.756352,32.324104,-5.914341,0.17929472,0.0,0.0,0.0,0.0,0.0,0.0,2.4748826
01,24,0,-14.1217,15.986553,30.74624,-5.814876,0.20696935,0.0,0.0,0.0,0.0,0.0,0.0,2.454835
01,25,0,-13.989047,17.306156,28.376577,-6.1924787,1.1585304,0.0,0.0,0.0,0.0,0.0,0.0,2.4236128
01,26,0,-13.989047,17.306156,28.376577,-6.1924787,1.1585304,0.0,0.0,0.0,0.0,0.0,0.0,2.4236128
01,27,0,-14.564973,17.66779,27.768671,-6.1924787,1.1585304,0.0,0.0,0.0,0.0,0.0,0.0,2.3488672
01,28,0,-14.745072,17.86951,27.768671,-7.2715306,2.3356805,0.0,0.0,0.0,0.0,0.0,0.0,2.3597507
01,29,0,-13.662824,15.9024315,28.067575,-7.389087,2.2264323,0.0,0.0,0.0,0.0,0.0,0.0,2.285866
01,30,0,-13.662824,15.753495,27.391064,-6.5791783,2.0094354,0.0,0.0,0.0,0.0,0.0,0.0,2.2647266
01,31,0,-13.662824,14.666197,28.057587,-4.747098,0.4704075,0.0,0.0,0.0,0.0,0.0,0.0,2.2531154
02,01,0,-13.834751,17.021992,25.41609,-4.2695575,0.21944019,0.0,0.0,0.0,0.0,0.0,0.0,2.2321103
02,02,0,-13.468262,18.924116,21.817005,-1.7413796,0.21944019,0.0,0.0,0.0,0.0,0.0,0.0,2.340993
02,03,0,-14.152074,20.52458,21.712708,-1.7413796,0.21944019,0.0,0.0,0.0,0.0,0.0,0.0,2.414843
02,04,0,-13.471845,20.006365,21.712708,-1.8071373,0.2865549,0.0,0.0,0.0,0.0,0.0,0.0,2.429695
02,05,0,-12.250148,18.501629,21.101286,-1.3302046,0.30569065,0.0,0.0,0.0,0.0,0.0,0.0,2.3934777
02,06,0,-11.740255,19.378902,18.108845,1.474729,-0.7306949,0.0,0.0,0.0,0.0,0.0,0.0,2.4083204
02,07,0,-11.740255,18.924553,18.524836,1.8722208,-1.0886297,0.0,0.0,0.0,0.0,0.0,0.0,2.4084296
02,08,0,-12.8712635,20.517447,20.062946,-0.7635432,0.19682838,0.0,0.0,0.0,0.0,0.0,0.0,2.467492
02,09,0,-12.511432,22.117702,18.687824,0.21713825,0.19682838,0.0,0.0,0.0,0.0,0.0,0.0,2.6098237
02,10,0,-13.840258,23.560968,18.564943,0.21713825,0.19682838,0.0,0.0,0.0,0.0,0.0,0.0,2.6090565
02,11,0,-17.090975,27.489046,18.564943,-0.4869048,0.90570873,0.0,0.0,0.0,0.0,0.0,0.0,2.6710744
02,12,0,-17.896868,27.503319,19.71491,-1.8899032,1.3655347,0.0,0.0,0.0,0.0,0.0,0.0,2.6179082
02,13,0,-18.768251,27.529238,19.690578,-2.3763797,1.870658,0.0,0.0,0.0,0.0,0.0,0.0,2.5405314
02,14,0,-18.768251,27.260511,19.172739,-2.0610518,2.1992552,0.0,0.0,0.0,0.0,0.0,0.0,2.5275638
02,15,0,-16.557035,22.86923,20.259525,-2.6184711,2.7000422,0.0,0.0,0.0,0.0,0.0,0.0,2.4230266
02,16,0,-17.980814,25.953821,18.203838,-1.7229052,2.7000422,0.0,0.0,0.0,0.0,0.0,0.0,2.468544
02,17,0,-17.362617,25.5188,17.72618,-1.7229052,2.7000422,0.0,0.0,0.0,0.0,0.0,0.0,2.4417727
02,18,0,-17.023504,24.16221,17.72618,-2.4717104,3.4885552,0.0,0.0,0.0,0.0,0.0,0.0,2.3528845
02,19,0,-17.023504,24.16221,17.72618,-2.4717104,3.4885552,0.0,0.0,0.0,0.0,0.0,0.0,2.3528845
02,20,0,-16.69132,24.852953,15.922962,-0.26593,2.2053423,0.0,0.0,0.0,0.0,0.0,0.0,2.3658187
02,21,0,-16.69132,24.852953,16.229406,-0.006316048,1.6712159,0.0,0.0,0.0,0.0,0.0,0.0,2.3687217
02,22,0,-16.220364,24.97864,15.234687,0.45477644,1.4022509,0.0,0.0,0.0,0.0,0.0,0.0,2.349999
02,23,0,-16.913555,27.1649,16.51379,-0.6593487,1.4022509,0.0,0.0,0.0,0.0,0.0,0.0,2.5007305
02,24,0,-18.017296,28.775879,16.51379,-0.6593487,1.4022509,0.0,0.0,0.0,0.0,0.0,0.0,2.546843
02,25,0,-18.65901,29.728159,16.51379,0.064133495,0.66909385,0.0,0.0,0.0,0.0,0.0,0.0,2.5741968
02,26,0,-17.249868,28.732828,17.56863,-1.2076479,1.0501918,0.0,0.0,0.0,0.0,0.0,0.0,2.6267395
02,27,0,-18.740408,28.13041,17.46308,-0.6890522,1.0858854,0.0,0.0,0.0,0.0,0.0,0.0,2.477265
02,28,0,-18.740408,27.999016,17.046574,-0.13625625,0.9876017,0.0,0.0,0.0,0.0,0.0,0.0,2.468775
02,29,0,0,28.661634,0,0,0,0.0,0,0,0,0.0,0,9.553878
03,01,0,-16.505396,25.3919,15.805224,1.1455939,0.11816444,0.0,0.0,0.0,0.0,0.0,0.0,2.3595896
03,02,0,-15.873004,22.294514,16.361471,1.1455939,0.11816444,0.0,0.0,0.0,0.0,0.0,0.0,2.1860673
03,03,0,-15.198481,20.72838,16.331131,1.1455939,0.11816444,0.0,0.0,0.0,0.0,0.0,0.0,2.1022534
03,04,0,-14.360636,20.524092,16.331131,1.1455939,0.11816444,0.0,0.0,0.0,0.0,0.0,0.0,2.1598494
03,05,0,-14.503913,20.524092,15.058813,3.5761564,-1.1501257,0.0,0.0,0.0,0.0,0.0,0.0,2.13682
03,06,0,-14.503913,21.462244,12.9675255,5.250007,-1.6866221,0.0,0.0,0.0,0.0,0.0,0.0,2.1353858
03,07,0,-14.503913,21.088524,12.008829,6.4849744,-1.6926266,0.0,0.0,0.0,0.0,0.0,0.0,2.1259806
03,08,0,-14.535014,20.786856,13.161657,5.3553247,-1.369278,0.0,0.0,0.0,0.0,0.0,0.0,2.1272314
03,09,0,-12.305695,20.17447,12.731144,5.6968727,-1.369278,0.0,0.0,0.0,0.0,0.0,0.0,2.2661378
03,10,0,-12.3790045,20.886307,12.728054,5.6968727,-1.369278,0.0,0.0,0.0,0.0,0.0,0.0,2.3239045
03,11,0,-12.028356,20.571108,12.728054,7.278931,-2.8237996,0.0,0.0,0.0,0.0,0.0,0.0,2.3387215
03,12,0,-12.791376,20.571108,14.564864,6.5692544,-3.745069,0.0,0.0,0.0,0.0,0.0,0.0,2.288071
03,13,0,-11.506764,20.571108,14.564864,6.6277947,-3.7979143,0.0,0.0,0.0,0.0,0.0,0.0,2.4053717
03,14,0,-11.019972,22.002966,13.044376,6.185291,-3.775993,0.0,0.0,0.0,0.0,0.0,0.0,2.4033334
03,15,0,-11.019972,22.092684,12.46483,7.3457046,-4.395991,0.0,0.0,0.0,0.0,0.0,0.0,2.4079325
03,16,0,-11.306269,23.680279,9.98724,8.88799,-4.395991,0.0,0.0,0.0,0.0,0.0,0.0,2.4412045
03,17,0,-12.015136,23.441874,9.953028,8.88799,-4.395991,0.0,0.0,0.0,0.0,0.0,0.0,2.3519785
03,18,0,-10.694274,22.135448,9.953028,9.059349,-4.546209,0.0,0.0,0.0,0.0,0.0,0.0,2.355213
03,19,0,-10.175309,22.135448,8.757223,10.927743,-5.1221166,0.0,0.0,0.0,0.0,0.0,0.0,2.4111807
03,20,0,-9.590876,21.785929,9.478008,10.232396,-4.8800173,0.0,0.0,0.0,0.0,0.0,0.0,2.4568582
03,21,0,-8.459847,20.049095,9.95267,9.96873,-4.8800173,0.0,0.0,0.0,0.0,0.0,0.0,2.4209664
03,22,0,-8.332762,18.74518,10.3964615,9.886159,-4.2830205,0.0,0.0,0.0,0.0,0.0,0.0,2.4010925
03,23,0,-8.132596,19.476004,8.404209,11.234238,-4.2830205,0.0,0.0,0.0,0.0,0.0,0.0,2.4271667
03,24,0,-8.070205,19.936937,7.9875965,11.234238,-4.2830205,0.0,0.0,0.0,0.0,0.0,0.0,2.4368677
03,25,0,-7.95106,19.936937,7.9875965,10.335632,-3.5034735,0.0,0.0,0.0,0.0,0.0,0.0,2.4368758
03,26,0,-5.888697,19.936937,9.5739565,9.808373,-4.4438715,0.0,0.0,0.0,0.0,0.0,0.0,2.6351545
03,27,0,-5.915242,19.175137,10.888,8.822768,-4.111987,0.0,0.0,0.0,0.0,0.0,0.0,2.6235158
03,28,0,-7.1422057,20.749842,9.99497,10.946981,-5.1842866,0.0,0.0,0.0,0.0,0.0,0.0,2.6695728
03,29,0,-7.340157,22.19444,8.926802,11.728236,-5.847281,0.0,0.0,0.0,0.0,0.0,0.0,2.6965494
03,30,0,-7.315904,20.293743,8.672515,11.731508,-5.8500376,0.0,0.0,0.0,0.0,0.0,0.0,2.502893
