"Month (MM)","Day (DD)","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","Average Across Years"
01,01,0,-0.443032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0443032
01,02,0,-0.50047904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050047904
01,03,0,-0.5163194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05163194
01,04,0,-0.531164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0531164
01,05,0,-0.547985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054798502
01,06,0,-0.5647909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05647909
01,07,0,-0.5647909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05647909
01,08,0,-0.5647909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05647909
01,09,0,-0.61025715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061025716
01,10,0,-0.6240848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062408477
01,11,0,-0.64086497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0640865
01,12,0,-0.6576489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06576489
01,13,0,-0.67441773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06744178
01,14,0,-0.67441773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06744178
01,15,0,-0.67441773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06744178
01,16,0,-0.7217484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07217484
01,17,0,-0.73949164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073949166
01,18,0,-0.75623286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07562329
01,19,0,-0.7719919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07719919
01,20,0,-0.7877459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07877459
01,21,0,-0.7877459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07877459
01,22,0,-0.7877459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07877459
01,23,0,-0.83299917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08329992
01,24,0,-0.85070264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08507027
