"Month (MM)","Day (DD)","2023","2024","2025","Average Across Years"
05,16,0,24.516365,-8.568267,7.974049
05,17,0,23.750189,-8.568267,7.590961
05,18,0,23.750189,-8.568267,7.590961
05,19,0,24.515982,-9.130587,7.6926975
05,20,0,22.541588,-7.666496,7.437546
05,21,0,22.968803,-7.953752,7.5075254
05,22,0,21.887878,-7.3621845,7.262847
05,23,0,23.557884,-8.614274,7.471805
05,24,0,22.239052,-8.614274,6.812389
05,25,0,22.239052,-8.614274,6.812389
05,26,0,22.75098,-8.995395,6.877793
05,27,0,22.048813,-8.456241,6.796286
05,28,0,21.526424,-8.163553,6.6814356
05,29,0,22.466108,-8.164985,7.150562
05,30,0,22.911644,-8.032628,7.439508
05,31,0,22.898693,-8.032628,7.4330325
06,01,0,22.898693,-8.032628,7.4330325
06,02,0,22.839333,-7.9881873,7.4255724
06,03,0,18.457666,-7.3832626,5.537202
06,04,0,24.340567,-7.3832626,8.478652
06,05,0,21.546524,-8.141398,6.702563
06,06,0,22.20767,-9.680504,6.263583
06,07,0,20.115423,-9.680504,5.2174597
06,08,0,20.115423,-9.680504,5.2174597
06,09,0,20.973745,-10.32133,5.3262076
06,10,0,21.22418,-10.512351,5.3559146
06,11,0,21.123272,-10.468243,5.3275146
06,12,0,19.684557,-9.498404,5.0930767
06,13,0,18.818882,-9.129186,4.844848
06,14,0,18.381458,-9.129186,4.6261363
06,15,0,18.381458,-9.129186,4.6261363
06,16,0,19.23893,-9.782658,4.728136
06,17,0,18.76965,-9.426192,4.6717286
06,18,0,18.04808,-9.243059,4.4025106
06,19,0,17.096746,-8.908317,4.094215
06,20,0,17.984127,-9.864628,4.0597496
06,21,0,18.51794,-9.864628,4.3266563
06,22,0,18.51794,-9.864628,4.3266563
06,23,0,17.938808,-9.422024,4.2583923
06,24,0,17.8801,-9.973235,3.9534326
06,25,0,17.76234,-10.37308,3.6946301
06,26,0,18.484274,-10.91281,3.7857318
06,27,0,17.777662,-10.91281,3.432426
06,28,0,17.467579,-10.91281,3.2773843
06,29,0,17.467579,-10.91281,3.2773843
06,30,0,17.467579,-10.91281,3.2773843
07,01,0,16.351599,-10.91281,2.7193942
07,02,0,16.589094,-10.91281,2.838142
07,03,0,15.197515,-10.91281,2.142352
07,04,0,14.485902,-10.91281,1.7865458
07,05,0,14.542309,-10.91281,1.8147492
07,06,0,14.542309,-10.91281,1.8147492
07,07,0,14.542309,-10.91281,1.8147492
07,08,0,13.979817,-10.896003,1.5419073
07,09,0,13.400083,-10.908778,1.2456522
07,10,0,13.317763,-10.511678,1.4030428
07,11,0,12.50235,-10.111701,1.1953244
07,12,0,11.924216,-10.111701,0.9062576
07,13,0,11.924216,-10.111701,0.9062576
07,14,0,12.082733,-10.238829,0.92195225
07,15,0,11.943898,-10.567266,0.68831587
07,16,0,11.89386,-10.527273,0.68329334
07,17,0,11.619942,-10.307704,0.65611887
07,18,0,10.292929,-9.747487,0.2727208
07,19,0,10.776774,-9.747487,0.51464367
07,20,0,10.776774,-9.747487,0.51464367
07,21,0,11.498326,-10.331548,0.5833893
07,22,0,10.792631,-10.199225,0.29670286
07,23,0,11.213626,-10.481819,0.36590338
07,24,0,10.863333,-10.187608,0.3378625
07,25,0,10.100033,-9.564958,0.2675376
07,26,0,8.695544,-9.564958,-0.4347067
07,27,0,8.695544,-9.564958,-0.4347067
07,28,0,7.7304826,-8.75483,-0.5121739
07,29,0,7.962596,-9.124289,-0.5808463
07,30,0,7.9886227,-9.0865,-0.54893875
07,31,0,7.4770308,-8.9188595,-0.72091436
08,01,0,6.899648,-8.220674,-0.6605127
08,02,0,7.671896,-8.220674,-0.2743888
08,03,0,7.671896,-8.220674,-0.2743888
08,04,0,8.079552,-8.566849,-0.24364853
08,05,0,10.318937,-8.377378,0.9707794
08,06,0,9.997856,-7.904919,1.0464685
08,07,0,8.727288,-8.126387,0.3004508
08,08,0,8.114386,-7.425388,0.34449887
08,09,0,7.304719,-7.425388,-0.060334444
08,10,0,7.304719,-7.425388,-0.060334444
08,11,0,8.122614,-8.12567,-0.0015282631
08,12,0,7.536144,-7.7170205,-0.090438366
08,13,0,9.335231,-8.200691,0.5672698
08,14,0,9.13146,-8.274156,0.4286523
08,15,0,9.13146,-8.274156,0.4286523
08,16,0,7.164151,-8.274156,-0.5550022
08,17,0,7.164151,-8.274156,-0.5550022
08,18,0,8.298224,-9.234687,-0.4682312
08,19,0,8.072024,-8.900587,-0.41428137
08,20,0,7.3271513,-8.923075,-0.7979617
08,21,0,7.4816146,-9.169039,-0.8437121
08,22,0,6.3649287,-8.397997,-1.0165341
08,23,0,6.8233833,-8.397997,-0.7873068
08,24,0,6.8233833,-8.397997,-0.7873068
08,25,0,7.086141,-8.622761,-0.76830983
08,26,0,5.396005,-7.668665,-1.1363299
08,27,0,5.1360097,-7.668665,-1.2663276
08,28,0,4.225201,-6.8916583,-1.3332286
08,29,0,3.7674608,-6.7828484,-1.5076938
08,30,0,3.4411495,-6.7828484,-1.6708494
08,31,0,3.4411495,-6.7828484,-1.6708494
09,01,0,3.9050872,-7.199064,-1.6469883
09,02,0,2.7780874,-6.941565,-2.081739
09,03,0,3.2844312,-7.603628,-2.1595984
09,04,0,3.8771207,-7.935084,-2.0289817
09,05,0,3.5530822,-7.6469946,-2.046956
09,06,0,4.555084,-7.6469946,-1.5459552
09,07,0,4.555084,-7.6469946,-1.5459552
09,08,0,4.555084,-7.6469946,-1.5459552
09,09,0,5.2165227,-8.203544,-1.4935105
09,10,0,5.410171,-8.639028,-1.6144283
09,11,0,6.025311,-8.859794,-1.4172413
09,12,0,5.4610476,-9.233988,-1.8864701
09,13,0,5.639211,-9.233988,-1.7973883
09,14,0,5.639211,-9.233988,-1.7973883
09,15,0,5.4385924,-9.061287,-1.8113472
09,16,0,6.1159387,-9.750244,-1.8171527
09,17,0,6.2437735,-9.969117,-1.8626719
09,18,0,6.391238,-10.0939045,-1.8513331
09,19,0,5.243044,-9.561496,-2.159226
09,20,0,3.9382768,-9.561496,-2.8116095
09,21,0,3.9382768,-9.561496,-2.8116095
09,22,0,3.5974803,-9.263987,-2.8332531
09,23,0,3.013245,-9.270265,-3.1285098
09,24,0,2.8979888,-8.984167,-3.0430892
09,25,0,1.5745691,-8.085612,-3.2555215
09,26,0,-0.21197338,-7.1194825,-3.6657279
09,27,0,0.20656176,-7.1194825,-3.4564605
09,28,0,0.20656176,-7.1194825,-3.4564605
09,29,0,0.07095415,-6.993619,-3.4613323
09,30,0,0.7334637,-6.7703304,-3.0184333
10,01,0,1.0295386,-7.3890758,-3.1797686
10,02,0,1.0295386,-7.3890758,-3.1797686
10,03,0,2.5774739,-7.3890758,-2.4058008
10,04,0,3.547377,-7.3890758,-1.9208493
10,05,0,3.547377,-7.3890758,-1.9208493
10,06,0,4.425489,-8.167839,-1.871175
10,07,0,6.017065,-8.405107,-1.1940207
10,08,0,4.9148645,-8.149264,-1.6171999
10,09,0,5.014835,-8.378803,-1.6819842
10,10,0,4.6676574,-8.775279,-2.0538108
10,11,0,4.923946,-8.775279,-1.9256666
10,12,0,4.923946,-8.775279,-1.9256666
10,13,0,4.957187,-8.804172,-1.9234922
10,14,0,4.0715795,-8.397997,-2.1632087
10,15,0,4.917226,-9.133388,-2.1080809
10,16,0,6.410039,-10.073357,-1.8316588
10,17,0,7.8814363,-10.496751,-1.3076572
10,18,0,7.6674466,-10.496751,-1.4146521
10,19,0,7.6674466,-10.496751,-1.4146521
10,20,0,8.002123,-10.774102,-1.3859897
10,21,0,8.297382,-10.774102,-1.2383599
10,22,0,9.563673,-10.774102,-0.6052146
10,23,0,10.68492,-11.677969,-0.49652433
10,24,0,10.255418,-11.295708,-0.52014494
10,25,0,10.640389,-11.295708,-0.32765913
10,26,0,10.640389,-11.295708,-0.32765913
10,27,0,10.843235,-11.45804,-0.3074026
10,28,0,10.251647,-11.188932,-0.4686427
10,29,0,9.370378,-11.348327,-0.9889746
10,30,0,8.443936,-10.590973,-1.0735183
10,31,0,8.852587,-10.028808,-0.58811045
11,01,0,8.852587,-10.028808,-0.58811045
11,02,0,8.852587,-10.028808,-0.58811045
11,03,0,8.760503,-9.952633,-0.59606504
11,04,0,8.347871,-9.469255,-0.5606923
11,05,0,7.236784,-9.469255,-1.1162357
11,06,0,6.8613214,-9.69847,-1.4185743
11,07,0,7.3656826,-9.590586,-1.1124516
11,08,0,7.6959853,-9.590586,-0.9473002
11,09,0,7.6959853,-9.590586,-0.9473002
11,10,0,8.2271385,-10.034293,-0.9035773
11,11,0,6.6297793,-9.650093,-1.5101569
11,12,0,8.4087925,-10.0329275,-0.8120675
11,13,0,9.711651,-9.882522,-0.08543539
11,14,0,9.487915,-9.882522,-0.1973033
11,15,0,9.487915,-9.882522,-0.1973033
11,16,0,9.487915,-9.882522,-0.1973033
11,17,0,10.205854,-10.469596,-0.13187075
11,18,0,9.925823,-9.9842205,-0.029198647
11,19,0,10.068321,-10.302251,-0.11696482
11,20,0,10.335945,-10.519816,-0.091935635
11,21,0,10.311103,-10.089111,0.11099577
11,22,0,8.485503,-10.089111,-0.80180407
11,23,0,8.485503,-10.089111,-0.80180407
11,24,0,7.9980206,-9.683271,-0.8426254
11,25,0,6.4935236,-9.4088125,-1.4576445
11,26,0,7.836346,-10.329509,-1.2465813
11,27,0,7.5218096,-10.135651,-1.3069205
11,28,0,8.613865,-10.209471,-0.7978029
11,29,0,8.000031,-10.209471,-1.1047196
11,30,0,8.000031,-10.209471,-1.1047196
12,01,0,7.9326673,-10.15343,-1.1103814
12,02,0,7.1905684,-9.741966,-1.2756989
12,03,0,6.43756,-9.824699,-1.6935697
12,04,0,6.3364024,-9.824699,-1.7441485
12,05,0,6.6336703,-10.612634,-1.9894817
12,06,0,6.632808,-10.612634,-1.9899127
12,07,0,6.632808,-10.612634,-1.9899127
12,08,0,5.6162944,-9.752316,-2.068011
12,09,0,4.985068,-9.456064,-2.2354982
12,10,0,4.583484,-9.19978,-2.3081481
12,11,0,4.9770336,-9.536546,-2.279756
12,12,0,5.3828096,-9.690177,-2.1536837
12,13,0,4.74359,-9.690177,-2.4732935
12,14,0,4.74359,-9.690177,-2.4732935
12,15,0,4.8149095,-9.751626,-2.4683583
12,16,0,4.403851,-9.3963,-2.4962246
12,17,0,5.4014225,-9.380302,-1.98944
12,18,0,6.1076922,-9.33576,-1.6140339
12,19,0,7.370457,-10.008237,-1.3188899
12,20,0,9.296473,-10.008237,-0.35588217
12,21,0,9.296473,-10.008237,-0.35588217
12,22,0,9.959669,-10.551002,-0.29566622
12,23,0,9.36912,-10.8199415,-0.72541094
12,24,0,9.643567,-10.835429,-0.59593105
12,25,0,9.643567,-10.835429,-0.59593105
12,26,21.124,8.904923,-10.504891,6.508011
12,27,21.251001,8.7908535,-10.504891,6.5123215
12,28,21.251001,8.7908535,-10.504891,6.5123215
12,29,21.235243,8.444467,-10.219031,6.4868927
12,30,21.832167,7.5544925,-9.919652,6.489002
12,31,21.482212,7.864324,-9.919652,6.475628
