"Month (MM)","Day (DD)","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,-23.572893,6.0868673,11.1192465,13.413672,5.51927,3.457833,7.253291,9.713046,7.3400373,4.4811525
01,02,0,-23.564098,6.191593,11.038401,13.37127,5.51927,3.4523964,7.2543297,9.736121,7.3477383,4.4830027
01,03,0,-23.407326,5.8728476,11.17726,13.338103,5.5572667,3.4497998,7.1908374,9.763746,7.3483324,4.476763
01,04,0,-22.976559,5.263609,11.195348,13.393358,5.358203,3.6110735,7.151628,9.786615,7.3483324,4.4590673
01,05,0,-22.827833,5.0607476,11.195348,13.565632,5.1189566,3.715908,7.1241975,9.786615,7.2361674,4.4417486
01,06,0,-22.827833,5.0607476,11.038127,13.789905,5.006686,3.6932878,7.2022934,9.831335,7.1807895,4.4417043
01,07,0,-22.827833,5.160424,11.098078,13.640201,4.999397,3.6826952,7.2022934,9.9379425,7.0227957,4.43511
01,08,0,-22.691572,5.1570225,10.875212,13.702491,4.970873,3.6826952,7.305404,9.856164,7.005128,4.4292684
01,09,0,-23.058609,5.821477,10.845873,13.557591,4.970873,3.837953,7.1423473,9.84048,7.045859,4.444872
01,10,0,-23.207327,5.9367323,10.854161,13.645225,4.9279795,3.8279445,7.222721,9.821557,7.0381002,4.451899
01,11,0,-22.839558,5.55429,10.725529,13.490062,5.136574,3.8051462,7.139157,9.863244,7.0381002,4.434727
01,12,0,-22.872528,5.5994115,10.725529,13.379586,5.2633777,3.941766,6.9735727,9.863244,7.1055236,4.4421644
01,13,0,-22.872528,5.5994115,10.773198,13.335666,5.207273,3.9457378,7.0219297,9.653272,7.199524,4.429276
01,14,0,-22.872528,6.0030966,10.176617,13.431632,5.274218,3.956358,7.0219297,9.614706,7.1959105,4.422438
01,15,0,-22.765568,5.6751337,10.473211,13.311286,5.283275,3.956358,7.297755,9.343918,7.1851325,4.4178333
01,16,0,-23.350182,6.403702,10.647911,13.214701,5.283275,3.9883666,7.281755,9.621432,6.7436657,4.4260693
01,17,0,-22.778753,5.43133,10.955438,13.099013,5.265344,4.038093,7.2768917,9.625008,6.7121763,4.402727
01,18,0,-23.128935,5.964034,10.900554,13.051973,5.2768664,4.092481,7.2484813,9.630355,6.7121763,4.416443
01,19,0,-23.522339,6.509116,10.900554,12.9798,5.3728313,4.0586686,7.225942,9.6591425,6.641474,4.4250207
01,20,0,-23.522339,6.509116,10.950919,12.878256,5.467865,3.9723809,7.2659693,9.7238655,6.4366755,4.4091897
01,21,0,-23.522339,6.168096,11.383093,12.912423,5.399361,3.9377031,7.2659693,9.92595,6.2771072,4.4163737
01,22,0,-22.82564,5.50203,11.1958885,12.761565,5.4250755,3.9377031,7.2659693,9.934498,6.3116064,4.3898554
01,23,0,-23.064465,5.6581235,11.484427,12.652179,5.4250755,4.024831,7.2814746,9.805801,6.329464,4.399657
01,24,0,-22.713554,5.2532816,11.44113,12.615766,5.374125,4.1139407,7.302976,9.698379,6.372593,4.384293
01,25,0,-23.101828,6.084823,11.12588,12.728094,5.2755713,4.1082463,7.300963,9.6997175,6.372593,4.3993397
01,26,0,-23.101828,6.084823,11.12588,12.728094,5.2755713,4.1082463,7.300963,9.6997175,6.372593,4.3993397
01,27,0,-23.101828,6.084823,11.290224,12.653621,5.0878935,4.1449394,7.366973,9.925873,6.191466,4.404887
01,28,0,-23.101828,6.2486897,11.113202,12.662306,5.0992026,4.130745,7.366973,10.002075,6.0630355,4.398267
01,29,0,-22.89304,5.62465,11.403155,12.752729,5.075122,4.130745,7.4736567,9.892882,6.0630355,4.391437
01,30,0,-23.232967,6.233599,11.281996,12.725422,5.075122,4.1218863,7.5194554,9.890113,6.112643,4.4141407
01,31,0,-23.032967,6.1374474,11.04764,12.771852,5.103048,4.126925,7.5733624,9.829751,6.0844293,4.4046097
02,01,0,-23.221245,6.0961976,11.36323,12.067642,5.3628287,4.6583104,7.7426276,9.515318,6.0844293,4.4077044
02,02,0,-23.558237,6.5639215,11.36323,11.638013,5.606995,4.912701,7.813995,9.344216,6.121539,4.4229302
02,03,0,-23.558237,6.5639215,11.713078,11.309328,5.6630797,4.831822,7.8196273,9.390235,6.189277,4.4357924
02,04,0,-23.558237,6.418252,11.994774,11.257735,5.5500507,4.8720207,7.8196273,9.263675,6.4436364,4.4512815
02,05,0,-23.278387,6.135115,11.938827,11.033594,5.7112627,4.8720207,7.771319,9.36233,6.649568,4.466183
02,06,0,-23.233702,6.036118,12.437111,10.580327,5.7112627,4.9384403,7.7598724,9.36285,6.5291977,4.4579415
02,07,0,-23.325274,6.566923,12.484083,10.11494,5.7112627,4.9521346,7.783655,9.202171,6.648485,4.4598203
02,08,0,-23.23883,6.3963237,12.537565,10.186675,5.786398,4.685543,7.959417,9.153287,6.648485,4.4572077
02,09,0,-23.206593,6.3516603,12.537565,10.014508,6.1171355,4.4331446,8.055804,9.149319,6.610793,4.4514823
02,10,0,-23.206593,6.3516603,12.702618,9.888407,6.4592295,4.126985,7.9908495,9.214671,6.5453405,4.4525743
02,11,0,-23.206593,6.4470615,12.635661,9.938731,6.5578184,3.9515898,7.9908495,9.224953,6.571867,4.456882
02,12,0,-22.828566,5.7898736,12.700338,10.014253,6.5601273,3.9515898,8.0437765,9.100083,6.718068,4.4499493
02,13,0,-22.828566,5.9702444,12.776364,9.752962,6.5601273,3.9998138,8.033513,9.034465,6.926994,4.4695463
02,14,0,-23.047617,6.2937965,12.985101,9.527626,6.6788263,3.7599404,8.0960865,9.056987,6.9708734,4.4801803
02,15,0,-23.232967,6.4540453,13.087404,9.527626,6.7794266,3.6723459,8.173755,8.968003,6.9708734,4.488946
02,16,0,-23.23516,6.457088,13.087404,9.606899,6.7781377,3.599972,8.227256,8.912709,7.0230074,4.4952564
02,17,0,-23.23516,6.457088,13.301658,9.307847,6.9416337,3.404579,8.356898,8.961631,7.034827,4.5034447
02,18,0,-23.23516,6.543933,13.143922,9.436721,6.978701,3.3066862,8.356898,8.961631,7.0270658,4.5022664
02,19,0,-23.23516,6.543933,13.143922,9.436721,6.978701,3.3066862,8.356898,8.961631,7.0270658,4.5022664
02,20,0,-23.369963,6.6491427,13.153149,9.512151,6.978701,3.412177,8.410498,8.866036,6.9599743,4.5079856
02,21,0,-23.396338,6.7461123,13.089281,9.512151,7.063337,3.326374,8.447441,8.843466,6.9499044,4.509081
02,22,0,-23.67912,7.182894,13.04574,8.88313,7.697124,3.322526,8.475328,8.804099,6.9499044,4.5201807
02,23,0,-23.640287,7.128389,13.04574,8.929081,7.6582413,3.3358274,8.437775,8.821151,6.9975495,4.5237184
02,24,0,-23.640287,7.128389,13.268741,8.745464,7.60299,3.425791,8.36834,8.87239,6.971559,4.5270414
02,25,0,-23.640287,7.160055,13.263914,8.699779,7.653709,3.3943565,8.36834,8.835616,7.018225,4.5281897
02,26,0,-23.696705,7.330494,13.444974,8.419088,7.668583,3.3943565,8.4291,8.774629,7.097994,4.540279
02,27,0,-23.52088,6.885458,13.59359,8.478108,7.668583,3.4017842,8.45463,8.400293,7.454816,4.5351534
02,28,0,-23.858604,7.3884087,13.4636135,8.573189,7.714402,3.410466,8.470554,8.251519,7.5319033,4.5494943
02,29,0,0,0,0,8.573189,0,0,0,8.177283,0,8.3752365
03,01,0,-23.755308,7.2381163,13.468694,8.534495,7.7528024,3.422617,8.52702,8.182485,7.5319033,4.544758
03,02,0,-23.755308,7.2381163,13.582487,8.492023,7.6215515,3.4942844,8.517812,8.182485,7.5869603,4.5511565
03,03,0,-23.755308,7.2381163,13.501841,8.532794,7.5855556,3.5567975,8.524893,8.231812,7.537927,4.5504913
03,04,0,-23.755308,7.2381163,13.949842,8.115523,7.5892563,3.5442,8.594749,8.162188,7.4195323,4.539789
03,05,0,-23.610987,7.271434,13.758241,8.126244,7.5227857,3.5442,8.610414,8.146588,7.4523325,4.535694
03,06,0,-23.973627,7.775401,13.905859,7.9938393,7.5227857,3.5834088,8.66654,8.162723,7.4017897,4.559858
03,07,0,-23.830038,7.6539855,13.819356,7.9938393,7.4740906,3.630341,8.687415,8.125137,7.4184895,4.552513
03,08,0,-23.643955,7.636294,13.560639,7.995412,7.460167,3.596262,8.735673,8.125137,7.4184895,4.54268
03,09,0,-23.73333,7.7624273,13.836961,7.750497,7.4480724,3.599478,8.72715,8.125137,7.1602707,4.5196295
03,10,0,-23.73333,7.7624273,13.836961,7.75441,7.5270147,3.5656137,8.6789055,8.170775,7.217196,4.5311084
03,11,0,-23.73333,8.087104,13.069329,8.160085,7.4732428,3.6174302,8.899469,7.9648666,7.2801485,4.535372
03,12,0,-23.7011,8.405352,11.946642,8.855129,7.4958973,3.6174302,8.911219,7.9574137,7.0939393,4.509103
03,13,0,-23.509155,8.122782,10.941527,9.852049,7.4958973,3.8615248,8.675434,8.043995,6.9899106,4.497107
03,14,0,-23.495972,8.270779,10.770788,9.852049,7.5932946,3.8512712,8.58063,8.051106,6.9899106,4.495984
03,15,0,-23.704762,8.725502,10.609376,9.793766,7.6576767,3.8314273,8.755387,7.890814,6.9899106,4.5054555
03,16,0,-23.334797,8.200827,10.695049,9.762241,7.6481385,3.7941103,8.751143,7.890814,6.9854794,4.4881115
03,17,0,-23.334797,8.200827,10.216376,10.262181,7.68795,3.743994,8.740532,7.9087605,6.962695,4.487613
03,18,0,-23.334797,8.191267,9.353472,11.209922,7.6222534,3.743994,8.740532,8.067288,6.8605847,4.4949465
03,19,0,-23.24615,8.123586,8.370412,12.278225,7.5082574,3.743994,8.741835,8.399779,6.5315375,4.494608
03,20,0,-23.172157,8.2073,8.1664095,12.294695,7.5082574,3.88773,8.577085,8.571402,6.2691436,4.4788733
03,21,0,-23.367033,8.482472,8.1664095,12.294695,7.5706453,3.812639,8.655627,8.543108,6.2351894,4.488195
03,22,0,-23.32234,8.57115,8.015066,12.492673,7.4689636,3.7279873,8.639382,8.559339,6.2351894,4.4874897
03,23,0,-23.081314,8.230944,8.089867,12.860158,7.086744,3.7211409,8.604103,8.559339,5.7322583,4.422582
03,24,0,-23.081314,8.230944,8.042349,13.352061,6.635865,3.7667704,8.589999,8.714815,5.72682,4.4420342
03,25,0,-23.081314,8.614778,7.6605372,13.509264,6.52478,3.7311206,8.589999,8.80034,5.4991546,4.4276285
03,26,0,-23.117947,8.579816,7.8816643,13.398787,6.4949803,3.7311206,8.643903,8.870077,5.379267,4.4290743
03,27,0,-22.372892,7.594302,11.415868,9.7439,6.4949803,3.799832,8.651808,9.117398,5.063173,4.389818
03,28,0,-22.189013,7.3946486,11.359214,9.7439,6.5516534,3.7109592,8.860395,9.186971,4.829061,4.3830876
03,29,0,-22.189013,7.6375566,11.107907,9.7439,6.5502176,3.820078,8.747446,9.186971,4.829061,4.3815694
03,30,0,-22.189013,7.8776455,11.028201,9.650585,6.5243883,3.7767603,8.747446,9.186971,4.829061,4.381338
03,31,0,-21.997068,7.6356645,11.256152,9.43657,6.590418,3.8895447,8.587408,9.189083,4.769548,4.3730354
04,01,0,-21.997068,7.6356645,11.256152,9.43657,6.590418,3.8895447,8.587408,9.189083,4.769548,4.3730354
04,02,0,-21.997068,7.8714094,11.01301,9.43657,6.590418,3.8895447,8.6268835,9.80714,4.1419854,4.3755436
04,03,0,-21.758238,7.2574883,11.065814,9.674831,6.590418,3.8559265,8.673703,9.834688,4.104698,4.3665924
04,04,0,-21.679121,6.8339167,11.393525,9.674831,6.6534805,3.7945178,8.709302,9.8207445,4.0838203,4.3650017
04,05,0,-21.514284,6.5974116,11.406204,9.82181,6.5264883,3.977372,8.541498,9.780866,4.0838203,4.3579097
04,06,0,-21.350183,6.374997,11.406204,9.949142,6.4202733,4.3629904,8.123011,9.780866,4.0838203,4.350125
04,07,0,-21.350183,6.374997,10.9447365,10.472767,6.3678403,4.3517723,8.123011,9.823139,4.0437565,4.3502035
04,08,0,-21.350183,6.1942863,9.716951,12.063795,5.5416455,5.0140953,8.0618725,9.682163,4.236427,4.351228
04,09,0,-21.38608,6.2558236,9.606132,12.349767,5.3665032,5.0140953,8.0618725,9.813201,4.112044,4.354818
04,10,0,-21.758238,6.798689,9.567688,12.349767,5.3665032,5.041131,8.081669,9.764828,4.112044,4.3693423
04,11,0,-22.169226,7.248747,9.684047,12.349767,5.021081,5.4612145,8.00522,10.015489,3.874834,4.387908
04,12,0,-22.07619,7.079333,9.726421,12.540206,4.80355,5.5209556,7.7967134,10.207734,3.874834,4.3859506
04,13,0,-22.226368,7.286098,9.816852,12.447533,4.518436,5.8142467,7.7911687,10.207734,3.874834,4.3922815
04,14,0,-22.226368,7.286098,9.816852,12.447533,4.518436,5.8142467,7.7911687,10.207734,3.874834,4.3922815
04,15,0,-22.226368,7.3058796,10.10034,12.025703,4.6225777,5.8142467,7.900461,10.096105,3.874834,4.39042
04,16,0,-22.123804,7.1899548,10.485857,11.486832,4.7366257,5.8142467,7.857384,10.23604,3.7844074,4.3852825
04,17,0,-22.156042,7.2343435,11.549534,10.423753,4.7366257,5.8584657,7.8123302,10.571022,3.4699852,4.3888907
04,18,0,-22.186077,7.267268,11.558338,10.423753,4.892662,5.753295,7.7358794,10.59476,3.4699852,4.389985
04,19,0,-22.628569,7.880735,11.558338,10.524459,4.883928,5.699671,7.521504,10.779685,3.4699852,4.4099708
04,20,0,-22.920876,8.28985,12.10251,10.0865965,4.8162565,5.711809,7.482166,10.779685,3.4699852,4.4242206
04,21,0,-22.920876,8.28985,12.543117,9.655608,4.833328,5.818738,7.356071,10.955848,3.3057082,4.4263773
04,22,0,-22.920876,8.048433,12.842955,9.62886,4.7734165,5.859674,7.489419,10.818199,3.3057082,4.42731
04,23,0,-22.967762,8.061894,13.146631,9.4225445,4.7399063,5.859674,7.5804577,10.724421,3.3057082,4.430386
04,24,0,-22.920141,8.148153,12.127924,10.260443,4.7399063,6.0340967,7.4444613,10.738794,3.252912,4.4251723
04,25,0,-22.975824,8.18258,12.173277,10.260443,5.0405946,5.8442554,7.336722,10.6248455,3.3518817,4.426531
04,26,0,-23.035162,8.477304,11.954758,10.376443,4.9010897,5.983291,7.1343293,10.7191515,3.3518817,4.4292316
04,27,0,-23.114285,8.58894,11.701165,10.718944,4.920426,5.895403,7.1144886,10.7191515,3.3518817,4.4329014
04,28,0,-23.114285,8.58894,11.587089,10.870664,4.8513393,5.9682574,7.07415,10.803809,3.2729175,4.4336534
04,29,0,-23.114285,8.58894,11.639742,10.896966,4.743714,6.001963,7.2931023,10.659807,3.1962857,4.4340262
04,30,0,-23.114285,8.7337675,11.684702,10.7548895,4.6962223,6.001963,7.3186336,10.63348,3.1962857,4.433962
05,01,0,-23.114285,8.7337675,11.684702,10.7548895,4.6962223,6.001963,7.3186336,10.63348,3.1962857,4.433962
05,02,0,-22.934065,8.430057,11.735621,10.7548895,4.736604,5.9698853,7.3027053,10.640723,3.1962857,4.425856
05,03,0,-22.885712,8.310768,11.788543,10.890635,4.608392,6.1782217,7.1552362,10.575597,3.1962857,4.424218
05,04,0,-22.917213,8.355033,12.295523,10.3876505,2.863594,8.037943,7.0992928,10.575597,3.1962857,4.432634
05,05,0,5.2180004,8.355033,12.54375,10.232246,2.6428375,8.183802,7.0992928,10.591642,3.1813138,7.560879
05,06,0,5.2180004,8.433915,12.812472,9.972806,2.4684525,8.285993,7.2648306,10.483295,3.1231067,7.5625415
05,07,0,5.5669975,8.188164,12.69493,9.998443,2.4445705,8.285993,7.395988,10.380381,3.0931988,7.560963
05,08,0,5.606003,8.233435,12.917644,9.695039,2.4445705,8.440433,7.177551,9.941214,3.5682526,7.5582376
05,09,0,5.347004,8.523257,12.892955,9.695039,2.4692917,8.39497,7.3047414,9.833413,3.56546,7.558459
05,10,0,5.490999,8.3836565,12.884066,9.673345,2.777797,8.150096,7.2746854,9.804133,3.56546,7.556026
05,11,0,5.1259995,8.759968,12.505358,10.151358,2.7658784,8.031731,7.298553,9.804133,3.56546,7.5564933
05,12,0,5.1070848,8.759968,12.85695,9.814394,2.7890089,8.059681,7.240605,9.804133,3.56546,7.555254
05,13,0,5.1070848,8.943552,12.651932,9.828859,2.6528082,8.203055,7.3085904,9.734567,3.56546,7.5551014
05,14,0,5.0740933,9.076716,13.070526,9.368516,2.6100812,8.203055,7.395008,10.459143,2.8033147,7.562273
05,15,0,4.54477,9.329088,13.461391,9.232834,2.6100812,8.273176,7.435302,10.438405,2.7174902,7.560282
05,16,0,4.524927,9.404602,13.383078,9.232834,2.6100812,8.363922,7.43351,10.436934,2.634551,7.558271
05,17,0,4.081559,9.820049,13.41379,9.295245,2.6085906,8.326294,7.410389,10.437581,2.634551,7.5586724
05,18,0,4.2226377,9.651672,13.568475,9.183315,2.5957308,8.341004,7.372932,10.437581,2.634551,7.5564327
05,19,0,4.2028675,9.651672,13.686448,9.183016,2.4958868,8.409175,7.2987776,10.53679,2.5424352,7.556341
05,20,0,4.2028675,10.134637,13.3540945,9.099703,2.4153254,8.418117,7.2987776,10.780676,2.316685,7.5578766
05,21,0,4.41955,9.954867,13.326433,9.092507,2.4016387,8.418117,7.3881135,10.960528,2.065864,7.5586243
05,22,0,4.609962,9.792498,13.681036,8.660552,2.4016387,8.736183,7.1213837,10.907893,2.0691252,7.5533633
05,23,0,4.3956304,10.352906,13.316705,8.660552,2.5163054,8.545944,7.189098,11.068901,1.9211633,7.5519123
05,24,0,4.1603875,10.867719,13.024958,8.746929,2.5051699,8.511276,7.2123723,11.004093,1.9211633,7.550452
05,25,0,4.30432,10.69595,13.024958,8.873057,2.4671555,8.425777,7.2123723,11.004093,1.9211633,7.54765
05,26,0,4.285599,10.69595,13.225395,8.680325,2.5514073,8.332593,7.2164364,11.044173,1.8843765,7.5462503
05,27,0,4.285599,11.311844,12.643585,8.642563,2.5365388,8.342978,7.3194485,10.934644,1.8870792,7.54492
05,28,0,4.5349417,11.127435,12.652389,8.506783,2.5819104,8.342978,7.345364,10.989698,1.8119539,7.5437164
05,29,0,4.6930237,10.939092,12.491843,8.624339,2.5819104,8.342291,7.277156,11.087477,1.7876608,7.536088
05,30,0,4.57458,10.970486,12.567201,8.624339,2.5545208,8.395197,7.3260894,10.959297,1.8362585,7.534219
05,31,0,4.3983474,10.952562,12.754089,8.673168,2.5007143,8.445153,7.315683,10.927298,1.8362585,7.5336967
06,01,0,4.2689505,11.068121,12.791944,8.634405,2.4340737,8.588586,7.245918,10.927298,1.8362585,7.5328393
06,02,0,4.2492104,11.068121,12.620759,8.784255,2.3508577,8.753877,7.1850314,10.98438,1.7838825,7.5311527
06,03,0,4.2492104,11.463683,12.411385,8.648905,2.2845278,8.775518,7.3345404,10.815685,1.7968351,7.531144
06,04,0,4.2282934,11.407681,12.3952465,8.751631,2.2744784,8.775518,6.918825,11.2465515,1.7968351,7.5327845
06,05,0,4.283134,11.324698,12.49132,8.658751,2.2744784,8.831102,6.9669905,10.956358,1.965012,7.5279827
06,06,0,4.0046177,11.895923,12.197774,8.658751,2.1551805,8.972623,6.9931827,11.144883,1.7536659,7.530733
06,07,0,3.4424345,12.327977,14.809805,6.438515,1.8109275,9.248232,7.0067444,11.116087,1.7536659,7.550488
06,08,0,3.5921164,12.145582,12.285811,8.83412,1.9959646,8.9425,7.10937,11.116087,1.7536659,7.5305805
06,09,0,3.5745869,12.145582,12.376629,8.903222,1.851668,8.770423,7.275873,10.964702,1.8924849,7.5283527
06,10,0,3.5745869,11.916911,12.6963825,8.989802,1.8067765,8.644968,7.339705,10.5225315,2.2392943,7.525663
06,11,0,3.4890013,12.167172,12.630523,8.949676,1.7605501,8.644968,7.395943,10.31932,2.3739848,7.5256824
06,12,0,3.4324687,12.406836,12.455839,8.888347,1.7605501,8.702638,7.3478093,10.179623,2.4953432,7.5188284
06,13,0,3.5193963,12.230056,12.519364,8.888347,1.4929774,9.001612,7.402538,9.958076,2.6378486,7.5166907
06,14,0,3.7096722,12.368417,12.15456,8.959858,1.3684195,9.101802,7.443526,9.877965,2.6378486,7.513563
06,15,0,3.867106,12.1791315,12.248409,8.767667,1.4248933,9.1382675,7.447594,9.877965,2.6378486,7.509876
06,16,0,3.8268561,12.1791315,12.312404,8.413224,1.762974,9.084279,7.432672,9.994303,2.5292923,7.503903
06,17,0,3.8268561,12.162857,12.4268265,8.276857,1.8428646,9.040729,7.432672,10.2375555,2.3030486,7.5055847
06,18,0,3.9401436,12.271021,12.31191,8.165203,1.8428646,9.040729,7.497699,10.189072,2.2861514,7.5049767
06,19,0,3.3900158,12.376628,12.3946705,7.8128786,1.8428646,9.071699,7.616727,9.842445,2.4663408,7.4238076
06,20,0,3.4525657,12.428947,12.254506,7.8128786,2.0973172,8.863717,7.645051,9.765538,2.451027,7.4190607
06,21,0,5.1991053,11.96298,12.430008,7.8756037,2.0379517,8.830075,7.6896853,9.75396,2.451027,7.581156
06,22,0,4.311588,11.8299885,12.557455,7.769311,2.0229423,8.733267,7.7855644,9.75396,2.451027,7.4683437
06,23,0,3.8064005,11.8299885,12.733344,7.6290493,2.1715877,8.562028,7.7705927,9.702404,2.4991744,7.4116187
06,24,0,3.8064005,11.794828,12.754346,7.665461,2.1543255,8.557565,7.7926893,9.945236,2.2518227,7.413631
06,25,0,5.399268,11.719021,12.874596,7.563668,2.1385922,8.557565,7.805948,9.722647,2.446657,7.5808845
06,26,0,5.3802557,11.32511,13.536704,7.334135,2.1385922,8.611711,7.7515774,9.781267,2.392547,7.583544
06,27,0,3.761166,11.599254,13.282548,7.334135,2.213497,8.499245,7.7779026,9.787706,2.392547,7.4053335
06,28,0,3.507841,11.96047,13.288332,7.182359,2.3694477,8.687319,7.68673,9.678504,2.392547,7.417061
06,29,0,3.4923882,11.956197,13.383668,7.022417,2.493056,8.627062,7.68673,9.678504,2.392547,7.4147296
06,30,0,3.5332396,11.956197,13.473046,6.858604,2.6577756,8.463035,7.7566576,9.678504,2.392547,7.418845
07,01,0,3.5332396,11.989551,13.486903,6.8977146,2.6178114,8.420032,7.8134046,9.620776,2.392547,7.419109
07,02,0,3.8588376,11.817061,13.497649,6.7745075,2.562416,8.420032,7.84556,9.58809,2.392547,7.417412
07,03,0,3.9668982,12.020213,13.321011,6.7034216,2.562416,8.359875,7.913625,9.57977,2.392547,7.42442
07,04,0,4.0018516,12.095604,13.1062355,6.7034216,2.8162005,8.095815,7.924733,9.565038,2.392547,7.411272
07,05,0,3.8809328,12.704101,12.466768,6.73335,2.874284,8.009941,7.9766855,9.506794,2.392547,7.393934
07,06,0,3.7731018,12.719065,12.529873,6.615178,3.1458392,7.7341976,8.027106,9.506794,2.392547,7.3826346
07,07,0,3.7465591,12.719065,12.74273,6.4109025,3.173281,7.708568,8.027106,9.506794,2.392547,7.38084
07,08,0,3.7465591,12.888821,12.878133,6.2291145,2.9844656,7.7986956,8.094006,9.862862,1.9975251,7.3866863
07,09,0,3.8085423,12.845106,12.890552,6.2375374,2.9433565,7.7986956,8.125553,9.789951,2.03548,7.3860855
07,10,0,3.745994,13.038249,12.890174,5.99308,2.9433565,7.7986956,8.127443,9.808461,2.016499,7.3735504
