"Month (MM)","Day (DD)","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","Average Across Years"
01,01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,12,0,-0.017001122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017001122
01,13,0,-0.029993596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029993595
01,14,0,-0.029993596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029993595
01,15,0,-0.029993596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029993595
01,16,0,-0.07195061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0071950606
01,17,0,-0.08592845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008592845
01,18,0,-0.098903015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009890301
01,19,0,-0.11287332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0112873325
01,20,0,-0.12683973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012683973
01,21,0,-0.12683973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012683973
01,22,0,-0.12683973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012683973
01,23,0,-0.16572146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016572146
01,24,0,-0.17967309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01796731
01,25,0,-0.19263282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019263282
01,26,0,-0.19263282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019263282
01,27,0,-0.22051713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022051712
01,28,0,-0.22051713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022051712
01,29,0,-0.22051713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022051712
01,30,0,-0.25932598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025932599
01,31,0,-0.27325144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027325144
02,01,0,-0.28717306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028717306
02,02,0,-0.30109075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030109074
02,03,0,-0.31500456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031500455
02,04,0,-0.31500456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031500455
02,05,0,-0.31500456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031500455
02,06,0,-0.35275513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03527551
02,07,0,-0.36665455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036665455
02,08,0,-0.37856254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037856255
02,09,0,-0.39245474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039245475
02,10,0,-0.4073363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040733628
02,11,0,-0.4073363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040733628
02,12,0,-0.4073363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040733628
02,13,0,-0.45690623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045690622
02,14,0,-0.47275102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047275104
02,15,0,-0.48959178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048959177
02,16,0,-0.5064269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050642688
02,17,0,-0.5222559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05222559
02,18,0,-0.5222559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05222559
02,19,0,-0.5222559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05222559
02,20,0,-0.57072157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057072155
02,21,0,-0.57072157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057072155
02,22,0,-0.60235256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060235254
02,23,0,-0.61914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061914004
02,24,0,-0.61914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061914004
02,25,0,-0.61914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061914004
02,26,0,-0.61914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061914004
02,27,0,-0.6803354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06803354
02,28,0,-0.69611853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069611855
02,29,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0
03,01,0,-0.71189666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071189664
03,02,0,-0.7266829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07266829
03,03,0,-0.74244195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074244194
03,04,0,-0.74244195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074244194
03,05,0,-0.74244195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074244194
03,06,0,-0.7877459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07877459
03,07,0,-0.80053884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08005388
03,08,0,-0.8172689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081726894
03,09,0,-0.83299917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08329992
03,10,0,-0.8477494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08477494
03,11,0,-0.8477494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08477494
03,12,0,-0.8477494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08477494
03,13,0,-0.8477494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08477494
03,14,0,-0.91063005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09106301
03,15,0,-0.9263401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09263401
03,16,0,-0.9440009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09440009
03,17,0,-0.9606826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096068256
03,18,0,-0.9606826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096068256
03,19,0,-0.9606826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096068256
03,20,0,-1.0097034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10097034
03,21,0,-1.0253726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10253726
03,22,0,-1.0410464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10410464
03,23,0,-1.0586756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.105867565
03,24,0,-1.0733495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10733495
03,25,0,-1.0733495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10733495
03,26,0,-1.0733495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10733495
03,27,0,-1.1183519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1118352
03,28,0,-1.1183519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1118352
03,29,0,-1.1476785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11476785
03,30,0,-1.1603788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11603788
03,31,0,-1.1760098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11760098
04,01,0,-1.1760098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11760098
04,02,0,-1.1760098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11760098
04,03,0,-1.2491989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12491989
04,04,0,-1.2491989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12491989
04,05,0,-1.283318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12833181
04,06,0,-1.3018273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13018273
04,07,0,-1.3174134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13174134
04,08,0,-1.3174134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13174134
