"Month (MM)","Day (DD)","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,-33.427235,7.6700177,13.509659,12.499901,3.1134214,2.8631005,8.097887,10.735331,5.056089,3.3464634
01,02,0,-33.532043,8.051709,13.32515,12.462071,3.1134214,2.870176,8.013447,10.820639,5.0810738,3.3561826
01,03,0,-33.44526,7.649023,13.536453,12.525751,3.10029,2.9547262,7.9275,10.884122,5.0316052,3.351579
01,04,0,-33.484646,7.5742736,13.682624,12.839239,2.4931283,3.3471448,7.818436,10.920843,5.0316052,3.358072
01,05,0,-33.01869,6.825931,13.682624,12.954953,2.404844,3.33241,7.8162127,10.920843,4.780138,3.2999187
01,06,0,-33.01869,6.825931,13.379413,13.157461,2.3531523,3.3576307,7.9392333,11.015731,4.535128,3.2827768
01,07,0,-33.01869,6.582746,13.764343,12.975184,2.3768833,3.3855453,7.9392333,11.173658,4.5086374,3.2986157
01,08,0,-33.143524,7.3499036,13.201318,13.034798,2.2875803,3.3855453,8.207997,10.845441,4.4385476,3.289734
01,09,0,-33.317085,7.6643457,13.384845,12.815111,2.2875803,3.6236115,8.062271,10.715165,4.4710712,3.3007684
01,10,0,-33.620827,8.111756,13.080682,13.165906,2.0731423,4.00937,8.050615,10.529179,4.489041,3.3209848
01,11,0,-33.69292,8.294733,13.012357,12.996453,2.2284012,4.18874,7.982585,10.406045,4.489041,3.322826
01,12,0,-33.648197,8.221739,13.012357,12.888685,2.2356293,4.358523,7.9021926,10.406045,4.622624,3.3332884
01,13,0,-33.648197,8.221739,13.050472,12.717407,2.5271778,4.2672944,7.8167768,9.842709,5.034143,3.3143914
01,14,0,-33.648197,8.54872,12.299342,13.166666,2.494987,4.2658086,7.8167768,9.892075,4.8884563,3.3027372
01,15,0,-33.688248,8.44818,12.708973,12.665337,2.734002,4.2658086,8.149131,9.65975,4.787656,3.303399
01,16,0,-34.14686,8.792871,13.292713,12.50781,2.734002,4.180421,8.242554,9.942009,4.4485936,3.3326793
01,17,0,-33.618153,8.003815,13.261765,12.457868,2.5088503,4.3907046,8.18868,9.996718,4.467177,3.2952693
01,18,0,-33.84112,8.095377,13.547216,12.588584,2.392023,4.437679,8.01958,10.117012,4.467177,3.3137252
01,19,0,-33.81375,8.050678,13.547216,12.692989,2.3431187,4.601767,7.8412237,10.076653,4.4000053,3.3044333
01,20,0,-33.81375,8.050678,13.627495,12.624049,2.3684263,4.330139,8.085014,10.218194,4.3576684,3.3164349
01,21,0,-33.81375,8.08194,13.7010145,12.549033,2.3276882,4.3435187,8.085014,10.5215,4.1438823,3.326649
01,22,0,-33.71228,8.200481,13.3746605,12.595638,2.3105264,4.3435187,8.085014,10.703477,4.2249827,3.3473353
01,23,0,-33.461952,7.7362204,13.5568285,12.474683,2.3105264,4.381999,8.224044,10.544473,4.162438,3.3254733
01,24,0,-33.57543,7.920277,13.683479,12.349379,2.2959454,4.4125586,8.253522,10.6283045,4.0395355,3.3341742
01,25,0,-33.638184,8.073634,13.629512,12.320709,2.2914264,4.426003,8.425612,10.471568,4.0395355,3.3377576
01,26,0,-33.638184,8.073634,13.629512,12.320709,2.2914264,4.426003,8.425612,10.471568,4.0395355,3.3377576
01,27,0,-33.638184,8.073634,13.752374,12.215757,1.9024391,4.5782084,8.665243,10.71714,3.5772972,3.31599
01,28,0,-33.638184,8.230561,13.519596,12.308206,1.891066,4.5662417,8.665243,10.714629,3.8469586,3.344924
01,29,0,-34.05807,8.974392,13.353026,12.348802,1.9527547,4.5662417,8.873255,10.413856,3.9308958,3.3727946
01,30,0,-34.08745,9.03106,13.363187,12.330381,1.9527547,4.4474664,9.123109,10.262456,4.0854774,3.389827
01,31,0,-34.110813,9.379743,13.030755,12.3414345,2.3590653,4.2103186,9.10278,10.001192,4.174437,3.3876567
02,01,0,-34.761677,9.861136,13.658212,11.102372,2.633212,5.4547005,9.493244,9.230945,4.174437,3.427398
02,02,0,-34.652203,9.67709,13.658212,10.574627,2.8466187,5.8599296,9.628666,8.970509,3.5966473,3.3511217
02,03,0,-34.652203,9.67709,14.4946165,10.087376,2.4902818,6.018195,9.525783,8.975482,3.8545818,3.3856895
02,04,0,-34.652203,9.476868,14.800133,10.246366,2.3283055,5.944103,9.525783,8.982931,4.1659737,3.4242508
02,05,0,-34.815086,9.786269,14.7234745,9.786399,2.7921157,5.944103,9.421739,9.236339,4.2205777,3.4551036
02,06,0,-34.594124,9.624608,15.0342655,9.280811,2.7921157,5.804328,9.622129,9.321706,3.462794,3.37207
02,07,0,-34.4012,9.756074,14.844138,9.009074,2.7921157,5.9275293,9.650391,8.916436,3.7002554,3.3549793
02,08,0,-34.16288,9.34357,14.860115,9.174581,3.2581968,5.0997615,9.8708725,8.894147,3.7002554,3.3376245
02,09,0,-34.237648,9.467884,14.860115,8.716815,3.8986833,4.8309245,9.74774,9.079502,3.5931895,3.3285782
02,10,0,-34.237648,9.467884,14.985304,8.809745,4.194243,4.295001,9.785166,9.105593,3.6168096,3.3357885
02,11,0,-34.237648,9.458745,14.968007,9.048152,4.190497,4.095074,9.785166,9.136651,3.8753572,3.3688886
02,12,0,-34.174896,9.366562,14.970048,8.962305,4.259133,4.095074,9.867693,9.090679,4.006103,3.3825223
02,13,0,-34.174896,9.732669,14.9164095,8.649458,4.259133,4.0844235,9.812089,9.076332,4.196988,3.394734
02,14,0,-34.12216,9.535391,15.375371,8.325378,4.6514373,3.7175908,9.684395,9.218537,4.15902,3.393884
