"Month (MM)","Day (DD)","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,10,0,0.002002716,-0.002002676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0046872E-9
01,11,0,0.017995834,-0.017992597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2372773E-7
01,12,0,0.03299713,-0.032986246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0885299E-6
01,13,0,0.048999786,-0.048975788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399832E-6
01,14,0,0.048999786,-0.048975788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399832E-6
01,15,0,0.048999786,-0.048975788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399832E-6
01,16,0,0.08500099,-0.0849288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2188677E-6
01,17,0,0.09599686,-0.09590479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.206682E-6
01,18,0,0.11300087,-0.11287332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2754649E-5
01,19,0,0.12999535,-0.12982658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6877055E-5
01,20,0,0.14800072,-0.147782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1871925E-5
01,21,0,0.14800072,-0.147782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1871925E-5
01,22,0,0.14800072,-0.147782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1871925E-5
01,23,0,0.19900322,-0.19860798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.952384E-5
01,24,0,0.21499634,-0.2145351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6123565E-5
01,25,0,0.23200035,-0.23146336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3699314E-5
01,26,0,0.23200035,-0.23146336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3699314E-5
01,27,0,0.26499748,-0.2642971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.003844E-5
01,28,0,0.26499748,-0.2642971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.003844E-5
01,29,0,0.26499748,-0.2642971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.003844E-5
01,30,0,0.0,-0.31301442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031301443
01,31,0,0.016950788,-0.32990927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031295847
02,01,0,0.03190513,-0.34480953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03129044
02,02,0,0.04884641,-0.36168414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031283773
02,03,0,0.065797195,-0.37856254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031276535
02,04,0,0.065797195,-0.37856254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031276535
02,05,0,0.065797195,-0.37856254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031276535
02,06,0,0.11564183,-0.4281611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125193
02,07,0,0.13258311,-0.44500753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031242441
02,08,0,0.14853568,-0.46086553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031232983
02,09,0,0.16149357,-0.47374293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031224936
02,10,0,0.17644791,-0.4886002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031215226
02,11,0,0.17644791,-0.4886002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031215226
02,12,0,0.17644791,-0.4886002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031215226
02,13,0,0.228289,-0.5400705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031178147
02,14,0,0.2462285,-0.55786926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031164074
02,15,0,0.26317927,-0.5746813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031150201
02,16,0,0.28012055,-0.5914781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031135757
02,17,0,0.29607314,-0.6072895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031121636
02,18,0,0.29607314,-0.6072895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031121636
02,19,0,0.29607314,-0.6072895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031121636
02,20,0,0.34093615,-0.6517286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031079242
02,21,0,0.34093615,-0.6517286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031079242
02,22,0,0.37283176,-0.68329865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031046689
02,23,0,0.38878435,-0.6990808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031029647
02,24,0,0.38878435,-0.6990808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031029647
02,25,0,0.38878435,-0.6990808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031029647
02,26,0,0.38878435,-0.6990808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031029647
02,27,0,0.0,-0.75623286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07562329
02,28,0,0.015881637,-0.7719919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075611025
02,29,0,0.015881637,0,0,0,0.0,0,0,0,0.0,0,0.005293879
03,01,0,0.033750847,-0.78971714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07559663
03,02,0,0.05161059,-0.80742675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07558162
03,03,0,0.0694798,-0.82513934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07556595
03,04,0,0.0694798,-0.82513934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07556595
03,05,0,0.0694798,-0.82513934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07556595
03,06,0,0.115127675,-0.8703585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075523086
03,07,0,0.13398121,-0.88902295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07550417
03,08,0,0.1528442,-0.9076897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07548455
03,09,0,0.17070395,-0.92535716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07546532
03,10,0,0.18757936,-0.94204515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07544658
03,11,0,0.18757936,-0.94204515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07544658
03,12,0,0.18757936,-0.94204515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07544658
03,13,0,0.18757936,-0.94204515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07544658
03,14,0,0.25605592,-1.0097034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075364746
03,15,0,0.27590322,-1.0292963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0753393
03,16,0,0.29575056,-1.0488813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07531308
03,17,0,0.31460407,-1.0674787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07528746
03,18,0,0.31460407,-1.0674787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07528746
03,19,0,0.31460407,-1.0674787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07528746
03,20,0,0.3612552,-1.1134655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07522104
03,21,0,0.37712738,-1.1291021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07519747
03,22,0,0.39201522,-1.1437644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07517491
03,23,0,0.4059093,-1.157444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07515347
03,24,0,0.41880956,-1.1701418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07513323
03,25,0,0.41880956,-1.1701418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07513323
03,26,0,0.41880956,-1.1701418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07513323
03,27,0,0.4555323,-1.2062702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07507379
03,28,0,0.4555323,-1.2062702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07507379
03,29,0,0.47836098,-1.2287161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07503551
03,30,0,0.4902675,-1.2404189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07501514
03,31,0.7619953,0.5081367,-1.2579772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011049834
04,01,0.7619953,0.5081367,-1.2579772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011049834
04,02,0.7619953,0.5081367,-1.2579772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011049834
04,03,0.7619953,0.5577502,-1.306695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011864142
04,04,0.7619953,0.5577502,-1.306695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011864142
