"Month (MM)","Day (DD)","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,-24.504757,7.8980308,13.522792,13.037729,2.8882196,2.9515545,8.243515,10.712368,5.422887,4.463593
01,02,0,-24.655676,8.326125,13.354513,12.98402,2.8882196,2.9638195,8.164463,10.786198,5.440257,4.472438
01,03,0,-24.495966,7.828221,13.556076,13.064596,2.86369,3.068088,8.049739,10.848032,5.4117413,4.4660244
01,04,0,-24.545055,7.77798,13.682919,13.341148,2.2428536,3.5154548,7.946175,10.874491,5.4117413,4.4719677
01,05,0,-24.120142,7.1744432,13.682919,13.471107,2.1550844,3.4877875,7.944033,10.874491,5.1225333,4.421362
01,06,0,-24.120142,7.1744432,13.319877,13.732879,2.125563,3.4809644,8.078967,11.003608,4.968827,4.418332
01,07,0,-24.120142,6.9021783,13.731317,13.583844,2.118359,3.5121384,8.078967,11.195766,4.8507257,4.4281282
01,08,0,-24.258604,7.6682754,13.163542,13.6217165,2.0527182,3.5121384,8.339559,10.882521,4.782254,4.4182353
01,09,0,-24.34725,7.8254194,13.358241,13.393971,2.0527182,3.7627125,8.169649,10.720792,4.8331046,4.4188175
01,10,0,-24.67326,8.228863,13.055128,13.764406,1.8305427,4.142794,8.162857,10.567995,4.8296347,4.434329
01,11,0,-24.703297,8.373229,12.949561,13.580796,2.0182488,4.306489,8.084418,10.449584,4.8296347,4.432074
01,12,0,-24.65128,8.298416,12.949561,13.50131,1.9895486,4.4844375,8.006288,10.449584,5.018042,4.4495454
01,13,0,-24.65128,8.298416,12.9594345,13.425426,2.214234,4.3572154,7.963004,9.839306,5.414847,4.424512
01,14,0,-24.65128,8.615375,12.182219,13.88754,2.209845,4.3529243,7.963004,9.865464,5.295598,4.4134097
01,15,0,-24.665197,8.508051,12.577406,13.367832,2.4380853,4.3529243,8.304595,9.657243,5.162806,4.4115276
01,16,0,-25.139925,8.7870865,13.177947,13.190317,2.4380853,4.27135,8.389324,10.002361,4.7115703,4.4253464
01,17,0,-24.587542,8.069905,13.150254,13.134557,2.1916087,4.507036,8.325492,10.001884,4.7895737,4.3980856
01,18,0,-24.827106,8.144352,13.432707,13.228301,2.101389,4.558133,8.152323,10.130227,4.7895737,4.412211
01,19,0,-24.780218,8.0769415,13.432707,13.283912,2.118589,4.671882,8.033111,10.059339,4.7967515,4.4103346
01,20,0,-24.780218,8.0769415,13.49308,13.251439,2.14331,4.3819976,8.280337,10.240919,4.6731653,4.417886
01,21,0,-24.780218,8.120773,13.608318,13.095463,2.1207814,4.400627,8.280337,10.52939,4.4703083,4.427309
01,22,0,-24.692305,8.271802,13.274272,13.18453,2.079278,4.400627,8.280337,10.744378,4.46163,4.4449496
01,23,0,-24.460804,7.8866463,13.484895,13.030318,2.079278,4.4459405,8.411499,10.563006,4.4067664,4.427505
01,24,0,-24.564837,8.043201,13.615158,12.892606,2.0400333,4.507397,8.441987,10.640911,4.282673,4.433237
01,25,0,-24.635162,8.20721,13.548814,12.883906,2.0493007,4.490169,8.608888,10.487584,4.282673,4.435931
01,26,0,-24.635162,8.20721,13.548814,12.883906,2.0493007,4.490169,8.608888,10.487584,4.282673,4.435931
01,27,0,-24.635162,8.20721,13.701533,12.723597,1.6590438,4.6821895,8.834223,10.778067,3.8792055,4.4255447
01,28,0,-24.635162,8.355934,13.446783,12.87305,1.6323714,4.6619844,8.834223,10.72481,4.0619807,4.439553
01,29,0,-25.042488,9.01903,13.2699795,12.9445095,1.6572983,4.6619844,9.068034,10.378153,4.1650205,4.4579463
01,30,0,-25.053478,9.030131,13.265195,12.95434,1.6572983,4.590985,9.22973,10.311291,4.339787,4.4805865
01,31,0,-25.037361,9.295967,12.951102,12.968649,2.0714493,4.3595285,9.172547,10.05658,4.4426165,4.4756756
02,01,0,-25.75604,9.748081,13.574652,11.668777,2.3656614,5.6462393,9.632248,9.205714,4.4426165,4.5031056
02,02,0,-25.687181,9.646385,13.574652,11.170839,2.5670927,6.038772,9.773847,8.933455,3.894546,4.4347124
02,03,0,-25.687181,9.646385,14.50882,10.549708,2.2500808,6.1793637,9.684082,8.975797,4.109771,4.4685364
02,04,0,-25.687181,9.462038,14.753002,10.740407,2.1119647,6.0924063,9.684082,8.957311,4.3058906,4.491102
02,05,0,-25.764835,9.599236,14.700434,10.23519,2.6057174,6.0924063,9.572218,9.232736,4.426773,4.522208
02,06,0,-25.558975,9.481173,15.063005,9.702121,2.6057174,5.978579,9.732474,9.379551,3.7130606,4.4551897
02,07,0,-25.328934,9.603044,14.874593,9.421727,2.6057174,6.050071,9.837166,8.906085,3.9945107,4.4404426
02,08,0,-25.037361,9.191395,14.85917,9.556532,3.1075084,5.237854,10.034938,8.882079,3.9945107,4.4251804
02,09,0,-25.16996,9.384882,14.85917,9.113928,3.7221406,4.970428,9.878134,9.108268,3.8281903,4.4105754
02,10,0,-25.16996,9.384882,14.971941,9.204635,4.0026774,4.4408383,9.937984,9.079017,3.9528997,4.422768
02,11,0,-25.16996,9.381941,14.949971,9.457362,4.0248957,4.2001505,9.937984,9.12439,4.116456,4.447021
02,12,0,-25.112818,9.296526,14.975291,9.397064,4.061168,4.2001505,10.034456,9.086574,4.224709,4.4625688
02,13,0,-25.112818,9.661413,14.9656105,9.042238,4.061168,4.1974115,9.986151,9.009052,4.4179893,4.4698014
02,14,0,-25.089376,9.517568,15.475294,8.669523,4.4418817,3.820318,9.8723545,9.158516,4.380271,4.471817
02,15,0,-25.401463,9.619254,15.850822,8.458412,4.5631843,4.0265107,10.131885,8.770648,4.380271,4.4888363
02,16,0,-25.404396,9.623567,15.850822,8.458412,4.53823,4.1461463,9.9903755,8.811448,4.380271,4.48832
02,17,0,-25.404396,9.623567,15.92159,8.210581,4.8143873,3.914575,10.129576,8.89301,4.3020887,4.4894423
02,18,0,-25.404396,9.650082,16.026117,7.809827,5.199092,3.8007023,10.129576,8.89301,4.3020887,4.489567
02,19,0,-25.404396,9.650082,16.026117,7.809827,5.199092,3.8007023,10.129576,8.89301,4.3020887,4.489567
02,20,0,-25.638826,10.163247,15.793378,7.8622837,5.199092,3.9640577,10.138534,8.665518,4.3477297,4.499446
