Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
12/29/2014,15.8483,15.8482
07/07/2015,16.4614,16.4613
08/19/2015,16.7012,16.7011
11/02/2015,17.1551,17.1550
11/21/2015,17.0957,17.0994
12/15/2015,17.0316,17.0315
06/10/2016,18.0567,18.0573
06/18/2016,18.0725,18.0763
07/22/2016,18.7856,18.7855
06/11/2018,20.3454,20.3843
06/11/2018,20.3454,20.3887
06/15/2018,20.4350,20.3861
07/11/2018,20.5342,20.5133
08/02/2018,20.7942,20.8004
10/16/2018,20.8997,20.8486
10/19/2018,20.8937,20.8860
12/10/2018,21.9652,22.0430
01/04/2019,22.2104,22.2389
01/15/2019,22.3206,22.3513
02/22/2019,22.3018,22.3454
02/25/2019,22.3055,22.3112
07/12/2019,24.8471,24.8406
08/22/2019,24.7986,24.7443
01/20/2020,25.1703,25.1659
03/23/2020,25.7033,25.9751
03/23/2020,25.7033,25.97
03/26/2020,25.9059,25.7631
03/30/2020,26.1471,26.2512
03/30/2020,26.1471,26.2562
04/03/2020,26.0180,26.1838
04/03/2020,26.0180,26.1787
04/07/2020,25.7544,26.0331
04/07/2020,25.7544,26.0230
04/07/2020,25.7544,26.0281
04/13/2020,25.7537,25.7265
04/13/2020,25.7537,25.7215
04/13/2020,25.7537,25.7315
04/15/2020,25.8670,25.7588
07/08/2020,27.6235,27.5586
09/08/2020,27.5753,27.7359
