Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
07/11/2014,15.2006,15.2005
09/29/2014,16.2241,16.2240
08/03/2015,17.657,17.6570
02/01/2016,15.7526,15.8126
09/12/2017,22.1322,21.9507
06/11/2018,22.8267,22.8021
06/11/2018,22.8267,22.8021
06/15/2018,22.9146,22.9527
07/11/2018,22.8541,22.6674
10/16/2018,22.0499,21.9251
10/19/2018,21.6390,21.9325
12/10/2018,21.9938,22.2263
01/04/2019,22.3912,22.4053
01/15/2019,22.7675,22.5889
02/22/2019,22.3795,22.3326
02/25/2019,22.5561,22.3795
07/12/2019,24.1567,24.2253
08/22/2019,22.5846,22.9303
01/20/2020,25.7742,25.9899
03/23/2020,16.1600,18.5718
03/23/2020,16.1600,18.5718
03/26/2020,18.2923,16.5683
03/30/2020,17.5373,18.2888
03/30/2020,17.5373,18.2888
04/03/2020,17.0740,18.2087
04/03/2020,17.0740,18.2087
04/07/2020,18.6183,17.0739
04/07/2020,18.6183,17.0739
04/07/2020,18.6183,17.0740
04/13/2020,19.1593,19.3112
04/13/2020,19.1593,19.3112
04/13/2020,19.1593,19.3112
04/15/2020,19.0503,19.1593
07/08/2020,22.7737,22.9576
09/08/2020,23.9602,24.0046
