Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
09/23/2014,18.4637,18.4636
02/01/2016,17.7469,17.8109
09/20/2016,21.2629,21.2628
06/11/2018,25.8201,25.7928
06/11/2018,25.8201,25.7928
06/15/2018,25.9208,25.9633
07/11/2018,25.8480,25.6388
10/16/2018,24.8710,24.7319
10/19/2018,24.4187,24.7535
12/10/2018,24.8379,25.0698
01/04/2019,25.2884,25.3181
01/15/2019,25.6976,25.5145
02/22/2019,25.2339,25.1763
02/25/2019,25.4293,25.2339
07/12/2019,27.2299,27.3059
08/22/2019,25.4904,25.8771
01/20/2020,29.0693,29.3154
03/23/2020,18.1871,20.9739
03/23/2020,18.1871,20.9739
03/26/2020,20.6398,18.6687
03/30/2020,19.7662,20.6356
03/30/2020,19.7662,20.6356
04/03/2020,19.2422,20.5325
04/03/2020,19.2422,20.5325
04/07/2020,21.0516,19.2422
04/07/2020,21.0516,19.2422
04/07/2020,21.0516,19.2422
04/13/2020,21.6510,21.8193
04/13/2020,21.6510,21.8193
04/13/2020,21.6510,21.8193
04/15/2020,21.5378,21.6510
07/08/2020,25.7717,25.9788
09/08/2020,27.1234,27.1751
