Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
09/14/2015,14.7,14.70
11/21/2015,14.9740,14.9770
02/01/2016,15.0030,15.0063
02/12/2016,14.6942,14.8312
02/15/2016,14.7348,14.8717
06/18/2016,15.7949,15.7979
05/16/2018,18.3077,18.3078
06/11/2018,18.3141,18.2782
06/11/2018,18.3141,18.2817
06/15/2018,18.3468,18.3309
07/11/2018,18.4372,18.41
10/16/2018,18.5310,18.4910
10/19/2018,18.4967,18.5238
12/10/2018,19.0477,19.1316
01/04/2019,19.2923,19.3061
01/15/2019,19.4286,19.4094
02/22/2019,19.4114,19.4272
02/25/2019,19.4342,19.4189
07/12/2019,21.0426,21.0290
08/22/2019,20.7953,20.7995
01/20/2020,21.4677,21.4911
03/23/2020,20.3493,20.7778
03/23/2020,20.3493,20.7740
03/26/2020,20.7122,20.4386
03/30/2020,20.9993,21.0929
03/30/2020,20.9993,21.0967
04/03/2020,20.9044,21.1454
04/03/2020,20.9044,21.1416
04/07/2020,21.0478,20.9120
04/07/2020,21.0478,20.9158
04/07/2020,21.0478,20.9082
04/13/2020,21.0289,21.0332
04/13/2020,21.0289,21.0370
04/13/2020,21.0289,21.0295
04/15/2020,21.0781,21.0326
07/08/2020,22.6909,22.6815
09/08/2020,22.8874,22.9555
10/26/2020,23.3836,23.3702
10/26/2020,23.3836,23.3741
