Date,NAV
09-Aug-21,28.1367
08-Aug-21,28.1122
07-Aug-21,28.1068
06-Aug-21,28.1014
05-Aug-21,28.2123
04-Aug-21,28.2132
03-Aug-21,28.1979
02-Aug-21,28.1763
01-Aug-21,28.1479
31-Jul-21,28.1425
30-Jul-21,28.1370
29-Jul-21,28.1459
28-Jul-21,28.1403
27-Jul-21,28.1455
26-Jul-21,28.1566
25-Jul-21,28.0904
24-Jul-21,28.0850
23-Jul-21,28.0795
22-Jul-21,28.0854
21-Jul-21,28.1211
20-Jul-21,28.1157
19-Jul-21,28.0611
18-Jul-21,28.0157
17-Jul-21,28.0103
16-Jul-21,28.0049
15-Jul-21,28.0748
14-Jul-21,28.0261
13-Jul-21,28.0390
12-Jul-21,28.0191
11-Jul-21,28.0546
10-Jul-21,28.0491
09-Jul-21,28.0437
08-Jul-21,28.0786
07-Jul-21,27.9832
06-Jul-21,28.0078
05-Jul-21,28.1005
04-Jul-21,28.1093
03-Jul-21,28.1038
02-Jul-21,28.0984
01-Jul-21,28.1380
30-Jun-21,28.1387
29-Jun-21,28.1435
28-Jun-21,28.1061
27-Jun-21,28.1927
26-Jun-21,28.1873
25-Jun-21,28.1818
24-Jun-21,28.2458
23-Jun-21,28.2486
22-Jun-21,28.2609
21-Jun-21,28.2827
20-Jun-21,28.2656
19-Jun-21,28.2603
18-Jun-21,28.2550
17-Jun-21,28.2876
16-Jun-21,28.2844
15-Jun-21,28.3189
14-Jun-21,28.3961
13-Jun-21,28.4072
12-Jun-21,28.4019
11-Jun-21,28.3965
10-Jun-21,28.3755
09-Jun-21,28.3591
08-Jun-21,28.3472
07-Jun-21,28.2975
06-Jun-21,28.2656
05-Jun-21,28.2602
04-Jun-21,28.2548
03-Jun-21,28.2599
02-Jun-21,28.2753
01-Jun-21,28.2516
31-May-21,28.2848
30-May-21,28.3713
29-May-21,28.3713
28-May-21,28.3659
27-May-21,28.4185
26-May-21,28.4390
25-May-21,28.4336
24-May-21,28.4228
23-May-21,28.4135
22-May-21,28.4082
21-May-21,28.4028
20-May-21,28.3735
19-May-21,28.3536
18-May-21,28.3478
17-May-21,28.3652
16-May-21,28.3527
15-May-21,28.3474
14-May-21,28.3420
13-May-21,28.3736
12-May-21,28.3683
11-May-21,28.3534
10-May-21,28.3492
09-May-21,28.3545
08-May-21,28.3492
07-May-21,28.3439
06-May-21,28.3671
