Date,NAV
09-Aug-21,13.4824
08-Aug-21,13.4933
07-Aug-21,13.4906
06-Aug-21,13.4878
05-Aug-21,13.4630
04-Aug-21,13.5069
03-Aug-21,13.5373
02-Aug-21,13.4321
01-Aug-21,13.4340
31-Jul-21,13.4313
30-Jul-21,13.4285
29-Jul-21,13.4390
28-Jul-21,13.4031
27-Jul-21,13.4100
26-Jul-21,13.4064
25-Jul-21,13.3576
24-Jul-21,13.3549
23-Jul-21,13.3521
22-Jul-21,13.4463
21-Jul-21,13.4452
20-Jul-21,13.4424
19-Jul-21,13.4457
18-Jul-21,13.3457
17-Jul-21,13.3429
16-Jul-21,13.3402
15-Jul-21,13.3183
14-Jul-21,13.3258
13-Jul-21,13.3808
12-Jul-21,13.3538
11-Jul-21,13.3322
10-Jul-21,13.3295
09-Jul-21,13.3267
08-Jul-21,13.3243
07-Jul-21,13.3784
06-Jul-21,13.3363
05-Jul-21,13.3136
04-Jul-21,13.3285
03-Jul-21,13.3257
02-Jul-21,13.3230
01-Jul-21,13.3771
30-Jun-21,13.3251
29-Jun-21,13.3571
28-Jun-21,13.3340
27-Jun-21,13.4114
26-Jun-21,13.4087
25-Jun-21,13.4060
24-Jun-21,13.3832
23-Jun-21,13.3764
22-Jun-21,13.3416
21-Jun-21,13.3639
20-Jun-21,13.3424
19-Jun-21,13.3396
18-Jun-21,13.3369
17-Jun-21,13.3262
16-Jun-21,13.1857
15-Jun-21,13.2851
14-Jun-21,13.3434
13-Jun-21,13.3367
12-Jun-21,13.3340
11-Jun-21,13.3313
10-Jun-21,13.3812
09-Jun-21,13.3693
08-Jun-21,13.3506
07-Jun-21,13.3386
06-Jun-21,13.3202
05-Jun-21,13.3175
04-Jun-21,13.3148
03-Jun-21,13.3365
02-Jun-21,13.3324
01-Jun-21,13.3168
31-May-21,13.2570
30-May-21,13.0874
29-May-21,13.0846
28-May-21,13.0819
27-May-21,13.2748
26-May-21,13.2378
25-May-21,13.2350
24-May-21,13.1182
23-May-21,13.2695
22-May-21,13.2667
21-May-21,13.2640
20-May-21,13.2539
19-May-21,13.1494
18-May-21,13.1529
17-May-21,13.1301
16-May-21,13.1036
15-May-21,13.1009
14-May-21,13.0982
13-May-21,13.1120
12-May-21,13.1093
11-May-21,13.1091
10-May-21,13.1217
09-May-21,13.1043
08-May-21,13.1015
07-May-21,13.0988
06-May-21,13.0464
05-May-21,13.0831
04-May-21,13.0965
03-May-21,13.1061
02-May-21,13.0352
01-May-21,13.0325
30-Apr-21,13.0298
29-Apr-21,13.0068
28-Apr-21,13.0944
27-Apr-21,13.0808
26-Apr-21,13.0782
25-Apr-21,13.0214
24-Apr-21,13.0187
23-Apr-21,13.0160
22-Apr-21,12.9956
21-Apr-21,12.9862
20-Apr-21,12.9835
19-Apr-21,12.9609
18-Apr-21,12.9637
17-Apr-21,12.9610
16-Apr-21,12.9583
15-Apr-21,12.9156
14-Apr-21,12.9710
13-Apr-21,12.9683
12-Apr-21,12.9656
11-Apr-21,12.9540
10-Apr-21,12.9513
09-Apr-21,12.9486
08-Apr-21,12.9238
07-Apr-21,12.9000
06-Apr-21,12.8929
05-Apr-21,12.8648
04-Apr-21,12.8778
03-Apr-21,12.8751
02-Apr-21,12.8724
01-Apr-21,12.8697
31-Mar-21,12.8670
30-Mar-21,12.8464
29-Mar-21,12.8480
28-Mar-21,12.8453
27-Mar-21,12.8425
26-Mar-21,12.8398
25-Mar-21,12.8384
24-Mar-21,12.7759
23-Mar-21,12.6837
22-Mar-21,12.6347
21-Mar-21,12.7186
20-Mar-21,12.7160
19-Mar-21,12.7133
18-Mar-21,12.7029
17-Mar-21,12.6981
16-Mar-21,12.6826
15-Mar-21,12.7280
