Date,NAV
09-Aug-21,31.1248
08-Aug-21,31.1134
07-Aug-21,31.1084
06-Aug-21,31.1033
05-Aug-21,31.1977
04-Aug-21,31.1871
03-Aug-21,31.1465
02-Aug-21,31.0631
01-Aug-21,31.0130
31-Jul-21,31.0080
30-Jul-21,31.0030
29-Jul-21,31.0037
28-Jul-21,30.9976
27-Jul-21,31.0059
26-Jul-21,31.0278
25-Jul-21,31.0137
24-Jul-21,31.0087
23-Jul-21,31.0037
22-Jul-21,30.9859
21-Jul-21,30.9457
20-Jul-21,30.9407
19-Jul-21,30.9403
18-Jul-21,30.9482
17-Jul-21,30.9432
16-Jul-21,30.9382
15-Jul-21,30.9399
14-Jul-21,30.8950
13-Jul-21,30.8780
12-Jul-21,30.8285
11-Jul-21,30.8594
10-Jul-21,30.8544
09-Jul-21,30.8494
08-Jul-21,30.8615
07-Jul-21,30.8495
06-Jul-21,30.8273
05-Jul-21,30.8960
04-Jul-21,30.8585
03-Jul-21,30.8535
02-Jul-21,30.8486
01-Jul-21,30.8548
30-Jun-21,30.8583
29-Jun-21,30.8717
28-Jun-21,30.8913
27-Jun-21,30.9446
26-Jun-21,30.9396
25-Jun-21,30.9346
24-Jun-21,30.9278
23-Jun-21,30.9062
22-Jun-21,30.9339
21-Jun-21,30.9337
20-Jun-21,30.9113
19-Jun-21,30.9064
18-Jun-21,30.9014
17-Jun-21,30.9210
16-Jun-21,30.9438
15-Jun-21,31.0237
14-Jun-21,31.0615
13-Jun-21,31.0545
12-Jun-21,31.0495
11-Jun-21,31.0446
10-Jun-21,31.0281
09-Jun-21,30.9712
08-Jun-21,30.9798
07-Jun-21,30.9413
06-Jun-21,30.8889
05-Jun-21,30.8840
04-Jun-21,30.8790
03-Jun-21,30.8890
02-Jun-21,30.8494
01-Jun-21,30.8294
31-May-21,30.8513
30-May-21,30.8430
29-May-21,30.8409
28-May-21,30.8360
27-May-21,30.8485
26-May-21,30.8434
25-May-21,30.8182
24-May-21,30.7910
23-May-21,30.7716
22-May-21,30.7667
21-May-21,30.7617
20-May-21,30.6734
19-May-21,30.6854
18-May-21,30.6881
17-May-21,30.6383
16-May-21,30.5588
15-May-21,30.5539
14-May-21,30.5490
13-May-21,30.5766
12-May-21,30.5717
11-May-21,30.6091
10-May-21,30.6071
09-May-21,30.5789
08-May-21,30.5740
07-May-21,30.5690
06-May-21,30.5499
05-May-21,30.4873
04-May-21,30.4186
03-May-21,30.4468
02-May-21,30.4321
01-May-21,30.4272
30-Apr-21,30.4223
29-Apr-21,30.4679
28-Apr-21,30.4450
27-Apr-21,30.3882
26-Apr-21,30.3322
25-Apr-21,30.2456
24-Apr-21,30.2407
23-Apr-21,30.2358
22-Apr-21,30.2638
21-Apr-21,30.2166
20-Apr-21,30.2117
19-Apr-21,30.2306
18-Apr-21,30.2854
17-Apr-21,30.2805
16-Apr-21,30.2755
15-Apr-21,30.2695
14-Apr-21,30.2993
13-Apr-21,30.2944
12-Apr-21,30.2339
11-Apr-21,30.4086
10-Apr-21,30.4037
09-Apr-21,30.3988
08-Apr-21,30.4102
07-Apr-21,30.3609
06-Apr-21,30.2754
05-Apr-21,30.2324
04-Apr-21,30.2781
03-Apr-21,30.2732
02-Apr-21,30.2683
01-Apr-21,30.2634
31-Mar-21,30.2089
30-Mar-21,30.2353
29-Mar-21,30.1412
28-Mar-21,30.1363
27-Mar-21,30.1313
