Date,NAV
09-Aug-21,27.4219
08-Aug-21,27.3983
07-Aug-21,27.3931
06-Aug-21,27.3878
05-Aug-21,27.4948
04-Aug-21,27.4927
03-Aug-21,27.4778
02-Aug-21,27.4605
01-Aug-21,27.4380
31-Jul-21,27.4328
30-Jul-21,27.4275
29-Jul-21,27.4375
28-Jul-21,27.4360
27-Jul-21,27.4413
26-Jul-21,27.4494
25-Jul-21,27.3985
24-Jul-21,27.3932
23-Jul-21,27.3880
22-Jul-21,27.3844
21-Jul-21,27.4216
20-Jul-21,27.4163
19-Jul-21,27.3671
18-Jul-21,27.3245
17-Jul-21,27.3192
16-Jul-21,27.3140
15-Jul-21,27.3646
14-Jul-21,27.3335
13-Jul-21,27.3469
12-Jul-21,27.3240
11-Jul-21,27.3576
10-Jul-21,27.3524
09-Jul-21,27.3471
08-Jul-21,27.3808
07-Jul-21,27.2865
06-Jul-21,27.2976
05-Jul-21,27.3973
04-Jul-21,27.4003
03-Jul-21,27.3950
02-Jul-21,27.3897
01-Jul-21,27.4304
30-Jun-21,27.4291
29-Jun-21,27.4355
28-Jun-21,27.4010
27-Jun-21,27.4799
26-Jun-21,27.4747
25-Jun-21,27.4694
24-Jun-21,27.5300
23-Jun-21,27.5304
22-Jun-21,27.5439
21-Jun-21,27.5702
20-Jun-21,27.5536
19-Jun-21,27.5484
18-Jun-21,27.5432
17-Jun-21,27.5668
16-Jun-21,27.5675
15-Jun-21,27.6061
14-Jun-21,27.6868
13-Jun-21,27.6984
12-Jun-21,27.6933
11-Jun-21,27.6881
10-Jun-21,27.6646
09-Jun-21,27.6462
08-Jun-21,27.6355
07-Jun-21,27.5860
06-Jun-21,27.5528
05-Jun-21,27.5477
04-Jun-21,27.5425
03-Jun-21,27.5504
02-Jun-21,27.5610
01-Jun-21,27.5369
31-May-21,27.5719
30-May-21,27.6547
29-May-21,27.6547
28-May-21,27.6495
27-May-21,27.6967
26-May-21,27.7181
25-May-21,27.7129
24-May-21,27.7009
23-May-21,27.6961
22-May-21,27.6909
21-May-21,27.6857
20-May-21,27.6486
19-May-21,27.6291
18-May-21,27.6241
17-May-21,27.6437
16-May-21,27.6264
15-May-21,27.6213
14-May-21,27.6161
13-May-21,27.6441
12-May-21,27.6389
11-May-21,27.6256
10-May-21,27.6196
09-May-21,27.6267
08-May-21,27.6215
07-May-21,27.6164
06-May-21,27.6341
05-May-21,27.5975
04-May-21,27.5751
03-May-21,27.5656
02-May-21,27.5769
01-May-21,27.5717
30-Apr-21,27.5666
29-Apr-21,27.5593
28-Apr-21,27.5308
27-Apr-21,27.5251
26-Apr-21,27.5103
25-Apr-21,27.4492
24-Apr-21,27.4441
23-Apr-21,27.4389
22-Apr-21,27.4694
21-Apr-21,27.4163
20-Apr-21,27.4111
19-Apr-21,27.4255
18-Apr-21,27.4301
17-Apr-21,27.4250
16-Apr-21,27.4198
15-Apr-21,27.4301
14-Apr-21,27.4912
13-Apr-21,27.4860
12-Apr-21,27.4808
11-Apr-21,27.5365
10-Apr-21,27.5313
09-Apr-21,27.5261
08-Apr-21,27.5557
07-Apr-21,27.5051
06-Apr-21,27.4264
05-Apr-21,27.3819
04-Apr-21,27.3650
03-Apr-21,27.3598
02-Apr-21,27.3546
01-Apr-21,27.3495
31-Mar-21,27.3443
30-Mar-21,27.3638
29-Mar-21,27.3497
28-Mar-21,27.3446
27-Mar-21,27.3394
26-Mar-21,27.3342
25-Mar-21,27.3109
24-Mar-21,27.3211
23-Mar-21,27.2503
22-Mar-21,27.1496
21-Mar-21,27.0529
20-Mar-21,27.0477
19-Mar-21,27.0425
18-Mar-21,26.9366
17-Mar-21,26.9573
16-Mar-21,26.9453
15-Mar-21,26.9098
14-Mar-21,26.9529
13-Mar-21,26.9478
12-Mar-21,26.9426
11-Mar-21,26.9563
10-Mar-21,26.9512
09-Mar-21,26.9636
08-Mar-21,26.9739
07-Mar-21,26.9796
06-Mar-21,26.9746
05-Mar-21,26.9695
04-Mar-21,27.0137
03-Mar-21,27.0059
02-Mar-21,27.0172
01-Mar-21,26.9506
28-Feb-21,26.8999
27-Feb-21,26.8854
26-Feb-21,26.8804
25-Feb-21,27.0019
24-Feb-21,27.0039
23-Feb-21,26.9806
22-Feb-21,27.0171
21-Feb-21,27.1042
20-Feb-21,27.0990
19-Feb-21,27.0938
18-Feb-21,27.0886
17-Feb-21,27.1406
16-Feb-21,27.1784
15-Feb-21,27.2053
14-Feb-21,27.2476
13-Feb-21,27.2424
12-Feb-21,27.2372
11-Feb-21,27.2393
10-Feb-21,27.1913
09-Feb-21,27.1484
08-Feb-21,27.2532
07-Feb-21,27.2241
06-Feb-21,27.2189
05-Feb-21,27.2137
04-Feb-21,27.4224
03-Feb-21,27.3733
02-Feb-21,27.3101
01-Feb-21,27.4419
31-Jan-21,27.7628
30-Jan-21,27.7576
29-Jan-21,27.7576
28-Jan-21,27.7597
27-Jan-21,27.7428
26-Jan-21,27.7420
25-Jan-21,27.7368
24-Jan-21,27.7344
