Date,NAV
09-Aug-21,34.8482
08-Aug-21,34.8212
07-Aug-21,34.8211
06-Aug-21,34.8211
05-Aug-21,34.9295
04-Aug-21,34.8906
03-Aug-21,34.6884
02-Aug-21,34.1731
01-Aug-21,33.9317
31-Jul-21,33.9317
30-Jul-21,33.9317
29-Jul-21,33.9008
28-Jul-21,33.7910
27-Jul-21,33.8597
26-Jul-21,34.0221
25-Jul-21,34.0820
24-Jul-21,34.0820
23-Jul-21,34.0820
22-Jul-21,33.9453
21-Jul-21,33.5002
20-Jul-21,33.5002
19-Jul-21,33.7170
18-Jul-21,34.0175
17-Jul-21,34.0175
16-Jul-21,34.0175
15-Jul-21,33.9994
14-Jul-21,33.8393
13-Jul-21,33.6990
12-Jul-21,33.4938
11-Jul-21,33.4330
10-Jul-21,33.4330
09-Jul-21,33.4330
08-Jul-21,33.4920
07-Jul-21,33.8012
06-Jul-21,33.6530
05-Jul-21,33.7260
04-Jul-21,33.4775
03-Jul-21,33.4775
02-Jul-21,33.4775
01-Jul-21,33.4216
30-Jun-21,33.4870
29-Jun-21,33.5272
28-Jun-21,33.6545
27-Jun-21,33.6923
26-Jun-21,33.6922
25-Jun-21,33.6922
24-Jun-21,33.4585
23-Jun-21,33.2437
22-Jun-21,33.4196
21-Jun-21,33.3110
20-Jun-21,33.2325
19-Jun-21,33.2324
18-Jun-21,33.2324
17-Jun-21,33.2949
16-Jun-21,33.4296
15-Jun-21,33.6367
14-Jun-21,33.5124
13-Jun-21,33.4754
12-Jun-21,33.4754
11-Jun-21,33.4753
10-Jun-21,33.4958
09-Jun-21,33.2282
08-Jun-21,33.4740
07-Jun-21,33.3882
06-Jun-21,33.1986
05-Jun-21,33.1986
04-Jun-21,33.1986
03-Jun-21,33.2386
02-Jun-21,32.9856
01-Jun-21,32.9413
31-May-21,32.9965
30-May-21,32.6547
29-May-21,32.6548
28-May-21,32.6548
27-May-21,32.5404
26-May-21,32.4106
25-May-21,32.2344
24-May-21,32.1684
23-May-21,32.0416
22-May-21,32.0416
21-May-21,32.0416
20-May-21,31.5409
19-May-21,31.7679
18-May-21,31.8751
17-May-21,31.4898
16-May-21,31.0166
15-May-21,31.0166
14-May-21,31.0166
13-May-21,31.1587
12-May-21,31.1587
11-May-21,31.4541
10-May-21,31.5345
09-May-21,31.2853
08-May-21,31.2853
07-May-21,31.2854
06-May-21,31.1322
05-May-21,30.9042
04-May-21,30.5416
03-May-21,30.7898
02-May-21,30.7589
01-May-21,30.7590
30-Apr-21,30.7590
29-Apr-21,31.1839
28-Apr-21,31.1563
27-Apr-21,30.7933
26-Apr-21,30.4424
25-Apr-21,30.1336
24-Apr-21,30.1337
23-Apr-21,30.1337
22-Apr-21,30.2486
21-Apr-21,30.0219
20-Apr-21,30.0219
19-Apr-21,30.0936
18-Apr-21,30.5729
17-Apr-21,30.5729
16-Apr-21,30.5729
15-Apr-21,30.4833
14-Apr-21,30.3512
13-Apr-21,30.3512
12-Apr-21,29.9816
11-Apr-21,31.1063
10-Apr-21,31.1063
09-Apr-21,31.1063
08-Apr-21,31.1556
07-Apr-21,31.0322
06-Apr-21,30.7100
05-Apr-21,30.6710
04-Apr-21,31.1534
03-Apr-21,31.1535
02-Apr-21,31.1535
01-Apr-21,31.1535
31-Mar-21,30.8073
30-Mar-21,31.0048
29-Mar-21,30.3655
28-Mar-21,30.3654
