Date,NAV
09-Aug-21,34.9973
08-Aug-21,34.9850
07-Aug-21,34.9793
06-Aug-21,34.9736
05-Aug-21,35.0784
04-Aug-21,35.0663
03-Aug-21,35.0190
02-Aug-21,34.9272
01-Aug-21,34.8699
31-Jul-21,34.8643
30-Jul-21,34.8586
29-Jul-21,34.8603
28-Jul-21,34.8525
27-Jul-21,34.8618
26-Jul-21,34.8859
25-Jul-21,34.8712
24-Jul-21,34.8656
23-Jul-21,34.8599
22-Jul-21,34.8412
21-Jul-21,34.7957
20-Jul-21,34.7900
19-Jul-21,34.7881
18-Jul-21,34.8013
17-Jul-21,34.7957
16-Jul-21,34.7900
15-Jul-21,34.7904
14-Jul-21,34.7407
13-Jul-21,34.7191
12-Jul-21,34.6609
11-Jul-21,34.6964
10-Jul-21,34.6908
09-Jul-21,34.6851
08-Jul-21,34.7013
07-Jul-21,34.6884
06-Jul-21,34.6614
05-Jul-21,34.7388
04-Jul-21,34.6972
03-Jul-21,34.6916
02-Jul-21,34.6859
01-Jul-21,34.6931
30-Jun-21,34.6971
29-Jun-21,34.7143
28-Jun-21,34.7331
27-Jun-21,34.7956
26-Jun-21,34.7899
25-Jun-21,34.7842
24-Jun-21,34.7767
23-Jun-21,34.7500
22-Jun-21,34.7828
21-Jun-21,34.7836
20-Jun-21,34.7606
19-Jun-21,34.7550
18-Jun-21,34.7493
17-Jun-21,34.7680
16-Jun-21,34.7919
15-Jun-21,34.8829
14-Jun-21,34.9257
13-Jun-21,34.9177
12-Jun-21,34.9121
11-Jun-21,34.9065
10-Jun-21,34.8878
09-Jun-21,34.8233
08-Jun-21,34.8360
07-Jun-21,34.7916
06-Jun-21,34.7327
05-Jun-21,34.7271
04-Jun-21,34.7215
03-Jun-21,34.7330
02-Jun-21,34.6875
01-Jun-21,34.6648
31-May-21,34.6881
30-May-21,34.6770
29-May-21,34.6746
28-May-21,34.6690
27-May-21,34.6794
26-May-21,34.6732
25-May-21,34.6440
24-May-21,34.6137
23-May-21,34.5905
22-May-21,34.5849
21-May-21,34.5793
20-May-21,34.4779
19-May-21,34.4916
18-May-21,34.4966
17-May-21,34.4391
16-May-21,34.3464
15-May-21,34.3408
14-May-21,34.3352
13-May-21,34.3665
12-May-21,34.3609
11-May-21,34.4037
10-May-21,34.4016
09-May-21,34.3686
08-May-21,34.3631
07-May-21,34.3575
06-May-21,34.3337
05-May-21,34.2607
04-May-21,34.1831
03-May-21,34.2152
02-May-21,34.1984
01-May-21,34.1928
30-Apr-21,34.1872
29-Apr-21,34.2384
28-Apr-21,34.2121
27-Apr-21,34.1475
26-Apr-21,34.0813
25-Apr-21,33.9830
24-Apr-21,33.9774
23-Apr-21,33.9718
22-Apr-21,34.0024
21-Apr-21,33.9504
20-Apr-21,33.9448
19-Apr-21,33.9677
18-Apr-21,34.0291
17-Apr-21,34.0235
16-Apr-21,34.0179
15-Apr-21,34.0109
14-Apr-21,34.0461
13-Apr-21,34.0405
12-Apr-21,33.9732
11-Apr-21,34.1678
10-Apr-21,34.1622
09-Apr-21,34.1566
08-Apr-21,34.1697
07-Apr-21,34.1142
06-Apr-21,34.0193
05-Apr-21,33.9720
04-Apr-21,34.0209
03-Apr-21,34.0153
02-Apr-21,34.0097
01-Apr-21,34.0041
31-Mar-21,33.9417
30-Mar-21,33.9711
29-Mar-21,33.8635
28-Mar-21,33.8578
27-Mar-21,33.8522
26-Mar-21,33.8466
25-Mar-21,33.7642
24-Mar-21,33.8354
23-Mar-21,33.8507
22-Mar-21,33.7183
21-Mar-21,33.6380
20-Mar-21,33.6324
19-Mar-21,33.6268
18-Mar-21,33.4884
17-Mar-21,33.5547
16-Mar-21,33.6222
15-Mar-21,33.5980
14-Mar-21,33.6518
13-Mar-21,33.6462
12-Mar-21,33.6406
11-Mar-21,33.7100
10-Mar-21,33.7044
09-Mar-21,33.6765
08-Mar-21,33.6635
07-Mar-21,33.6541
06-Mar-21,33.6485
05-Mar-21,33.6430
04-Mar-21,33.7262
03-Mar-21,33.7618
02-Mar-21,33.6580
01-Mar-21,33.5627
28-Feb-21,33.4672
27-Feb-21,33.4553
26-Feb-21,33.4498
25-Feb-21,33.7015
24-Feb-21,33.6699
23-Feb-21,33.5740
22-Feb-21,33.5575
21-Feb-21,33.7847
20-Feb-21,33.7792
19-Feb-21,33.7736
18-Feb-21,33.8325
17-Feb-21,33.8789
16-Feb-21,33.9290
15-Feb-21,33.9403
14-Feb-21,33.9081
13-Feb-21,33.9026
12-Feb-21,33.8970
11-Feb-21,33.8965
10-Feb-21,33.8291
09-Feb-21,33.8110
08-Feb-21,33.8795
07-Feb-21,33.7928
06-Feb-21,33.7873
05-Feb-21,33.7818
04-Feb-21,33.9218
03-Feb-21,33.8310
02-Feb-21,33.7525
01-Feb-21,33.7387
31-Jan-21,33.7740
30-Jan-21,33.7684
29-Jan-21,33.7660
28-Jan-21,33.8273
27-Jan-21,33.8461
26-Jan-21,33.9241
25-Jan-21,33.9186
24-Jan-21,33.9500
23-Jan-21,33.9445
22-Jan-21,33.9390
21-Jan-21,34.0024
20-Jan-21,34.0191
19-Jan-21,33.9782
18-Jan-21,33.8934
17-Jan-21,33.9734
16-Jan-21,33.9679
15-Jan-21,33.9624
14-Jan-21,34.0652
13-Jan-21,34.0585
12-Jan-21,34.0615
11-Jan-21,34.0550
10-Jan-21,34.0693
09-Jan-21,34.0638
08-Jan-21,34.0583
07-Jan-21,33.9661
06-Jan-21,33.9495
05-Jan-21,33.9653
04-Jan-21,33.8929
03-Jan-21,33.8142
02-Jan-21,33.8087
01-Jan-21,33.8032
31-Dec-20,33.7880
30-Dec-20,33.7740
29-Dec-20,33.7492
28-Dec-20,33.7198
27-Dec-20,33.6442
26-Dec-20,33.6387
25-Dec-20,33.6332
24-Dec-20,33.6277
23-Dec-20,33.5699
22-Dec-20,33.5034
21-Dec-20,33.4354
20-Dec-20,33.6295
19-Dec-20,33.6240
18-Dec-20,33.6186
17-Dec-20,33.6145
16-Dec-20,33.5982
15-Dec-20,33.5566
14-Dec-20,33.5505
13-Dec-20,33.5083
12-Dec-20,33.5029
11-Dec-20,33.4975
10-Dec-20,33.5028
09-Dec-20,33.5013
08-Dec-20,33.4573
07-Dec-20,33.4537
06-Dec-20,33.4241
05-Dec-20,33.4187
04-Dec-20,33.4132
03-Dec-20,33.3168
02-Dec-20,33.3029
01-Dec-20,33.3014
30-Nov-20,33.2662
29-Nov-20,33.2607
28-Nov-20,33.2553
27-Nov-20,33.2499
26-Nov-20,33.2462
25-Nov-20,33.1788
24-Nov-20,33.2224
23-Nov-20,33.1641
22-Nov-20,33.1426
21-Nov-20,33.1372
20-Nov-20,33.1318
19-Nov-20,33.0903
18-Nov-20,33.1258
17-Nov-20,33.0905
16-Nov-20,33.0147
15-Nov-20,33.0092
14-Nov-20,33.0038
13-Nov-20,32.9984
12-Nov-20,32.9617
11-Nov-20,32.9759
10-Nov-20,32.9190
09-Nov-20,32.8958
08-Nov-20,32.8308
07-Nov-20,32.8254
06-Nov-20,32.8200
05-Nov-20,32.7718
04-Nov-20,32.6455
03-Nov-20,32.6099
02-Nov-20,32.5828
01-Nov-20,32.5570
31-Oct-20,32.5515
30-Oct-20,32.5461
29-Oct-20,32.5593
28-Oct-20,32.5986
27-Oct-20,32.6564
26-Oct-20,32.6139
25-Oct-20,32.5709
24-Oct-20,32.5654
23-Oct-20,32.5600
22-Oct-20,32.4981
21-Oct-20,32.4958
20-Oct-20,32.4558
19-Oct-20,32.4406
18-Oct-20,32.3937
17-Oct-20,32.3883
16-Oct-20,32.3828
15-Oct-20,32.3468
14-Oct-20,32.4171
13-Oct-20,32.3970
12-Oct-20,32.3799
11-Oct-20,32.3386
10-Oct-20,32.3333
09-Oct-20,32.3277
08-Oct-20,32.1058
07-Oct-20,32.0394
06-Oct-20,32.0004
05-Oct-20,31.9893
04-Oct-20,31.9457
03-Oct-20,31.9403
02-Oct-20,31.9348
01-Oct-20,31.9294
30-Sep-20,31.8345
29-Sep-20,31.8046
28-Sep-20,31.8375
27-Sep-20,31.7900
26-Sep-20,31.7846
25-Sep-20,31.7792
24-Sep-20,31.7170
23-Sep-20,31.8373
22-Sep-20,31.8566
21-Sep-20,31.8931
20-Sep-20,31.9981
19-Sep-20,31.9927
18-Sep-20,31.9873
17-Sep-20,31.9826
16-Sep-20,32.0213
15-Sep-20,31.9757
14-Sep-20,31.9482
13-Sep-20,31.9483
12-Sep-20,31.9429
11-Sep-20,31.9375
10-Sep-20,31.9342
09-Sep-20,31.8959
08-Sep-20,31.8954
07-Sep-20,32.0223
06-Sep-20,32.0840
05-Sep-20,32.0786
04-Sep-20,32.0732
03-Sep-20,32.1645
02-Sep-20,32.1234
