Date (MM/DD/YYYY),NAV
11/30/2009,10
12/01/2009,10
12/02/2009,10
12/03/2009,10
12/04/2009,10
12/07/2009,10
12/08/2009,10
12/09/2009,10
12/10/2009,10
12/11/2009,10
12/14/2009,10
12/15/2009,10
12/16/2009,10
12/17/2009,10
12/18/2009,10
12/21/2009,10
12/22/2009,10
12/23/2009,10
12/24/2009,10
12/29/2009,10
12/30/2009,10
12/31/2009,10
01/04/2010,10
01/05/2010,10
01/06/2010,10
01/07/2010,10
01/08/2010,10
01/11/2010,9.9673
01/12/2010,9.9748
01/13/2010,9.9057
01/14/2010,9.9471
01/15/2010,9.9808
01/18/2010,9.9667
01/19/2010,10.0053
01/20/2010,9.9176
01/21/2010,9.9107
01/22/2010,9.6843
01/25/2010,9.5924
01/27/2010,9.5421
01/28/2010,9.2813
01/29/2010,9.3046
02/01/2010,9.3232
02/02/2010,9.3569
02/03/2010,9.2245
02/04/2010,9.4167
02/05/2010,9.2531
02/08/2010,9.0149
02/09/2010,9.0935
02/10/2010,9.1549
02/11/2010,9.0872
02/15/2010,9.2192
02/16/2010,9.1817
02/17/2010,9.283
02/18/2010,9.3899
02/19/2010,9.352
02/22/2010,9.2704
02/23/2010,9.2901
02/24/2010,9.3158
02/25/2010,9.2937
02/26/2010,9.2956
03/02/2010,9.4135
03/03/2010,9.5846
03/04/2010,9.7124
03/05/2010,9.6972
03/08/2010,9.7129
03/09/2010,9.7695
03/10/2010,9.7267
03/11/2010,9.7526
03/12/2010,9.783
03/15/2010,9.7878
03/17/2010,9.901
03/18/2010,9.9641
03/19/2010,9.9909
03/22/2010,10.0214
03/23/2010,9.9187
03/25/2010,9.956
03/26/2010,10.0191
03/29/2010,10.0579
03/30/2010,10.0944
03/31/2010,10.0228
04/05/2010,10.077
04/06/2010,10.2159
04/07/2010,10.2113
04/08/2010,10.2243
04/09/2010,10.0985
04/12/2010,10.2002
04/13/2010,10.164
04/15/2010,10.1374
04/16/2010,10.0459
04/19/2010,10.0256
04/20/2010,9.9175
04/21/2010,9.9639
04/22/2010,9.9889
04/23/2010,10.0317
04/26/2010,10.0931
04/27/2010,10.1247
04/28/2010,10.0995
04/29/2010,9.9349
04/30/2010,10.003
05/03/2010,10.0441
05/04/2010,9.9457
05/05/2010,9.8133
05/06/2010,9.771
05/07/2010,9.711
05/10/2010,9.5859
05/11/2010,9.8882
05/12/2010,9.787
05/13/2010,9.8195
05/14/2010,9.858
05/17/2010,9.7064
05/18/2010,9.6523
05/19/2010,9.6661
05/20/2010,9.405
05/21/2010,9.4568
05/24/2010,9.4282
05/25/2010,9.451
05/26/2010,9.2076
05/28/2010,9.5405
05/31/2010,9.653
06/01/2010,9.6876
06/02/2010,9.479
06/03/2010,9.5715
06/04/2010,9.7295
06/07/2010,9.7741
06/08/2010,9.6044
06/09/2010,9.5183
06/10/2010,9.5625
06/11/2010,9.7152
06/14/2010,9.7872
06/15/2010,9.9272
06/16/2010,9.9485
06/17/2010,9.9571
06/18/2010,9.9912
06/21/2010,9.9814
06/22/2010,10.0528
06/23/2010,9.9883
06/24/2010,9.9985
06/25/2010,9.9955
06/28/2010,9.8974
06/29/2010,10.0134
06/30/2010,9.8815
07/02/2010,9.8673
07/05/2010,9.8673
07/06/2010,9.8353
07/07/2010,9.9302
07/08/2010,9.8555
07/09/2010,9.9615
07/12/2010,10.0657
07/13/2010,10.1224
07/14/2010,10.1499
07/15/2010,10.1238
07/16/2010,10.1097
07/19/2010,10.1364
07/20/2010,10.1242
07/21/2010,10.0918
07/22/2010,10.1473
07/23/2010,10.2226
07/26/2010,10.2379
07/27/2010,10.1823
07/28/2010,10.2027
07/29/2010,10.1544
07/30/2010,10.1749
08/02/2010,10.1017
08/03/2010,10.2148
08/04/2010,10.2293
