Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
08/16/2017,24.243,24.2430
06/29/2018,24.4810,24.4796
12/06/2018,25.6037,25.5895
10/17/2019,28.5130,28.3930
11/21/2019,29.0060,29.006000
