Date (MM/DD/YYYY),NAV
9/16/2010,10
9/17/2010,10
9/20/2010,10
9/21/2010,10
9/22/2010,10
9/24/2010,10
9/27/2010,10
9/28/2010,10
9/29/2010,10
10/1/2010,10
10/5/2010,10
10/7/2010,10
10/8/2010,10
10/11/2010,10
10/12/2010,10
10/13/2010,10
10/14/2010,10
10/15/2010,10
10/18/2010,10
10/19/2010,10
10/20/2010,10
10/21/2010,10
10/22/2010,10
10/25/2010,10
10/26/2010,10
10/27/2010,10
10/28/2010,10
10/29/2010,10
11/1/2010,10
11/2/2010,10
11/4/2010,10
11/8/2010,10
11/10/2010,10
11/11/2010,10
11/12/2010,10
11/15/2010,10
11/16/2010,10
11/18/2010,10
11/22/2010,10
11/23/2010,10
11/24/2010,10
11/25/2010,10
11/26/2010,10
11/29/2010,10
11/30/2010,10
12/1/2010,10
12/2/2010,10
12/3/2010,10
12/6/2010,10
12/7/2010,10
12/8/2010,10
12/9/2010,10
12/10/2010,10
12/13/2010,10
12/14/2010,10
12/15/2010,10
12/16/2010,10
12/20/2010,10
12/21/2010,10
12/22/2010,10
12/23/2010,10
12/27/2010,10
12/29/2010,10
12/31/2010,10
1/3/2011,10
1/4/2011,10
1/6/2011,10
1/7/2011,10
1/10/2011,10
1/12/2011,10
1/13/2011,10
1/14/2011,10
1/17/2011,10
1/18/2011,10
1/21/2011,10
1/24/2011,10
1/25/2011,10
1/27/2011,10
1/28/2011,10
1/31/2011,10
2/1/2011,10
2/2/2011,10
2/3/2011,10
2/4/2011,10
2/7/2011,10
2/8/2011,10
2/9/2011,10
2/10/2011,10
2/11/2011,10
2/14/2011,10
2/15/2011,10
2/17/2011,10
2/18/2011,10
2/21/2011,10
2/22/2011,10
2/23/2011,10
2/24/2011,10
2/25/2011,10
2/28/2011,10
3/1/2011,10
3/3/2011,10
3/4/2011,10
3/7/2011,10
3/8/2011,10
3/9/2011,10
3/10/2011,10
3/11/2011,10
3/14/2011,10
3/15/2011,10
3/16/2011,10
3/17/2011,10
3/18/2011,10
3/21/2011,10
3/22/2011,10
3/23/2011,10
3/24/2011,10
3/25/2011,10
3/28/2011,10
3/29/2011,10
3/30/2011,10
3/31/2011,10
4/5/2011,10
4/6/2011,10
4/7/2011,10
4/8/2011,10
4/11/2011,10
4/13/2011,10
4/15/2011,10
4/18/2011,10
4/19/2011,10
4/20/2011,10.0047
4/21/2011,10.0061
4/25/2011,10.0217
4/26/2011,10.0216
4/27/2011,10.0235
4/28/2011,10.0161
4/29/2011,10.0096
5/2/2011,10.0054
5/3/2011,9.9947
5/4/2011,9.9628
5/5/2011,9.9491
5/6/2011,9.9358
5/9/2011,9.9593
5/10/2011,9.9615
5/11/2011,9.9607
5/12/2011,9.9648
5/13/2011,9.9532
5/16/2011,9.9716
5/18/2011,9.9489
5/19/2011,9.9439
5/20/2011,9.9465
5/23/2011,9.9648
5/24/2011,9.9527
5/25/2011,9.9541
5/26/2011,9.9471
5/27/2011,9.9571
5/30/2011,9.9721
5/31/2011,9.9793
6/1/2011,10.0028
6/2/2011,10.0189
6/3/2011,10.0199
6/6/2011,10.0224
6/7/2011,10.0299
6/8/2011,10.0353
6/9/2011,10.0361
6/10/2011,10.0355
6/13/2011,10.0419
6/14/2011,10.0454
6/15/2011,10.0441
6/16/2011,10.0238
6/17/2011,10.0337
6/20/2011,10.0349
6/21/2011,10.0169
6/22/2011,10.0181
6/23/2011,10.0122
6/24/2011,10.0217
6/27/2011,10.0601
6/28/2011,10.0756
6/29/2011,10.0807
6/30/2011,10.0906
7/4/2011,10.111
7/5/2011,10.1376
7/6/2011,10.136
7/7/2011,10.1437
7/8/2011,10.1669
7/11/2011,10.1621
7/12/2011,10.1674
7/13/2011,10.157
7/14/2011,10.1769
7/15/2011,10.1958
7/18/2011,10.1997
7/19/2011,10.2132
7/20/2011,10.2195
7/21/2011,10.2067
7/22/2011,10.1983
7/25/2011,10.2233
7/26/2011,10.2208
7/27/2011,10.1679
7/28/2011,10.172
7/29/2011,10.1629
8/1/2011,10.1611
8/2/2011,10.1708
8/3/2011,10.1704
8/4/2011,10.1507
8/8/2011,10.151
8/9/2011,10.147
8/10/2011,10.1449
8/11/2011,10.1734
8/12/2011,10.1674
8/16/2011,10.1272
8/17/2011,10.1317
8/18/2011,10.1351
8/22/2011,10.1163
8/23/2011,10.1256
8/24/2011,10.1424
8/25/2011,10.1411
8/26/2011,10.1277
8/29/2011,10.1052
8/30/2011,10.1342
9/2/2011,10.1437
9/5/2011,10.1625
9/6/2011,10.1725
9/7/2011,10.1776
9/8/2011,10.1963
9/9/2011,10.2035
9/12/2011,10.1969
9/13/2011,10.18
9/14/2011,10.1754
9/15/2011,10.1834
9/16/2011,10.1934
9/19/2011,10.2054
9/20/2011,10.2182
9/21/2011,10.2374
9/22/2011,10.244
9/23/2011,10.215
9/26/2011,10.2117
9/27/2011,10.2034
9/28/2011,10.2211
9/29/2011,10.1985
10/3/2011,10.1901
10/4/2011,10.1563
10/5/2011,10.1354
10/7/2011,10.1007
10/10/2011,10.1018
10/11/2011,10.1206
10/12/2011,10.134
10/13/2011,10.1492
10/14/2011,10.1415
10/17/2011,10.1474
10/18/2011,10.1579
10/19/2011,10.1473
10/20/2011,10.1607
10/21/2011,10.149
10/24/2011,10.1435
10/25/2011,10.1753
10/28/2011,10.1822
10/31/2011,10.2044
11/1/2011,10.1965
11/2/2011,10.1953
11/3/2011,10.2043
11/4/2011,10.2016
11/8/2011,10.1984
11/9/2011,10.1728
11/11/2011,10.1419
11/14/2011,10.1387
11/15/2011,10.1504
11/16/2011,10.1473
11/17/2011,10.1717
11/18/2011,10.1677
11/21/2011,10.168
11/22/2011,10.1444
11/23/2011,10.1554
11/24/2011,10.1455
11/25/2011,10.1484
11/28/2011,10.1475
11/29/2011,10.1706
11/30/2011,10.1928
12/1/2011,10.2201
12/2/2011,10.2578
12/5/2011,10.3043
12/7/2011,10.3179
12/8/2011,10.3431
12/9/2011,10.327
12/12/2011,10.3379
12/13/2011,10.3307
12/14/2011,10.3254
12/15/2011,10.3232
12/16/2011,10.3512
12/19/2011,10.3691
12/20/2011,10.3636
12/21/2011,10.345
12/22/2011,10.3565
12/23/2011,10.3447
12/26/2011,10.3361
12/27/2011,10.3391
12/28/2011,10.3454
12/29/2011,10.3316
12/30/2011,10.318
1/2/2012,10.3518
1/3/2012,10.3797
1/4/2012,10.4003
1/5/2012,10.4089
1/6/2012,10.437
1/9/2012,10.4613
1/10/2012,10.4605
1/11/2012,10.476
1/12/2012,10.4759
1/13/2012,10.4818
1/16/2012,10.4887
1/17/2012,10.4989
1/18/2012,10.5252
1/19/2012,10.5331
1/20/2012,10.5506
1/23/2012,10.5587
1/24/2012,10.523
1/25/2012,10.5241
1/27/2012,10.5256
1/30/2012,10.5518
1/31/2012,10.5485
2/1/2012,10.615
