Date (MM/DD/YYYY),NAV
08/12/2021,10.6789
08/11/2021,10.6564
08/10/2021,10.648
08/09/2021,10.648
08/06/2021,10.6364
08/05/2021,10.6538
08/04/2021,10.6442
08/03/2021,10.6353
08/02/2021,10.607
07/30/2021,10.5846
07/29/2021,10.5751
07/28/2021,10.5764
07/27/2021,10.5819
07/26/2021,10.5987
07/23/2021,10.5959
07/22/2021,10.5923
07/20/2021,10.5794
07/19/2021,10.5888
07/16/2021,10.5871
07/15/2021,10.5781
07/14/2021,10.5638
07/13/2021,10.5535
07/12/2021,10.5269
07/09/2021,10.5298
07/08/2021,10.5419
07/07/2021,10.5292
07/06/2021,10.5061
07/05/2021,10.5406
07/02/2021,10.5269
07/01/2021,10.529
06/30/2021,10.5222
06/29/2021,10.5245
06/28/2021,10.5104
06/25/2021,10.514
06/24/2021,10.5164
06/23/2021,10.5145
06/22/2021,10.521
06/21/2021,10.5224
06/18/2021,10.5274
06/17/2021,10.5278
06/16/2021,10.54
06/15/2021,10.5666
06/14/2021,10.576
06/11/2021,10.567
06/10/2021,10.5593
06/09/2021,10.5418
06/08/2021,10.5473
06/07/2021,10.532
06/04/2021,10.5044
06/03/2021,10.5141
06/02/2021,10.4978
06/01/2021,10.4876
05/31/2021,10.4907
05/28/2021,10.4859
05/27/2021,10.4743
05/25/2021,10.469
05/24/2021,10.4572
05/21/2021,10.4472
05/20/2021,10.4258
05/19/2021,10.4279
05/18/2021,10.4289
05/17/2021,10.409
05/14/2021,10.3822
05/12/2021,10.3924
05/11/2021,10.404
05/10/2021,10.4003
05/07/2021,10.3836
05/06/2021,10.377
05/05/2021,10.3534
05/04/2021,10.3334
05/03/2021,10.3495
04/30/2021,10.337
04/29/2021,10.3446
04/28/2021,10.3414
04/27/2021,10.3307
04/26/2021,10.3129
04/23/2021,10.27
04/22/2021,10.2735
04/20/2021,10.2517
04/19/2021,10.2532
04/16/2021,10.2738
04/15/2021,10.2916
04/12/2021,10.2726
04/09/2021,10.32
04/08/2021,10.3263
04/06/2021,10.2978
04/05/2021,10.279
03/31/2021,10.257
03/30/2021,10.2582
03/26/2021,10.2345
03/25/2021,10.2085
03/24/2021,10.2308
03/23/2021,10.2521
03/22/2021,10.2324
03/19/2021,10.213
03/18/2021,10.1674
03/17/2021,10.1785
03/16/2021,10.2086
03/15/2021,10.1864
03/12/2021,10.199
03/10/2021,10.2032
03/09/2021,10.1999
03/08/2021,10.2047
03/05/2021,10.1872
03/04/2021,10.2351
03/03/2021,10.2445
03/02/2021,10.2038
03/01/2021,10.1791
02/26/2021,10.1423
02/25/2021,10.2388
02/24/2021,10.2201
02/23/2021,10.1831
02/22/2021,10.1671
02/18/2021,10.2631
02/17/2021,10.2854
02/16/2021,10.3053
02/15/2021,10.2919
02/12/2021,10.2825
02/11/2021,10.2957
02/10/2021,10.273
02/09/2021,10.268
02/08/2021,10.2866
02/05/2021,10.2596
02/04/2021,10.287
02/03/2021,10.286
02/02/2021,10.2488
02/01/2021,10.2228
01/29/2021,10.1887
01/28/2021,10.2105
01/27/2021,10.2316
01/25/2021,10.2584
01/22/2021,10.2625
01/21/2021,10.2796
01/20/2021,10.292
01/19/2021,10.2808
01/18/2021,10.2525
01/15/2021,10.2817
01/14/2021,10.3035
01/13/2021,10.3011
01/12/2021,10.2824
01/11/2021,10.2837
01/07/2021,10.2359
01/06/2021,10.2288
01/05/2021,10.2236
01/04/2021,10.225
01/01/2021,10.2029
12/31/2020,10.1996
12/30/2020,10.1953
12/29/2020,10.1823
12/28/2020,10.1683
12/24/2020,10.1399
12/23/2020,10.1183
12/22/2020,10.094
12/21/2020,10.054
12/18/2020,10.1218
12/17/2020,10.1162
12/16/2020,10.1084
12/15/2020,10.1097
12/14/2020,10.1161
12/11/2020,10.1103
12/10/2020,10.1139
12/09/2020,10.0958
12/08/2020,10.0441
12/07/2020,10.0431
12/04/2020,10.0404
12/03/2020,10.0396
12/02/2020,10.0398
12/01/2020,10.0399
11/27/2020,10.0369
11/26/2020,10.0358
11/25/2020,10.0347
11/24/2020,10.0341
11/23/2020,10.0335
11/20/2020,10.0313
11/19/2020,10.03
11/18/2020,10.0286
11/17/2020,10.0277
11/13/2020,10.0246
11/12/2020,10.0232
11/11/2020,10.0222
11/10/2020,10.0215
11/09/2020,10.0207
11/06/2020,10.0181
11/05/2020,10.0172
11/04/2020,10.0162
11/02/2020,10.0146
10/29/2020,10.0114
10/28/2020,10.0105
10/27/2020,10.0099
10/26/2020,10.0091
10/23/2020,10.0066
10/22/2020,10.0058
10/21/2020,10.0048
10/20/2020,10.0038
10/19/2020,10.0028
10/16/2020,10.0001
10/15/2020,9.999
10/14/2020,9.9983
10/13/2020,9.9973
10/12/2020,9.9964
10/09/2020,9.9937
10/08/2020,9.9928
10/07/2020,9.9919
10/05/2020,9.9901
09/30/2020,10
09/29/2020,10
09/28/2020,10
09/25/2020,10
09/24/2020,10
09/23/2020,10
09/22/2020,10
09/21/2020,10
09/18/2020,10
09/17/2020,10
09/16/2020,10
09/15/2020,10
09/14/2020,10
09/11/2020,10
09/10/2020,10
09/09/2020,10
09/08/2020,10
09/07/2020,10
09/04/2020,10
09/03/2020,10
09/02/2020,10
09/01/2020,10
08/31/2020,10
08/28/2020,10
08/26/2020,10
08/24/2020,10
08/21/2020,10
08/20/2020,10
08/19/2020,10
08/18/2020,10
08/17/2020,10
