Date (MM/DD/YYYY),NAV
08/12/2021,17.4066
08/11/2021,17.2921
08/10/2021,17.2963
08/09/2021,17.2848
08/06/2021,17.2796
08/05/2021,17.3364
08/04/2021,17.3245
08/03/2021,17.2362
08/02/2021,16.9594
07/30/2021,16.8239
07/29/2021,16.8198
07/28/2021,16.7652
07/27/2021,16.8031
07/26/2021,16.8933
07/23/2021,16.9214
07/22/2021,16.8907
07/20/2021,16.7205
07/19/2021,16.8453
07/16/2021,16.9881
07/15/2021,16.9923
07/14/2021,16.9182
07/13/2021,16.8837
07/12/2021,16.7691
07/09/2021,16.7647
07/08/2021,16.8197
07/07/2021,16.9547
07/06/2021,16.8948
07/05/2021,16.9144
07/02/2021,16.8095
07/01/2021,16.77
06/30/2021,16.7812
06/29/2021,16.8027
06/28/2021,16.8453
06/25/2021,16.8861
06/24/2021,16.8155
06/23/2021,16.7137
06/22/2021,16.7873
06/21/2021,16.7575
06/18/2021,16.6978
06/17/2021,16.7127
06/16/2021,16.7769
06/15/2021,16.8745
06/14/2021,16.8126
06/11/2021,16.7838
06/10/2021,16.7289
06/09/2021,16.614
06/08/2021,16.723
06/07/2021,16.7154
06/04/2021,16.6096
06/03/2021,16.626
06/02/2021,16.5012
06/01/2021,16.4913
05/31/2021,16.5095
05/28/2021,16.3353
05/27/2021,16.2771
05/25/2021,16.1436
05/24/2021,16.123
05/21/2021,16.0818
05/20/2021,15.8436
05/19/2021,15.9575
05/18/2021,16.0215
05/17/2021,15.8351
05/14/2021,15.63
05/12/2021,15.6453
05/11/2021,15.7776
05/10/2021,15.822
05/07/2021,15.7118
05/06/2021,15.6531
05/05/2021,15.5577
05/04/2021,15.4274
05/03/2021,15.5462
04/30/2021,15.5283
04/29/2021,15.772
04/28/2021,15.7647
04/27/2021,15.5644
04/26/2021,15.4067
04/23/2021,15.2748
04/22/2021,15.3462
04/20/2021,15.2558
04/19/2021,15.3122
04/16/2021,15.576
04/15/2021,15.5363
04/12/2021,15.2775
04/09/2021,15.7823
04/08/2021,15.8101
04/06/2021,15.6312
04/05/2021,15.5958
03/31/2021,15.6499
03/30/2021,15.7774
03/26/2021,15.4605
03/25/2021,15.2796
03/24/2021,15.5176
03/23/2021,15.7601
03/22/2021,15.6841
03/19/2021,15.6706
03/18/2021,15.4779
03/17/2021,15.6511
03/16/2021,15.8544
03/15/2021,15.8651
03/12/2021,15.9668
03/10/2021,16.1065
03/09/2021,16.0335
03/08/2021,15.9194
03/05/2021,15.8728
03/04/2021,15.9983
03/03/2021,16.1308
03/02/2021,15.8407
03/01/2021,15.6785
02/26/2021,15.4618
02/25/2021,15.9974
02/24/2021,15.8965
02/23/2021,15.6533
02/22/2021,15.6127
02/18/2021,16.0796
02/17/2021,16.1558
02/16/2021,16.2412
02/15/2021,16.2484
02/12/2021,16.1183
02/11/2021,16.1515
02/10/2021,16.0755
02/09/2021,16.0688
02/08/2021,16.0626
02/05/2021,15.8664
02/04/2021,15.8482
02/03/2021,15.7397
02/02/2021,15.6155
02/01/2021,15.2281
01/29/2021,14.5979
01/28/2021,14.796
01/27/2021,14.9444
01/25/2021,15.1989
01/22/2021,15.3618
01/21/2021,15.5813
01/20/2021,15.6539
01/19/2021,15.5436
01/18/2021,15.3119
01/15/2021,15.4883
01/14/2021,15.6792
01/13/2021,15.6395
01/12/2021,15.6327
01/11/2021,15.5624
01/07/2021,15.1671
01/06/2021,15.1703
01/05/2021,15.2165
01/04/2021,15.1559
01/01/2021,15.0256
12/31/2020,14.981
12/30/2020,14.982
12/29/2020,14.9289
12/28/2020,14.8818
12/24/2020,14.7605
12/23/2020,14.6283
12/22/2020,14.4663
12/21/2020,14.3032
12/18/2020,14.7553
12/17/2020,14.7145
12/16/2020,14.6689
12/15/2020,14.5623
12/14/2020,14.5696
12/11/2020,14.5105
12/10/2020,14.4649
12/09/2020,14.514
12/08/2020,14.3814
12/07/2020,14.3473
12/04/2020,14.2336
12/03/2020,14.0754
12/02/2020,14.0502
12/01/2020,14.0345
11/27/2020,13.8719
11/26/2020,13.9197
11/25/2020,13.8038
11/24/2020,14.0066
11/23/2020,13.8746
11/20/2020,13.8122
11/19/2020,13.7368
11/18/2020,13.9027
11/17/2020,13.8385
11/13/2020,13.6917
11/12/2020,13.6562
11/11/2020,13.6977
11/10/2020,13.5672
11/09/2020,13.4097
11/06/2020,13.207
11/05/2020,13.1088
11/04/2020,12.8893
11/02/2020,12.6473
10/29/2020,12.6711
10/28/2020,12.7274
10/27/2020,12.8825
10/26/2020,12.7345
10/23/2020,12.8814
10/22/2020,12.8415
10/21/2020,12.8565
10/20/2020,12.8044
10/19/2020,12.7828
10/16/2020,12.6616
10/15/2020,12.5634
10/14/2020,12.851
10/13/2020,12.8091
10/12/2020,12.8175
10/09/2020,12.7987
10/08/2020,12.7228
10/07/2020,12.6254
10/05/2020,12.4343
09/30/2020,12.2041
09/29/2020,12.2006
09/28/2020,12.2275
09/25/2020,12.0357
09/24/2020,11.7642
09/23/2020,12.0908
09/22/2020,12.1168
09/21/2020,12.22
09/18/2020,12.4995
09/17/2020,12.5003
09/16/2020,12.5838
09/15/2020,12.5003
09/14/2020,12.4086
09/11/2020,12.4529
09/10/2020,12.4276
09/09/2020,12.2614
09/08/2020,12.3156
09/07/2020,12.3472
09/04/2020,12.3418
09/03/2020,12.5426
09/02/2020,12.5656
09/01/2020,12.4993
08/31/2020,12.3762
08/28/2020,12.6884
08/26/2020,12.5938
08/24/2020,12.5426
08/21/2020,12.4553
08/20/2020,12.4077
08/19/2020,12.51
08/18/2020,12.483
08/17/2020,12.3462
08/14/2020,12.2909
08/13/2020,12.4367
08/12/2020,12.4336
08/11/2020,12.4512
08/10/2020,12.4027
08/07/2020,12.3512
08/06/2020,12.3462
08/05/2020,12.2596
08/04/2020,12.2452
08/03/2020,12.0566
07/31/2020,12.228
07/30/2020,12.2342
07/29/2020,12.3213
07/28/2020,12.3838
07/27/2020,12.205
07/24/2020,12.2686
07/23/2020,12.3213
07/22/2020,12.2317
07/21/2020,12.2953
07/20/2020,12.1418
07/17/2020,12.0486
07/16/2020,11.8525
07/15/2020,11.6852
07/14/2020,11.6888
07/10/2020,11.8413
07/09/2020,11.7338
07/09/2020,11.8553
07/06/2020,11.7961
07/03/2020,11.6455
07/02/2020,11.5713
07/01/2020,11.4387
06/30/2020,11.3492
06/30/2020,11.875
06/29/2020,11.347
06/26/2020,11.4206
06/25/2020,11.3111
06/24/2020,11.4953
06/24/2020,11.3011
06/22/2020,11.322
06/19/2020,11.2369
06/18/2020,11.0772
06/17/2020,10.8728
06/16/2020,10.8922
06/15/2020,10.801
06/12/2020,10.9562
06/11/2020,10.8624
06/10/2020,12.5706
06/09/2020,11.0413
06/08/2020,11.1445
06/07/2020,11.8199
06/05/2020,11.114
06/04/2020,11.0004
06/03/2020,10.9971
06/02/2020,10.9047
06/01/2020,10.7691
05/29/2020,10.5341
05/28/2020,10.3841
05/27/2020,10.2241
05/26/2020,9.961
05/22/2020,9.9681
05/21/2020,10.0272
05/20/2020,9.9528
05/18/2020,9.6823
05/18/2020,9.739
05/15/2020,10.0034
05/14/2020,10.0179
05/13/2020,10.0243
05/13/2020,10.2302
05/11/2020,10.0863
05/08/2020,10.096
05/06/2020,10.1142
05/05/2020,10.0369
05/04/2020,10.1602
04/30/2020,10.6922
04/29/2020,10.4255
04/28/2020,10.2607
04/27/2020,10.182
04/24/2020,10.0487
04/23/2020,10.2219
04/22/2020,10.1111
04/21/2020,9.8857
04/20/2020,10.1651
04/17/2020,10.1807
04/16/2020,9.914
04/15/2020,9.8423
04/13/2020,9.8915
04/09/2020,9.9571
04/08/2020,9.5749
04/07/2020,9.5794
04/03/2020,8.8048
03/31/2020,9.2801
03/30/2020,8.935
03/27/2020,9.2514
03/26/2020,9.2406
03/24/2020,8.4572
03/23/2020,8.2995
03/20/2020,9.4476
03/19/2020,8.9262
03/18/2020,9.1523
03/17/2020,9.665
03/16/2020,9.905
03/13/2020,10.7041
03/12/2020,10.2944
03/11/2020,11.2504
03/11/2020,11.1856
03/06/2020,11.7884
03/05/2020,12.0541
03/04/2020,12.0361
03/03/2020,12.0922
03/02/2020,11.9109
02/28/2020,12.0065
02/27/2020,12.442
02/26/2020,12.4872
02/25/2020,12.6342
02/24/2020,12.671
02/20/2020,12.9167
02/18/2020,12.8279
02/17/2020,12.8696
02/14/2020,12.952
02/13/2020,13.022
02/12/2020,13.0483
02/11/2020,12.9629
02/10/2020,12.8871
02/07/2020,12.9684
