Date (DD/MM/YYYY),NAV
30/01/2012,10.0045
31/01/2012,10.0113
01/02/2012,10.0890
02/02/2012,10.1228
03/02/2012,10.1252
04/02/2012,10.1272
05/02/2012,10.1292
06/02/2012,10.1444
07/02/2012,10.1538
08/02/2012,10.1361
09/02/2012,10.1382
10/02/2012,10.1716
11/02/2012,10.1737
12/02/2012,10.1758
13/02/2012,10.1609
14/02/2012,10.1759
15/02/2012,10.1898
16/02/2012,10.1919
17/02/2012,10.2236
18/02/2012,10.2256
19/02/2012,10.2277
20/02/2012,10.2298
21/02/2012,10.2408
22/02/2012,10.2448
23/02/2012,10.2228
24/02/2012,10.2099
25/02/2012,10.2120
26/02/2012,10.2141
27/02/2012,10.2031
28/02/2012,10.1683
29/02/2012,10.1983
01/03/2012,10.1663
02/03/2012,10.1593
03/03/2012,10.1613
04/03/2012,10.1634
05/03/2012,10.1966
06/03/2012,10.1789
07/03/2012,10.1603
08/03/2012,10.1622
09/03/2012,10.1522
10/03/2012,10.1541
11/03/2012,10.1560
12/03/2012,10.1818
13/03/2012,10.1875
14/03/2012,10.2234
15/03/2012,10.2187
16/03/2012,10.1748
17/03/2012,10.1768
18/03/2012,10.1789
19/03/2012,10.1610
20/03/2012,10.1407
21/03/2012,10.1581
22/03/2012,10.1926
23/03/2012,10.1947
24/03/2012,10.1968
25/03/2012,10.1989
26/03/2012,10.1675
27/03/2012,10.1297
28/03/2012,10.1113
29/03/2012,10.0762
30/03/2012,10.0689
31/03/2012,10.0710
01/04/2012,10.0731
02/04/2012,10.0752
03/04/2012,10.0575
04/04/2012,10.0864
05/04/2012,10.0886
06/04/2012,10.0908
07/04/2012,10.0930
08/04/2012,10.0953
09/04/2012,10.1193
10/04/2012,10.1255
11/04/2012,10.1498
12/04/2012,10.1731
13/04/2012,10.1779
14/04/2012,10.1802
15/04/2012,10.1824
16/04/2012,10.2033
17/04/2012,10.2470
18/04/2012,10.2629
19/04/2012,10.2494
20/04/2012,10.2242
21/04/2012,10.2264
22/04/2012,10.2286
23/04/2012,10.2166
24/04/2012,10.1940
25/04/2012,10.1738
26/04/2012,10.1635
27/04/2012,10.1627
28/04/2012,10.1649
29/04/2012,10.1672
30/04/2012,10.1504
01/05/2012,10.1526
02/05/2012,10.1718
03/05/2012,10.1949
04/05/2012,10.17
05/05/2012,10.1722
06/05/2012,10.1745
