Date (DD/MM/YYYY),NAV
14/10/2016,10
15/10/2016,10
16/10/2016,10
17/10/2016,10
18/10/2016,10
19/10/2016,10
20/10/2016,10
21/10/2016,10
22/10/2016,10
23/10/2016,10
24/10/2016,10
25/10/2016,10
26/10/2016,10
27/10/2016,10
28/10/2016,10
29/10/2016,10
30/10/2016,10
31/10/2016,10
01/11/2016,10
02/11/2016,10
03/11/2016,10
04/11/2016,10
05/11/2016,10
06/11/2016,10
07/11/2016,10
08/11/2016,10
09/11/2016,10
10/11/2016,10
11/11/2016,10
12/11/2016,10
13/11/2016,10
14/11/2016,10
15/11/2016,10
16/11/2016,10
17/11/2016,10
18/11/2016,10
19/11/2016,10
20/11/2016,10
21/11/2016,10
22/11/2016,10
23/11/2016,10
24/11/2016,10
25/11/2016,10
26/11/2016,10
27/11/2016,10
28/11/2016,10.0038
29/11/2016,10.0051
30/11/2016,10.0070
01/12/2016,10.0088
02/12/2016,10.0097
03/12/2016,10.0097
04/12/2016,10.0097
05/12/2016,10.0145
06/12/2016,10.0162
07/12/2016,10.0179
08/12/2016,10.0182
09/12/2016,10.0198
10/12/2016,10.0198
11/12/2016,10.0198
12/12/2016,10.0198
13/12/2016,10.0251
14/12/2016,10.0269
15/12/2016,10.0283
16/12/2016,10.03
17/12/2016,10.03
18/12/2016,10.03
19/12/2016,10.0349
20/12/2016,10.0365
21/12/2016,10.0388
22/12/2016,10.0405
23/12/2016,10.0424
24/12/2016,10.0424
25/12/2016,10.0423
26/12/2016,10.0476
27/12/2016,10.0493
28/12/2016,10.0510
29/12/2016,10.0528
30/12/2016,10.0547
31/12/2016,10.0547
01/01/2017,10.0547
02/01/2017,10.0606
03/01/2017,10.0627
04/01/2017,10.0643
05/01/2017,10.0661
06/01/2017,10.0678
07/01/2017,10.0678
08/01/2017,10.0678
09/01/2017,10.0728
10/01/2017,10.0745
11/01/2017,10.0762
12/01/2017,10.0777
13/01/2017,10.0794
14/01/2017,10.0794
15/01/2017,10.0794
16/01/2017,10.0846
17/01/2017,10.0864
18/01/2017,10.0881
19/01/2017,10.0899
20/01/2017,10.0916
21/01/2017,10.0916
22/01/2017,10.0916
23/01/2017,10.0970
24/01/2017,10.0987
25/01/2017,10.1004
26/01/2017,10.1004
27/01/2017,10.1040
28/01/2017,10.1040
29/01/2017,10.1040
30/01/2017,10.1094
31/01/2017,10.1113
01/02/2017,10.1130
02/02/2017,10.1148
03/02/2017,10.1167
04/02/2017,10.1167
05/02/2017,10.1167
06/02/2017,10.1220
07/02/2017,10.1239
08/02/2017,10.1257
09/02/2017,10.1272
10/02/2017,10.1289
11/02/2017,10.1289
12/02/2017,10.1289
13/02/2017,10.1343
14/02/2017,10.1361
15/02/2017,10.1379
16/02/2017,10.1398
17/02/2017,10.1415
18/02/2017,10.1415
19/02/2017,10.1415
20/02/2017,10.1471
21/02/2017,10.1471
22/02/2017,10.1506
23/02/2017,10.1524
24/02/2017,10.1524
25/02/2017,10.1524
26/02/2017,10.1524
27/02/2017,10.1595
28/02/2017,10.1615
01/03/2017,10.1634
02/03/2017,10.1652
03/03/2017,10.1669
04/03/2017,10.1669
05/03/2017,10.1669
06/03/2017,10.1722
07/03/2017,10.1739
08/03/2017,10.1756
09/03/2017,10.1774
10/03/2017,10.1792
11/03/2017,10.1792
12/03/2017,10.1792
13/03/2017,10.1791
14/03/2017,10.1864
15/03/2017,10.1882
16/03/2017,10.1901
17/03/2017,10.1919
18/03/2017,10.1919
19/03/2017,10.1919
20/03/2017,10.1974
21/03/2017,10.1993
22/03/2017,10.2014
23/03/2017,10.2032
24/03/2017,10.2050
25/03/2017,10.2050
26/03/2017,10.2050
27/03/2017,10.2103
28/03/2017,10.2103
29/03/2017,10.2139
30/03/2017,10.2158
31/03/2017,10.2177
01/04/2017,10.2177
02/04/2017,10.2177
03/04/2017,10.2249
04/04/2017,10.2249
05/04/2017,10.2286
06/04/2017,10.2303
07/04/2017,10.2321
08/04/2017,10.2321
09/04/2017,10.2321
10/04/2017,10.2374
11/04/2017,10.2392
12/04/2017,10.2411
13/04/2017,10.2429
14/04/2017,10.2429
15/04/2017,10.2429
16/04/2017,10.2429
17/04/2017,10.25
18/04/2017,10.2518
19/04/2017,10.2536
20/04/2017,10.2554
21/04/2017,10.2571
22/04/2017,10.2571
23/04/2017,10.2571
24/04/2017,10.2624
25/04/2017,10.2642
26/04/2017,10.2660
27/04/2017,10.2677
28/04/2017,10.2695
29/04/2017,10.2695
30/04/2017,10.2695
01/05/2017,10.2695
02/05/2017,10.2767
03/05/2017,10.2784
04/05/2017,10.2802
05/05/2017,10.2820
06/05/2017,10.2820
07/05/2017,10.2820
08/05/2017,10.2873
09/05/2017,10.2891
10/05/2017,10.2891
11/05/2017,10.2927
12/05/2017,10.2945
13/05/2017,10.2945
14/05/2017,10.2945
15/05/2017,10.2999
16/05/2017,10.3017
17/05/2017,10.3035
18/05/2017,10.3054
19/05/2017,10.3073
20/05/2017,10.3073
21/05/2017,10.3072
22/05/2017,10.3126
23/05/2017,10.3144
24/05/2017,10.3163
25/05/2017,10.3181
26/05/2017,10.3199
27/05/2017,10.3199
28/05/2017,10.3199
29/05/2017,10.3253
30/05/2017,10.3272
31/05/2017,10.3290
01/06/2017,10.3309
02/06/2017,10.3327
03/06/2017,10.3327
04/06/2017,10.3327
05/06/2017,10.3381
06/06/2017,10.3399
07/06/2017,10.3417
08/06/2017,10.3435
09/06/2017,10.3453
10/06/2017,10.3453
11/06/2017,10.3453
12/06/2017,10.3507
13/06/2017,10.3525
14/06/2017,10.3544
15/06/2017,10.3562
16/06/2017,10.3580
17/06/2017,10.3580
18/06/2017,10.3580
19/06/2017,10.3634
20/06/2017,10.3652
21/06/2017,10.3670
22/06/2017,10.3688
23/06/2017,10.3705
24/06/2017,10.3705
25/06/2017,10.3705
26/06/2017,10.3705
27/06/2017,10.3779
28/06/2017,10.3797
29/06/2017,10.3816
30/06/2017,10.3835
01/07/2017,10.3835
02/07/2017,10.3835
03/07/2017,10.3896
04/07/2017,10.3914
05/07/2017,10.3933
06/07/2017,10.3951
07/07/2017,10.3970
08/07/2017,10.3970
09/07/2017,10.3970
10/07/2017,10.4025
11/07/2017,10.4045
12/07/2017,10.4063
13/07/2017,10.4082
14/07/2017,10.4101
15/07/2017,10.4101
16/07/2017,10.41
17/07/2017,10.4156
18/07/2017,10.4174
19/07/2017,10.4193
20/07/2017,10.4212
21/07/2017,10.4230
22/07/2017,10.4230
23/07/2017,10.4230
24/07/2017,10.4286
25/07/2017,10.4304
26/07/2017,10.4323
27/07/2017,10.4341
28/07/2017,10.4360
29/07/2017,10.4360
30/07/2017,10.4360
31/07/2017,10.4415
01/08/2017,10.4434
02/08/2017,10.4452
03/08/2017,10.4472
04/08/2017,10.4490
05/08/2017,10.4490
06/08/2017,10.4490
07/08/2017,10.4545
08/08/2017,10.4563
09/08/2017,10.4582
10/08/2017,10.4601
11/08/2017,10.4620
12/08/2017,10.4620
13/08/2017,10.4620
14/08/2017,10.4675
15/08/2017,10.4675
16/08/2017,10.4712
17/08/2017,10.4712
18/08/2017,10.4748
19/08/2017,10.4748
20/08/2017,10.4748
21/08/2017,10.4802
22/08/2017,10.4820
23/08/2017,10.4838
24/08/2017,10.4856
25/08/2017,10.4856
26/08/2017,10.4856
27/08/2017,10.4856
28/08/2017,10.4927
29/08/2017,10.4946
30/08/2017,10.4966
31/08/2017,10.4983
01/09/2017,10.5002
02/09/2017,10.5002
03/09/2017,10.5002
04/09/2017,10.5056
05/09/2017,10.5074
06/09/2017,10.5092
07/09/2017,10.5110
08/09/2017,10.5128
09/09/2017,10.5128
10/09/2017,10.5127
11/09/2017,10.5181
12/09/2017,10.5199
13/09/2017,10.5217
14/09/2017,10.5235
15/09/2017,10.5253
16/09/2017,10.5253
17/09/2017,10.5253
18/09/2017,10.5307
19/09/2017,10.5326
20/09/2017,10.5344
21/09/2017,10.5363
22/09/2017,10.5381
23/09/2017,10.5381
24/09/2017,10.5381
25/09/2017,10.5433
26/09/2017,10.5451
27/09/2017,10.5470
28/09/2017,10.5489
29/09/2017,10.5508
30/09/2017,10.5507
01/10/2017,10.5507
02/10/2017,10.5507
03/10/2017,10.5585
04/10/2017,10.5605
05/10/2017,10.5623
06/10/2017,10.5642
07/10/2017,10.5642
08/10/2017,10.5642
09/10/2017,10.5695
10/10/2017,10.5713
11/10/2017,10.5731
12/10/2017,10.5750
13/10/2017,10.5768
14/10/2017,10.5768
15/10/2017,10.5768
16/10/2017,10.5824
17/10/2017,10.5843
18/10/2017,10.5861
19/10/2017,10.5861
20/10/2017,10.5861
21/10/2017,10.5861
22/10/2017,10.5861
23/10/2017,10.5953
24/10/2017,10.5971
25/10/2017,10.5833
26/10/2017,10.5853
27/10/2017,10.6170
28/10/2017,10.6185
29/10/2017,10.62
30/10/2017,10.5898
31/10/2017,10.5817
01/11/2017,10.7082
02/11/2017,10.5864
03/11/2017,10.5886
04/11/2017,10.5899
05/11/2017,10.5913
06/11/2017,10.5949
07/11/2017,10.5941
08/11/2017,10.6785
09/11/2017,10.6806
10/11/2017,10.6648
11/11/2017,10.6661
12/11/2017,10.6675
13/11/2017,10.6827
14/11/2017,10.6511
15/11/2017,10.5936
16/11/2017,10.6381
17/11/2017,10.6809
18/11/2017,10.6822
19/11/2017,10.6835
20/11/2017,10.7321
21/11/2017,10.7284
22/11/2017,10.6131
23/11/2017,10.6171
24/11/2017,10.6126
25/11/2017,10.6138
26/11/2017,10.6151
27/11/2017,10.6625
28/11/2017,10.6646
29/11/2017,10.6667
30/11/2017,10.6243
01/12/2017,10.6255
02/12/2017,10.6267
03/12/2017,10.6279
04/12/2017,10.6672
05/12/2017,10.6788
06/12/2017,10.6841
07/12/2017,10.6359
08/12/2017,10.6941
09/12/2017,10.6953
10/12/2017,10.6964
11/12/2017,10.6659
12/12/2017,10.6402
13/12/2017,10.63
14/12/2017,10.6320
15/12/2017,10.6431
16/12/2017,10.6442
17/12/2017,10.6454
18/12/2017,10.6433
19/12/2017,10.6513
20/12/2017,10.6534
21/12/2017,10.6317
22/12/2017,10.6397
23/12/2017,10.6408
24/12/2017,10.6419
25/12/2017,10.6430
26/12/2017,10.6451
27/12/2017,10.6442
28/12/2017,10.6199
29/12/2017,10.6344
30/12/2017,10.6355
31/12/2017,10.6366
01/01/2018,10.6460
02/01/2018,10.6424
03/01/2018,10.6417
04/01/2018,10.6493
05/01/2018,10.6887
06/01/2018,10.6897
07/01/2018,10.6908
08/01/2018,10.6964
09/01/2018,10.6591
10/01/2018,10.6786
11/01/2018,10.6857
12/01/2018,10.7860
13/01/2018,10.7880
14/01/2018,10.79
15/01/2018,10.8050
16/01/2018,10.8926
17/01/2018,10.8012
18/01/2018,10.8088
19/01/2018,10.8156
20/01/2018,10.8175
21/01/2018,10.8194
22/01/2018,10.8050
23/01/2018,10.8223
24/01/2018,10.8265
25/01/2018,10.7443
26/01/2018,10.7460
27/01/2018,10.7476
28/01/2018,10.7492
29/01/2018,10.8774
30/01/2018,10.8719
31/01/2018,10.6888
01/02/2018,10.7008
02/02/2018,10.8566
03/02/2018,10.8590
04/02/2018,10.8614
05/02/2018,10.9386
06/02/2018,10.6970
07/02/2018,10.7681
08/02/2018,10.7733
09/02/2018,10.9534
10/02/2018,10.9555
11/02/2018,10.9576
12/02/2018,10.9724
13/02/2018,10.9745
14/02/2018,10.9678
15/02/2018,10.8249
16/02/2018,10.8353
17/02/2018,10.8373
18/02/2018,10.8394
19/02/2018,10.8414
20/02/2018,10.8490
21/02/2018,10.7420
22/02/2018,10.9148
23/02/2018,10.7258
24/02/2018,10.7278
25/02/2018,10.7298
26/02/2018,10.8192
27/02/2018,10.8936
28/02/2018,10.8841
01/03/2018,10.6717
02/03/2018,10.6735
03/03/2018,10.6754
04/03/2018,10.6772
05/03/2018,10.8266
06/03/2018,10.8918
07/03/2018,10.8342
08/03/2018,10.9148
09/03/2018,10.8619
10/03/2018,10.8636
11/03/2018,10.8654
12/03/2018,10.8858
13/03/2018,10.9412
14/03/2018,10.9347
15/03/2018,10.8745
16/03/2018,10.9007
17/03/2018,10.9029
18/03/2018,10.9051
19/03/2018,10.9590
20/03/2018,10.7573
21/03/2018,10.9302
22/03/2018,10.9666
23/03/2018,10.9246
24/03/2018,10.9265
25/03/2018,10.9285
26/03/2018,10.9793
27/03/2018,10.9667
28/03/2018,10.9205
29/03/2018,10.9224
30/03/2018,10.9242
31/03/2018,11.0049
01/04/2018,11.0068
02/04/2018,11.0087
03/04/2018,11.0146
04/04/2018,11.0112
05/04/2018,11.1484
06/04/2018,11.1577
07/04/2018,11.1599
08/04/2018,11.1620
09/04/2018,11.1618
10/04/2018,11.1407
11/04/2018,11.1478
12/04/2018,11.1185
13/04/2018,11.1322
14/04/2018,11.1343
15/04/2018,11.1364
16/04/2018,11.1270
17/04/2018,11.1272
18/04/2018,11.1411
19/04/2018,11.0808
20/04/2018,11.0661
21/04/2018,11.0682
22/04/2018,11.0703
23/04/2018,11.0192
24/04/2018,11.0714
25/04/2018,11.0154
26/04/2018,11.0027
27/04/2018,11.0090
28/04/2018,11.0111
29/04/2018,11.0132
30/04/2018,11.0153
01/05/2018,11.0174
02/05/2018,11.1169
03/05/2018,11.0659
04/05/2018,11.0805
05/05/2018,11.0826
06/05/2018,11.0847
07/05/2018,11.0771
08/05/2018,11.1711
09/05/2018,11.0476
10/05/2018,11.0347
11/05/2018,11.0274
12/05/2018,11.0295
13/05/2018,11.0316
14/05/2018,11.0841
15/05/2018,10.7890
16/05/2018,11.0119
17/05/2018,10.7522
18/05/2018,10.7665
19/05/2018,10.7686
20/05/2018,10.7707
21/05/2018,10.8032
22/05/2018,11.0527
23/05/2018,10.7993
24/05/2018,11.0210
25/05/2018,11.0535
26/05/2018,11.0556
27/05/2018,11.0577
28/05/2018,11.0785
29/05/2018,10.8184
30/05/2018,10.8236
31/05/2018,11.0357
01/06/2018,11.0480
02/06/2018,11.05
03/06/2018,11.0521
04/06/2018,11.0535
05/06/2018,11.0276
06/06/2018,11.1391
07/06/2018,10.6350
08/06/2018,10.6418
11/06/2018,11.1404
11/06/2018,10.6438
11/06/2018,10.6458
12/06/2018,11.0259
13/06/2018,11.0280
15/06/2018,10.9523
15/06/2018,11.06
16/06/2018,11.0623
17/06/2018,11.0647
18/06/2018,10.6383
19/06/2018,10.6513
20/06/2018,10.6694
21/06/2018,11.0843
22/06/2018,10.7793
23/06/2018,10.7816
24/06/2018,10.7840
25/06/2018,11.0969
26/06/2018,11.2294
27/06/2018,10.7907
28/06/2018,10.7586
29/06/2018,11.1564
30/06/2018,11.1587
01/07/2018,11.1611
02/07/2018,11.1768
