Date (DD/MM/YYYY),NAV
14/12/2009,10
15/12/2009,10
16/12/2009,10
17/12/2009,10
18/12/2009,10
19/12/2009,10
20/12/2009,10
21/12/2009,10
22/12/2009,10
23/12/2009,10
24/12/2009,10
25/12/2009,10
26/12/2009,10
27/12/2009,10
28/12/2009,10
29/12/2009,10
30/12/2009,10
31/12/2009,10
01/01/2010,10
02/01/2010,10
03/01/2010,10
04/01/2010,10
05/01/2010,10
06/01/2010,10
07/01/2010,10
08/01/2010,10
09/01/2010,10
10/01/2010,10
11/01/2010,10
12/01/2010,10
13/01/2010,10
14/01/2010,9.8778
15/01/2010,10.0439
16/01/2010,10.0439
17/01/2010,10.0439
18/01/2010,9.7725
19/01/2010,9.7290
20/01/2010,9.8595
21/01/2010,9.6248
22/01/2010,9.4386
23/01/2010,9.4386
24/01/2010,9.4386
25/01/2010,9.3790
26/01/2010,9.3790
27/01/2010,9.1710
28/01/2010,9.1649
29/01/2010,9.20
30/01/2010,9.20
31/01/2010,9.20
01/02/2010,9.1243
02/02/2010,9.1316
03/02/2010,9.2482
04/02/2010,9.2452
05/02/2010,8.9712
06/02/2010,8.9712
07/02/2010,8.9712
08/02/2010,9.2076
09/02/2010,9.1752
10/02/2010,9.4995
11/02/2010,9.4028
12/02/2010,9.4028
13/02/2010,9.4028
14/02/2010,9.4028
15/02/2010,9.4465
16/02/2010,9.4087
17/02/2010,9.6087
18/02/2010,9.4691
19/02/2010,9.4506
20/02/2010,9.4506
21/02/2010,9.4506
22/02/2010,9.2787
23/02/2010,9.5214
24/02/2010,9.3936
25/02/2010,9.4984
26/02/2010,9.5015
27/02/2010,9.5015
28/02/2010,9.5015
01/03/2010,9.5015
02/03/2010,9.7213
03/03/2010,9.8571
04/03/2010,9.8576
05/03/2010,9.9657
06/03/2010,9.9657
07/03/2010,9.9657
08/03/2010,9.9075
09/03/2010,9.8349
10/03/2010,9.8762
11/03/2010,9.9114
12/03/2010,9.9047
13/03/2010,9.9047
14/03/2010,9.9047
15/03/2010,9.9047
16/03/2010,9.9047
17/03/2010,9.9782
18/03/2010,9.9888
19/03/2010,10.0428
20/03/2010,10.0428
21/03/2010,10.0428
22/03/2010,10.0434
23/03/2010,10.0177
24/03/2010,10.0177
25/03/2010,10.1053
26/03/2010,10.0431
27/03/2010,10.0431
28/03/2010,10.0431
29/03/2010,10.2101
30/03/2010,10.1537
31/03/2010,10.1262
01/04/2010,10.1262
02/04/2010,10.1262
03/04/2010,10.1262
04/04/2010,10.1262
05/04/2010,10.3547
06/04/2010,10.3467
07/04/2010,10.3064
08/04/2010,10.2136
09/04/2010,10.3202
10/04/2010,10.3202
11/04/2010,10.3202
12/04/2010,10.3196
13/04/2010,10.2366
14/04/2010,10.2366
15/04/2010,10.2366
16/04/2010,10.1530
17/04/2010,10.1530
18/04/2010,10.1529
19/04/2010,10.0957
20/04/2010,10.1232
21/04/2010,10.0693
22/04/2010,10.0879
23/04/2010,10.1518
24/04/2010,10.1518
25/04/2010,10.1518
26/04/2010,10.2335
27/04/2010,10.2557
28/04/2010,10.0535
29/04/2010,10.0622
30/04/2010,10.2394
01/05/2010,10.2394
02/05/2010,10.2394
03/05/2010,10.0093
04/05/2010,10.0341
05/05/2010,9.9247
06/05/2010,9.8113
07/05/2010,9.7920
08/05/2010,9.7920
09/05/2010,9.7920
10/05/2010,9.9190
11/05/2010,9.9806
12/05/2010,9.9391
13/05/2010,9.9815
14/05/2010,9.9530
15/05/2010,9.9530
16/05/2010,9.9530
17/05/2010,9.7346
18/05/2010,9.7549
19/05/2010,9.8248
20/05/2010,9.5305
21/05/2010,9.6979
22/05/2010,9.6979
23/05/2010,9.6979
24/05/2010,9.7555
25/05/2010,9.4320
26/05/2010,9.4459
27/05/2010,9.4459
28/05/2010,9.7734
29/05/2010,9.7734
30/05/2010,9.7734
31/05/2010,9.7598
01/06/2010,9.8693
02/06/2010,9.6518
03/06/2010,9.8393
04/06/2010,9.7554
05/06/2010,9.7554
06/06/2010,9.7554
07/06/2010,9.7026
08/06/2010,9.7622
09/06/2010,9.8692
10/06/2010,9.6506
11/06/2010,9.7923
12/06/2010,9.7923
13/06/2010,9.7923
14/06/2010,10.0319
15/06/2010,10.0938
16/06/2010,10.0977
17/06/2010,10.1006
18/06/2010,10.1145
19/06/2010,10.1145
20/06/2010,10.1145
21/06/2010,10.2673
22/06/2010,10.2161
23/06/2010,10.1795
24/06/2010,10.1547
25/06/2010,10.1547
26/06/2010,10.1547
27/06/2010,10.1547
28/06/2010,10.2666
29/06/2010,10.1604
30/06/2010,10.2749
01/07/2010,10.2749
02/07/2010,10.2197
03/07/2010,10.2197
04/07/2010,10.2197
05/07/2010,10.0539
06/07/2010,10.2147
07/07/2010,10.2171
08/07/2010,10.1618
09/07/2010,10.3296
10/07/2010,10.3296
11/07/2010,10.3296
12/07/2010,10.2997
13/07/2010,10.3312
14/07/2010,10.3904
15/07/2010,10.4053
16/07/2010,10.3311
17/07/2010,10.3311
18/07/2010,10.3311
19/07/2010,10.3311
20/07/2010,10.2787
21/07/2010,10.3882
22/07/2010,10.5356
23/07/2010,10.4817
24/07/2010,10.4817
25/07/2010,10.4817
26/07/2010,10.3893
27/07/2010,10.4453
28/07/2010,10.3322
29/07/2010,10.3378
30/07/2010,10.3378
31/07/2010,10.3378
01/08/2010,10.3378
02/08/2010,10.3886
03/08/2010,10.3892
04/08/2010,10.3892
05/08/2010,10.4926
06/08/2010,10.4937
07/08/2010,10.4937
08/08/2010,10.4937
09/08/2010,10.4457
10/08/2010,10.4624
11/08/2010,10.3895
12/08/2010,10.3727
13/08/2010,10.2773
14/08/2010,10.2773
15/08/2010,10.2773
16/08/2010,10.5146
17/08/2010,10.5017
18/08/2010,10.5063
19/08/2010,10.5063
20/08/2010,10.4216
21/08/2010,10.4216
22/08/2010,10.4216
23/08/2010,10.4498
24/08/2010,10.5623
25/08/2010,10.3929
26/08/2010,10.4491
27/08/2010,10.4210
28/08/2010,10.4210
29/08/2010,10.4210
30/08/2010,10.3650
31/08/2010,10.3355
01/09/2010,10.4261
02/09/2010,10.4261
03/09/2010,10.4813
04/09/2010,10.4813
05/09/2010,10.4813
06/09/2010,10.6193
07/09/2010,10.6193
08/09/2010,10.6170
09/09/2010,10.6730
10/09/2010,10.6730
11/09/2010,10.6730
12/09/2010,10.6730
13/09/2010,10.9142
14/09/2010,11.0461
15/09/2010,11.1523
16/09/2010,11.0717
17/09/2010,11.1491
18/09/2010,11.1491
19/09/2010,11.1491
20/09/2010,11.3695
21/09/2010,11.4489
22/09/2010,11.3675
23/09/2010,11.3393
24/09/2010,11.3112
25/09/2010,11.3112
26/09/2010,11.3112
27/09/2010,11.4770
28/09/2010,11.3725
29/09/2010,11.3177
30/09/2010,11.3177
01/10/2010,11.5173
02/10/2010,11.5173
03/10/2010,11.5173
04/10/2010,11.7771
05/10/2010,11.7566
06/10/2010,11.6654
07/10/2010,11.5255
08/10/2010,11.4706
09/10/2010,11.4706
10/10/2010,11.4706
11/10/2010,11.6921
12/10/2010,11.4739
13/10/2010,11.7418
14/10/2010,11.7197
15/10/2010,11.5267
16/10/2010,11.5267
17/10/2010,11.5267
18/10/2010,11.4716
19/10/2010,11.5540
20/10/2010,11.5009
21/10/2010,11.4170
22/10/2010,11.5793
23/10/2010,11.5793
24/10/2010,11.5793
25/10/2010,11.6043
26/10/2010,11.4710
27/10/2010,11.3611
28/10/2010,11.5506
29/10/2010,11.3064
30/10/2010,11.3064
31/10/2010,11.3064
01/11/2010,11.5258
02/11/2010,11.5428
03/11/2010,11.6259
04/11/2010,11.8073
05/11/2010,11.8073
06/11/2010,11.8073
07/11/2010,11.8073
08/11/2010,11.8943
09/11/2010,11.8519
10/11/2010,11.8725
11/11/2010,11.7901
12/11/2010,11.7846
13/11/2010,11.7846
14/11/2010,11.7846
15/11/2010,11.8393
16/11/2010,11.7971
17/11/2010,11.7971
18/11/2010,11.3891
19/11/2010,11.4090
20/11/2010,11.4090
21/11/2010,11.4090
22/11/2010,11.5820
23/11/2010,11.2033
24/11/2010,11.2351
25/11/2010,11.2366
26/11/2010,11.1973
27/11/2010,11.1973
28/11/2010,11.1973
29/11/2010,11.1138
30/11/2010,11.1825
01/12/2010,11.4057
02/12/2010,11.35
03/12/2010,11.4183
04/12/2010,11.4183
05/12/2010,11.4183
06/12/2010,11.4674
07/12/2010,11.3781
08/12/2010,11.4617
09/12/2010,11.1807
10/12/2010,11.0879
11/12/2010,11.0879
12/12/2010,11.0879
13/12/2010,11.0907
14/12/2010,11.2546
15/12/2010,11.2825
16/12/2010,11.1987
17/12/2010,11.1987
18/12/2010,11.1987
19/12/2010,11.1987
20/12/2010,11.5338
21/12/2010,11.4502
22/12/2010,11.5903
23/12/2010,11.4223
24/12/2010,11.4223
25/12/2010,11.4223
26/12/2010,11.4223
27/12/2010,11.5431
28/12/2010,11.6438
29/12/2010,11.6438
30/12/2010,11.7557
31/12/2010,11.8680
01/01/2011,11.8680
02/01/2011,11.8680
03/01/2011,11.8669
04/01/2011,11.8392
05/01/2011,11.7959
06/01/2011,11.5877
07/01/2011,11.4762
08/01/2011,11.4762
09/01/2011,11.4762
10/01/2011,11.2846
11/01/2011,11.0983
12/01/2011,11.2793
13/01/2011,11.3748
14/01/2011,11.0967
15/01/2011,11.0967
