Date (DD/MM/YYYY),NAV
14/12/2009,10
15/12/2009,10
16/12/2009,10
17/12/2009,10
18/12/2009,10
19/12/2009,10
20/12/2009,10
21/12/2009,10
22/12/2009,10
23/12/2009,10
24/12/2009,10
25/12/2009,10
26/12/2009,10
27/12/2009,10
28/12/2009,10
29/12/2009,10
30/12/2009,10
31/12/2009,10
01/01/2010,10
02/01/2010,10
03/01/2010,10
04/01/2010,10
05/01/2010,10
06/01/2010,10
07/01/2010,10
08/01/2010,10
09/01/2010,10
10/01/2010,10
11/01/2010,10
12/01/2010,10
13/01/2010,10
14/01/2010,10
15/01/2010,10
16/01/2010,10
17/01/2010,10
18/01/2010,9.4253
19/01/2010,9.4253
20/01/2010,9.4253
21/01/2010,9.4253
22/01/2010,9.4253
23/01/2010,9.4253
24/01/2010,9.4253
25/01/2010,9.4253
26/01/2010,9.4253
27/01/2010,9.4253
28/01/2010,9.4253
29/01/2010,9.4253
30/01/2010,9.4253
31/01/2010,9.4253
01/02/2010,9.4253
02/02/2010,9.4253
03/02/2010,9.4253
04/02/2010,9.4264
05/02/2010,9.4275
06/02/2010,9.4286
07/02/2010,9.4298
08/02/2010,9.5213
09/02/2010,9.5224
10/02/2010,10.0081
11/02/2010,10.0092
12/02/2010,10.0103
13/02/2010,10.0114
14/02/2010,10.0125
15/02/2010,10.0148
16/02/2010,10.0161
17/02/2010,10.0174
18/02/2010,10.0186
19/02/2010,10.0199
20/02/2010,10.0212
21/02/2010,10.0224
22/02/2010,10.0237
23/02/2010,10.0249
24/02/2010,10.0261
25/02/2010,10.0272
26/02/2010,10.0284
27/02/2010,10.0296
28/02/2010,10.0308
01/03/2010,10.0320
02/03/2010,10.0332
03/03/2010,10.0342
04/03/2010,10.0352
05/03/2010,10.0363
06/03/2010,10.0372
07/03/2010,10.0382
08/03/2010,10.0397
09/03/2010,10.0410
10/03/2010,10.0423
11/03/2010,10.0437
12/03/2010,10.0450
13/03/2010,10.0462
14/03/2010,10.0474
15/03/2010,10.0487
16/03/2010,10.0499
17/03/2010,10.0512
18/03/2010,10.0526
19/03/2010,10.0539
20/03/2010,10.0552
21/03/2010,10.0566
22/03/2010,10.0579
23/03/2010,10.0593
24/03/2010,10.0606
25/03/2010,10.0619
26/03/2010,10.0632
27/03/2010,10.0646
28/03/2010,10.0659
29/03/2010,10.0672
30/03/2010,10.0685
31/03/2010,10.0694
01/04/2010,10.0707
02/04/2010,10.0720
03/04/2010,10.0733
04/04/2010,10.0745
05/04/2010,10.0758
06/04/2010,10.0771
07/04/2010,10.0783
08/04/2010,10.0796
09/04/2010,10.0808
10/04/2010,10.0820
11/04/2010,10.0833
12/04/2010,10.0845
13/04/2010,10.0858
14/04/2010,10.0872
15/04/2010,10.0885
16/04/2010,10.0898
17/04/2010,10.0912
18/04/2010,10.0925
19/04/2010,10.0938
20/04/2010,10.0951
21/04/2010,10.0964
22/04/2010,10.0977
23/04/2010,10.0992
24/04/2010,10.1005
25/04/2010,10.1018
26/04/2010,10.1030
27/04/2010,10.1043
28/04/2010,10.1056
29/04/2010,10.1068
30/04/2010,10.1082
01/05/2010,10.1095
02/05/2010,10.1108
03/05/2010,10.1122
04/05/2010,10.1135
05/05/2010,10.1148
06/05/2010,10.1160
07/05/2010,10.1173
08/05/2010,10.1187
09/05/2010,10.12
10/05/2010,10.1213
11/05/2010,10.1226
12/05/2010,10.1238
13/05/2010,10.1252
14/05/2010,10.1266
15/05/2010,10.1279
16/05/2010,10.1292
17/05/2010,10.1305
18/05/2010,10.1319
19/05/2010,10.1332
20/05/2010,10.1345
21/05/2010,10.1358
22/05/2010,10.1371
23/05/2010,10.1384
24/05/2010,10.1397
25/05/2010,10.1410
26/05/2010,10.1423
27/05/2010,10.1436
28/05/2010,10.1449
29/05/2010,10.1462
30/05/2010,10.1475
31/05/2010,10.1487
01/06/2010,10.15
02/06/2010,10.1514
03/06/2010,10.1527
04/06/2010,10.1541
05/06/2010,10.1554
06/06/2010,10.1567
07/06/2010,10.1580
08/06/2010,10.1593
09/06/2010,10.1606
10/06/2010,10.1619
11/06/2010,10.1631
12/06/2010,10.1644
13/06/2010,10.1657
14/06/2010,10.1671
15/06/2010,10.1684
16/06/2010,10.1698
17/06/2010,10.1710
18/06/2010,10.1723
19/06/2010,10.1736
20/06/2010,10.1749
21/06/2010,10.1762
22/06/2010,10.1775
23/06/2010,10.1788
24/06/2010,10.18
25/06/2010,10.1813
26/06/2010,10.1826
27/06/2010,10.1838
28/06/2010,10.1852
29/06/2010,10.1865
30/06/2010,10.1878
01/07/2010,10.1891
02/07/2010,10.1904
03/07/2010,10.1917
04/07/2010,10.1930
05/07/2010,10.1943
06/07/2010,10.19
07/07/2010,10.1913
08/07/2010,10.1926
09/07/2010,10.1939
10/07/2010,10.1951
11/07/2010,10.1964
12/07/2010,10.1980
13/07/2010,10.1993
14/07/2010,10.2006
15/07/2010,10.2019
16/07/2010,10.2031
17/07/2010,10.2044
18/07/2010,10.2057
19/07/2010,10.2070
20/07/2010,10.2083
21/07/2010,10.2096
22/07/2010,10.2109
23/07/2010,10.2121
24/07/2010,10.2134
25/07/2010,10.2146
26/07/2010,10.2159
27/07/2010,10.2172
28/07/2010,10.2185
29/07/2010,10.2198
30/07/2010,10.2211
31/07/2010,10.2224
01/08/2010,10.2237
02/08/2010,10.2250
03/08/2010,10.2263
04/08/2010,10.2276
05/08/2010,10.2288
06/08/2010,10.2301
07/08/2010,10.2314
08/08/2010,10.2326
09/08/2010,10.2339
10/08/2010,10.2352
11/08/2010,10.2366
12/08/2010,10.2378
13/08/2010,10.2392
14/08/2010,10.2405
15/08/2010,10.2418
16/08/2010,10.2431
17/08/2010,10.2446
18/08/2010,10.2460
19/08/2010,10.2473
20/08/2010,10.2487
21/08/2010,10.2501
22/08/2010,10.2514
23/08/2010,10.2528
24/08/2010,10.2541
25/08/2010,10.2554
26/08/2010,10.2568
27/08/2010,10.2581
28/08/2010,10.2594
29/08/2010,10.2607
30/08/2010,10.2621
31/08/2010,10.2634
01/09/2010,10.2648
02/09/2010,10.2661
03/09/2010,10.2675
04/09/2010,10.2688
05/09/2010,10.2701
06/09/2010,10.2715
07/09/2010,10.2729
08/09/2010,10.2744
09/09/2010,10.2759
10/09/2010,10.2773
11/09/2010,10.2787
12/09/2010,10.2801
13/09/2010,10.2816
14/09/2010,10.2830
15/09/2010,10.2844
16/09/2010,10.2859
17/09/2010,10.2873
18/09/2010,10.2887
19/09/2010,10.2902
20/09/2010,10.2916
21/09/2010,10.2930
22/09/2010,10.2944
23/09/2010,10.2958
24/09/2010,10.2972
25/09/2010,10.2985
26/09/2010,10.2999
27/09/2010,10.3013
28/09/2010,10.3027
29/09/2010,10.3041
30/09/2010,10.3053
01/10/2010,10.3068
02/10/2010,10.3083
03/10/2010,10.3097
04/10/2010,10.3112
05/10/2010,10.3127
06/10/2010,10.3141
07/10/2010,10.3156
08/10/2010,10.3170
09/10/2010,10.3185
10/10/2010,10.32
11/10/2010,10.3213
12/10/2010,10.3227
13/10/2010,10.3242
14/10/2010,10.3257
15/10/2010,10.3271
16/10/2010,10.3286
17/10/2010,10.3301
18/10/2010,10.3315
19/10/2010,10.3330
20/10/2010,10.3345
21/10/2010,10.3363
22/10/2010,10.3379
23/10/2010,10.3394
24/10/2010,10.3408
25/10/2010,10.3423
26/10/2010,10.3438
27/10/2010,10.3452
28/10/2010,10.3467
29/10/2010,10.3483
30/10/2010,10.3498
31/10/2010,10.3513
01/11/2010,10.3528
02/11/2010,10.3543
03/11/2010,10.3558
04/11/2010,10.3573
05/11/2010,10.3589
06/11/2010,10.3604
07/11/2010,10.3620
08/11/2010,10.3635
09/11/2010,10.3650
10/11/2010,10.3665
11/11/2010,10.3681
12/11/2010,10.3696
13/11/2010,10.3710
14/11/2010,10.3725
15/11/2010,10.3739
16/11/2010,10.3752
17/11/2010,10.3765
18/11/2010,10.3778
19/11/2010,10.3652
20/11/2010,10.3654
21/11/2010,10.3657
22/11/2010,10.3792
23/11/2010,10.3797
24/11/2010,10.3739
25/11/2010,10.3758
26/11/2010,10.3948
27/11/2010,10.3969
28/11/2010,10.3989
29/11/2010,10.3986
30/11/2010,10.3931
01/12/2010,10.3826
02/12/2010,10.3830
03/12/2010,10.3877
04/12/2010,10.3896
05/12/2010,10.3914
06/12/2010,10.3473
07/12/2010,10.3555
08/12/2010,10.3508
09/12/2010,10.3512
10/12/2010,10.3462
11/12/2010,10.3475
12/12/2010,10.3487
13/12/2010,10.3638
14/12/2010,10.3879
15/12/2010,10.3954
16/12/2010,10.4202
17/12/2010,10.4223
18/12/2010,10.4244
19/12/2010,10.4265
20/12/2010,10.4673
21/12/2010,10.4835
22/12/2010,10.4619
23/12/2010,10.4704
24/12/2010,10.4846
25/12/2010,10.4869
26/12/2010,10.4891
27/12/2010,10.4980
28/12/2010,10.5077
29/12/2010,10.5054
30/12/2010,10.5073
31/12/2010,10.4813
01/01/2011,10.4835
02/01/2011,10.4857
03/01/2011,10.5069
04/01/2011,10.4805
05/01/2011,10.4892
06/01/2011,10.4535
07/01/2011,10.44
08/01/2011,10.4421
09/01/2011,10.4443
10/01/2011,10.4259
11/01/2011,10.4304
12/01/2011,10.4309
13/01/2011,10.46
14/01/2011,10.4578
15/01/2011,10.4598
16/01/2011,10.4618
