Date (DD/MM/YYYY),NAV
17/10/2016,1
18/10/2016,10
19/10/2016,10
20/10/2016,10
21/10/2016,10
22/10/2016,10
23/10/2016,10
24/10/2016,10
25/10/2016,10
26/10/2016,10
27/10/2016,10
28/10/2016,10
29/10/2016,10
30/10/2016,10
31/10/2016,10
01/11/2016,10
02/11/2016,10
03/11/2016,10
04/11/2016,10
05/11/2016,10
06/11/2016,10
07/11/2016,10
08/11/2016,10
09/11/2016,10
10/11/2016,10
11/11/2016,10
12/11/2016,10
13/11/2016,10
14/11/2016,10
15/11/2016,10
16/11/2016,10
17/11/2016,10
18/11/2016,10
19/11/2016,10
20/11/2016,10
21/11/2016,10
22/11/2016,10
23/11/2016,10
24/11/2016,10
25/11/2016,10
26/11/2016,10
27/11/2016,10
28/11/2016,10.0050
29/11/2016,10.0064
30/11/2016,10.0083
01/12/2016,10.0103
02/12/2016,10.0120
03/12/2016,10.0120
04/12/2016,10.0120
05/12/2016,10.0169
06/12/2016,10.0187
07/12/2016,10.0204
08/12/2016,10.0207
09/12/2016,10.0224
10/12/2016,10.0224
11/12/2016,10.0224
12/12/2016,10.0224
13/12/2016,10.0295
14/12/2016,10.0313
15/12/2016,10.0330
16/12/2016,10.0346
17/12/2016,10.0346
18/12/2016,10.0346
19/12/2016,10.0394
20/12/2016,10.0411
21/12/2016,10.0430
22/12/2016,10.0447
23/12/2016,10.0464
24/12/2016,10.0464
25/12/2016,10.0464
26/12/2016,10.0516
27/12/2016,10.0534
28/12/2016,10.0551
29/12/2016,10.0569
30/12/2016,10.0587
31/12/2016,10.0587
01/01/2017,10.0587
02/01/2017,10.0643
03/01/2017,10.0662
04/01/2017,10.0679
05/01/2017,10.0697
06/01/2017,10.0713
07/01/2017,10.0713
08/01/2017,10.0713
09/01/2017,10.0766
10/01/2017,10.0784
11/01/2017,10.0803
12/01/2017,10.0823
13/01/2017,10.0841
14/01/2017,10.0841
15/01/2017,10.0841
16/01/2017,10.0893
17/01/2017,10.0911
18/01/2017,10.0929
19/01/2017,10.0946
20/01/2017,10.0964
21/01/2017,10.0964
22/01/2017,10.0964
23/01/2017,10.1016
24/01/2017,10.1034
25/01/2017,10.1051
26/01/2017,10.1051
27/01/2017,10.1084
28/01/2017,10.1084
29/01/2017,10.1084
30/01/2017,10.1138
31/01/2017,10.1156
01/02/2017,10.1175
02/02/2017,10.1194
03/02/2017,10.1212
04/02/2017,10.1212
05/02/2017,10.1212
06/02/2017,10.1264
07/02/2017,10.1282
08/02/2017,10.1297
09/02/2017,10.1311
10/02/2017,10.1329
11/02/2017,10.1329
12/02/2017,10.1329
13/02/2017,10.1383
14/02/2017,10.1401
15/02/2017,10.1419
16/02/2017,10.1437
17/02/2017,10.1454
18/02/2017,10.1454
19/02/2017,10.1454
20/02/2017,10.1510
21/02/2017,10.1510
22/02/2017,10.1546
23/02/2017,10.1564
24/02/2017,10.1564
25/02/2017,10.1564
26/02/2017,10.1564
27/02/2017,10.1634
28/02/2017,10.1653
01/03/2017,10.1671
02/03/2017,10.1688
03/03/2017,10.1705
04/03/2017,10.1705
05/03/2017,10.1705
06/03/2017,10.1755
07/03/2017,10.1771
08/03/2017,10.1788
09/03/2017,10.1804
10/03/2017,10.1821
11/03/2017,10.1821
12/03/2017,10.1821
13/03/2017,10.1821
14/03/2017,10.1888
15/03/2017,10.1905
16/03/2017,10.1923
17/03/2017,10.1939
18/03/2017,10.1939
19/03/2017,10.1939
20/03/2017,10.2012
21/03/2017,10.2034
22/03/2017,10.2052
23/03/2017,10.2067
24/03/2017,10.2081
25/03/2017,10.2081
26/03/2017,10.2081
27/03/2017,10.2124
28/03/2017,10.2124
29/03/2017,10.2156
30/03/2017,10.2172
31/03/2017,10.2188
01/04/2017,10.2188
02/04/2017,10.2188
03/04/2017,10.2247
04/04/2017,10.2247
05/04/2017,10.2281
06/04/2017,10.2296
07/04/2017,10.2311
08/04/2017,10.2311
09/04/2017,10.2311
10/04/2017,10.2357
11/04/2017,10.2371
12/04/2017,10.2388
13/04/2017,10.2402
14/04/2017,10.2402
15/04/2017,10.2402
16/04/2017,10.2402
17/04/2017,10.2467
18/04/2017,10.2484
19/04/2017,10.25
20/04/2017,10.2516
21/04/2017,10.2532
22/04/2017,10.2531
23/04/2017,10.2531
24/04/2017,10.2579
25/04/2017,10.2594
26/04/2017,10.2610
27/04/2017,10.2624
28/04/2017,10.2641
29/04/2017,10.2641
30/04/2017,10.2641
01/05/2017,10.2641
02/05/2017,10.2710
03/05/2017,10.2727
04/05/2017,10.2744
05/05/2017,10.2760
06/05/2017,10.2760
07/05/2017,10.2760
08/05/2017,10.2812
09/05/2017,10.2829
10/05/2017,10.2829
11/05/2017,10.2863
12/05/2017,10.2880
13/05/2017,10.2880
14/05/2017,10.2880
15/05/2017,10.2930
16/05/2017,10.2948
17/05/2017,10.2966
18/05/2017,10.2984
19/05/2017,10.3002
20/05/2017,10.3002
21/05/2017,10.3002
22/05/2017,10.3053
23/05/2017,10.3071
24/05/2017,10.3089
25/05/2017,10.3106
26/05/2017,10.3123
27/05/2017,10.3123
28/05/2017,10.3123
29/05/2017,10.3174
30/05/2017,10.3192
31/05/2017,10.3210
01/06/2017,10.3228
02/06/2017,10.3245
03/06/2017,10.3245
04/06/2017,10.3245
05/06/2017,10.3298
06/06/2017,10.3315
07/06/2017,10.3337
08/06/2017,10.3361
09/06/2017,10.3378
10/06/2017,10.3378
11/06/2017,10.3378
12/06/2017,10.3429
13/06/2017,10.9756
14/06/2017,10.9756
