Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
05/31/2018,22.2460,22.246
06/19/2018,22.2780,22.278
07/18/2018,22.5000,22.5
08/08/2018,22.6940,22.694
08/24/2018,22.7270,22.727
09/21/2018,22.5100,22.51
10/09/2018,22.3850,22.385
10/31/2018,22.7150,22.715
11/01/2018,22.7370,22.737
11/06/2018,22.8610,22.861
11/14/2018,22.9820,22.982
11/20/2018,23.0210,23.021
12/12/2018,23.4640,23.464
12/21/2018,23.6730,23.673
01/01/2019,23.6840,23.684
01/03/2019,23.6220,23.622
01/08/2019,23.6880,23.688
01/21/2019,23.6720,23.672
01/22/2019,23.7230,23.723
02/06/2019,23.7170,23.717
03/11/2019,24.0080,24.008
03/13/2019,24.0600,24.06
03/27/2019,24.2890,24.289
03/28/2019,24.3680,24.368
04/10/2019,24.3110,24.311
04/12/2019,24.3110,24.311
04/15/2019,24.3350,24.335
05/24/2019,24.8130,24.813
05/28/2019,24.9460,24.946
07/02/2019,25.4570,25.457
08/23/2019,25.7570,25.757
09/06/2019,25.8520,25.852
09/25/2019,25.7460,25.746
10/14/2019,25.9490,25.949
11/21/2019,26.3310,26.331
12/06/2019,26.2640,26.264
12/26/2019,26.5220,26.522
12/30/2019,26.5850,26.585
01/15/2020,26.5307,30.1617
01/21/2020,26.5764,30.2058
01/31/2020,26.5960,26.596
02/18/2020,27.0990,27.099
03/06/2020,27.1510,27.151
03/13/2020,26.5760,26.576
04/03/2020,26.2900,26.29
04/09/2020,26.2330,26.233
04/20/2020,26.8610,26.861
04/30/2020,27.0850,27.085
05/05/2020,27.0800,27.08
05/08/2020,27.2330,27.233
05/15/2020,27.2430,27.243
05/18/2020,27.1950,27.195
05/28/2020,27.6030,27.603
06/24/2020,27.9660,27.966
07/27/2020,28.6470,28.647
07/31/2020,28.6710,28.671
08/03/2020,28.6450,28.645
08/13/2020,28.6820,28.682
08/18/2020,28.6400,28.64
10/19/2020,28.9950,28.995
10/28/2020,29.1500,29.15
11/06/2020,29.3040,29.304
01/04/2021,30.1440,30.144
02/11/2021,30.0590,30.059
02/16/2021,30.0590,30.059
04/07/2021,30.2120,30.212
04/16/2021,30.1250,30.125
05/11/2021,30.4150,30.415
05/31/2021,30.6780,30.678
06/10/2021,30.8530,30.853
06/11/2021,30.8860,30.886
06/17/2021,30.7640,30.764
07/05/2021,30.7310,30.731
07/13/2021,30.7070,30.707
07/14/2021,30.7180,30.718
07/16/2021,30.7510,30.751
