Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
07/21/2014,15.5360,15.536
07/24/2014,15.6180,15.618
08/25/2014,15.6280,15.628
09/19/2014,15.8580,15.858
09/26/2014,15.9030,15.903
10/07/2014,15.9190,15.919
10/20/2014,16.1030,16.103
10/30/2014,16.3100,16.31
10/31/2014,16.3880,16.388
11/14/2014,16.5360,16.536
12/11/2014,17.0040,17.004
12/23/2014,16.9050,16.905
12/31/2014,16.9840,16.984
02/09/2015,17.4250,17.425
04/10/2015,17.5710,17.571
04/21/2015,17.5510,17.551
04/22/2015,17.5730,17.573
05/05/2015,17.5360,17.536
05/07/2015,17.3810,17.381
05/15/2015,17.4160,17.416
06/04/2015,17.3960,17.396
07/03/2015,17.5920,17.592
07/07/2015,17.6540,17.654
07/08/2015,17.6390,17.639
07/14/2015,17.6100,17.61
07/29/2015,17.7230,17.723
08/12/2015,17.8030,17.803
08/20/2015,17.9070,17.907
09/15/2015,17.8790,17.879
09/23/2015,17.9470,17.947
09/29/2015,18.0800,18.08
10/07/2015,18.2400,18.24
10/15/2015,18.2810,18.281
10/27/2015,18.3160,18.316
10/28/2015,18.3050,18.305
11/09/2015,18.1960,18.196
11/21/2015,18.2235,18.2272
12/02/2015,18.2280,18.228
12/08/2015,18.1660,18.166
12/11/2015,18.1340,18.134
12/18/2015,18.1800,18.18
12/22/2015,18.1640,18.164
01/05/2016,18.2330,18.233
01/20/2016,18.1050,18.105
01/21/2016,18.1300,18.13
01/22/2016,18.1550,18.155
02/01/2016,18.1600,18.16
02/05/2016,18.1030,18.103
02/11/2016,17.9950,17.995
03/11/2016,18.2440,18.244
05/10/2016,18.9920,18.992
05/12/2016,19.0100,19.01
06/09/2016,19.1640,19.164
06/18/2016,19.1625,19.1663
07/01/2016,19.4150,19.415
07/08/2016,19.5020,19.502
07/13/2016,19.6440,19.644
07/25/2016,19.8510,19.851
07/29/2016,20.0240,20.024
08/03/2016,20.0110,20.011
08/04/2016,20.0370,20.037
08/26/2016,20.2820,20.282
09/15/2016,20.4840,20.484
09/28/2016,20.6750,20.675
10/05/2016,20.8110,20.811
10/27/2016,20.7170,20.717
11/01/2016,20.7220,20.722
11/25/2016,21.4200,21.42
12/14/2016,21.0730,21.073
01/09/2017,21.1430,21.143
01/30/2017,21.2470,21.247
02/09/2017,20.8400,20.84
03/09/2017,20.7610,20.761
03/16/2017,20.8720,20.872
03/30/2017,21.1500,21.15
04/06/2017,21.0930,21.093
04/25/2017,21.2230,21.223
05/03/2017,21.1940,21.194
05/05/2017,21.1990,21.199
05/17/2017,21.3740,21.374
06/09/2017,21.9410,21.941
06/16/2017,21.9570,21.957
06/23/2017,21.9850,21.985
07/10/2017,22.0490,22.049
07/21/2017,22.2170,22.217
08/28/2017,22.2570,22.257
09/05/2017,22.3430,22.343
09/22/2017,22.2650,22.265
09/27/2017,22.2160,22.216
12/06/2017,22.3010,22.301
12/13/2017,22.2640,22.264
12/22/2017,22.3190,22.319
01/19/2018,22.3410,22.341
01/31/2018,22.3240,22.324
02/05/2018,22.1140,22.114
02/09/2018,22.1760,22.176
02/15/2018,22.1480,22.148
02/22/2018,21.9640,21.964
03/26/2018,22.1530,22.153
03/28/2018,22.4160,22.416
04/11/2018,22.4970,22.497
04/12/2018,22.5180,22.518
04/16/2018,22.5430,22.543
05/23/2018,22.1340,22.134
