Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
08/10/2017,22.6810,22.681
10/04/2017,22.6730,22.673
10/10/2017,22.5920,22.592
10/18/2017,22.6450,22.645
10/25/2017,22.6110,22.611
11/03/2017,22.6230,22.623
11/08/2017,22.5730,22.573
11/10/2017,22.5560,22.556
11/14/2017,22.4610,22.461
12/29/2017,22.3280,22.328
01/23/2018,22.3640,22.364
01/29/2018,22.2440,22.244
02/22/2018,21.9450,21.945
02/27/2018,22.0190,22.019
03/05/2018,21.9890,21.989
03/16/2018,22.2510,22.251
03/19/2018,22.2500,22.25
04/04/2018,22.8260,22.826
04/17/2018,22.6960,22.696
04/19/2018,22.4720,22.472
04/23/2018,22.3400,22.34
04/24/2018,22.4010,22.401
05/10/2018,22.4010,22.401
06/12/2018,22.1670,22.167
06/20/2018,22.3800,22.38
06/26/2018,22.3760,22.376
07/20/2018,22.5130,22.513
07/24/2018,22.5050,22.505
07/25/2018,22.5030,22.503
08/01/2018,22.6260,22.626
09/19/2018,22.6111,22.4335
10/25/2018,22.8720,22.872
11/27/2018,23.4300,23.43
11/28/2018,23.5600,23.56
12/03/2018,23.6930,23.693
01/03/2019,24.1720,24.172
01/10/2019,24.2040,24.204
01/23/2019,24.1880,24.188
03/08/2019,24.3520,24.352
03/11/2019,24.3930,24.393
03/12/2019,24.3910,24.391
03/13/2019,24.3890,24.389
03/25/2019,24.6410,24.641
04/16/2019,24.6350,24.635
04/22/2019,24.5420,24.542
05/07/2019,24.8160,24.816
05/10/2019,24.8370,24.837
05/15/2019,24.9270,24.927
05/22/2019,25.1200,25.12
05/27/2019,25.3200,25.32
06/17/2019,25.9600,25.96
06/28/2019,26.1870,26.187
07/04/2019,26.4180,26.418
07/15/2019,26.9740,26.974
07/23/2019,26.8330,26.833
07/25/2019,26.7610,26.761
08/05/2019,26.9170,26.917
08/28/2019,26.9220,26.922
09/19/2019,26.8690,26.869
09/23/2019,26.6210,26.621
09/26/2019,26.6310,26.631
10/31/2019,26.9830,26.983
11/01/2019,26.9900,26.99
11/07/2019,26.9600,26.96
11/11/2019,26.8900,26.89
11/14/2019,26.9640,26.964
12/10/2019,26.8800,26.88
12/24/2019,27.2550,27.255
01/02/2020,27.4100,27.41
01/06/2020,27.3000,27.3
01/09/2020,27.3840,27.384
01/15/2020,27.2448,30.8959
01/16/2020,27.2820,27.282
01/21/2020,27.3554,30.9387
01/22/2020,27.3460,27.346
02/05/2020,27.6570,27.657
03/18/2020,28.2080,28.208
05/04/2020,28.9670,28.967
05/18/2020,29.2670,29.267
05/20/2020,29.3180,29.318
05/22/2020,29.5100,29.51
06/03/2020,29.5170,29.517
07/07/2020,29.9720,29.972
07/09/2020,30.0520,30.052
07/17/2020,30.2140,30.214
08/21/2020,29.7950,29.795
09/08/2020,29.9610,29.961
09/24/2020,29.9740,29.974
09/25/2020,29.9200,29.92
10/16/2020,30.2860,30.286
11/27/2020,30.7480,30.748
12/16/2020,30.8600,30.86
12/23/2020,30.8570,30.857
12/29/2020,30.9290,30.929
01/01/2021,30.9700,30.97
01/07/2021,31.0310,31.031
01/19/2021,30.9390,30.939
01/20/2021,30.9370,30.937
02/03/2021,30.5545,30.5547
02/04/2021,30.6230,30.623
02/24/2021,30.2480,30.248
04/12/2021,30.7580,30.758
05/11/2021,30.9340,30.934
05/27/2021,31.0390,31.039
06/17/2021,30.9869,30.9868
07/12/2021,30.8030,30.803
07/28/2021,30.9070,30.907
07/30/2021,30.8820,30.882
08/04/2021,30.9540,30.954
