Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
03/31/2018,21.6160,21.616
04/04/2018,21.7680,21.768
04/27/2018,21.3120,21.312
05/03/2018,21.3620,21.362
05/21/2018,21.2550,21.255
05/30/2018,21.3660,21.366
06/05/2018,21.3170,21.317
06/12/2018,21.1820,21.182
07/02/2018,21.3460,21.346
08/01/2018,21.6120,21.612
08/08/2018,21.5950,21.595
08/21/2018,21.6050,21.605
08/28/2018,21.5560,21.556
09/04/2018,21.3930,21.393
09/25/2018,21.4500,21.45
10/17/2018,21.7580,21.758
10/31/2018,21.9620,21.962
11/15/2018,22.2610,22.261
11/20/2018,22.2730,22.273
11/26/2018,22.3580,22.358
11/30/2018,22.5880,22.588
01/04/2019,23.0020,23.002
01/11/2019,23.0730,23.073
01/14/2019,23.1450,23.145
02/07/2019,23.1470,23.147
02/22/2019,23.1270,23.127
03/06/2019,23.1740,23.174
03/27/2019,23.5040,23.504
04/16/2019,23.4880,23.488
05/10/2019,23.6710,23.671
05/27/2019,24.1050,24.105
05/29/2019,24.2120,24.212
05/31/2019,24.3420,24.342
06/13/2019,24.5300,24.53
07/05/2019,25.2060,25.206
07/09/2019,25.3720,25.372
07/11/2019,25.5230,25.523
08/06/2019,25.6220,25.622
08/16/2019,25.4960,25.496
09/18/2019,25.5710,25.571
10/14/2019,25.6090,25.609
11/05/2019,25.6850,25.685
11/08/2019,25.6330,25.633
12/03/2019,25.8720,25.872
12/23/2019,25.9700,25.97
12/30/2019,25.9990,25.999
01/07/2020,26.0170,26.017
01/15/2020,25.9521,29.3226
01/20/2020,26.0220,26.022
01/21/2020,26.0465,29.3606
01/24/2020,26.1140,26.114
01/28/2020,26.1210,26.121
02/04/2020,26.3320,26.332
02/10/2020,26.5320,26.532
02/13/2020,26.6170,26.617
02/27/2020,26.8150,26.815
03/06/2020,27.1110,27.111
03/19/2020,26.5300,26.53
03/26/2020,26.6840,26.684
04/03/2020,26.8000,26.8
04/09/2020,26.5340,26.534
04/20/2020,27.2320,27.232
05/12/2020,27.5910,27.591
05/28/2020,28.0940,28.094
06/25/2020,28.1790,28.179
07/14/2020,28.6450,28.645
07/20/2020,28.6900,28.69
08/05/2020,28.7590,28.759
08/18/2020,28.5520,28.552
08/31/2020,28.2200,28.22
09/21/2020,28.4530,28.453
10/07/2020,28.4370,28.437
10/09/2020,28.6540,28.654
10/12/2020,28.7310,28.731
11/23/2020,29.1240,29.124
12/10/2020,29.2730,29.273
01/08/2021,29.4590,29.459
02/01/2021,29.0680,29.068
02/03/2021,28.9865,28.9867
02/09/2021,28.8460,28.846
02/24/2021,28.7330,28.733
03/08/2021,28.6350,28.635
03/31/2021,29.0120,29.012
04/08/2021,29.2730,29.273
04/20/2021,29.1210,29.121
05/14/2021,29.3960,29.396
05/18/2021,29.4200,29.42
06/18/2021,29.4240,29.424
06/24/2021,29.4340,29.434
06/29/2021,29.3390,29.339
07/14/2021,29.2980,29.298
07/19/2021,29.3250,29.325
07/23/2021,29.3560,29.356
07/30/2021,29.3460,29.346
08/04/2021,29.4210,29.421
