Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
05/29/2014,11.2420,11.242
06/19/2014,11.4410,11.441
08/06/2014,11.4300,11.43
08/27/2014,11.5750,11.575
09/10/2014,11.6410,11.641
09/15/2014,11.6730,11.673
09/19/2014,11.7370,11.737
11/05/2014,12.2410,12.241
11/10/2014,12.2560,12.256
12/05/2014,12.5360,12.536
12/10/2014,12.5400,12.54
12/26/2014,12.4920,12.492
01/06/2015,12.5200,12.52
01/08/2015,12.5680,12.568
01/13/2015,12.6640,12.664
01/19/2015,12.8410,12.841
02/23/2015,12.9730,12.973
02/25/2015,12.9870,12.987
03/11/2015,12.9730,12.973
03/12/2015,12.9900,12.99
03/24/2015,12.9560,12.956
03/31/2015,12.9930,12.993
04/13/2015,13.0340,13.034
04/21/2015,13.0000,13
04/23/2015,13.0180,13.018
04/29/2015,12.9890,12.989
05/13/2015,12.8820,12.882
05/19/2015,12.9740,12.974
07/20/2015,13.0820,13.082
07/24/2015,13.0960,13.096
07/28/2015,13.1140,13.114
07/30/2015,13.1320,13.132
10/26/2015,13.5620,13.562
10/29/2015,13.5340,13.534
11/21/2015,13.4861,13.4888
11/26/2015,13.4910,13.491
12/10/2015,13.4250,13.425
12/22/2015,13.4490,13.449
01/15/2016,13.3950,13.395
01/19/2016,13.4020,13.402
02/03/2016,13.3570,13.357
02/11/2016,13.3130,13.313
02/12/2016,13.3120,13.312
02/15/2016,13.3420,13.342
02/17/2016,13.3020,13.302
03/11/2016,13.5020,13.502
03/29/2016,13.7810,13.781
05/16/2016,14.0630,14.063
05/25/2016,14.0890,14.089
05/26/2016,14.1160,14.116
06/10/2016,14.1850,14.185
06/18/2016,14.1869,14.1897
07/18/2016,14.5760,14.576
07/20/2016,14.6310,14.631
07/26/2016,14.7010,14.701
08/10/2016,14.9830,14.983
08/23/2016,14.9830,14.983
09/22/2016,15.2620,15.262
11/15/2016,15.4950,15.495
11/17/2016,15.6170,15.617
12/07/2016,15.6730,15.673
12/09/2016,15.6470,15.647
12/27/2016,15.4050,15.405
02/07/2017,15.7900,15.79
02/13/2017,15.4830,15.483
02/17/2017,15.4730,15.473
02/22/2017,15.4430,15.443
03/06/2017,15.4240,15.424
03/14/2017,15.3790,15.379
03/27/2017,15.6390,15.639
04/03/2017,15.7000,15.7
04/07/2017,15.5990,15.599
04/19/2017,15.6880,15.688
04/24/2017,15.6990,15.699
05/11/2017,15.7590,15.759
05/17/2017,15.8440,15.844
06/16/2017,16.2790,16.279
07/11/2017,16.3450,16.345
07/17/2017,16.4090,16.409
07/19/2017,16.4400,16.44
08/10/2017,16.4770,16.477
09/12/2017,16.5950,16.595
09/19/2017,16.5860,16.586
10/16/2017,16.5780,16.578
10/25/2017,16.5890,16.589
11/08/2017,16.5840,16.584
11/09/2017,16.5910,16.591
11/20/2017,16.6220,16.622
12/11/2017,16.5490,16.549
12/29/2017,16.5130,16.513
01/11/2018,16.5450,16.545
03/06/2018,16.2630,16.263
03/21/2018,16.4160,16.416
03/27/2018,16.6410,16.641
04/24/2018,16.5700,16.57
05/03/2018,16.5550,16.555
05/10/2018,16.5620,16.562
05/21/2018,16.4360,16.436
06/20/2018,16.5600,16.56
06/26/2018,16.5780,16.578
07/17/2018,16.7040,16.704
08/07/2018,16.8390,16.839
08/20/2018,16.8770,16.877
08/29/2018,16.8970,16.897
09/17/2018,16.7210,16.721
10/04/2018,16.6210,16.621
10/05/2018,16.6510,16.651
10/29/2018,16.8400,16.84
11/09/2018,17.0150,17.015
12/04/2018,17.3250,17.325
12/21/2018,17.5750,17.575
12/27/2018,17.6250,17.625
01/08/2019,17.5880,17.588
01/16/2019,17.6140,17.614
01/21/2019,17.5810,17.581
02/08/2019,17.6660,17.666
02/25/2019,17.6540,17.654
03/07/2019,17.7420,17.742
03/22/2019,17.9970,17.997
03/28/2019,18.0980,18.098
04/05/2019,18.0910,18.091
04/16/2019,18.0950,18.095
05/22/2019,18.3210,18.321
07/31/2019,19.1530,19.153
08/09/2019,19.1590,19.159
09/16/2019,19.1380,19.138
09/20/2019,19.0740,19.074
10/07/2019,19.2150,19.215
10/16/2019,19.2940,19.294
11/13/2019,19.4590,19.459
11/29/2019,19.6410,19.641
12/02/2019,19.6400,19.64
12/20/2019,19.6880,19.688
01/15/2020,19.6950,22.4
01/21/2020,19.7275,22.4304
02/11/2020,20.0300,20.03
02/27/2020,20.1200,20.12
03/02/2020,20.0480,20.048
03/04/2020,20.1450,20.145
03/11/2020,20.0900,20.09
03/18/2020,19.4010,19.401
04/03/2020,19.5110,19.511
04/24/2020,19.9800,19.98
05/08/2020,20.2200,20.22
05/13/2020,20.2070,20.207
05/18/2020,20.1960,20.196
08/10/2020,21.2870,21.287
08/28/2020,21.1150,21.115
09/22/2020,21.2040,21.204
11/12/2020,21.8510,21.851
12/07/2020,22.1410,22.141
12/16/2020,22.2100,22.21
12/23/2020,22.2000,22.2
01/04/2021,22.3930,22.393
01/05/2021,22.4310,22.431
01/15/2021,22.4000,22.4
01/27/2021,22.3520,22.352
02/03/2021,22.2783,22.2784
02/15/2021,22.3230,22.323
02/16/2021,22.3180,22.318
03/01/2021,22.0740,22.074
03/17/2021,22.0610,22.061
04/22/2021,22.3730,22.373
05/18/2021,22.6590,22.659
05/27/2021,22.7810,22.781
06/03/2021,22.8150,22.815
06/07/2021,22.8580,22.858
07/08/2021,22.8040,22.804
08/02/2021,22.9180,22.918
