Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
10/10/2016,10.0000,10
10/13/2016,10.0000,10
10/14/2016,10.0000,10
10/17/2016,10.0000,10
10/18/2016,10.0000,10
10/19/2016,10.0000,10
10/20/2016,10.0000,10
10/21/2016,10.0000,10
10/24/2016,10.0000,10
10/25/2016,10.0000,10
10/26/2016,10.0000,10
10/27/2016,10.0000,10
10/28/2016,10.0000,10
11/01/2016,10.0000,10
11/10/2016,10.0150,10.015
01/12/2017,10.1260,10.126
01/18/2017,10.1370,10.137
01/31/2017,10.1610,10.161
02/07/2017,10.1740,10.174
02/13/2017,10.1850,10.185
02/22/2017,10.2020,10.202
03/07/2017,10.2260,10.226
03/08/2017,10.2280,10.228
03/16/2017,10.2430,10.243
03/17/2017,10.2450,10.245
03/23/2017,10.2570,10.257
04/25/2017,10.3200,10.32
06/13/2017,10.4090,10.409
06/19/2017,20.0000,10
06/20/2017,20.0000,10
06/21/2017,20.0000,10
06/22/2017,20.0000,10
06/23/2017,20.0000,10
06/27/2017,20.0000,10
06/29/2017,20.0000,10
06/30/2017,20.0000,10
07/03/2017,20.0000,10
07/04/2017,20.0000,10
07/05/2017,20.0000,10
07/06/2017,20.0000,10
07/07/2017,20.0000,10
07/10/2017,20.0000,10
07/11/2017,20.0000,10
07/12/2017,20.0000,10
07/13/2017,20.0000,10
07/14/2017,20.0000,10
07/17/2017,20.0000,10
07/18/2017,20.0000,10
07/19/2017,20.0000,10
07/20/2017,20.0000,10
07/21/2017,20.0000,10
07/24/2017,20.0000,10
07/25/2017,20.0000,10
07/26/2017,20.0000,10
07/27/2017,20.0000,10
07/28/2017,20.0000,10
07/31/2017,20.0000,10
08/01/2017,20.0000,10
08/02/2017,20.0000,10
08/03/2017,20.0000,10
08/04/2017,20.0000,10
08/07/2017,20.0000,10
08/08/2017,20.0000,10
08/09/2017,20.0000,10
08/10/2017,20.0000,10
08/11/2017,20.0000,10
08/14/2017,20.0000,10
08/16/2017,20,10
08/18/2017,20.0000,10
08/21/2017,20.0000,10
08/22/2017,20.0000,10
08/23/2017,20.0000,10
08/24/2017,20.0000,10
08/28/2017,20.0000,10
08/30/2017,20.0000,10
08/31/2017,20.0000,10
09/01/2017,20.0000,10
09/04/2017,20.0000,10
09/05/2017,20.0000,10
09/06/2017,20.0000,10
09/07/2017,20.0000,10
09/08/2017,20.0000,10
09/11/2017,20.0000,10
09/12/2017,20.0000,10
09/13/2017,20.0000,10
09/14/2017,20.0000,10
09/15/2017,20.0000,10
09/18/2017,20.0000,10
09/19/2017,20.0000,10
09/20/2017,20.0000,10
09/21/2017,20.0000,10
09/22/2017,20.0000,10
09/25/2017,20.0000,10
09/26/2017,20.0000,10
09/27/2017,20.0000,10
09/28/2017,20.0000,10
09/29/2017,20.0000,10
10/03/2017,20.0000,10
10/04/2017,20.0000,10
10/05/2017,20.0000,10
10/06/2017,20.0000,10
10/09/2017,20.0000,10
10/10/2017,20.0000,10
10/11/2017,20.0000,10
10/12/2017,20.0000,10
10/13/2017,20.0000,10
10/16/2017,20.0000,10
10/17/2017,20.0000,10
10/18/2017,20.0000,10
10/23/2017,20.0000,10
10/24/2017,20.0000,10
10/25/2017,20.0000,10
10/26/2017,20.0000,10
10/27/2017,20.0000,10
10/30/2017,20.0000,10
10/31/2017,20.0000,10
11/01/2017,20.0000,10
11/02/2017,20.0000,10
11/03/2017,20.0000,10
11/06/2017,20.0000,10
11/07/2017,20.0000,10
11/08/2017,20.0000,10
11/09/2017,20.0000,10
11/10/2017,20.0000,10
11/13/2017,20.0000,10
11/14/2017,20.0000,10
11/15/2017,20.0000,10
11/16/2017,20.0000,10
11/17/2017,20.0000,10
11/20/2017,20.0000,10
11/21/2017,20.0000,10
11/22/2017,20.0000,10
11/23/2017,20.0000,10
11/24/2017,20.0000,10
11/27/2017,20.0000,10
11/28/2017,20.0000,10
11/29/2017,20.0000,10
11/30/2017,20.0000,10
12/04/2017,20.0000,10
12/05/2017,20.0000,10
12/06/2017,20.0000,10
12/07/2017,20.0000,10
12/08/2017,20.0000,10
12/11/2017,20.0000,10
12/12/2017,20.0000,10
12/13/2017,20.0000,10
12/14/2017,20.0000,10
12/15/2017,20.0000,10
12/18/2017,20.0000,10
12/19/2017,20.0000,10
12/20/2017,20.0000,10
12/21/2017,20.0000,10
12/22/2017,20.0000,10
12/26/2017,20.0000,10
12/27/2017,20.0000,10
12/28/2017,20.0000,10
12/29/2017,20.0000,10
01/01/2018,20.0000,10
01/02/2018,20.0000,10
01/03/2018,20.0000,10
01/04/2018,20.0000,10
01/05/2018,20.0000,10
01/08/2018,20.0000,10
01/09/2018,20.0000,10
