Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
06/19/2014,14.6260,14.626
06/27/2014,14.5830,14.583
08/11/2014,14.6290,14.629
09/08/2014,14.9170,14.917
09/12/2014,14.9180,14.918
09/22/2014,15.0400,15.04
10/14/2014,15.1580,15.158
10/31/2014,15.5000,15.5
11/12/2014,15.6810,15.681
11/17/2014,15.6880,15.688
11/20/2014,15.7190,15.719
01/14/2015,16.1480,16.148
03/20/2015,16.5150,16.515
04/28/2015,16.5620,16.562
04/30/2015,16.5010,16.501
05/05/2015,16.5430,16.543
05/08/2015,16.3900,16.39
05/14/2015,16.4270,16.427
05/18/2015,16.4730,16.473
05/21/2015,16.5620,16.562
06/03/2015,16.4470,16.447
07/07/2015,16.6640,16.664
07/09/2015,16.6270,16.627
07/14/2015,16.6090,16.609
08/05/2015,16.7880,16.788
08/06/2015,16.8120,16.812
09/29/2015,17.0210,17.021
11/06/2015,17.1660,17.166
11/20/2015,17.1480,17.148
11/21/2015,17.1480,17.1514
11/24/2015,17.1500,17.15
01/04/2016,17.1490,17.149
01/08/2016,17.1310,17.131
02/02/2016,17.0120,17.012
02/12/2016,16.9070,16.907
03/29/2016,17.5050,17.505
03/31/2016,17.5890,17.589
04/06/2016,17.6450,17.645
05/03/2016,17.8020,17.802
05/24/2016,17.8520,17.852
05/26/2016,17.9310,17.931
05/31/2016,17.9850,17.985
06/18/2016,18.0261,18.0297
06/24/2016,18.0620,18.062
06/27/2016,18.1080,18.108
07/08/2016,18.3430,18.343
07/11/2016,18.3900,18.39
07/18/2016,18.5190,18.519
08/25/2016,19.0650,19.065
10/13/2016,19.5240,19.524
10/24/2016,19.5420,19.542
11/17/2016,19.7960,19.796
12/01/2016,20.1290,20.129
12/09/2016,19.8430,19.843
12/15/2016,19.7080,19.708
12/16/2016,19.7020,19.702
12/22/2016,19.6410,19.641
12/27/2016,19.5360,19.536
01/09/2017,19.8680,19.868
01/19/2017,19.8950,19.895
01/24/2017,19.9170,19.917
02/02/2017,20.0210,20.021
02/07/2017,20.0420,20.042
03/15/2017,19.6090,19.609
04/06/2017,19.8800,19.88
05/23/2017,20.1790,20.179
05/24/2017,20.1700,20.17
06/08/2017,20.6580,20.658
06/20/2017,20.7420,20.742
06/21/2017,20.7610,20.761
06/23/2017,20.7300,20.73
07/13/2017,20.8620,20.862
07/14/2017,20.8590,20.859
07/17/2017,20.8830,20.883
07/27/2017,21.0040,21.004
08/14/2017,20.9600,20.96
08/31/2017,21.0250,21.025
09/27/2017,20.9600,20.96
10/05/2017,20.9920,20.992
10/13/2017,21.0830,21.083
10/18/2017,21.1010,21.101
11/09/2017,21.1250,21.125
11/10/2017,21.1220,21.122
12/19/2017,21.1220,21.122
01/10/2018,21.0820,21.082
01/12/2018,21.0850,21.085
01/15/2018,21.1100,21.11
01/23/2018,21.2200,21.22
01/24/2018,21.2130,21.213
03/19/2018,20.8680,20.868
04/23/2018,21.0870,21.087
05/02/2018,21.1060,21.106
05/03/2018,21.0950,21.095
05/17/2018,20.9300,20.93
05/22/2018,20.9630,20.963
06/08/2018,20.9530,20.953
06/18/2018,21.0710,21.071
06/29/2018,21.0890,21.089
07/04/2018,21.1400,21.14
07/05/2018,21.1210,21.121
09/17/2018,21.3290,21.329
09/21/2018,21.3100,21.31
09/26/2018,21.2780,21.278
10/05/2018,21.1660,21.166
10/24/2018,21.3240,21.324
12/14/2018,22.2080,22.208
12/18/2018,22.2780,22.278
12/21/2018,22.3650,22.365
01/21/2019,22.3770,22.377
01/23/2019,22.3980,22.398
01/28/2019,22.3750,22.375
02/18/2019,22.3930,22.393
03/13/2019,22.7680,22.768
03/22/2019,22.9020,22.902
03/29/2019,23.0590,23.059
04/11/2019,22.9860,22.986
04/24/2019,23.0040,23.004
05/08/2019,23.0280,23.028
06/11/2019,23.7480,23.748
07/04/2019,24.1360,24.136
07/17/2019,24.5010,24.501
07/19/2019,24.4100,24.41
08/08/2019,24.3390,24.339
08/21/2019,24.1710,24.171
08/26/2019,24.3290,24.329
09/05/2019,24.2810,24.281
09/26/2019,24.2850,24.285
10/04/2019,24.3200,24.32
10/31/2019,24.6960,24.696
11/08/2019,24.6480,24.648
11/11/2019,24.6510,24.651
11/22/2019,24.7880,24.788
12/10/2019,24.6570,24.657
12/23/2019,24.9880,24.988
12/24/2019,24.9660,24.966
01/01/2020,24.9480,24.948
01/13/2020,24.9900,24.99
01/15/2020,24.9740,28.3545
01/21/2020,25.0057,28.3888
01/28/2020,25.0520,25.052
02/03/2020,25.0570,25.057
02/11/2020,25.3330,25.333
02/18/2020,25.4360,25.436
03/03/2020,25.3610,25.361
03/16/2020,24.7910,24.791
03/24/2020,24.0350,24.035
04/09/2020,24.5650,24.565
04/23/2020,25.3070,25.307
05/13/2020,25.4370,25.437
06/17/2020,25.9620,25.962
06/24/2020,26.1680,26.168
07/03/2020,26.4210,26.421
08/03/2020,26.8260,26.826
09/18/2020,26.8390,26.839
10/05/2020,26.8550,26.855
10/09/2020,27.1040,27.104
10/13/2020,27.1770,27.177
10/27/2020,27.3610,27.361
01/06/2021,28.3590,28.359
01/13/2021,28.4340,28.434
01/14/2021,28.4320,28.432
01/18/2021,28.3060,28.306
01/28/2021,28.2530,28.253
02/24/2021,28.0830,28.083
03/01/2021,28.0220,28.022
03/18/2021,27.9710,27.971
03/22/2021,28.1520,28.152
04/05/2021,28.3410,28.341
04/15/2021,28.3720,28.372
04/30/2021,28.4850,28.485
07/07/2021,28.8980,28.898
