Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
07/17/2014,18.0890,18.089
07/23/2014,18.2130,18.213
07/25/2014,18.2270,18.227
08/05/2014,18.0860,18.086
09/15/2014,18.4240,18.424
11/07/2014,19.2750,19.275
11/10/2014,19.3100,19.31
11/12/2014,19.3300,19.33
11/13/2014,19.2910,19.291
11/14/2014,19.2890,19.289
12/04/2014,19.6920,19.692
12/10/2014,19.7430,19.743
12/23/2014,19.6970,19.697
01/01/2015,19.7880,19.788
01/02/2015,19.7810,19.781
02/09/2015,20.2930,20.293
03/17/2015,20.3580,20.358
05/08/2015,20.2500,20.25
05/13/2015,20.2840,20.284
05/15/2015,20.3000,20.3
05/28/2015,20.4620,20.462
06/26/2015,20.3830,20.383
08/12/2015,20.7370,20.737
08/27/2015,20.7720,20.772
09/24/2015,20.8900,20.89
10/26/2015,21.3160,21.316
11/21/2015,21.2111,21.2154
12/08/2015,21.1470,21.147
12/22/2015,21.1470,21.147
01/08/2016,21.1920,21.192
01/11/2016,21.1970,21.197
01/13/2016,21.1730,21.173
02/01/2016,21.1430,21.143
02/08/2016,21.0740,21.074
03/11/2016,21.2450,21.245
04/07/2016,21.8730,21.873
04/29/2016,22.0220,22.022
06/14/2016,22.2770,22.277
06/17/2016,22.3050,22.305
06/18/2016,22.3050,22.3094
06/23/2016,22.3820,22.382
06/30/2016,22.5450,22.545
07/08/2016,22.6890,22.689
07/13/2016,22.8510,22.851
07/29/2016,23.2790,23.279
08/19/2016,23.5590,23.559
09/01/2016,23.6880,23.688
09/02/2016,23.6970,23.697
09/08/2016,23.8690,23.869
10/19/2016,24.0860,24.086
11/15/2016,24.2520,24.252
12/13/2016,24.4670,24.467
12/14/2016,24.4440,24.444
01/06/2017,24.5250,24.525
02/22/2017,24.2150,24.215
04/10/2017,24.4770,24.477
04/20/2017,24.6130,24.613
04/27/2017,24.6320,24.632
05/04/2017,24.6420,24.642
05/08/2017,24.6710,24.671
05/16/2017,24.8290,24.829
06/06/2017,25.1800,25.18
06/09/2017,25.4870,25.487
07/03/2017,25.4320,25.432
08/22/2017,25.8140,25.814
09/04/2017,25.9460,25.946
09/26/2017,25.8680,25.868
11/24/2017,25.9910,25.991
12/19/2017,26.0220,26.022
12/28/2017,25.8420,25.842
01/03/2018,25.8960,25.896
01/16/2018,25.8690,25.869
01/19/2018,26.0080,26.008
01/25/2018,26.0970,26.097
01/29/2018,26.0560,26.056
02/05/2018,25.7450,25.745
03/09/2018,25.5920,25.592
04/04/2018,26.2380,26.238
04/19/2018,26.0710,26.071
06/07/2018,25.7230,25.723
07/06/2018,26.0140,26.014
08/27/2018,26.5310,26.531
08/30/2018,26.5110,26.511
11/27/2018,26.9070,26.907
12/06/2018,27.2780,27.278
12/28/2018,27.6190,27.619
01/23/2019,27.5930,27.593
02/01/2019,27.5820,27.582
02/14/2019,27.6680,27.668
03/30/2019,28.4280,28.428
04/04/2019,28.3850,28.385
04/30/2019,28.3730,28.373
06/03/2019,29.3080,29.308
07/19/2019,30.1400,30.14
07/29/2019,29.9550,29.955
08/08/2019,30.0910,30.091
08/09/2019,30.0040,30.004
08/14/2019,29.8180,29.818
08/16/2019,29.9150,29.915
09/04/2019,30.0460,30.046
09/19/2019,29.9520,29.952
10/07/2019,30.0650,30.065
11/20/2019,30.6700,30.67
12/20/2019,30.8330,30.833
01/15/2020,30.8589,35.0999
01/21/2020,30.9068,35.1508
02/25/2020,31.4860,31.486
03/31/2020,30.7980,30.798
04/16/2020,30.7050,30.705
04/21/2020,31.1840,31.184
04/28/2020,31.2890,31.289
06/03/2020,32.1760,32.176
06/04/2020,32.1880,32.188
06/15/2020,32.2120,32.212
07/15/2020,33.1050,33.105
08/10/2020,33.3100,33.31
08/19/2020,33.2640,33.264
09/15/2020,33.2500,33.25
09/25/2020,33.0760,33.076
10/26/2020,33.8800,33.88
10/28/2020,33.8670,33.867
11/04/2020,33.8830,33.883
12/09/2020,34.7100,34.71
12/10/2020,34.7030,34.703
01/04/2021,35.0750,35.075
02/03/2021,34.9293,34.9295
02/25/2021,34.7490,34.749
04/26/2021,35.1340,35.134
04/29/2021,35.2750,35.275
05/06/2021,35.3350,35.335
05/07/2021,35.3590,35.359
05/12/2021,35.3730,35.373
06/14/2021,35.9670,35.967
06/15/2021,35.9220,35.922
07/16/2021,35.8050,35.805
07/29/2021,35.8500,35.85
08/06/2021,35.9640,35.964
