Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
06/04/2014,15.7130,15.713
06/30/2014,15.7820,15.782
07/23/2014,15.8140,15.814
07/24/2014,15.8210,15.821
07/28/2014,15.8350,15.835
07/31/2014,15.8270,15.827
08/04/2014,15.8380,15.838
08/08/2014,15.7920,15.792
08/19/2014,15.8550,15.855
09/03/2014,15.9250,15.925
09/23/2014,16.0960,16.096
09/25/2014,16.1060,16.106
11/17/2014,16.7140,16.714
02/10/2015,17.3190,17.319
02/26/2015,17.4200,17.42
03/16/2015,17.4240,17.424
04/23/2015,17.6270,17.627
05/12/2015,17.5490,17.549
05/13/2015,17.5140,17.514
05/19/2015,17.6170,17.617
05/25/2015,17.6850,17.685
06/18/2015,17.7160,17.716
07/14/2015,17.7380,17.738
07/29/2015,17.9210,17.921
08/25/2015,18.0860,18.086
08/31/2015,18.1670,18.167
09/08/2015,18.1390,18.139
09/21/2015,18.2090,18.209
09/22/2015,18.2100,18.21
09/29/2015,18.3580,18.358
09/30/2015,18.3990,18.399
10/05/2015,18.4450,18.445
10/08/2015,18.4510,18.451
10/26/2015,18.5660,18.566
10/27/2015,18.5620,18.562
11/21/2015,18.5747,18.5789
12/14/2015,18.5550,18.555
12/31/2015,18.6110,18.611
01/05/2016,18.6560,18.656
01/18/2016,18.6760,18.676
02/03/2016,18.6590,18.659
02/12/2016,18.6380,18.638
02/22/2016,18.6330,18.633
03/21/2016,18.9950,18.995
03/23/2016,19.0330,19.033
03/29/2016,19.0410,19.041
04/05/2016,19.2130,19.213
04/12/2016,19.3040,19.304
04/28/2016,19.2940,19.294
05/31/2016,19.4040,19.404
06/18/2016,19.4307,19.4351
06/29/2016,19.5120,19.512
07/15/2016,19.7900,19.79
07/28/2016,19.9790,19.979
08/01/2016,20.0610,20.061
09/21/2016,20.4930,20.493
09/28/2016,20.6130,20.613
11/01/2016,20.7690,20.769
11/02/2016,20.7610,20.761
11/18/2016,21.1900,21.19
11/21/2016,21.2860,21.286
11/25/2016,21.4010,21.401
12/27/2016,21.0390,21.039
01/11/2017,21.3030,21.303
02/23/2017,21.0290,21.029
03/03/2017,21.0080,21.008
03/07/2017,20.9650,20.965
03/27/2017,21.1930,21.193
04/03/2017,21.3110,21.311
05/05/2017,21.3250,21.325
05/08/2017,21.3580,21.358
05/18/2017,21.4690,21.469
05/25/2017,21.5400,21.54
05/31/2017,21.5950,21.595
06/06/2017,21.6670,21.667
07/05/2017,21.9240,21.924
07/11/2017,22.0050,22.005
08/07/2017,22.2790,22.279
08/14/2017,22.2550,22.255
09/07/2017,22.3870,22.387
09/08/2017,22.3860,22.386
09/29/2017,22.3660,22.366
10/16/2017,22.4330,22.433
11/08/2017,22.4100,22.41
11/21/2017,22.4890,22.489
12/08/2017,22.4340,22.434
12/11/2017,22.4010,22.401
01/05/2018,22.4070,22.407
01/17/2018,22.4110,22.411
01/19/2018,22.4160,22.416
04/19/2018,22.5290,22.529
04/24/2018,22.4320,22.432
05/02/2018,22.3990,22.399
05/03/2018,22.4090,22.409
05/16/2018,22.2690,22.269
05/21/2018,22.2890,22.289
05/22/2018,22.3340,22.334
06/05/2018,22.3210,22.321
06/21/2018,22.4440,22.444
06/26/2018,22.4630,22.463
07/19/2018,22.6320,22.632
07/30/2018,22.6700,22.67
08/08/2018,22.7280,22.728
08/09/2018,22.7410,22.741
09/05/2018,22.6580,22.658
09/28/2018,22.6890,22.689
10/08/2018,22.7280,22.728
10/12/2018,22.7550,22.755
10/24/2018,22.8880,22.888
11/28/2018,23.2010,23.201
12/03/2018,23.2930,23.293
12/31/2018,23.6500,23.65
01/15/2019,23.7730,23.773
01/23/2019,23.7490,23.749
02/22/2019,23.8500,23.85
03/06/2019,23.9210,23.921
03/28/2019,24.3940,24.394
04/08/2019,24.3300,24.33
04/16/2019,24.3210,24.321
05/27/2019,24.8450,24.845
06/06/2019,25.0180,25.018
06/07/2019,24.9940,24.994
06/14/2019,25.0240,25.024
06/28/2019,25.0800,25.08
07/09/2019,25.3630,25.363
08/05/2019,25.6090,25.609
08/22/2019,25.6990,25.699
08/26/2019,25.7710,25.771
08/27/2019,25.7160,25.716
09/18/2019,25.7930,25.793
09/23/2019,25.6780,25.678
10/03/2019,25.8610,25.861
10/14/2019,25.9000,25.9
10/24/2019,26.0170,26.017
11/07/2019,26.1840,26.184
11/26/2019,26.3970,26.397
11/27/2019,26.3760,26.376
12/20/2019,26.3750,26.375
01/01/2020,26.1900,26.19
01/15/2020,26.2507,29.5871
01/21/2020,26.3322,29.5957
02/11/2020,26.7320,26.732
03/12/2020,26.8350,26.835
03/24/2020,26.1030,26.103
03/27/2020,27.0350,27.035
05/05/2020,27.2070,27.207
06/05/2020,27.8150,27.815
07/02/2020,28.3840,28.384
07/08/2020,28.5470,28.547
07/31/2020,28.6930,28.693
08/07/2020,28.6910,28.691
08/19/2020,28.6020,28.602
08/31/2020,28.5900,28.59
09/11/2020,28.6900,28.69
09/23/2020,28.7430,28.743
09/25/2020,28.7070,28.707
09/29/2020,28.6840,28.684
10/16/2020,29.1090,29.109
10/28/2020,29.2380,29.238
11/03/2020,29.2360,29.236
11/20/2020,29.3990,29.399
12/15/2020,29.5260,29.526
12/21/2020,29.5030,29.503
01/28/2021,29.6350,29.635
02/03/2021,29.3950,29.395
03/02/2021,29.3300,29.33
03/10/2021,29.3440,29.344
04/15/2021,29.7960,29.796
04/20/2021,29.8320,29.832
04/23/2021,29.8270,29.827
05/04/2021,29.9480,29.948
05/19/2021,30.0970,30.097
06/01/2021,30.1590,30.159
06/17/2021,30.2214,30.2213
07/05/2021,30.1830,30.183
07/06/2021,30.1850,30.185
07/13/2021,30.2090,30.209
07/14/2021,30.2250,30.225
07/16/2021,30.3020,30.302
07/29/2021,30.3800,30.38
08/04/2021,30.4220,30.422
08/06/2021,30.3830,30.383
