Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
05/29/2015,10.0000,10
06/01/2015,10.0000,10
06/02/2015,10.0000,10
06/03/2015,10.0000,10
06/04/2015,10.0000,10
06/12/2015,9.6190,9.619
06/17/2015,9.6430,9.643
07/03/2015,9.7620,9.762
08/05/2015,9.8870,9.887
08/13/2015,9.9300,9.93
09/02/2015,9.9210,9.921
09/03/2015,9.9310,9.931
10/20/2015,10.2050,10.205
11/02/2015,10.1860,10.186
11/18/2015,10.1440,10.144
11/19/2015,10.1600,10.16
11/20/2015,10.1470,10.147
11/21/2015,10.1470,10.1489
12/01/2015,10.1550,10.155
12/18/2015,10.1450,10.145
01/29/2016,10.1350,10.135
02/01/2016,10.1370,10.137
02/04/2016,10.0830,10.083
03/28/2016,10.3970,10.397
06/01/2016,10.6660,10.666
06/10/2016,10.6920,10.692
06/18/2016,10.6931,10.6952
06/29/2016,10.7840,10.784
07/19/2016,10.9980,10.998
07/28/2016,11.1340,11.134
08/12/2016,11.3150,11.315
10/07/2016,11.6030,11.603
10/28/2016,11.5870,11.587
11/03/2016,11.5650,11.565
11/22/2016,11.8680,11.868
12/09/2016,11.8080,11.808
12/21/2016,11.7350,11.735
12/29/2016,11.6850,11.685
01/16/2017,11.8660,11.866
01/27/2017,11.9100,11.91
02/09/2017,11.6730,11.673
03/03/2017,11.6700,11.67
03/06/2017,11.6670,11.667
03/07/2017,11.6530,11.653
03/08/2017,11.6420,11.642
04/03/2017,11.8850,11.885
04/13/2017,11.8780,11.878
04/28/2017,11.8930,11.893
05/03/2017,11.8970,11.897
05/11/2017,11.9460,11.946
05/29/2017,12.0810,12.081
06/16/2017,12.3060,12.306
06/21/2017,12.3390,12.339
07/13/2017,12.3930,12.393
07/20/2017,12.4260,12.426
07/26/2017,12.4690,12.469
08/07/2017,12.5160,12.516
08/18/2017,12.4730,12.473
08/24/2017,12.4720,12.472
09/20/2017,12.5440,12.544
09/25/2017,12.4840,12.484
09/28/2017,12.4720,12.472
10/09/2017,12.4740,12.474
10/10/2017,12.4820,12.482
10/13/2017,12.5160,12.516
11/01/2017,12.5550,12.555
11/07/2017,12.5400,12.54
12/06/2017,12.5140,12.514
12/11/2017,12.5210,12.521
01/03/2018,12.4950,12.495
01/22/2018,12.5470,12.547
01/24/2018,12.5770,12.577
02/01/2018,12.4370,12.437
02/16/2018,12.4090,12.409
02/26/2018,12.3550,12.355
03/07/2018,12.3150,12.315
03/12/2018,12.3740,12.374
03/16/2018,12.4040,12.404
04/12/2018,12.6200,12.62
04/16/2018,12.6370,12.637
04/26/2018,12.4860,12.486
05/02/2018,12.5230,12.523
05/25/2018,12.4740,12.474
06/13/2018,12.4580,12.458
06/19/2018,12.5080,12.508
07/03/2018,12.5240,12.524
07/20/2018,12.6350,12.635
08/28/2018,12.7910,12.791
09/07/2018,12.6980,12.698
09/12/2018,12.6260,12.626
10/26/2018,12.6980,12.698
10/30/2018,12.7610,12.761
11/30/2018,13.1070,13.107
01/07/2019,13.2810,13.281
02/01/2019,13.3350,13.335
03/12/2019,13.5390,13.539
03/20/2019,13.6150,13.615
04/04/2019,13.7060,13.706
04/05/2019,13.7020,13.702
04/08/2019,13.6630,13.663
04/11/2019,13.6790,13.679
04/22/2019,13.6440,13.644
06/21/2019,14.3080,14.308
06/24/2019,14.3050,14.305
06/28/2019,14.3060,14.306
07/08/2019,14.4900,14.49
08/09/2019,14.5700,14.57
11/05/2019,14.8200,14.82
11/14/2019,14.8220,14.822
11/15/2019,14.8380,14.838
12/23/2019,14.9970,14.997
01/13/2020,15.0000,15
01/15/2020,14.9851,17.0794
01/21/2020,15.0141,17.101
02/03/2020,15.0770,15.077
02/13/2020,15.2940,15.294
02/24/2020,15.3380,15.338
02/27/2020,15.3170,15.317
03/03/2020,15.2770,15.277
03/05/2020,15.3510,15.351
03/12/2020,15.0850,15.085
03/16/2020,14.9640,14.964
03/27/2020,14.9970,14.997
04/24/2020,15.2030,15.203
05/06/2020,15.3530,15.353
05/19/2020,15.4090,15.409
06/02/2020,15.6580,15.658
06/15/2020,15.6910,15.691
06/25/2020,15.8400,15.84
06/30/2020,15.8950,15.895
07/01/2020,15.9290,15.929
07/09/2020,16.0990,16.099
07/17/2020,16.1860,16.186
08/06/2020,16.2360,16.236
08/07/2020,16.2210,16.221
08/18/2020,16.2100,16.21
08/19/2020,16.1990,16.199
08/21/2020,16.1140,16.114
08/26/2020,16.0920,16.092
09/01/2020,16.2690,16.269
09/16/2020,16.2310,16.231
09/30/2020,16.1510,16.151
11/19/2020,16.7290,16.729
11/24/2020,16.7910,16.791
11/27/2020,16.8020,16.802
12/07/2020,16.8910,16.891
12/10/2020,16.9090,16.909
01/04/2021,17.0740,17.074
01/07/2021,17.0970,17.097
01/20/2021,17.1080,17.108
01/21/2021,17.1010,17.101
01/22/2021,17.0770,17.077
01/27/2021,17.0410,17.041
02/08/2021,17.0140,17.014
02/10/2021,16.9900,16.99
03/17/2021,16.8220,16.822
03/24/2021,16.9710,16.971
03/25/2021,16.9340,16.934
04/23/2021,17.0480,17.048
04/29/2021,17.1700,17.17
05/05/2021,17.1780,17.178
05/12/2021,17.2190,17.219
05/24/2021,17.3510,17.351
06/07/2021,17.4590,17.459
07/06/2021,17.4000,17.4
07/07/2021,17.4130,17.413
07/30/2021,17.4810,17.481
08/03/2021,17.5620,17.562
08/05/2021,17.5920,17.592
