Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
05/29/2014,17.0060,17.006
06/04/2014,17.1420,17.142
07/11/2014,17.2050,17.205
08/01/2014,17.2840,17.284
08/25/2014,17.3160,17.316
09/12/2014,17.4310,17.431
09/18/2014,17.4880,17.488
09/26/2014,17.6380,17.638
09/30/2014,17.6360,17.636
10/07/2014,17.6840,17.684
10/28/2014,18.1830,18.183
10/29/2014,17.9710,17.971
11/19/2014,18.2790,18.279
11/20/2014,18.3090,18.309
11/25/2014,18.3420,18.342
11/28/2014,18.3840,18.384
12/01/2014,18.4270,18.427
12/17/2014,18.4000,18.4
12/31/2014,18.5230,18.523
01/08/2015,18.5460,18.546
01/21/2015,18.9110,18.911
02/04/2015,18.9450,18.945
03/11/2015,19.0710,19.071
03/17/2015,19.0130,19.013
04/27/2015,19.2290,19.229
04/28/2015,19.2280,19.228
05/06/2015,19.1590,19.159
05/08/2015,19.0980,19.098
05/21/2015,19.2550,19.255
06/09/2015,19.2420,19.242
08/11/2015,19.6180,19.618
09/04/2015,19.7670,19.767
09/09/2015,19.7780,19.778
09/10/2015,19.7520,19.752
09/18/2015,19.8250,19.825
09/29/2015,20.0020,20.002
09/30/2015,20.0470,20.047
10/06/2015,20.0830,20.083
10/28/2015,20.2280,20.228
11/03/2015,20.2330,20.233
11/13/2015,20.2280,20.228
11/21/2015,20.2442,20.2488
11/26/2015,20.2470,20.247
12/01/2015,20.2410,20.241
12/02/2015,20.2570,20.257
12/09/2015,20.1900,20.19
01/01/2016,20.3160,20.316
01/15/2016,20.3440,20.344
01/27/2016,20.3950,20.395
02/01/2016,20.4170,20.417
02/18/2016,20.3240,20.324
03/04/2016,20.3840,20.384
03/22/2016,20.7400,20.74
03/28/2016,20.7540,20.754
03/31/2016,20.8010,20.801
05/06/2016,21.1000,21.1
06/08/2016,21.2020,21.202
06/18/2016,21.2067,21.2116
07/04/2016,21.3680,21.368
07/12/2016,21.5410,21.541
07/25/2016,21.7360,21.736
08/04/2016,21.9080,21.908
08/30/2016,22.1910,22.191
09/27/2016,22.5100,22.51
10/19/2016,22.6800,22.68
11/01/2016,22.6820,22.682
11/17/2016,23.1890,23.189
12/21/2016,23.0630,23.063
01/09/2017,23.2600,23.26
01/12/2017,23.2590,23.259
02/02/2017,23.3370,23.337
02/08/2017,23.1210,23.121
02/10/2017,23.0520,23.052
03/03/2017,22.9490,22.949
03/23/2017,23.0740,23.074
03/24/2017,23.0800,23.08
04/17/2017,23.2830,23.283
05/02/2017,23.2980,23.298
05/08/2017,23.3360,23.336
07/12/2017,24.0750,24.075
08/14/2017,24.3300,24.33
10/11/2017,24.4370,24.437
10/17/2017,24.5000,24.5
10/27/2017,24.4930,24.493
11/01/2017,24.4940,24.494
11/03/2017,24.5060,24.506
12/04/2017,24.4640,24.464
12/20/2017,24.4320,24.432
02/05/2018,24.3700,24.37
02/12/2018,24.4770,24.477
02/27/2018,24.2210,24.221
03/09/2018,24.2590,24.259
03/19/2018,24.4230,24.423
03/28/2018,24.7420,24.742
04/04/2018,24.8590,24.859
05/25/2018,24.3870,24.387
05/31/2018,24.4050,24.405
06/25/2018,24.5230,24.523
07/06/2018,24.5810,24.581
09/06/2018,24.7610,24.761
09/18/2018,24.7330,24.733
09/19/2018,24.7320,24.732
09/24/2018,24.6730,24.673
10/05/2018,24.8290,24.829
10/09/2018,24.8200,24.82
11/26/2018,25.3640,25.364
12/10/2018,25.5080,25.508
12/18/2018,25.6010,25.601
12/26/2018,25.8400,25.84
12/27/2018,25.8670,25.867
12/31/2018,25.8690,25.869
01/11/2019,25.9460,25.946
02/27/2019,26.0380,26.038
03/05/2019,26.1400,26.14
03/26/2019,26.6480,26.648
03/31/2019,26.7680,26.768
04/18/2019,26.5760,26.576
04/22/2019,26.5250,26.525
04/25/2019,26.5340,26.534
05/22/2019,26.8790,26.879
05/30/2019,27.1660,27.166
06/11/2019,27.2910,27.291
07/01/2019,27.4530,27.453
07/25/2019,27.9260,27.926
08/30/2019,28.3190,28.319
09/13/2019,28.4250,28.425
09/30/2019,28.3880,28.388
10/24/2019,28.6590,28.659
11/14/2019,28.9040,28.904
11/27/2019,29.0940,29.094
12/24/2019,29.1400,29.14
12/31/2019,29.2070,29.207
01/06/2020,28.7990,28.799
01/10/2020,28.8480,28.848
01/15/2020,28.8468,32.7303
01/16/2020,28.8740,28.874
01/21/2020,28.9338,32.7244
02/14/2020,29.5320,29.532
02/24/2020,29.5930,29.593
04/03/2020,29.6970,29.697
05/18/2020,30.2820,30.282
05/29/2020,30.5620,30.562
06/01/2020,30.5660,30.566
06/04/2020,30.5380,30.538
06/11/2020,30.6400,30.64
06/16/2020,30.6910,30.691
06/22/2020,30.9390,30.939
07/08/2020,31.4180,31.418
07/14/2020,31.5300,31.53
07/17/2020,31.6020,31.602
07/21/2020,31.5990,31.599
08/18/2020,31.5180,31.518
09/01/2020,31.6580,31.658
09/10/2020,31.6210,31.621
09/21/2020,31.6700,31.67
10/09/2020,31.9480,31.948
10/23/2020,32.1820,32.182
11/03/2020,32.2520,32.252
11/06/2020,32.3290,32.329
12/01/2020,32.5210,32.521
12/16/2020,32.5650,32.565
12/30/2020,32.7230,32.723
01/05/2021,32.8120,32.812
02/03/2021,32.4750,32.4751
03/05/2021,32.4190,32.419
03/08/2021,32.4260,32.426
03/15/2021,32.3470,32.347
03/17/2021,32.3630,32.363
04/26/2021,33.0480,33.048
05/17/2021,33.2600,33.26
05/20/2021,33.3290,33.329
06/08/2021,33.4630,33.463
06/24/2021,33.4530,33.453
08/04/2021,33.6630,33.663
