Date (MM/DD/YYYY),NSDL Published NAV,Fund Manager Published NAV
06/19/2014,16.0320,16.032
07/04/2014,16.5040,16.504
08/04/2014,16.3970,16.397
08/05/2014,16.5320,16.532
08/06/2014,16.3760,16.376
08/28/2014,16.9870,16.987
10/21/2014,16.9400,16.94
11/25/2014,18.0760,18.076
12/08/2014,18.0230,18.023
12/29/2014,17.6180,17.618
01/20/2015,18.5730,18.573
02/02/2015,18.7930,18.793
02/10/2015,18.3030,18.303
02/20/2015,18.8760,18.876
02/26/2015,18.5530,18.553
05/13/2015,17.6490,17.649
05/20/2015,18.0520,18.052
05/27/2015,17.8610,17.861
06/01/2015,18.0830,18.083
06/02/2015,17.6620,17.662
06/15/2015,17.2500,17.25
06/25/2015,18.0790,18.079
07/01/2015,18.1980,18.198
07/21/2015,18.4040,18.404
07/24/2015,18.3930,18.393
07/27/2015,18.0490,18.049
08/13/2015,18.0420,18.042
08/24/2015,16.8640,16.864
09/04/2015,16.5490,16.549
09/08/2015,16.6230,16.623
09/11/2015,16.8410,16.841
09/18/2015,17.2550,17.255
09/23/2015,16.9570,16.957
09/30/2015,17.1730,17.173
10/13/2015,17.5680,17.568
12/07/2015,16.8790,16.879
01/04/2016,16.9170,16.917
01/14/2016,16.3340,16.334
01/29/2016,16.3990,16.399
02/09/2016,15.7980,15.798
05/04/2016,16.8560,16.856
05/24/2016,16.9480,16.948
06/03/2016,18.0570,18.057
07/13/2016,18.8520,18.852
07/29/2016,19.2040,19.204
08/02/2016,19.1930,19.193
08/11/2016,19.1290,19.129
08/23/2016,19.2740,19.274
09/08/2016,20.0940,20.094
09/28/2016,19.6410,19.641
09/29/2016,19.2870,19.287
11/11/2016,18.7580,18.758
11/16/2016,18.3620,18.362
11/18/2016,18.3080,18.308
11/21/2016,17.9340,17.934
11/28/2016,18.3660,18.366
12/02/2016,18.2820,18.282
12/19/2016,18.3440,18.344
01/17/2017,19.0260,19.026
02/07/2017,19.8050,19.805
02/10/2017,19.8610,19.861
03/02/2017,19.9670,19.967
03/03/2017,19.9670,19.967
03/16/2017,20.5360,20.536
03/21/2017,20.4400,20.44
03/29/2017,20.5060,20.506
04/10/2017,20.6480,20.648
05/04/2017,21.0630,21.063
05/05/2017,20.8950,20.895
05/16/2017,21.3750,21.375
06/01/2017,21.5570,21.557
07/03/2017,21.5530,21.553
07/10/2017,21.8920,21.892
07/11/2017,21.9140,21.914
07/18/2017,22.1190,22.119
07/19/2017,22.3050,22.305
07/26/2017,22.4250,22.425
08/03/2017,22.3510,22.351
08/14/2017,21.8150,21.815
08/22/2017,21.7120,21.712
11/01/2017,23.3170,23.317
11/08/2017,23.0780,23.078
11/10/2017,23.1510,23.151
11/30/2017,22.9850,22.985
12/06/2017,22.5890,22.589
01/11/2018,23.9190,23.919
01/12/2018,23.9760,23.976
02/01/2018,24.5010,24.501
02/28/2018,23.4130,23.413
03/09/2018,22.8570,22.857
03/14/2018,23.2560,23.256
04/16/2018,23.5820,23.582
04/24/2018,23.7770,23.777
04/27/2018,23.9340,23.934
05/16/2018,23.8520,23.852
05/29/2018,23.7520,23.752
05/31/2018,23.9160,23.916
06/19/2018,23.9700,23.97
06/22/2018,24.1230,24.123
07/03/2018,23.8370,23.837
07/12/2018,24.4310,24.431
07/30/2018,25.0540,25.054
08/01/2018,25.1370,25.137
08/27/2018,26.0010,26.001
09/03/2018,25.8130,25.813
09/10/2018,25.4520,25.452
10/01/2018,24.3830,24.383
10/23/2018,22.6350,22.635
10/30/2018,22.7870,22.787
11/16/2018,23.8400,23.84
11/22/2018,23.5760,23.576
12/13/2018,24.1010,24.101
12/14/2018,24.1380,24.138
12/19/2018,24.4880,24.488
01/09/2019,24.2400,24.24
01/16/2019,24.2790,24.279
01/22/2019,24.2210,24.221
02/04/2019,24.1730,24.173
03/05/2019,24.4610,24.461
03/27/2019,25.2570,25.257
03/28/2019,25.5330,25.533
05/02/2019,25.7360,25.736
05/08/2019,25.0530,25.053
05/10/2019,24.9180,24.918
05/31/2019,26.2420,26.242
06/12/2019,26.1160,26.116
06/27/2019,26.0050,26.005
06/28/2019,25.9050,25.905
08/08/2019,24.3910,24.391
08/14/2019,24.2900,24.29
08/22/2019,23.7270,23.727
09/24/2019,25.4883,25.4882
10/01/2019,24.9400,24.94
10/11/2019,24.7810,24.781
10/15/2019,25.0810,25.081
11/14/2019,25.9730,25.973
11/25/2019,26.3820,26.382
11/27/2019,26.4240,26.424
12/20/2019,26.6850,26.685
12/31/2019,26.5040,26.504
01/14/2020,26.9560,26.956
01/15/2020,26.9295,31.609
01/21/2020,26.5829,31.8241
03/12/2020,21.1210,21.121
03/23/2020,17.1040,17.104
03/26/2020,19.1990,19.199
04/13/2020,20.1710,20.171
04/30/2020,21.8310,21.831
05/08/2020,20.4650,20.465
05/13/2020,20.7960,20.796
06/15/2020,21.7070,21.707
06/25/2020,22.6880,22.688
07/02/2020,23.1940,23.194
08/04/2020,24.3660,24.366
08/05/2020,24.3860,24.386
08/12/2020,24.8730,24.873
08/21/2020,25.0190,25.019
08/27/2020,25.4030,25.403
09/24/2020,23.7110,23.711
09/29/2020,24.5970,24.597
10/16/2020,25.6390,25.639
11/02/2020,25.6720,25.672
11/04/2020,26.1440,26.144
11/20/2020,28.0900,28.09
11/27/2020,28.2790,28.279
12/07/2020,29.2200,29.22
12/23/2020,29.7240,29.724
01/04/2021,30.8370,30.837
01/08/2021,31.3700,31.37
01/14/2021,31.9700,31.97
01/15/2021,31.6090,31.609
01/27/2021,30.6760,30.676
02/03/2021,32.3315,32.3321
02/09/2021,32.9890,32.989
02/11/2021,33.0890,33.089
02/17/2021,33.1960,33.196
02/25/2021,32.8670,32.867
03/16/2021,32.5440,32.544
04/16/2021,31.7360,31.736
04/28/2021,32.1770,32.177
06/07/2021,34.2480,34.248
07/12/2021,34.2610,34.261
07/29/2021,34.4140,34.414
