Date (YYYY-MM-DD),NAV
2016-10-10,10
2016-10-11,10
2016-10-12,10
2016-10-13,10
2016-10-14,10
2016-10-15,10
2016-10-16,10
2016-10-17,10
2016-10-18,10
2016-10-19,10
2016-10-20,10
2016-10-21,10
2016-10-22,10
2016-10-23,10
2016-10-24,10.0056
2016-10-25,10.0072
2016-10-26,10.0089
2016-10-27,10.0107
2016-10-28,10.0125
2016-10-29,10.0125
2016-10-30,10.0125
2016-10-31,10.0125
2016-11-01,10.0195
2016-11-02,10.0212
2016-11-03,10.023
2016-11-04,10.0248
2016-11-05,10.0248
2016-11-06,10.0248
2016-11-07,10.0298
2016-11-08,10.0314
2016-11-09,10.0331
2016-11-10,10.0351
2016-11-11,10.037
2016-11-12,10.037
2016-11-13,10.037
2016-11-14,10.037
2016-11-15,10.0443
2016-11-16,10.0465
2016-11-17,10.0485
2016-11-18,10.0503
2016-11-19,10.0503
2016-11-20,10.0503
2016-11-21,10.0558
2016-11-22,10.0578
2016-11-23,10.0597
2016-11-24,10.0617
2016-11-25,10.0639
2016-11-26,10.0639
2016-11-27,10.0639
2016-11-28,10.0694
2016-11-29,10.0709
2016-11-30,10.0729
2016-12-01,10.0747
2016-12-02,10.0766
2016-12-03,10.0766
2016-12-04,10.0766
2016-12-05,10.0817
2016-12-06,10.0837
2016-12-07,10.0856
2016-12-08,10.0858
2016-12-09,10.0875
2016-12-10,10.0875
2016-12-11,10.0875
2016-12-12,10.0875
2016-12-13,10.0945
2016-12-14,10.0964
2016-12-15,10.0982
2016-12-16,10.1
2016-12-17,10.1
2016-12-18,10.1
2016-12-19,10.1054
2016-12-20,10.1072
2016-12-21,10.1089
2016-12-22,10.1107
2016-12-23,10.1124
2016-12-24,10.1124
2016-12-25,10.1124
2016-12-26,10.1178
2016-12-27,10.1195
2016-12-28,10.1213
2016-12-29,10.1231
2016-12-30,10.125
2016-12-31,10.1249
2017-01-01,10.1249
2017-01-02,10.1307
2017-01-03,10.1325
2017-01-04,10.1343
2017-01-05,10.1361
2017-01-06,10.1379
2017-01-07,10.1379
2017-01-08,10.1379
2017-01-09,10.1435
2017-01-10,10.1453
2017-01-11,10.1471
2017-01-12,10.1489
2017-01-13,10.1507
2017-01-14,10.1507
2017-01-15,10.1507
2017-01-16,10.1562
2017-01-17,10.158
2017-01-18,10.1599
2017-01-19,10.1617
2017-01-20,10.1635
2017-01-21,10.1635
2017-01-22,10.1635
2017-01-23,10.1691
2017-01-24,10.171
2017-01-25,10.1728
2017-01-26,10.1728
2017-01-27,10.1765
2017-01-28,10.1765
2017-01-29,10.1765
2017-01-30,10.1821
2017-01-31,10.184
2017-02-01,10.1859
2017-02-02,10.1878
2017-02-03,10.1896
2017-02-04,10.1896
2017-02-05,10.1896
2017-02-06,10.1952
2017-02-07,10.1971
2017-02-08,10.199
2017-02-09,10.2005
2017-02-10,10.2023
2017-02-11,10.2023
2017-02-12,10.2023
2017-02-13,10.208
2017-02-14,10.2099
2017-02-15,10.2118
2017-02-16,10.2136
2017-02-17,10.2154
2017-02-18,10.2154
2017-02-19,10.2154
2017-02-20,10.2211
2017-02-21,10.2211
2017-02-22,10.2248
2017-02-23,10.2267
2017-02-24,10.2267
2017-02-25,10.2267
2017-02-26,10.2267
2017-02-27,10.2342
2017-02-28,10.2361
2017-03-01,10.238
2017-03-02,10.2398
2017-03-03,10.2417
2017-03-04,10.2416
2017-03-05,10.2416
2017-03-06,10.2473
2017-03-07,10.249
2017-03-08,10.2508
2017-03-09,10.2526
2017-03-10,10.2545
2017-03-11,10.2545
2017-03-12,10.2545
2017-03-13,10.2545
2017-03-14,10.2621
2017-03-15,10.264
2017-03-16,10.2659
2017-03-17,10.2677
2017-03-18,10.2677
2017-03-19,10.2677
2017-03-20,10.2737
2017-03-21,10.2756
2017-03-22,10.2776
2017-03-23,10.2795
2017-03-24,10.2814
2017-03-25,10.2814
2017-03-26,10.2814
2017-03-27,10.2871
2017-03-28,10.2871
2017-03-29,10.2908
2017-03-30,10.2926
2017-03-31,10.2946
2017-04-01,10.2946
2017-04-02,10.2945
2017-04-03,10.3015
2017-04-04,10.3015
2017-04-05,10.3054
2017-04-06,10.3072
2017-04-07,10.309
2017-04-08,10.309
2017-04-09,10.309
2017-04-10,10.3144
2017-04-11,10.3163
2017-04-12,10.3182
2017-04-13,10.3201
2017-04-14,10.32
2017-04-15,10.32
2017-04-16,10.32
2017-04-17,10.3274
2017-04-18,10.3292
2017-04-19,10.331
2017-04-20,10.3328
2017-04-21,10.3347
2017-04-22,10.3346
2017-04-23,10.3346
2017-04-24,10.3401
2017-04-25,10.3419
2017-04-26,10.3437
2017-04-27,10.3454
2017-04-28,10.3473
2017-04-29,10.3473
2017-04-30,10.3473
2017-05-01,10.3473
2017-05-02,10.3546
2017-05-03,10.3564
2017-05-04,10.3583
2017-05-05,10.3601
2017-05-06,10.3601
2017-05-07,10.3601
2017-05-08,10.3655
2017-05-09,10.3674
2017-05-10,10.3673
2017-05-11,10.371
2017-05-12,10.3729
2017-05-13,10.3729
2017-05-14,10.3729
2017-05-15,10.3783
2017-05-16,10.3802
2017-05-17,10.3821
2017-05-18,10.384
2017-05-19,10.3859
2017-05-20,10.3859
2017-05-21,10.3859
2017-05-22,10.3914
2017-05-23,10.3932
2017-05-24,10.3951
2017-05-25,10.397
2017-05-26,10.3988
2017-05-27,10.3988
2017-05-28,10.3988
2017-05-29,10.4044
2017-05-30,10.4063
2017-05-31,10.4081
2017-06-01,10.4101
2017-06-02,10.4119
2017-06-03,10.4119
2017-06-04,10.4119
2017-06-05,10.4174
2017-06-06,10.4193
2017-06-07,10.4211
2017-06-08,10.423
2017-06-09,10.4248
2017-06-10,10.4248
2017-06-11,10.4248
2017-06-12,10.4305
2017-06-13,10.4323
2017-06-14,10.4342
2017-06-15,10.4361
2017-06-16,10.4379
2017-06-17,10.4379
2017-06-18,10.4379
2017-06-19,10.4435
2017-06-20,10.4454
2017-06-21,10.4473
2017-06-22,10.4491
2017-06-23,10.451
2017-06-24,10.451
2017-06-25,10.451
2017-06-26,10.451
2017-06-27,10.4585
2017-06-28,10.4605
2017-06-29,10.4624
2017-06-30,10.4642
2017-07-01,10.4642
2017-07-02,10.4642
2017-07-03,10.4702
2017-07-04,10.4721
2017-07-05,10.474
2017-07-06,10.476
2017-07-07,10.4779
2017-07-08,10.4779
2017-07-09,10.4779
2017-07-10,10.4839
2017-07-11,10.4859
2017-07-12,10.4878
2017-07-13,10.4897
2017-07-14,10.4915
2017-07-15,10.4915
2017-07-16,10.4915
2017-07-17,10.4972
2017-07-18,10.4991
2017-07-19,10.501
2017-07-20,10.5029
2017-07-21,10.5048
2017-07-22,10.5048
2017-07-23,10.5048
2017-07-24,10.5105
2017-07-25,10.5124
2017-07-26,10.5143
2017-07-27,10.5161
2017-07-28,10.518
2017-07-29,10.518
2017-07-30,10.518
2017-07-31,10.5236
2017-08-01,10.5254
2017-08-02,10.5273
2017-08-03,10.5292
2017-08-04,10.5311
2017-08-05,10.5311
2017-08-06,10.5311
2017-08-07,10.5368
2017-08-08,10.5387
2017-08-09,10.5406
2017-08-10,10.5426
2017-08-11,10.5445
2017-08-12,10.5444
2017-08-13,10.5444
2017-08-14,10.55
2017-08-15,10.55
2017-08-16,10.5537
2017-08-17,10.5537
2017-08-18,10.5574
2017-08-19,10.5574
2017-08-20,10.5574
2017-08-21,10.563
2017-08-22,10.5648
2017-08-23,10.5666
2017-08-24,10.5685
2017-08-25,10.5685
2017-08-26,10.5685
2017-08-27,10.5685
2017-08-28,10.5758
2017-08-29,10.5776
2017-08-30,10.5795
2017-08-31,10.5813
2017-09-01,10.5831
2017-09-02,10.5831
2017-09-03,10.5831
2017-09-04,10.5887
2017-09-05,10.5905
2017-09-06,10.5923
2017-09-07,10.5942
2017-09-08,10.596
2017-09-09,10.596
2017-09-10,10.596
2017-09-11,10.6015
2017-09-12,10.6033
2017-09-13,10.6052
2017-09-14,10.6071
2017-09-15,10.6089
2017-09-16,10.6089
2017-09-17,10.6089
2017-09-18,10.6146
2017-09-19,10.6164
2017-09-20,10.6183
2017-09-21,10.6202
2017-09-22,10.6221
2017-09-23,10.6221
2017-09-24,10.6221
2017-09-25,10.6277
2017-09-26,10.6297
2017-09-27,10.6316
2017-09-28,10.6335
2017-09-29,10.6353
2017-09-30,10.6353
2017-10-01,10.6353
2017-10-02,10.6353
2017-10-03,10.6432
2017-10-04,10.6451
2017-10-05,10.647
2017-10-06,10.6488
2017-10-07,10.6488
2017-10-08,10.6488
2017-10-09,10.6543
2017-10-10,10.6562
2017-10-11,10.658
2017-10-12,10.6599
2017-10-13,10.6618
2017-10-14,10.6618
2017-10-15,10.6618
2017-10-16,10.6675
2017-10-17,10.6694
2017-10-18,10.6712
2017-10-19,10.6712
2017-10-20,10.6712
2017-10-21,10.6712
2017-10-22,10.6712
2017-10-23,10.6804
2017-10-24,10.6822
2017-10-25,10.6841
2017-10-26,10.6859
2017-10-27,10.6877
2017-10-28,10.6877
2017-10-29,10.6877
2017-10-30,10.6933
2017-10-31,10.6952
2017-11-01,10.6971
2017-11-02,10.699
2017-11-03,10.7009
2017-11-04,10.7009
2017-11-05,10.7009
2017-11-06,10.7066
2017-11-07,10.7085
2017-11-08,10.7103
2017-11-09,10.7122
2017-11-10,10.7141
2017-11-11,10.7141
2017-11-12,10.7141
2017-11-13,10.7197
2017-11-14,10.7216
2017-11-15,10.7234
2017-11-16,10.7253
2017-11-17,10.7271
2017-11-18,10.7271
2017-11-19,10.7271
2017-11-20,10.9312
2017-11-21,10.7589
2017-11-22,10.7656
2017-11-23,10.9136
2017-11-24,11.0397
2017-11-25,11.0415
2017-11-26,11.0434
2017-11-27,11.0454
2017-11-28,11.0403
2017-11-29,10.889
2017-11-30,10.9157
2017-12-01,10.9176
2017-12-02,10.9194
2017-12-03,10.9213
2017-12-04,11.0519
2017-12-05,11.0556
2017-12-06,10.9337
2017-12-07,10.9359
2017-12-08,10.9265
2017-12-09,10.9282
2017-12-10,10.93
2017-12-11,11.0519
2017-12-12,11.0455
2017-12-13,11.0432
2017-12-14,10.9282
2017-12-15,11.0365
2017-12-16,11.0382
2017-12-17,11.0399
2017-12-18,10.9371
2017-12-19,10.8082
2017-12-20,10.939
2017-12-21,10.9341
2017-12-22,10.9382
2017-12-23,10.9399
2017-12-24,10.9415
2017-12-25,10.9432
2017-12-26,11.0339
