Date (YYYY-MM-DD),NAV
2009-05-15,10
2009-05-16,10
2009-05-17,10
2009-05-18,10
2009-05-19,10
2009-05-20,10
2009-05-21,10
2009-05-22,10
2009-05-23,10
2009-05-24,10
2009-05-25,10
2009-05-26,10
2009-05-27,10
2009-05-28,10
2009-05-29,10
2009-05-30,10
2009-05-31,10
2009-06-01,10
2009-06-02,10
2009-06-03,10
2009-06-04,10.0012
2009-06-05,10.0039
2009-06-06,10.0084
2009-06-07,10.0137
2009-06-08,10.0208
2009-06-09,10.0216
2009-06-10,10.0237
2009-06-11,10.0259
2009-06-12,10.0291
2009-06-13,10.0335
2009-06-14,10.0384
2009-06-15,10.0443
2009-06-16,10.0513
2009-06-17,10.0594
2009-06-18,10.0686
2009-06-19,10.0789
2009-06-20,10.1035
2009-06-21,10.1047
2009-06-22,10.107
2009-06-23,10.1088
2009-06-24,10.1174
2009-06-25,10.1191
2009-06-26,10.1208
2009-06-27,10.1226
2009-06-28,10.1237
2009-06-29,10.126
2009-06-30,10.1277
2009-07-01,10.1295
2009-07-02,10.1314
2009-07-03,10.1329
2009-07-04,10.1345
2009-07-05,10.1355
2009-07-06,10.1376
2009-07-07,10.1391
2009-07-08,10.1405
2009-07-09,10.1419
2009-07-10,10.1434
2009-07-11,10.1449
2009-07-12,10.1458
2009-07-13,10.1476
2009-07-14,10.1485
2009-07-15,10.1651
2009-07-16,10.1664
2009-07-17,10.1676
2009-07-18,10.1689
2009-07-19,10.1698
2009-07-20,10.1716
2009-07-21,10.1724
2009-07-22,10.1913
2009-07-23,10.1926
2009-07-24,10.1938
2009-07-25,10.1951
2009-07-26,10.1959
2009-07-27,10.1975
2009-07-28,10.1987
2009-07-29,10.1999
2009-07-30,10.201
2009-07-31,10.2022
2009-08-01,10.2034
2009-08-02,10.2042
2009-08-03,10.2057
2009-08-04,10.2068
2009-08-05,10.208
2009-08-06,10.2091
2009-08-07,10.2102
2009-08-08,10.2114
2009-08-09,10.2122
2009-08-10,10.2137
2009-08-11,10.2148
2009-08-12,10.2159
2009-08-13,10.2177
