Date (YYYY-MM-DD),NAV
2016-10-10,10
2016-10-11,10
2016-10-12,10
2016-10-13,10
2016-10-14,10
2016-10-15,10
2016-10-16,10
2016-10-17,10
2016-10-18,10
2016-10-19,10
2016-10-20,10
2016-10-21,10
2016-10-22,10
2016-10-23,10
2016-10-24,10
2016-10-25,10
2016-10-26,10
2016-10-27,10
2016-10-28,10
2016-10-29,10
2016-10-30,10
2016-10-31,10
2016-11-01,10
2016-11-02,10.0032
2016-11-03,10.0038
2016-11-04,10.0054
2016-11-05,10.0054
2016-11-06,10.0054
2016-11-07,10.0098
2016-11-08,10.0112
2016-11-09,10.0131
2016-11-10,10.015
2016-11-11,10.0167
2016-11-12,10.0167
2016-11-13,10.0167
2016-11-14,10.0167
2016-11-15,10.0234
2016-11-16,10.0254
2016-11-17,10.0272
2016-11-18,10.0286
2016-11-19,10.0286
2016-11-20,10.0285
2016-11-21,10.0336
2016-11-22,10.0354
2016-11-23,10.0375
2016-11-24,10.0394
2016-11-25,10.0416
2016-11-26,10.0416
2016-11-27,10.0416
2016-11-28,10.0471
2016-11-29,10.0485
2016-11-30,10.0504
2016-12-01,10.0522
2016-12-02,10.0541
2016-12-03,10.0541
2016-12-04,10.0541
2016-12-05,10.0592
2016-12-06,10.0611
2016-12-07,10.0629
2016-12-08,10.0632
2016-12-09,10.0649
2016-12-10,10.0649
2016-12-11,10.0649
2016-12-12,10.0649
2016-12-13,10.0719
2016-12-14,10.0737
2016-12-15,10.0755
2016-12-16,10.0773
2016-12-17,10.0773
2016-12-18,10.0773
2016-12-19,10.0827
2016-12-20,10.0844
2016-12-21,10.0862
2016-12-22,10.0879
2016-12-23,10.0896
2016-12-24,10.0896
2016-12-25,10.0896
2016-12-26,10.0949
2016-12-27,10.0967
2016-12-28,10.0984
2016-12-29,10.1003
2016-12-30,10.1021
2016-12-31,10.1021
2017-01-01,10.1021
2017-01-02,10.1077
2017-01-03,10.1095
2017-01-04,10.1113
2017-01-05,10.1132
2017-01-06,10.1149
2017-01-07,10.1149
2017-01-08,10.1149
2017-01-09,10.1205
2017-01-10,10.1223
2017-01-11,10.1242
2017-01-12,10.126
2017-01-13,10.1279
2017-01-14,10.1279
2017-01-15,10.1279
2017-01-16,10.1333
2017-01-17,10.1352
2017-01-18,10.137
2017-01-19,10.1388
2017-01-20,10.1406
2017-01-21,10.1406
2017-01-22,10.1406
2017-01-23,10.1462
2017-01-24,10.1481
2017-01-25,10.1499
2017-01-26,10.1499
2017-01-27,10.1536
2017-01-28,10.1536
2017-01-29,10.1536
2017-01-30,10.1591
2017-01-31,10.161
2017-02-01,10.1629
2017-02-02,10.1648
2017-02-03,10.1666
2017-02-04,10.1666
2017-02-05,10.1666
2017-02-06,10.1722
2017-02-07,10.174
2017-02-08,10.1758
2017-02-09,10.1774
2017-02-10,10.1793
2017-02-11,10.1793
2017-02-12,10.1793
2017-02-13,10.185
2017-02-14,10.1869
2017-02-15,10.1888
2017-02-16,10.1907
2017-02-17,10.1925
2017-02-18,10.1925
2017-02-19,10.1925
2017-02-20,10.1983
2017-02-21,10.1983
2017-02-22,10.202
2017-02-23,10.2039
2017-02-24,10.2039
2017-02-25,10.2039
2017-02-26,10.2039
2017-02-27,10.2114
2017-02-28,10.2133
2017-03-01,10.2151
2017-03-02,10.2169
2017-03-03,10.2187
2017-03-04,10.2187
2017-03-05,10.2187
2017-03-06,10.2243
2017-03-07,10.226
2017-03-08,10.228
2017-03-09,10.2298
2017-03-10,10.2316
2017-03-11,10.2316
2017-03-12,10.2316
2017-03-13,10.2316
2017-03-14,10.2392
2017-03-15,10.2411
2017-03-16,10.243
2017-03-17,10.245
2017-03-18,10.245
2017-03-19,10.245
2017-03-20,10.2511
2017-03-21,10.2531
2017-03-22,10.2551
2017-03-23,10.257
2017-03-24,10.2589
2017-03-25,10.2589
2017-03-26,10.2588
2017-03-27,10.2644
2017-03-28,10.2644
2017-03-29,10.2681
2017-03-30,10.2702
2017-03-31,10.2723
2017-04-01,10.2723
2017-04-02,10.2723
2017-04-03,10.2796
2017-04-04,10.2796
2017-04-05,10.2835
2017-04-06,10.2854
2017-04-07,10.2871
2017-04-08,10.2871
2017-04-09,10.2871
2017-04-10,10.2925
2017-04-11,10.2944
2017-04-12,10.2963
2017-04-13,10.2982
2017-04-14,10.2982
2017-04-15,10.2981
2017-04-16,10.2981
2017-04-17,10.3055
2017-04-18,10.3073
2017-04-19,10.3091
2017-04-20,10.3109
2017-04-21,10.3127
2017-04-22,10.3127
2017-04-23,10.3127
2017-04-24,10.3181
2017-04-25,10.32
2017-04-26,10.3217
2017-04-27,10.3234
2017-04-28,10.3253
2017-04-29,10.3253
2017-04-30,10.3253
2017-05-01,10.3253
2017-05-02,10.3326
2017-05-03,10.3344
2017-05-04,10.3363
2017-05-05,10.3381
2017-05-06,10.3381
2017-05-07,10.3381
2017-05-08,10.3437
2017-05-09,10.3456
2017-05-10,10.3456
2017-05-11,10.3493
2017-05-12,10.3511
2017-05-13,10.3511
2017-05-14,10.3511
2017-05-15,10.3565
2017-05-16,10.3585
2017-05-17,10.3604
2017-05-18,10.3623
2017-05-19,10.3643
2017-05-20,10.3643
2017-05-21,10.3643
2017-05-22,10.3698
2017-05-23,10.3717
2017-05-24,10.3735
2017-05-25,10.3754
2017-05-26,10.3772
2017-05-27,10.3772
2017-05-28,10.3772
2017-05-29,10.3827
2017-05-30,10.3847
2017-05-31,10.3865
2017-06-01,10.3885
2017-06-02,10.3904
2017-06-03,10.3904
2017-06-04,10.3904
2017-06-05,10.3959
2017-06-06,10.3978
2017-06-07,10.3996
2017-06-08,10.4015
2017-06-09,10.4033
2017-06-10,10.4033
2017-06-11,10.4033
2017-06-12,10.4089
2017-06-13,10.409
2017-06-14,16.171
2017-06-15,16.171
2017-06-16,16.6667
2017-06-17,20
2017-06-18,10
2017-06-19,10
2017-06-20,10
2017-06-21,10
2017-06-22,10
2017-06-23,10
2017-06-24,10
2017-06-25,10
2017-06-26,10
2017-06-27,10
2017-06-28,10
2017-06-29,10
2017-06-30,10
2017-07-01,10
2017-07-02,10
2017-07-03,10
2017-07-04,10
2017-07-05,10
2017-07-06,10
2017-07-07,10
2017-07-08,10
2017-07-09,10
2017-07-10,10
2017-07-11,10
2017-07-12,10
2017-07-13,10
2017-07-14,10
2017-07-15,10
2017-07-16,10
2017-07-17,10
2017-07-18,10
2017-07-19,10
2017-07-20,10
2017-07-21,10
2017-07-22,10
2017-07-23,10
2017-07-24,10
2017-07-25,10
2017-07-26,10
2017-07-27,10
2017-07-28,10
2017-07-29,10
2017-07-30,10
2017-07-31,10
2017-08-01,10
2017-08-02,10
2017-08-03,10
2017-08-04,10
2017-08-05,10
2017-08-06,10
2017-08-07,10
2017-08-08,10
2017-08-09,10
2017-08-10,10
2017-08-11,10
2017-08-12,10
2017-08-13,10
2017-08-14,10
2017-08-15,10
2017-08-16,10
2017-08-17,10
2017-08-18,10
2017-08-19,10
2017-08-20,10
2017-08-21,10
2017-08-22,10
2017-08-23,10
2017-08-24,10
2017-08-25,10
2017-08-26,10
2017-08-27,10
2017-08-28,10
2017-08-29,10
2017-08-30,10
2017-08-31,10
2017-09-01,10
2017-09-02,10
2017-09-03,10
2017-09-04,10
2017-09-05,10
2017-09-06,10
2017-09-07,10
2017-09-08,10
2017-09-09,10
2017-09-10,10
2017-09-11,10
2017-09-12,10
2017-09-13,10
2017-09-14,10
2017-09-15,10
2017-09-16,10
2017-09-17,10
2017-09-18,10
2017-09-19,10
2017-09-20,10
2017-09-21,10
2017-09-22,10
2017-09-23,10
2017-09-24,10
2017-09-25,10
2017-09-26,10
2017-09-27,10
2017-09-28,10
2017-09-29,10
2017-09-30,10
2017-10-01,10
2017-10-02,10
2017-10-03,10
2017-10-04,10
2017-10-05,10
2017-10-06,10
2017-10-07,10
2017-10-08,10
2017-10-09,10
2017-10-10,10
2017-10-11,10
2017-10-12,10
2017-10-13,10
2017-10-14,10
2017-10-15,10
2017-10-16,10
2017-10-17,10
2017-10-18,10
2017-10-19,10
2017-10-20,10
2017-10-21,10
2017-10-22,10
2017-10-23,10
2017-10-24,10
2017-10-25,10
2017-10-26,10
2017-10-27,10
2017-10-28,10
2017-10-29,10
2017-10-30,10
2017-10-31,10
2017-11-01,10
2017-11-02,10
2017-11-03,10
2017-11-04,10
2017-11-05,10
2017-11-06,10
2017-11-07,10
2017-11-08,10
2017-11-09,10
2017-11-10,10
2017-11-11,10
2017-11-12,10
2017-11-13,10
2017-11-14,10
2017-11-15,10
2017-11-16,10
2017-11-17,10
2017-11-18,10
2017-11-19,10
2017-11-20,10
2017-11-21,10
2017-11-22,10
2017-11-23,10
2017-11-24,10
2017-11-25,10
2017-11-26,10
2017-11-27,10
2017-11-28,10
2017-11-29,10
2017-11-30,10
2017-12-01,10
2017-12-02,10
2017-12-03,10
2017-12-04,10
2017-12-05,10
2017-12-06,10
2017-12-07,10
2017-12-08,10
2017-12-09,10
2017-12-10,10
2017-12-11,10
2017-12-12,10
2017-12-13,10
2017-12-14,10
2017-12-15,10
2017-12-16,10
2017-12-17,10
2017-12-18,10
2017-12-19,10
2017-12-20,10
2017-12-21,10
2017-12-22,10
2017-12-23,10
2017-12-24,10
2017-12-25,10
2017-12-26,10
2017-12-27,10
2017-12-28,10
2017-12-29,10
2017-12-30,10
2017-12-31,10
2018-01-01,10
2018-01-02,10
2018-01-03,10
2018-01-04,10
2018-01-05,10
2018-01-06,10
2018-01-07,10
2018-01-08,10
2018-01-09,10
2018-01-10,10
2018-01-11,10
2018-01-12,10
2018-01-13,10
2018-01-14,10
2018-01-15,10
2018-01-16,10
2018-01-17,10
2018-01-18,10
2018-01-19,10
2018-01-20,10
2018-01-21,10
2018-01-22,10
2018-01-23,10
2018-01-24,10
2018-01-25,10
2018-01-26,10
2018-01-27,10
2018-01-28,10
2018-01-29,10
2018-01-30,10
2018-01-31,10
2018-02-01,10
2018-02-02,10
2018-02-03,10
2018-02-04,10
2018-02-05,10
2018-02-06,10
2018-02-07,10
2018-02-08,10
2018-02-09,10
2018-02-10,10
2018-02-11,10
2018-02-12,10
2018-02-13,10
2018-02-14,10
2018-02-15,10
2018-02-16,10
2018-02-17,10
2018-02-18,10
2018-02-19,10
2018-02-20,10
2018-02-21,10
2018-02-22,10
2018-02-23,10
2018-02-24,10
2018-02-25,10
2018-02-26,10
2018-02-27,10
2018-02-28,10
