Date (YYYY-MM-DD),NAV
2009-12-14,10
2009-12-15,10
2009-12-16,10
2009-12-17,10
2009-12-18,10
2009-12-19,10
2009-12-20,10
2009-12-21,10
2009-12-22,10
2009-12-23,10
2009-12-24,10
2009-12-25,10
2009-12-26,10
2009-12-27,10
2009-12-28,10
2009-12-29,10
2009-12-30,10
2009-12-31,10
2010-01-01,10
2010-01-02,10
2010-01-03,10
2010-01-04,10
2010-01-05,10
2010-01-06,10
2010-01-07,10
2010-01-08,10
2010-01-09,10
2010-01-10,10
2010-01-11,10
2010-01-12,10
2010-01-13,10
2010-01-14,10
2010-01-15,10
2010-01-16,10
2010-01-17,10
2010-01-18,10
2010-01-19,10
2010-01-20,10
2010-01-21,10
2010-01-22,10
2010-01-23,10
2010-01-24,10
2010-01-25,10
2010-01-26,10
2010-01-27,10
2010-01-28,10
2010-01-29,10
2010-01-30,10
2010-01-31,10
2010-02-01,10
2010-02-02,10
2010-02-03,10
2010-02-04,10
2010-02-05,10
2010-02-06,10
2010-02-07,10
2010-02-08,10
2010-02-09,10
2010-02-10,10.0283
2010-02-11,10.0197
2010-02-12,10.0207
2010-02-13,10.0217
2010-02-14,10.0227
2010-02-15,10.0185
2010-02-16,10.0136
2010-02-17,10.0106
2010-02-18,10.0089
2010-02-19,10.0032
2010-02-20,10.0042
2010-02-21,10.0047
2010-02-22,10.0055
2010-02-23,10.0132
2010-02-24,10.0207
2010-02-25,10.0225
2010-02-26,10.0192
2010-02-27,10.0201
2010-02-28,10.0205
2010-03-01,10.021
2010-03-02,10.0134
2010-03-03,10.0157
2010-03-04,10.02
2010-03-05,10.0209
2010-03-06,10.0217
2010-03-07,10.0221
2010-03-08,10.0226
2010-03-09,10.0252
2010-03-10,10.0264
2010-03-11,10.0276
2010-03-12,10.0315
2010-03-13,10.0324
2010-03-14,10.0327
2010-03-15,10.0293
2010-03-16,10.0296
2010-03-17,10.0324
2010-03-18,10.0344
2010-03-19,10.1518
2010-03-20,10.152
2010-03-21,10.1523
2010-03-22,10.1271
2010-03-23,10.131
2010-03-24,10.1313
2010-03-25,10.1354
2010-03-26,10.1454
2010-03-27,10.1456
2010-03-28,10.1459
2010-03-29,10.1536
2010-03-30,10.1887
2010-03-31,10.2206
2010-04-01,10.2208
2010-04-02,10.221
2010-04-03,10.2213
2010-04-04,10.2215
2010-04-05,10.238
2010-04-06,10.2412
2010-04-07,10.2447
2010-04-08,10.2479
2010-04-09,10.2387
2010-04-10,10.2389
2010-04-11,10.2391
2010-04-12,10.2206
2010-04-13,10.2221
2010-04-14,10.2223
2010-04-15,10.2245
2010-04-16,10.2271
2010-04-17,10.2272
2010-04-18,10.2274
2010-04-19,10.2406
2010-04-20,10.2751
2010-04-21,10.3037
2010-04-22,10.3387
2010-04-23,10.3429
2010-04-24,10.3431
2010-04-25,10.3432
2010-04-26,10.3494
2010-04-27,10.3515
2010-04-28,10.3637
2010-04-29,10.4216
2010-04-30,10.4222
2010-05-01,10.4228
2010-05-02,10.4234
2010-05-03,10.4292
2010-05-04,10.4333
2010-05-05,10.4587
2010-05-06,10.443
2010-05-07,10.456
2010-05-08,10.4566
2010-05-09,10.4571
2010-05-10,10.4568
2010-05-11,10.47
2010-05-12,10.4775
2010-05-13,10.4799
2010-05-14,10.4935
2010-05-15,10.494
2010-05-16,10.4945
2010-05-17,10.5256
2010-05-18,10.527
2010-05-19,10.5553
2010-05-20,10.532
2010-05-21,10.5575
2010-05-22,10.558
2010-05-23,10.5585
2010-05-24,10.5632
2010-05-25,10.5701
2010-05-26,10.5398
2010-05-27,10.5402
2010-05-28,10.5341
2010-05-29,10.5345
2010-05-30,10.535
2010-05-31,10.5482
2010-06-01,10.5496
2010-06-02,10.5522
2010-06-03,10.5526
2010-06-04,10.5506
2010-06-05,10.5511
2010-06-06,10.5515
2010-06-07,10.5605
2010-06-08,10.5621
2010-06-09,10.5598
2010-06-10,10.5527
2010-06-11,10.5502
2010-06-12,10.5506
2010-06-13,10.551
2010-06-14,10.5393
2010-06-15,10.5407
2010-06-16,10.5457
2010-06-17,10.5596
2010-06-18,10.561
2010-06-19,10.5613
2010-06-20,10.5617
2010-06-21,10.5688
2010-06-22,10.5704
2010-06-23,10.5718
2010-06-24,10.5732
2010-06-25,10.5597
2010-06-26,10.5599
